,Case,Planform,Span,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,Fuse_L,Fuse_x,Fin_S,cgx,RTG_h,PropD,Check,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater
0,1.0,8.832261104,6.021059156598305,247553.11854543706,794791.0917299741,LowClb,55000.0,1364740.5477755668,1364740.5477755668,0.29129577427513614,1.5,537.1695964573033,1.4532423299511519,0.46031273875890355,1.4532846016212628,486.68693357065405,1.5832865494291102,Fuselage too big,247553.11854543706,43750.06452320969,0.0,52.254400000000004,247500.86414543705,19.174746369368144,1451.1980867904415,177357.9432912097,4.494885929658003,43.651413194009486,24755.302421306656,119.01946222474879,0.0,0.01531520275968257
1,2.0,0.5,0.7071067811865476,101067.21906335164,400631.8851040161,LowAcc,400.0,2558516.848301219,2558516.848301219,1.904582209053629,1.5,307.9531802711538,0.4172226518449395,0.07167515590017007,0.417231606690689,279.50398019505775,1.6920899706704529,Fuselage too big,101067.21906335164,72862.08730682185,0.0,52.254400000000004,101014.96466335164,3.1798155794903233,3868.0306440532418,13926.361614668895,0.6998973146612416,64.05126630437587,10106.714240458445,183.82487169054204,0.0,0.015006460129148476
2,3.0,0.5,2.0,77239.56684772541,351223.6123743871,LowAcc,inf,6397385.2936294265,6397385.2936294265,2.5713445692355497,1.5,549.0870892708515,0.824684562211901,0.013554231556730426,0.8246862672853942,496.4250765287551,1.6920899706704529,Fuselage too big,77239.56684772541,38964.966452422195,0.0,52.254400000000004,77187.3124477254,7.394925950342846,1332.7017127388567,29030.05322170277,0.13235506989430595,36.36740049863505,7723.949141935527,91.73228188377546,0.0,0.014955523398771648
3,4.0,20.0,17.320508075688775,33887.321028160244,193480.76910111218,LowAcc,inf,2558954.11745177,2558954.11745177,0.05120238698510052,1.5,148.4772403451628,7.963962804201379,1.127418768782687,7.962987029010839,134.3303377356789,1.781063742581305,Span too big,33887.321028160244,22197.44565882484,0.0,52.254400000000004,33835.066628160246,16.588380949485504,336.3941224311052,7813.288809671933,11.009077815871393,25.888163418713177,3388.724944396559,45.71486547208539,0.0,0.012605179659631965
4,5.0,20.0,4.47213595499958,2881.7631150274456,9182.043936603814,LowClb,6200.0,1065356.3439704676,1065356.3439704676,0.42870528173412953,1.5,10.212688789389958,0.8369137433632382,2.2345929375183853,0.83694572792548,8.830806120727011,1.690268002920187,Fuselage too big,2881.7631150274456,2488.050441402015,0.0,52.254400000000004,2829.5087150274458,0.043019269026104416,10.95220248066415,8.566004900591757,21.82047010136161,4.531463963355312,288.170661045951,7.361715641270018,0.0,0.012736223210758055
5,6.0,20.0,12.649110640673518,5285.781253045975,16757.584852985863,LowAcc,inf,4478169.705540598,4478169.705540598,0.008951884546916084,0.1820222247338911,66.52356391519352,0.775138266538949,3.3838597841011175,0.7790930331462755,57.73096256906604,1.6920899706704529,Winglet too big,5285.781253045975,4244.2259940389185,0.0,52.254400000000004,5233.526853045975,32.26879042155097,109.72697927762412,263.17403570240293,33.04289117112226,7.024104872873213,528.5717473760639,15.477427041156771,0.0,0.014883144262235672
6,7.0,0.5,2.0,1527.0538188644696,4864.353634238401,LowClb,6720.0,1492285.9660296475,1492285.9660296475,0.17825097828783898,1.5,24.1205086521891,0.3982023088709064,0.0624717169491921,0.398200128876874,19.18273051178928,1.2797094126010904,Fuselage too big,1527.0538188644696,1283.7440475779647,0.0,52.254400000000004,1474.7994188644695,0.5053490156519628,15.570079224153703,10.34912338527854,0.6100270921756443,2.8844842487824667,152.69971636427073,8.422447718717075,0.0,0.01414423747479673
7,8.0,20.0,4.47213595499958,30277.923588302332,821591.3424804244,LowAcc,inf,2558954.11745177,2558954.11745177,0.4584173349360157,1.5,260.7835685967814,0.6378348262062546,1.46391,0.6378564529869054,234.33096682505493,1.5490576974372188,Winglet sizing exceeded iter. lim,30277.923588302332,16474.569881581134,0.0,52.254400000000004,30225.66918830233,0.30124901080830163,383.40754921232883,10263.053762745392,13.593340378162319,20.179244702397703,3027.7836595789813,42.76635685564789,0.0,0.01414423747479673
8,9.0,20.0,17.320508075688775,159.6547541420237,156.03630352659795,LowAcc,280.0,425617.81460752495,425617.81460752495,0.005105069317354127,0.20659552062676073,4.746824841241206,0.8563232810290257,2.9278274615043802,0.8646599901928338,1.570290683654836,0.20319255498760436,Winglet too big,159.6547541420237,40.194434875169264,0.0,52.254400000000004,107.40035414202372,3.2425912789152043,2.1919455028138617,0.5426032000674469,28.589802873292296,0.17414842497617677,15.958414356920366,16.49145810647032,0.0,0.014955523398771648
9,10.0,20.0,4.47213595499958,1568.6154604421579,5990.972902529105,LowClb,inf,426492.3529086284,426492.3529086284,0.3912343423317485,1.5,24.101726225914007,2.7259441218976788,1.9403160306372056,2.7344517974971216,19.165655578811926,1.2791045815981519,Fuselage too big,1568.6154604421579,1282.5384493475028,0.0,52.254400000000004,1516.3610604421579,5.658323755664089,15.539526065832938,24.785354805902248,18.946899555106754,2.882295643067587,156.85508242762518,9.140122381327256,0.0,0.015006460129148476
10,11.0,0.5,0.7071067811865476,3985.926409853274,12749.386691300906,LowClb,6560.0,3731370.8187999465,3731370.8187999465,0.49109499739898466,1.5,52.07543754450845,0.4191734372948629,0.06313565458397291,0.41917992112610636,44.596302232079616,1.5794592818589472,Fuselage too big,3985.926409853274,3428.7573462417813,0.0,52.254400000000004,3933.672009853274,0.09270331496484235,38.12117565242473,49.445632578453086,0.6165103451501178,5.705546332405163,398.58364346700614,12.335310529421754,0.0,0.014141391667261714
11,12.0,10.25,9.055385138137417,4609.299391409606,16306.24285477518,LowAcc,12720.0,1492285.9660296475,1492285.9660296475,0.08612420035581436,1.5,27.628919125036592,1.7311083517050636,0.6669134122966269,1.7311292699030016,24.468227535564136,1.8006073300307732,Fuselage too big,4609.299391409606,3985.4535030486527,0.0,52.254400000000004,4557.044991409606,0.7445917496646407,31.92338580154423,54.03265406002439,6.5123110025473565,7.065514488254593,460.92424358862877,10.37618249062991,0.0,0.012605179659631965
12,13.0,20.0,12.649110640673518,212.8985048755073,332.46844284110153,LowClb,720.0,1065793.6131210194,1065793.6131210194,0.006008942852464523,0.2639309640735884,5.422596180660443,0.7990682913977566,2.8855661097527228,0.8073113617963305,2.1846282649450504,0.3114000404136724,Fuselage too big,212.8985048755073,93.09082746971333,0.0,52.254400000000004,160.6441048755073,3.4639805672423876,2.649222161998075,0.7458911971848246,28.177127013247613,0.32761018639941464,21.283817717543247,10.890745417916163,0.0,0.014883144262235672
