Case,Planform,Span,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,Fuse_L,Fuse_x,Fin_S,cgx,RTG_h,PropD,Check,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater
5010,14.17441421,10.51654242,1782.660948,5655.418203,LowAcc,3483.021525,3293502.727,3293502.727,0.008904436,0.284326383,8.407176366,0.810526346,2.164232104,0.813746724,7.120484177,1.327151371,Fuselage too big,1782.660948,1470.234877,0,52.2544,1730.406548,14.65990734,31.64388319,4.29834654,21.13340695,3.058348286,178.2596302,7.10286913,0,0.015279372
5011,15.15020735,14.0872991,39456.44245,134202.0685,LowAcc,18087.67448,3479500.389,3479500.389,0.075316712,1.5,126.790665,2.268144562,0.739359373,2.268538861,114.804909,1.562344476,Span too big,39456.44245,29420.49919,0,52.2544,39404.18805,93.22644092,875.9582445,4956.287134,7.219735115,30.91685953,3945.638072,74.42740544,0,0.014966404
5012,15.84535522,15.0708013,2800.658362,9059.831363,LowAcc,2812.589466,2838408.483,2838408.483,0.008487026,0.296278615,18.81253437,1.307431448,1.799262949,1.307968633,16.30370592,1.592896794,Span too big,2800.658362,2300.773727,0,52.2544,2748.403962,53.32108781,54.6019896,28.19974825,17.56953704,4.517489568,280.0595483,9.345615233,0,0.015219184
5013,16.15598419,8.471379949,678.2679036,2065.790844,LowAcc,20792.2853,1503731.33,1503731.33,0.007878089,0.235137173,3.912797103,1.211056719,2.730670504,1.215485442,3.006291887,0.800410876,1,678.2679036,508.1859837,0,52.2544,626.0135036,5.695021976,10.20776206,0.750030515,26.66459429,1.374629374,67.81937219,5.300775643,0,0.015333815
5014,19.33290165,9.870663977,711.6456109,2038.614026,LowAcc,949.0691928,2840468.452,2840468.452,0.005353935,0.084043166,3.193444928,1.251362752,3.033101023,1.254497313,2.426929119,0.795021768,1,711.6456109,533.1626812,0,52.2544,659.3912109,5.031512029,13.04314407,0.555554587,29.61778366,1.360263436,71.15670226,5.448537325,0,0.015032296
5015,12.65673489,13.04918344,18258.94654,61197.94329,LowClb,678135.4904,3804363.128,3804363.128,0.06253572,1.5,67.81127314,1.652659532,1.180200885,1.65263612,61.17138469,1.753067511,Span too big,18258.94654,15136.56815,0,52.2544,18206.69214,4.656478891,180.4128354,998.4643806,11.52448739,18.37980836,1825.887142,30.78610161,0,0.012761302
5016,14.27477001,8.021134249,209618.9499,502906.5073,LowClb,1118407.571,3136767.204,3136767.204,0.221305299,1.5,465.0091345,1.239370921,1.370233719,1.239376177,422.2523525,1.76556979,Fuselage too big,209618.9499,97976.85724,0,52.2544,209566.6955,2.114819092,1791.234098,88548.82161,13.38012995,79.69704537,20961.88517,192.6925468,0,0.012807816
5017,6.092733731,7.544930235,16820.7659,55318.51323,LowClb,12957.1112,3391552.714,3391552.714,0.092973582,1.5,78.38899421,3.049789031,0.208645325,3.049235997,70.70697453,1.573312914,Fuselage too big,16820.7659,13836.11939,0,52.2544,16768.5115,34.30822425,360.1842091,799.0660042,2.037390795,17.28270053,1682.070093,37.42817287,0,0.015306293
5018,11.035881,12.07883426,24596.1362,91853.26488,LowClb,10437.39166,4151125.4,4151125.4,0.068921307,1.5,90.21498582,1.547360451,4.995843452,1.547557363,81.52226234,1.570312558,Winglet too big,24596.1362,19052.13075,0,52.2544,24543.8818,117.3132211,541.2492566,2249.389495,53.66609986,21.57389095,2459.60737,48.93643948,0,0.015279041
5019,6.098533948,8.742653054,59879.02482,166988.081,LowClb,39131.1247,5807611.723,5807611.723,0.119126695,1.5,215.0271762,0.515881894,0.83442,0.515892667,194.8909796,1.752009317,Fuselage too big,59879.02482,39006.16759,0,52.2544,59826.77042,3.630739553,589.3563002,14122.81921,8.147988099,36.64269549,5987.893535,72.09956997,0,0.012787655
5020,13.28176089,12.23563263,22230.65212,66721.55298,LowClb,29931.79083,4345149.892,4345149.892,0.071163682,1.5,129.5455266,1.094331088,1.955678616,1.094364158,116.9470263,1.75148082,Span too big,22230.65212,17327.05217,0,52.2544,22178.39772,3.609761483,194.8886148,2355.496952,19.09691293,20.36634219,2223.058492,34.81574626,0,0.012729943
5021,19.0028933,15.57865191,11854.14265,38654.59477,LowAcc,13189.27311,3056588.081,3056588.081,0.057499047,1.5,61.65531497,1.234444434,1.950418078,1.234548451,55.42751529,1.752302578,Span too big,11854.14265,9816.061409,0,52.2544,11801.88825,4.428998608,101.3825562,640.8222214,19.04554456,13.47453574,1185.405881,21.25434836,0,0.01275114
5022,15.95777687,15.15985928,73260.59813,182652.3228,LowAcc,9426.272105,3160127.269,3160127.269,0.089020239,1.5,345.5352171,2.378043126,1.104963833,2.378035618,312.7773951,1.754403052,Span too big,73260.59813,33048.67884,0,52.2544,73208.34373,5.207861117,432.3650308,32283.84572,10.78980868,34.43065018,7326.050126,66.96296427,0,0.012728255
5023,6.117041505,9.35018189,4577.959665,15121.73526,LowAcc,11296.68417,3619626.159,3619626.159,0.059902251,1.5,23.96814556,2.37725331,0.305952501,2.377044694,21.19163241,1.751367757,Fuselage too big,4577.959665,3934.178757,0,52.2544,4525.705265,2.586785288,38.48717153,73.09402007,2.987581003,6.647494838,457.7899597,9.920769289,0,0.012726983
5024,1.122559867,3.924966494,3241.113399,11286.23634,LowAcc,6229.034056,2775265.243,2775265.243,0.116145407,1.5,19.75675679,0.849478226,0.063381439,0.849373196,17.30266793,1.581524916,Fuselage too big,3241.113399,2772.031251,0,52.2544,3188.858999,3.563868931,45.36470647,28.91337982,0.618910396,5.267207508,324.1042624,8.981768086,0,0.013644608
5025,5.87801538,8.900896852,1331.551495,4145.541524,LowClb,1086.965452,4618109.783,4618109.783,0.010331514,0.297830981,9.226482825,3.031400395,0.30095493,3.020027696,7.593892837,1.136858095,Fuselage too big,1331.551495,1082.129041,0,52.2544,1279.297095,23.06498598,25.25125556,3.970784377,2.938780456,2.38721843,133.1464392,6.393351243,0,0.015238838
5026,15.96256043,7.810019107,68092.49773,158298.9631,LowClb,4003.186285,3076506.824,3076506.824,0.188161542,1.5,254.5672759,1.409168708,1.51684,1.409324577,230.7669806,1.573010531,Fuselage too big,68092.49773,39411.00021,0,52.2544,68040.24333,17.03534264,908.7718948,20753.02053,14.81171864,38.13824066,6809.242748,88.2086,0,0.014038001
5027,11.12569582,8.499590776,3053.552105,9647.706866,LowAcc,4664.305277,2893582.029,2893582.029,0.092880581,1.5,13.15949101,0.618564833,1.5673,0.618961758,11.45727591,1.591885021,Fuselage too big,3053.552105,2624.948417,0,52.2544,3001.297705,3.084316176,27.41775072,12.25735299,15.30445309,4.679459556,305.3490395,8.243113295,0,0.013802189
5028,17.59423656,8.275268827,53950.91859,142188.4452,LowClb,19699.0356,3686371.322,3686371.322,0.174754381,1.5,203.039443,1.147530148,2.106293116,1.147569432,184.0213103,1.751014453,Fuselage too big,53950.91859,36977.55352,0,52.2544,53898.66419,3.257295241,540.5869296,10852.85448,20.56764128,36.34880475,5395.08502,72.397581,0,0.012919209
5029,11.39598663,12.06174564,6852.923767,21722.12574,LowAcc,7233.955356,4397900.235,4397900.235,0.058512166,1.5,30.6912284,1.330385652,1.170268911,1.330399704,27.36182015,1.757540107,Span too big,6852.923767,5902.975439,0,52.2544,6800.669367,4.479540425,60.62266466,113.811894,11.42750313,8.730874246,685.283252,13.32529519,0,0.012904322
5030,14.54535091,12.41085547,9201.107664,33278.69136,LowClb,8294.112132,3041223.346,3041223.346,0.065863282,1.5,32.32941646,1.144727828,1.763233948,1.145672141,28.93210774,1.587453604,Span too big,9201.107664,7793.60618,0,52.2544,9148.853264,46.25009792,154.1576297,184.5613689,17.21771916,10.8662536,920.1033899,22.075342,0,0.015283254
5031,6.37795561,7.403528411,9196.972513,29903.29054,LowClb,3764.232506,4195548.215,4195548.215,0.085412338,1.5,31.63444072,0.758118529,0.679184585,0.75887769,28.3049854,1.567034585,Fuselage too big,9196.972513,7785.885086,0,52.2544,9144.718113,35.00302495,185.8883417,179.0036544,6.632137195,10.91941642,919.6898503,21.68162971,0,0.014971629
5032,0.786699228,2.876910332,1160.163055,3623.720878,LowClb,4338.566895,3913163.889,3913163.889,0.128475938,1.5,4.754719654,0.447449276,0.060572608,0.447498677,3.86095293,1.062555755,Fuselage too big,1160.163055,963.878364,0,52.2544,1107.908655,2.132229988,16.2756726,1.072901693,0.591482577,2.144273449,116.0090381,5.79026918,0,0.014423134
5033,18.14304339,4.782673988,6493.426577,347855.1428,LowAcc,6731.069217,5293224.527,5293224.527,0.391031604,1.5,22.86618079,1.307234361,1.82886245,1.307331319,20.32846686,1.777311274,Fuselage too big,6493.426577,5620.502333,0,52.2544,6441.172177,0.366327784,63.90611887,71.96932455,13.94725489,8.420883921,649.3345877,12.71265762,0,0.012688762
5034,14.83345826,9.314288115,36402.343,102879.6983,LowAcc,5353.312823,1855556.775,1855556.775,0.118494432,1.5,164.8336248,0.853554627,1.775717954,0.853614365,149.2000744,1.761818828,Fuselage too big,36402.343,24707.89734,0,52.2544,36350.0886,3.80945647,360.6000999,7540.199012,17.33962364,28.01524297,3640.226224,51.98872883,0,0.012868524
5035,19.81373808,15.88308449,259878.3292,483969.7149,LowAcc,9925.880376,2854128.968,2854128.968,0.108356023,1.5,451.0462326,1.631375597,1.577375948,1.631397751,409.2736628,1.743215774,Span too big,259878.3292,59889.47949,0,52.2544,259826.0748,20.54870217,1434.039319,172299.4704,15.40284324,55.20674584,25987.8245,124.0897249,0,0.013009403
5036,14.65273758,11.7811223,2385.228166,8983.499503,LowClb,1790.803923,2194014.957,2194014.957,0.017400648,0.612013562,19.53789453,1.559312922,1.068696521,1.565054646,16.72637639,1.574660051,Fuselage too big,2385.228166,1956.880786,0,52.2544,2332.973766,37.70864052,40.80683299,35.55813622,10.43566374,4.04734224,238.5171985,9.003838494,0,0.015327425
5037,17.2947786,14.84033139,58700.06456,167251.7981,LowAcc,6595.085022,2920279.614,2920279.614,0.079235646,1.5,178.1228973,1.934940041,0.922426311,1.934975081,161.4469959,1.745435102,Span too big,58700.06456,37219.66472,0,52.2544,58647.81016,7.684379739,608.8680714,14819.75428,9.007356734,37.82520233,5869.998766,74.99461407,0,0.012766547
5038,18.38509043,12.26169245,56686.47519,160465.6772,LowAcc,22973.10721,2890292.183,2890292.183,0.103435561,1.5,163.7873148,4.58691093,0.655615515,4.587030321,148.4437217,1.56169337,Span too big,56686.47519,38741.4997,0,52.2544,56634.22079,57.81045615,1158.278423,10871.31044,6.401988706,38.70095812,5668.641143,91.5634986,0,0.014185972
5039,12.32951808,10.64440664,28174.16697,81747.42792,LowClb,33932.55106,2702334.746,2702334.746,0.09374659,1.5,129.6352463,1.69477325,0.612405,1.696035282,117.2249178,1.582017962,Fuselage too big,28174.16697,20006.946,0,52.2544,28121.91257,108.1049095,620.5603557,4485.404276,5.980044405,23.43261969,2817.409077,54.06000098,0,0.015289944
5040,14.54542292,10.01072311,8250.293318,26887.42068,LowAcc,5385.702309,2419580.2,2419580.2,0.09538367,1.5,53.58878637,3.512583795,0.767854284,3.51253934,47.88675792,1.583081938,Fuselage too big,8250.293318,6823.627237,0,52.2544,8198.038918,13.28561517,100.5238492,400.1800074,7.497983707,10.09327609,825.0197754,17.79728048,0,0.013893556
5041,10.20986222,5.826826892,1291.467033,4263.369435,LowAcc,954.6910758,2448852.531,2448852.531,0.007710415,0.151297597,16.24558615,1.246753982,0.723483611,1.251631814,12.89610336,1.152832089,Fuselage too big,1291.467033,1045.565192,0,52.2544,1239.212633,8.896768655,26.85072729,11.46247383,7.064710644,2.440857326,129.1376647,7.779115516,0,0.015122479
5042,17.42567828,14.74720643,15252.82644,48856.49099,LowClb,45253.20183,2303101.112,2303101.112,0.065686415,1.5,80.69535952,5.534639163,0.523084926,5.534192057,72.70735694,1.74554551,Fuselage too big,15252.82644,12028.65576,0,52.2544,15200.57204,12.82747259,174.7968599,1410.693596,5.107847071,16.09288225,1525.27623,27.10832203,0,0.013065279
5043,11.2271059,12.79670058,2820.539143,9597.380446,LowClb,5773.193182,2163088.797,2163088.797,0.051055377,1.5,11.13898238,5.325380804,0.39985228,5.316488533,9.661247756,1.582298263,Span too big,2820.539143,2389.159078,0,52.2544,2768.284743,25.97407872,37.98091881,15.66143453,3.904498482,4.563769099,282.0480341,8.978281698,0,0.014649187
5044,11.45688411,11.14162368,177.4510983,313.1327942,LowClb,74490.3323,1077787.84,1077787.84,0.016168521,0.605392037,1.407437436,2.310915757,0.43695472,2.314535012,0.614912781,0.301673921,1,177.4510983,82.84970491,0,52.2544,125.1966983,3.161079494,2.590218206,0.072629549,4.266798322,0.312491871,17.73693636,14.19157553,0,0.015264031
5045,15.49471962,11.85474261,3664.484133,11653.03252,LowAcc,52046.31511,2907398.968,2907398.968,0.078533198,1.5,13.37707472,2.366424651,0.854594409,2.366538823,11.70045168,1.772192573,Fuselage too big,3664.484133,3168.779171,0,52.2544,3612.229733,2.003579159,27.16891999,25.42870538,8.344988228,5.477196343,366.4407438,8.573586485,0,0.01284253
5046,1.711701511,3.865796525,3258.540263,10351.7709,LowAcc,9664.110927,5339536.461,5339536.461,0.10205795,1.5,25.60111069,0.45450016,0.126505134,0.454511871,22.18791954,1.744802499,Fuselage too big,3258.540263,2815.266558,0,52.2544,3206.285863,0.24226314,22.47210035,28.08069518,1.235303953,5.000264179,325.8470901,8.128852962,0,0.012735337
5047,12.14149621,10.86652105,4017.099005,13300.51787,LowAcc,30176.14389,2689418.38,2689418.38,0.071427324,1.5,19.88633051,0.988697026,1.538394854,0.988930833,17.52033539,1.672135874,Fuselage too big,4017.099005,3464.183222,0,52.2544,3964.844605,2.654397504,34.36174567,31.272918,15.02219861,5.994837339,401.701361,9.640607202,0,0.013318019
5048,12.59645996,12.59713669,2791.791573,9188.145889,LowClb,14470.92104,2500937.537,2500937.537,0.054431206,1.5,12.62351358,0.701239233,2.077497234,0.701372748,10.96855622,1.695186282,Span too big,2791.791573,2393.670446,0,52.2544,2739.537173,1.341311851,18.07271476,15.31125243,20.28645375,4.553135332,279.1734673,7.115677154,0,0.012714306
5049,15.81082177,10.88824776,68910.339,244880.4974,LowAcc,7808.713696,4237249.143,4237249.143,0.112279053,1.5,278.1264071,1.006156116,1.896757436,1.006748839,251.8495478,1.563297484,Fuselage too big,68910.339,32846.64424,0,52.2544,68858.0846,100.023566,972.991259,27914.48774,18.52155631,32.82589102,6891.025288,81.5499421,0,0.015127436
5050,15.13561788,12.3407655,81018.05248,187523.3626,LowAcc,38377.70876,4738477.775,4738477.775,0.113386444,1.5,380.0027616,0.848468932,2.197547964,0.848517689,343.8936147,1.660721399,Span too big,81018.05248,35490.51078,0,52.2544,80965.79808,9.447360908,575.308816,36660.46883,21.45873141,34.42538883,8101.797804,72.36703862,0,0.013327801
5051,18.30623172,10.67059989,22700.87308,57760.18797,LowClb,281622.4476,3808964.326,3808964.326,0.107257362,1.5,151.379411,1.485325157,2.270913752,1.485400697,136.2834739,1.753807531,Fuselage too big,22700.87308,15265.20782,0,52.2544,22648.61868,3.364530275,161.1594253,4877.063542,22.1751375,18.28845996,2270.078419,31.26856216,0,0.012776839
5052,18.89601409,12.121702,143711.1404,380872.3509,LowAcc,104882.5535,5127227.972,5127227.972,0.13330703,1.5,427.9479954,1.157658116,1.887153857,1.15775441,388.221769,1.566557748,Fuselage too big,143711.1404,60220.40112,0,52.2544,143658.886,24.94484426,1403.831141,67444.72334,18.42777877,50.28853414,14371.10617,125.1490797,0,0.014027327
5053,18.11977153,5.538642935,176.7542483,248.7796698,LowClb,2736.259381,945058.4775,945058.4775,0.014179417,0.303260553,1.54275383,0.841735326,2.822524677,0.84769725,0.780182689,0.266120775,1,176.7542483,67.338451,0,52.2544,124.4998483,0.628178719,1.847629622,0.045529882,27.56153673,0.259391481,17.66737328,9.136507812,0,0.015249731
5054,2.532415307,2.286683978,1860.362868,6316.806069,LowClb,3688.104325,1446643.99,1446643.99,0.253559767,1.5,14.96882104,0.383606969,0.29088,0.38422174,12.6632893,1.404900348,Fuselage too big,1860.362868,1571.787894,0,52.2544,1808.108468,2.104957078,24.56077097,9.52934808,2.840400252,3.352621281,186.0294038,7.887758674,0,0.015313914
5055,6.829669824,6.20571119,207.2014674,438.5420324,LowClb,29285.48966,1126829.093,1126829.093,0.112972367,1.5,1.786372468,0.835817616,0.577915802,0.836029672,1.020590901,0.36034887,1,207.2014674,121.6124954,0,52.2544,154.9470674,0.10021228,1.032640688,0.089523114,5.643262479,0.407425368,20.71458105,5.333983485,0,0.012943539
5056,5.504786979,3.444834243,16788.2477,50493.29608,LowClb,25886.19856,1932334.499,1932334.499,0.267906403,1.5,171.9412023,0.645839696,0.836896454,0.645852813,154.1367468,1.757301218,Fuselage too big,16788.2477,12425.75526,0,52.2544,16735.9933,0.28422381,113.2199011,2464.980161,8.172170307,16.40861883,1678.815389,28.34478949,0,0.012791207
5057,5.470489472,3.432229416,36602.78592,102968.5202,LowAcc,177237.2206,4156676.618,4156676.618,0.296218393,1.5,181.4486274,1.471453109,0.42266504,1.471498428,164.2335287,1.586530811,Fuselage too big,36602.78592,26835.87977,0,52.2544,36550.53152,2.654995572,497.9251388,5464.175806,4.127261706,27.90475456,3660.27044,57.57966941,0,0.013684777
5058,17.10268328,6.206732553,37493.87426,188033.5332,LowAcc,8380.749403,3643084.24,3643084.24,0.226171483,1.5,251.6621649,0.692051888,5.516897413,0.694603978,226.8325633,1.607155902,Fuselage too big,37493.87426,20335.24139,0,52.2544,37441.61986,71.06268824,623.7193902,12532.41925,53.87168867,22.7075507,3749.380527,53.20213256,0,0.015234742
5059,9.673161199,9.002655147,585.6443582,1691.601111,LowAcc,1485.789853,2945296.785,2945296.785,0.006885617,0.183610906,4.708814657,1.095065009,0.807037958,1.099081506,3.464990833,0.723309826,Fuselage too big,585.6443582,442.7910585,0,52.2544,533.3899582,6.770500435,9.841840425,1.026247567,7.880606499,1.174812339,58.55806562,5.331614934,0,0.015211947
5060,2.749488615,6.238239784,444.9662357,1259.018614,LowAcc,1000.608101,1650902.938,1650902.938,0.026835172,0.650454366,2.342370132,0.335813411,0.460540321,0.338705036,1.534045678,0.622592651,1,444.9662357,316.9296032,0,52.2544,392.7118357,9.820494005,8.693653993,0.251436759,4.497108233,0.932586868,44.48823529,7.08353334,0,0.015184021
5061,12.88137128,13.88316502,8720.900521,28826.17551,LowClb,597214.3474,3426420.951,3426420.951,0.053682084,1.5,33.47220193,4.318861757,0.66357918,4.316844379,29.9558441,1.574851966,Span too big,8720.900521,7426.671343,0,52.2544,8668.646121,31.22502046,130.2286659,172.4044183,6.479752719,10.54486883,872.0831348,18.99481444,0,0.014102381
5062,11.90705492,12.83796247,1169.104575,4485.205749,LowAcc,12177.54986,3259957.973,3259957.973,0.02268545,0.926355416,10.34628735,1.092216417,1.65793354,1.094022474,8.205403405,1.031257697,Span too big,1169.104575,930.4459195,0,52.2544,1116.850175,24.15407434,13.69608141,6.811548918,16.18947623,2.045182616,116.9027756,6.589833476,0,0.015282852
5063,9.637375696,11.55465848,7676.103774,24924.27487,LowClb,149961.8755,3539688.254,3539688.254,0.055104649,1.5,27.09936115,0.728988806,1.811014736,0.729043639,24.17836327,1.759953863,Fuselage too big,7676.103774,6613.552461,0,52.2544,7623.849374,2.436560538,65.31061988,132.7573199,17.68429151,9.665617974,767.6046267,14.82512976,0,0.012746678
5064,15.63667851,9.647666752,2683.195997,127823.5648,LowClb,14292.62614,5949271.003,5949271.003,0.104876125,1.5,12.38157951,0.761622515,1.905431625,0.761778368,10.72115984,1.620490964,Fuselage too big,2683.195997,2286.673573,0,52.2544,2630.941597,0.620621743,30.15266356,15.23393011,18.60625849,4.232166697,268.3140377,7.095141921,0,0.013203835
5065,19.93333726,8.749038806,4897.584107,17005.36049,LowClb,4788.845835,962424.9778,962424.9778,0.140626686,1.5,21.00283313,1.053308876,4.037133787,1.05537494,18.61076347,1.590929999,Fuselage too big,4897.584107,4156.764078,0,52.2544,4845.329707,12.66707247,65.65415254,59.83619999,39.42201536,7.156085585,489.7521842,14.06266244,0,0.015255991
5066,6.983514079,7.974764763,1081.246893,3665.57627,LowClb,760425.7124,830487.8895,830487.8895,0.074750501,1.5,4.648487541,1.259942645,0.684706172,1.259982756,3.770133413,1.068443195,Fuselage too big,1081.246893,897.5128361,0,52.2544,1028.992493,0.645040345,7.247735279,1.613230093,6.686054674,2.163128743,108.1180355,4.993513106,0,0.012919504
5067,19.6667269,17.05538429,229.040733,449.6717429,LowAcc,6229.361745,663178.9421,663178.9421,0.012343448,0.640506359,1.543489443,1.562995735,2.156272875,1.564698666,0.767684651,0.365598798,Span too big,229.040733,112.3330294,0,52.2544,176.786333,7.068339609,2.676917973,0.123451648,21.05568626,0.416347582,22.89757216,10.20006849,0,0.014919912
5068,1.809102207,4.586562668,220.1026151,527.3629471,LowAcc,12012.93568,829067.1719,829067.1719,0.073946056,1.5,1.636574102,1.041738164,0.131395394,1.041095926,0.927002636,0.39771197,1,220.1026151,131.5304531,0,52.2544,167.8482151,1.9646002,2.854133121,0.078267655,1.28305662,0.472410621,22.00410326,7.645939209,0,0.015251313
5069,19.45585992,9.493795606,34852.15743,105281.7336,LowAcc,5222.288255,2938699.333,2938699.333,0.1270624,1.5,117.1257782,0.867379211,4.745215705,0.868262908,106.0125008,1.567208496,Fuselage too big,34852.15743,26315.31524,0,52.2544,34799.90303,45.60609423,694.326442,4120.456072,46.33633073,28.39347831,3485.207771,64.24706312,0,0.014541201
5070,13.57526751,9.965086325,23311.85975,73833.12891,LowAcc,30267.00068,2863029.141,2863029.141,0.092807642,1.5,88.73441486,0.870529741,2.58443372,0.870741857,80.18310067,1.616890177,Fuselage too big,23311.85975,18434.29688,0,52.2544,23259.60535,14.67081315,342.7287485,2048.270452,25.23661369,21.75493263,2331.176699,41.45670997,0,0.013507202
5071,11.71810923,10.54749585,138883.9705,392740.4849,LowAcc,11790.00389,5145439.732,5145439.732,0.137816625,1.5,342.274582,1.455764035,1.138001177,1.455773299,310.6766045,1.643063381,Fuselage too big,138883.9705,78581.82711,0,52.2544,138831.7161,8.47645629,1582.586226,44545.23413,11.11241347,62.24234114,13888.38813,151.8358799,0,0.01337439
5072,1.417347733,4.558071428,2586.350932,8120.498283,LowClb,79834.75428,3727710.727,3727710.727,0.090922137,1.5,14.61340253,0.489688512,0.127098938,0.489693138,12.62706295,1.599081991,Fuselage too big,2586.350932,2223.994183,0,52.2544,2534.096532,0.954659396,22.22924442,16.08927179,1.24110236,4.137966623,258.6254331,6.811746338,0,0.012924905
5073,9.302693851,9.963167067,11761.23763,38553.32233,LowAcc,428185.3863,3878429.345,3878429.345,0.072405503,1.5,41.36970071,1.813310893,0.964836543,1.813234455,37.15227973,1.771981497,Fuselage too big,11761.23763,10013.66518,0,52.2544,11708.98323,6.85718997,141.4358257,326.3474361,9.421486382,13.48286351,1176.117962,21.64245227,0,0.012838457
5074,7.156577974,9.7081834,3040.770001,9608.799369,LowAcc,10054.7296,3327613.644,3327613.644,0.056627635,1.5,16.01487672,1.16631109,0.822612664,1.166312392,13.94475928,1.73357061,Fuselage too big,3040.770001,2612.98476,0,52.2544,2988.515601,1.791614622,21.22557441,28.40961373,8.032691203,4.72383938,304.0704769,7.264358892,0,0.012672431
5075,2.324294284,5.425301674,2085.203287,6568.225159,LowAcc,8452.985924,4547255.449,4547255.449,0.071671681,1.5,8.542563426,0.499209962,0.300311113,0.499240337,7.287014248,1.432507028,Fuselage too big,2085.203287,1787.049395,0,52.2544,2032.948887,1.093803019,17.90531105,6.022919746,2.932493674,3.459892872,208.5128835,5.959488235,0,0.012700569
