Case,Planform,Span,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,Fuse_L,Fuse_x,Fin_S,cgx,RTG_h,PropD,Check,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater
3030,6.960797691,10.12105321,276.737419,640.2328639,LowClb,3080.093894,1367942.917,1367942.917,0.016126939,0.724027329,4.870184709,1.476585567,0.690716589,1.471129039,2.609199785,0.439220364,Fuselage too big,276.737419,168.6757251,0,52.2544,224.483019,9.134767834,3.427305608,0.681199109,6.744745504,0.548586052,27.66522324,7.590229829,0,0.015236703
3031,5.103803116,8.295866325,221.6595707,501.3435923,LowClb,799.090449,1373113.198,1373113.198,0.009104879,0.259242527,2.69462665,1.064752832,0.46466062,1.063649098,1.518293639,0.387234726,1,221.6595707,128.4038313,0,52.2544,169.4051707,3.726455696,3.499541939,0.1468533,4.537342349,0.45384063,22.1596851,6.462661977,0,0.014958437
3032,6.865343689,9.288180583,3041.521781,9582.468076,LowClb,8015.262533,3215397.663,3215397.663,0.060694572,1.5,22.45814432,1.696979383,0.510569638,1.696651184,19.42946311,1.582860072,Fuselage too big,3041.521781,2602.995628,0,52.2544,2989.267381,6.330469121,28.5402699,28.88086239,4.985637135,4.651416649,304.1455924,8.723528694,0,0.013976972
3033,9.901360114,11.80346317,4393.326881,15399.66264,LowClb,23295.66141,1472939.166,1472939.166,0.053452344,1.5,22.82980897,1.01575758,1.354519534,1.015894584,20.19634456,1.586352299,Fuselage too big,4393.326881,3763.843618,0,52.2544,4341.072481,9.75555603,49.8438392,47.15547995,13.22668326,6.633460424,439.3229042,11.27711143,0,0.013828443
3034,3.444147255,4.205558766,31067.51887,90544.3768,LowAcc,32651.26573,5995582.181,5995582.181,0.172340146,1.5,115.5305334,0.332968543,0.45519,0.333428127,104.5129618,1.580717322,Fuselage too big,31067.51887,24048.56456,0,52.2544,31015.26447,49.4670738,859.3893233,2863.868746,4.444863142,24.88455164,3106.743716,57.88641026,0,0.015224288
3035,13.04337071,10.80038096,2532.0007,7843.066764,LowClb,1780.72,4433124.247,4433124.247,0.009096958,0.300297952,12.63226934,1.374759696,1.23822024,1.37625124,10.89523712,1.555363942,Fuselage too big,2532.0007,2098.957797,0,52.2544,2479.7463,38.24367345,50.60613361,14.48683768,12.09103782,3.954898732,253.1903562,8.200433772,0,0.015131713
3036,0.637474357,2.541651529,1359.100475,4360.20732,LowClb,87321.43911,3299709.084,3299709.084,0.141012684,1.5,8.837509295,0.840046081,0.027994354,0.83991298,7.327878712,1.166174788,Fuselage too big,1359.100475,1137.317281,0,52.2544,1306.846075,2.371073553,19.67529374,2.36645329,0.273360737,2.486041483,135.9013737,6.439904768,0,0.015292806
3037,0.589397623,2.647612425,375.010473,1063.58333,LowClb,5837.156751,1106801.703,1106801.703,0.184896124,1.5,2.152076999,0.155891031,0.107900733,0.156095322,1.347022731,0.571235796,1,375.010473,268.3444022,0,52.2544,322.756073,1.61000442,5.927933182,0.112081888,1.053634729,0.817467397,37.49427046,7.381194689,0,0.015084048
3038,4.002737937,7.107272467,5297.911753,17940.46395,LowClb,6752.424253,2903840.563,2903840.563,0.069472202,1.5,22.8675208,0.818990079,0.337270677,0.819279729,20.29487931,1.584097435,Fuselage too big,5297.911753,4525.747488,0,52.2544,5245.657353,21.85309524,97.24303367,45.6911256,3.293398362,7.438897487,529.7846365,14.59041656,0,0.015262249
3039,2.35067326,2.976688163,24823.57314,80894.70793,LowClb,3002.005713,4076766.378,4076766.378,0.237753612,1.5,85.51370558,0.572778427,0.242410715,0.572827871,77.28244977,1.571615339,Fuselage too big,24823.57314,20797.02551,0,52.2544,24771.31874,5.686795002,550.9732024,856.3480476,2.367104838,23.06495273,2482.349373,53.48844823,0,0.015312706
3040,6.416939571,8.901323297,11193.60349,36742.58655,LowAcc,29450.10904,3928690.544,3928690.544,0.072781677,1.5,39.31202724,1.955619214,0.385106355,1.955315484,35.2819967,1.576254444,Fuselage too big,11193.60349,9548.938169,0,52.2544,11141.34909,13.58302916,171.2520135,248.6507818,3.760506699,12.75016851,1119.35114,23.04943312,0,0.013846322
3041,9.3317524,11.46313208,227.8339568,498.6071959,LowClb,23541.80551,599126.5012,599126.5012,0.010457511,0.505507558,2.379960898,0.672985025,1.404218877,0.675558989,1.366713641,0.386126448,1,227.8339568,125.5795224,0,52.2544,175.5795568,4.010239311,2.592736606,0.13779815,13.71199,0.451892014,22.77694208,6.303457484,0,0.014978733
3042,18.19688804,7.694973953,8180.38939,25886.23098,LowAcc,5887.060668,2613501.98,2613501.98,0.164371822,1.5,30.47221611,0.923705055,3.776035935,0.923794892,27.2284358,1.778821406,Fuselage too big,8180.38939,7037.867874,0,52.2544,8128.13499,0.700444952,57.47747664,151.9966472,36.87243338,9.985290175,818.0327298,15.18936257,0,0.012731092
3043,1.558401139,1.918755008,210.6346918,465.2017351,LowClb,1291.650225,606506.6552,606506.6552,0.223118048,1.5,1.565629308,0.226785985,0.325821334,0.227818096,0.715801825,0.372398929,1,210.6346918,116.3123632,0,52.2544,158.3802918,0.641004218,3.527455018,0.051406507,3.181597222,0.428006618,21.05764196,13.16556755,0,0.015249482
3044,6.180851989,7.910422924,208.0460083,445.4598207,LowClb,5107.301475,873572.6624,873572.6624,0.062974055,1.5,1.71225401,0.622713307,1.166426198,0.623294007,0.983397319,0.363531819,1,208.0460083,115.1748456,0,52.2544,155.7916083,0.691255284,1.449884315,0.09513441,11.3899796,0.412826534,20.7989786,5.765099354,0,0.013604614
3045,2.591802772,1.980858312,829.682448,2741.130343,LowClb,9023.147946,862411.3679,862411.3679,0.289627981,1.5,12.70831803,0.426125951,0.639591261,0.426155166,9.356040657,0.922979598,Fuselage too big,829.682448,673.0879731,0,52.2544,777.428048,0.039945199,4.109042966,3.382241284,6.245514227,1.717337764,82.95895321,5.874254264,0,0.012785959
3046,4.429839583,2.302030247,3961.521085,13619.59542,LowAcc,4320.421945,1624483.611,1624483.611,0.387146882,1.5,28.47393048,0.561820659,0.416295587,0.561981817,25.02856559,1.596607282,Fuselage too big,3961.521085,3403.911524,0,52.2544,3909.266685,0.648809959,39.22133636,48.68206159,4.06506494,6.060875774,396.1431705,10.52007735,0,0.013764108
3047,4.180678528,3.337295217,246.2273865,621.0774547,LowClb,10303.67601,653174.4531,653174.4531,0.221823544,1.5,1.720289287,0.677660453,0.381501887,0.677722165,0.953902364,0.432498028,1,246.2273865,157.1899591,0,52.2544,193.9729865,0.030570185,1.326630678,0.086011508,3.725309594,0.535970023,24.61567036,6.450117739,0,0.012747344
3048,1.581679752,3.784369612,754.2485442,2449.759631,LowAcc,2919.172148,1451106.101,1451106.101,0.089044632,1.5,5.594011031,0.293238765,0.175919022,0.294026116,4.369191456,0.872377899,Fuselage too big,754.2485442,602.1663627,0,52.2544,701.9941442,3.928221012,10.58984097,1.086471608,1.717823277,1.572163196,75.41651216,5.501429921,0,0.015319406
3049,17.36520109,8.139009666,1283.986607,4335.680418,LowAcc,11618.23789,660898.6069,660898.6069,0.145002573,1.5,6.415883213,0.767318887,2.343924592,0.767678231,5.327441362,1.162753143,Fuselage too big,1283.986607,1061.524356,0,52.2544,1231.732207,0.519733349,7.505134745,3.381302257,22.88807756,2.47442129,128.3906001,5.035633298,0,0.012948449
3050,16.11378363,14.27573613,334.6921274,763.1685797,LowClb,747.9275385,1580399.736,1580399.736,0.00626012,0.15625667,2.065506556,0.786578613,3.257272679,0.790784106,1.333467886,0.481752151,1,334.6921274,201.1870196,0,52.2544,282.4377274,4.926989861,4.612356751,0.196083028,31.80678678,0.630863661,33.46332232,5.599219573,0,0.015085796
3051,1.064682004,3.734883439,224.3282596,520.8126582,LowClb,1975.077108,729344.7035,729344.7035,0.084930411,1.5,6.028084619,0.253797439,0.155317144,0.253928658,2.802838772,0.395384362,Fuselage too big,224.3282596,135.2481141,0,52.2544,172.0738596,0.382619463,2.172807855,0.427330643,1.516648981,0.46826199,22.42645972,9.416324512,0,0.015292253
3052,5.879845465,9.20350938,1771.967546,5445.723547,LowClb,2498.297693,2854407.895,2854407.895,0.05433145,1.5,6.728227965,1.870310391,0.465658293,1.868155793,5.654987303,1.303831122,Fuselage too big,1771.967546,1481.955668,0,52.2544,1719.713146,18.19154338,22.81320185,4.759621985,4.54708448,2.972343874,177.1903997,7.268017651,0,0.015265079
3053,0.835435256,3.458755051,432.9570654,1252.806732,LowClb,858.3971243,1618647.514,1618647.514,0.134456317,1.5,3.802605727,0.228649442,0.141252084,0.229311114,2.659826889,0.621027929,1,432.9570654,315.3797943,0,52.2544,380.7026654,7.043773326,6.900804033,0.453040935,1.379305744,0.928994706,43.28761181,5.314108121,0,0.015232465
3054,3.473670976,3.781556313,2072.725377,7046.488678,LowClb,8717.278719,1442445.031,1442445.031,0.154376756,1.5,26.32048575,0.763503004,0.224886322,0.763706997,21.86576442,1.483960663,Fuselage too big,2072.725377,1750.530558,0,52.2544,2020.470977,1.229076514,19.25471375,27.71028529,2.195981728,3.663708324,207.2641621,8.608462608,0,0.01402863
3055,15.82006587,14.44367784,746.2939983,2274.89678,LowAcc,7880.329604,1346352.623,1346352.623,0.052018465,1.5,7.619633828,0.892702859,1.85999973,0.893978155,5.715584861,0.84014624,Fuselage too big,746.2939983,583.9602781,0,52.2544,694.0395983,3.016989336,4.728178814,2.936185486,18.16262274,1.482389713,74.62110216,5.11835126,0,0.013500743
3056,6.130054284,8.313772366,6047.02244,20667.92121,LowAcc,3803.314109,1871799.039,1871799.039,0.072145087,1.5,42.11688837,1.61453071,0.365373496,1.614631743,37.44009151,1.577005789,Fuselage too big,6047.02244,5055.399266,0,52.2544,5994.76804,13.3707222,83.10627568,211.8838358,3.567818239,8.273532705,604.6963867,14.45630355,0,0.013898962
3057,16.73579507,13.64947518,19886.09356,67189.95981,LowClb,4715.667549,1762976.986,1762976.986,0.075954415,1.5,98.38806055,0.912930311,9.749099157,0.913845304,88.81371486,1.573235384,Winglet too big,19886.09356,15046.45618,0,52.2544,19833.83916,40.01764532,319.9106344,2281.18032,100.08094,18.84797934,1988.602282,38.72863528,0,0.014542779
3058,0.653438246,3.053011736,244.1328605,627.3339589,LowClb,80512.27402,652357.8737,652357.8737,0.134079995,1.5,2.494713827,0.27964975,0.064864721,0.2796955,1.519378839,0.435175888,1,244.1328605,158.3832454,0,52.2544,191.8784605,0.194091309,2.063480742,0.145627381,0.633394419,0.540982824,24.40623883,5.496946424,0,0.014453117
3059,1.970846848,5.160152885,160.9733059,293.398955,LowClb,2800.650713,910731.3772,910731.3772,0.067766169,1.5,1.401165872,0.353507962,0.242399449,0.353978225,0.735370721,0.291233913,1,160.9733059,78.95578871,0,52.2544,108.7189059,0.560750896,1.573315145,0.041511835,2.366994826,0.296544014,16.09040069,8.818280536,0,0.015319254
3060,1.133561591,3.818826857,176.7192926,367.8274848,LowClb,6592.804341,772430.6093,772430.6093,0.088017608,1.5,1.456356046,1.35843546,0.037476523,1.358417319,0.706625538,0.328228597,1,176.7192926,95.75621059,0,52.2544,124.4648926,0.062969123,1.319086926,0.053126747,0.365952716,0.354355111,17.66392225,8.876002659,0,0.013266432
3061,10.59529747,11.69690142,2216.661786,7699.779358,LowAcc,6743.84097,1365633.078,1365633.078,0.058488956,1.5,12.9698316,1.20999055,0.943965422,1.210204135,11.18141726,1.551432466,Fuselage too big,2216.661786,1887.056105,0,52.2544,2164.407386,2.009112658,16.38101464,17.66786071,9.217682966,3.938613614,221.6577941,6.466395649,0,0.012805714
3062,3.336911997,6.220890048,298.5662816,813.1713904,LowClb,9090.7819,805312.5347,805312.5347,0.065669421,1.5,1.909583009,1.087902589,0.257888758,1.087892236,1.121390685,0.49726793,1,298.5662816,205.3787882,0,52.2544,246.3118816,0.096255141,1.645949407,0.139455122,2.518245649,0.66192156,29.84753352,6.011034572,0,0.012698421
3063,5.989273927,6.941287745,2891.95379,9727.235104,LowClb,5746.102895,1986006.038,1986006.038,0.081050546,1.5,20.50445987,0.502963592,0.985835311,0.503059895,17.79788767,1.742734296,Fuselage too big,2891.95379,2469.971978,0,52.2544,2839.69939,0.933640782,20.87084228,36.6304731,9.62653625,4.765004232,289.1889179,7.69910262,0,0.012894191
3064,16.63993742,14.05771529,2609.329213,9231.007788,LowClb,7258.62454,1051257.563,1051257.563,0.063464791,1.5,10.37520688,2.406184096,0.861051704,2.406533116,8.975984181,1.635127312,Span too big,2609.329213,2234.790729,0,52.2544,2557.074813,4.261275939,23.46631167,12.7494867,8.408042752,4.503889331,260.9233126,7.958271673,0,0.013492884
3065,10.41862426,12.45590629,4779.408726,16765.89184,LowClb,14137.85009,1993402.904,1993402.904,0.05353787,1.5,21.21888167,2.947805719,0.65188368,2.94743296,18.79962396,1.781971933,Span too big,4779.408726,4105.053928,0,52.2544,4727.154326,4.054989843,43.24702066,72.59232552,6.365547881,7.200848189,477.9346478,10.69234556,0,0.012673125
3066,6.888448937,8.042383807,264.9270473,646.2672811,LowClb,5809.42706,1115471.067,1115471.067,0.069819632,1.5,2.016101406,0.86447789,0.885564375,0.864579077,1.255955467,0.441574105,1,264.9270473,170.6539636,0,52.2544,212.6726473,0.243788823,1.339971055,0.136424467,8.647405369,0.553028661,26.48491077,4.600234353,0,0.01292029
3067,1.756091379,4.964139775,206.5182371,481.1780176,LowClb,89354.57754,1121967.545,1121967.545,0.07061464,1.5,1.654542717,0.284285775,0.279724933,0.284409474,0.966098828,0.378580026,1,206.5182371,122.706487,0,52.2544,154.2638371,0.411430484,1.653640653,0.081386217,2.731472674,0.43870392,20.64625176,5.581035223,0,0.013429179
3068,10.22994361,10.35516375,179.3946089,333.1309377,LowClb,5596.427715,648647.9551,648647.9551,0.060147484,1.5,1.59270063,0.720626538,1.666561994,0.720967943,0.857522402,0.311093055,1,179.3946089,85.29081091,0,52.2544,127.1402089,0.239000836,0.877516258,0.084571247,16.27373181,0.327129188,17.93129447,6.103287114,0,0.012867028
3069,2.803896501,5.632671045,590.2659124,1843.578012,LowClb,4064.178019,1227461.205,1227461.205,0.066598676,1.5,4.015945119,0.515136431,0.383963933,0.515924854,3.03277318,0.755588446,Fuselage too big,590.2659124,453.6695643,0,52.2544,538.0115124,6.968989133,7.430206564,0.778563153,3.749351109,1.256966433,59.02025939,5.122491994,0,0.015120326
3070,0.555314402,2.672716119,208.5160525,497.7073669,LowClb,4760.878233,988488.5368,988488.5368,0.174276033,1.5,1.613699518,0.631969942,0.03,0.631921093,0.939507077,0.385451171,1,208.5160525,126.5414009,0,52.2544,156.2616525,0.170599564,1.91196393,0.059863243,0.292945571,0.450706194,20.84594775,5.974437277,0,0.013788019
3071,5.972999675,8.553253853,300.2647584,788.7082244,LowClb,3777.999487,984948.859,984948.859,0.058912062,1.5,1.938095305,1.339858318,0.595127721,1.338791006,1.240741521,0.489827927,1,300.2647584,199.3032034,0,52.2544,248.0103584,3.662857581,2.935874119,0.166198258,5.81133433,0.646960034,30.0172268,5.452444739,0,0.014259081
3072,9.672624178,11.43524774,110706.8607,347526.3652,LowAcc,9282.22315,2656183.509,2656183.509,0.112512589,1.5,260.4680508,0.995927715,1.465096932,0.995932672,236.328976,1.749368246,Fuselage too big,110706.8607,59481.37704,0,52.2544,110654.6063,6.868607143,1146.640942,38759.45554,14.30645522,54.70541814,11070.67725,120.5622312,0,0.012850457
3073,2.740704109,6.135350269,392.1747744,1156.482101,LowClb,3745.627619,925320.1875,925320.1875,0.059139884,1.5,5.074001341,0.678456607,0.334304979,0.678459391,3.333779239,0.595950597,Fuselage too big,392.1747744,285.3068783,0,52.2544,339.9203744,1.691330569,3.399990105,0.835644955,3.264438761,0.872148605,39.21032008,5.325714661,0,0.013908418
3074,2.173811477,1.520374566,414.139307,1167.993408,LowClb,4804.19683,1052574.256,1052574.256,0.369011537,1.5,2.507353171,0.317398452,0.641772422,0.317474125,1.757147634,0.598905191,1,414.139307,306.2659241,0,52.2544,361.884907,0.046332384,2.48949356,0.171448207,6.266812943,0.87877509,41.40646454,4.346301818,0,0.01335438
3075,4.537871299,7.572874599,601.7197143,1848.035152,LowClb,3680.765207,1010813.781,1010813.781,0.060926063,1.5,2.911247628,1.666664659,0.33407353,1.661186296,2.096002198,0.756536246,1,601.7197143,454.1811695,0,52.2544,549.4653143,14.78604501,8.716773263,0.537143753,3.262178694,1.259411497,60.16549972,6.541790775,0,0.015302044
3076,1.66624898,3.348127734,2315.555463,7899.359422,LowClb,2087.109576,2132755.261,2132755.261,0.115694158,1.5,11.23517893,0.81782602,0.122969368,0.817905258,9.695847304,1.568781459,Fuselage too big,2315.555463,1968.311149,0,52.2544,2263.301063,4.788971721,37.2041236,7.780830264,1.200777721,4.010698333,231.5470232,8.44218834,0,0.01530033
