Case,Planform,Span,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,Fuse_L,Fuse_x,Fin_S,cgx,RTG_h,PropD,Check,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater
11,0.5,0.707106781,3985.92641,12749.38669,LowClb,6560,3731370.819,3731370.819,0.491094997,1.5,52.07543754,0.419173437,0.063135655,0.419179921,44.59630223,1.579459282,Fuselage too big,3985.92641,3428.757346,0,52.2544,3933.67201,0.092703315,38.12117565,49.44563258,0.616510345,5.705546332,398.5836435,12.33531053,0,0.014141392
12,10.25,9.055385138,4609.299391,16306.24285,LowAcc,12720,1492285.966,1492285.966,0.0861242,1.5,27.62891913,1.731108352,0.666913412,1.73112927,24.46822754,1.80060733,Fuselage too big,4609.299391,3985.453503,0,52.2544,4557.044991,0.74459175,31.9233858,54.03265406,6.512311003,7.065514488,460.9242436,10.37618249,0,0.01260518
13,20,12.64911064,212.8985049,332.4684428,LowClb,720,1065793.613,1065793.613,0.006008943,0.263930964,5.422596181,0.799068291,2.88556611,0.807311362,2.184628265,0.31140004,Fuselage too big,212.8985049,93.09082747,0,52.2544,160.6441049,3.463980567,2.649222162,0.745891197,28.17712701,0.327610186,21.28381772,10.89074542,0,0.014883144
14,0.5,2,7579.053845,23895.26431,LowAcc,12560,4477732.436,4477732.436,0.27345548,1.5,26.98497546,0.397550018,0.060563064,0.397549822,24.07833946,1.752167943,Fuselage too big,7579.053845,6582.495565,0,52.2544,7526.799445,0.234989399,83.57641665,77.12630237,0.591389378,9.826687572,757.8960287,15.03938411,0,0.012682131
15,20,17.32050808,342.3656421,863.7910593,LowClb,360,1065356.344,1065356.344,0.00816831,0.424431792,6.903923182,0.85775599,3.697220952,0.865544876,3.531289175,0.468005987,Winglet too big,342.3656421,199.0053385,0,52.2544,290.1112421,6.364920365,3.636236117,1.77629468,36.10281671,0.603811063,34.23028375,8.376657728,0,0.014883144
16,20,4.472135955,6530.980066,159747.5403,LowAcc,6360,2611391.123,2611391.123,0.42982332,1.5,36.24477802,1.436023727,4.131203243,1.436146005,32.30082653,1.80060733,Fuselage too big,6530.980066,5598.800493,0,52.2544,6478.725666,0.392087907,49.8538646,145.1941239,9.761455959,8.735863363,653.0886911,12.88648095,0,0.01260518
17,0.5,2,266.0539201,663.0911407,LowClb,3360,745487.0793,745487.0793,0.16874917,1.5,1.750293512,0.394841059,0.035810222,0.394839209,0.900293512,0.44780426,1,266.0539201,174.0303568,0,52.2544,213.7995201,0.077624066,2.565982416,0.079177589,0.34968153,0.564850912,26.59749465,9.520207878,0,0.014144237
18,20,17.32050808,1022.144326,3195.475128,LowClb,360,1491848.697,1491848.697,0.006198684,0.103441275,4.118381412,0.948342719,2.928890671,0.950890517,3.268381412,0.996877678,Span too big,1022.144326,782.1616978,0,52.2544,969.8899261,24.55154015,22.29972525,1.927270772,28.60018496,1.938562908,102.2078774,6.188183643,0,0.014883144
19,20,4.472135955,7158.235549,600843.2317,LowAcc,6200,2558079.579,2558079.579,0.398339551,1.5,27.01223763,1.329786413,2.083023728,1.329844604,24.10312325,1.73700971,Fuselage too big,7158.235549,6218.704446,0,52.2544,7105.981149,0.161442078,72.46609399,57.12996625,16.72801993,9.820972582,715.8149966,15.1424747,0,0.012736223
20,20,17.32050808,14753.49318,58732.87715,LowClb,200,2558079.579,2558079.579,0.019025007,0.554150057,142.5388181,2.845092805,0.826158335,2.847453623,126.8357391,1.692089971,Span too big,14753.49318,8884.72713,0,52.2544,14701.23878,216.1094008,303.4748271,3773.033409,8.067314156,12.80506934,1475.341687,27.6649347,0,0.01500646
21,0.5,0.707106781,119.6179076,137.9319189,LowAcc,inf,1066230.882,1066230.882,0.376499557,1.5,4.676760635,0.107340523,0.055150325,0.107346476,1.50659595,0.1884516,Fuselage too big,119.6179076,39.76377199,0,52.2544,67.36350758,0.001753732,0.695510525,0.128484023,0.538534778,0.155894668,11.9545026,14.11245008,0,0.01260518
22,10.25,3.201562119,13575.43283,146522.15,LowAcc,200,6396510.755,6396510.755,0.186916552,0.994929568,44.39870766,0.608372207,5.089058087,0.609893051,39.90900509,1.692089971,Fuselage too big,13575.43283,11521.30282,0,52.2544,13523.17843,14.68778509,390.8496498,180.6578411,14.51476948,14.36597756,1357.537496,29.24708217,0,0.01500646
23,0.5,0.707106781,52936.36293,197812.9369,LowClb,inf,6397385.294,6397385.294,1.997373684,1.5,424.238973,0.433134045,0.049938429,0.433134472,382.926789,1.781063743,Fuselage too big,52936.36293,30038.35729,0,52.2544,52884.10853,0.061059226,372.3794431,17092.31115,0.487641387,30.04114962,5293.628789,56.82940387,0,0.01260518
24,10.25,3.201562119,58504.31324,394236.8245,LowClb,200,6396510.755,6396510.755,0.3826231,1.5,364.6883007,1.89711118,2.217171526,1.898312403,328.7898142,1.692089971,Fuselage too big,58504.31324,25780.49907,0,52.2544,58452.05884,50.26961142,957.0043857,25702.79129,21.65035259,26.50651485,5850.423383,62.89922627,0,0.01500646
25,20,4.472135955,1361.163889,4011.06248,LowAcc,360,3730933.55,3730933.55,0.008084015,0.137750144,19.29508335,2.656190263,4.535425985,2.661198688,14.79598023,1.113573868,Fuselage too big,1361.163889,1084.970199,0,52.2544,1308.909489,3.596022683,20.20936191,9.030198502,44.28776509,2.309924131,136.1072151,8.383919527,0,0.014883144
26,20,17.32050808,235.1445549,383.9758688,LowClb,3280,1065356.344,1065356.344,0.044299501,1.5,1.820182034,0.950556858,3.969577279,0.954523441,1.005739271,0.336129984,Span too big,235.1445549,106.9860815,0,52.2544,182.8901549,5.147369098,1.517834795,0.169683988,38.76233602,0.367165855,23.50777752,6.417764718,0,0.014141392
27,0.5,2.738612788,112.0993619,117.9103655,LowAcc,12720,426055.0838,426055.0838,0.279083997,1.5,4.600527208,0.151391054,0.118727001,0.151393935,1.437292835,0.170975027,Fuselage too big,112.0993619,30.80394585,0,52.2544,59.84496191,0.011650039,0.676773427,0.196567118,1.159351637,0.135148955,11.20357446,15.64534524,0,0.01260518
28,0.5,2,47671.00062,191243.9033,LowAcc,360,2558079.579,2558079.579,0.822078574,1.5,160.9344878,0.940710115,0.023406902,0.940671371,145.8506234,1.692089971,Fuselage too big,47671.00062,37987.06014,0,52.2544,47618.74622,10.57787059,1722.815899,2995.733977,0.228564945,38.74542195,4767.091885,96.47757857,0,0.014883144
29,0.5,2.738612788,4733.48015,16609.07007,LowClb,inf,2558954.117,2558954.117,0.325488754,1.5,17.90967808,1.259369086,0.028585452,1.259065616,15.82806911,1.558877731,Fuselage too big,4733.48015,4059.441523,0,52.2544,4681.22575,4.55661037,92.24546235,31.68372206,0.279132717,7.009270266,473.3423064,12.65358313,0,0.014139995
30,0.5,2,3339.343179,10376.39327,LowAcc,inf,6397385.294,6397385.294,0.221185508,1.5,44.20112934,0.130511961,0.072152344,0.130514271,37.43784023,1.781063743,Fuselage too big,3339.343179,2865.746274,0,52.2544,3287.088779,0.119421098,22.87961034,49.06749572,0.704556989,5.077982098,333.9266539,9.554179903,0,0.01260518
31,0.5,0.707106781,2345.947938,7425.79438,LowAcc,6200,3730933.55,3730933.55,0.426429158,1.5,32.34339227,0.223581448,0.156211543,0.223582853,26.65807925,1.521582139,Fuselage too big,2345.947938,2017.921032,0,52.2544,2293.693538,0.010104794,12.00866997,15.56813667,1.525382653,3.815924389,234.5861004,8.245451301,0,0.012736223
32,0.5,2,732.5373152,2114.58935,LowClb,400,3731370.819,3731370.819,0.180937043,1.5,3.109669487,0.395546826,0.036473575,0.395500438,2.259669487,0.809862769,1,732.5373152,578.0705326,0,52.2544,680.2829152,5.177811986,14.92743593,0.341975264,0.356159077,1.399969602,73.24560386,6.74842047,0,0.01500646
33,0.5,0.707106781,3221.795877,10121.06424,LowAcc,inf,3731808.088,3731808.088,0.490148162,1.5,11.21158908,0.430139935,0.053502035,0.430296039,9.738897298,1.712649167,Fuselage too big,3221.795877,2751.998066,0,52.2544,3169.541477,1.614761384,71.68038844,6.863540763,0.522439469,4.89671167,322.172953,9.777733438,0,0.014883144
34,20,17.32050808,7530.688383,22705.2966,LowAcc,inf,1492723.235,1492723.235,0.060961108,1.5,90.56201168,6.757031153,0.524124226,6.756905412,79.5840969,1.80060733,Span too big,7530.688383,5548.462423,0,52.2544,7478.433983,3.821492962,45.96236425,1097.662973,5.117995682,9.063445528,753.0620913,15.26859153,0,0.01260518
35,0.5,2,105.3797435,113.577934,LowAcc,inf,426492.3529,426492.3529,0.12176042,1.5,1.380243877,0.900442049,0.029556502,0.900439386,0.605795491,0.166954339,1,105.3797435,29.74553045,0,52.2544,53.12534353,0.003040606,0.49900608,0.015043197,0.288614874,0.130517405,10.52811868,11.90286706,0,0.01260518
36,10.25,9.055385138,191.2956374,387.9873433,LowClb,12560,1065793.613,1065793.613,0.08817299,1.5,1.82514869,1.62644101,0.557437618,1.626532229,1.010254413,0.337556226,1,191.2956374,107.8198289,0,52.2544,139.0412374,0.048675555,0.71807852,0.06521882,5.443296031,0.369495364,19.1205941,5.443367984,0,0.012682131
37,20,12.64911064,15833.06888,70059.50075,LowClb,inf,4478169.706,4478169.706,0.02113142,0.54523074,51.29177074,5.219248388,0.65347369,5.219866758,46.17542608,1.692089971,Span too big,15833.06888,12692.08785,0,52.2544,15780.81448,178.0389573,532.8019993,739.2263676,6.381074099,16.05632414,1583.300568,32.90644934,0,0.014883144
38,20,17.32050808,336.0408041,796.987307,LowClb,inf,746361.6176,746361.6176,0.049501503,1.5,2.488039806,0.864938257,3.588617703,0.865332694,1.6128827,0.49212385,Span too big,336.0408041,208.4148593,0,52.2544,283.7864041,0.313773063,1.221865179,0.364943467,35.04232201,0.65156352,33.59826752,4.166204876,0,0.01260518
39,20,17.32050808,44300.12671,228023.6305,LowAcc,6400,2558516.848,2558516.848,0.060032632,1.5,130.1287655,0.95022931,2.926786625,0.950931878,117.8454213,1.558877731,Span too big,44300.12671,30679.48323,0,52.2544,44247.87231,173.2022027,925.2743336,7905.623344,28.57963926,32.46820903,4430.006353,73.22086157,0,0.014139995
40,0.5,2.738612788,1510.347885,4732.986732,LowClb,6200,3730933.55,3730933.55,0.195309326,1.5,8.838699164,1.067423529,0.01,1.067421122,7.386209389,1.212754133,Fuselage too big,1510.347885,1285.17739,0,52.2544,1458.093485,0.090741161,9.673977715,4.293832955,0.097648524,2.646490461,151.0251968,5.075471733,0,0.012736223
41,0.5,0.707106781,313.5128959,796.1473508,LowClb,6280,1065356.344,1065356.344,0.33670099,1.5,7.160874573,0.140756905,0.36251016,0.140758692,3.764881349,0.490104171,Fuselage too big,313.5128959,217.3772989,0,52.2544,261.2584959,0.001825294,1.230021723,0.534456536,3.53985819,0.647513283,31.34154624,6.573293602,0,0.012682131
42,20,4.472135955,10812.7627,714584.682,LowAcc,inf,6397385.294,6397385.294,0.403010713,1.5,36.39462233,2.728933041,1.726937853,2.728969428,32.63256388,1.781063743,Fuselage too big,10812.7627,9406.317653,0,52.2544,10760.5083,0.169111806,106.1405727,125.6164132,9.323405399,12.42245857,1081.268723,19.23735996,0,0.01260518
43,0.5,2.738612788,305.5697557,757.5687812,LowClb,280,1065356.344,1065356.344,0.214152681,1.5,7.048806143,0.491085311,0.031615836,0.491036659,3.663000958,0.480591085,Fuselage too big,305.5697557,209.3644341,0,52.2544,253.3153557,0.446816058,3.182861636,0.485081005,0.308723975,0.628561797,30.54742164,8.336500047,0,0.014955523
44,0.5,1.24498996,1150.75526,3951.716383,LowAcc,inf,1492723.235,1492723.235,0.253213891,1.5,4.874397236,0.284136037,0.043613683,0.284137622,3.9778138,1.109686031,Fuselage too big,1150.75526,967.2784386,0,52.2544,1098.50086,0.01640023,7.774479423,0.593640397,0.425881172,2.297121257,115.0684926,5.033670595,0,0.012736223
45,10.25,3.201562119,13774.02557,173007.5792,LowClb,200,4477295.167,4477295.167,0.217527356,1.009484226,46.34853737,0.949338438,1.522283524,0.953742907,41.68157756,1.692089971,Fuselage too big,13774.02557,11449.59002,0,52.2544,13721.77117,33.00553392,461.7250314,339.9357197,14.86487385,14.8500445,1377.395524,30.38941649,0,0.01500646
46,20,17.32050808,7381.99489,26754.61715,LowAcc,720,2558516.848,2558516.848,0.008389364,0.254207858,40.16534925,6.766565316,0.524744429,6.756841342,35.8649822,1.692089971,Span too big,7381.99489,5874.709099,0,52.2544,7329.74049,157.2560952,217.5138866,309.8748295,5.124051873,9.370355808,738.1911933,17.68609492,0,0.014883144
47,20,4.472135955,28220.54038,483366.7124,LowAcc,200,6396510.755,6396510.755,0.295751312,1.059980431,268.024269,1.490070423,2.291545518,1.491571368,240.9134217,1.692089971,Fuselage too big,28220.54038,18869.04492,0,52.2544,28168.28598,21.96475804,553.0830006,5811.299169,22.37660364,20.8930108,2822.047654,47.56185989,0,0.01500646
48,0.5,0.707106781,157.2619182,302.7525437,LowClb,inf,426492.3529,426492.3529,0.444523961,1.5,5.307805225,0.431002291,0.04731439,0.431025162,2.08027285,0.295823164,Fuselage too big,157.2619182,76.20240039,0,52.2544,105.0075182,0.013815207,1.497674578,0.194271012,0.462018037,0.303518482,15.71947445,10.60020184,0,0.014144237
49,0.5,0.707106781,263.2818033,693.8068465,LowClb,6560,426055.0838,426055.0838,0.400978862,1.5,1.778980303,0.42839538,0.080521678,0.428407042,0.928980303,0.458407947,1,263.2818033,171.7267697,0,52.2544,211.0274033,0.009355846,2.265734139,0.031438462,0.786282302,0.585181876,26.32041943,9.28808015,0,0.014141392
50,20,12.64911064,337.8556414,767.9737597,LowAcc,3360,1065356.344,1065356.344,0.075214742,1.5,7.076999662,0.803385714,2.84622161,0.805452901,3.68863143,0.483001971,Span too big,337.8556414,211.3802637,0,52.2544,285.6012414,1.368183368,2.001009135,0.933171183,27.79293378,0.633344955,33.77958843,7.698602676,0,0.014144237
51,20,4.472135955,20679.87499,162071.5224,LowClb,6200,1491848.697,1491848.697,0.434660112,1.5,207.4894906,2.723326572,2.099250056,2.723358395,185.881805,1.757043379,Fuselage too big,20679.87499,13053.75272,0,52.2544,20627.62059,0.336634832,119.5168643,5324.925191,13.60846136,17.24196138,2067.980712,30.24530911,0,0.012736223
52,10.25,3.201562119,219.9121046,454.9098621,LowAcc,975.6097561,1066051.602,1066051.602,0.094453312,0.580216785,5.835358285,1.952885737,0.980999886,1.955536487,2.559866542,0.361913113,Fuselage too big,219.9121046,122.603215,0,52.2544,167.6577046,0.470327437,2.476962052,0.295580559,9.579319044,0.41007657,21.98502824,9.822189291,0,0.01500646
53,0.5,2,105847.1973,402942.667,LowAcc,inf,6397385.294,6397385.294,1.497333212,1.5,284.55353,0.941222714,0.024409953,0.941222445,258.2315708,1.73700971,Fuselage too big,105847.1973,74979.38282,0,52.2544,105794.9429,0.163577944,1210.984369,18823.45971,0.238359587,60.49472337,10584.7108,135.4958202,0,0.012736223
54,20,4.472135955,68.67839909,147821.1678,LowClb,inf,1492723.235,1492723.235,0.420959603,0.647513677,1.120862989,0.887854669,1.837548077,0.914425542,0.270862989,0,Winglet too big,68.67839909,0,0,52.2544,16.42399909,7.927927893,1.323768064,0.018205417,0.292945571,0,6.861152143,0,0,0
55,0.5,2,504.5563634,1517.642728,LowAcc,720,1492285.966,1492285.966,0.159468601,1.5,9.933463253,0.395935342,0.046048045,0.395839826,6.285416512,0.684587595,Fuselage too big,504.5563634,373.1121314,0,52.2544,452.3019634,7.574004273,10.11270545,1.901724725,0.449652364,1.07913769,50.4500996,7.607624695,0,0.014883144
56,20,17.32050808,478.5450094,1346.460564,LowAcc,280,2611391.123,2611391.123,0.003786162,0.050550534,9.281851144,6.766884193,0.449642634,6.754488881,5.693041868,0.644180174,Span too big,478.5450094,351.0318926,0,52.2544,426.2906094,4.008010873,8.215728977,2.101202392,4.390693936,0.982684486,47.84509031,7.700350325,0,0.014955523
57,20,4.472135955,234.5309422,492.8863527,LowClb,200,1065356.344,1065356.344,0.028760009,0.317128425,6.013585747,2.729296271,1.029191972,2.734759517,2.721891507,0.38166325,Fuselage too big,234.5309422,135.3464341,0,52.2544,182.2765422,0.549604977,2.578984036,0.368939573,10.04990765,0.444075204,23.44632751,9.477262761,0,0.01500646
58,20,12.64911064,15120.79398,43506.19661,LowAcc,inf,3731808.088,3731808.088,0.087498171,1.5,149.6097815,5.95275288,0.962884902,5.950638938,133.2638877,1.571489246,Span too big,15120.79398,10402.43861,0,52.2544,15068.53958,28.92831876,145.5299149,2930.482828,9.4024289,13.14784056,1512.072654,26.52283822,0,0.014144237
59,0.5,2.738612788,141.3231563,94.35952315,LowClb,inf,1066230.882,1066230.882,0.22121942,1.5,1.218250744,1.260132021,0.029201665,1.258873531,0.368250744,0.14936776,1,141.3231563,28.30692239,0,52.2544,89.06875628,0.562863064,2.350918927,0.017654416,0.285149951,0.11090016,14.12670492,43.2927593,0,0.014883144
60,20,12.64911064,131138.4007,393839.6933,LowAcc,6200,2558079.579,2558079.579,0.114638574,1.5,447.8915032,0.828020177,5.676720512,0.828040905,404.4290892,1.73700971,Span too big,131138.4007,28484.57282,0,52.2544,131086.1463,6.666274081,428.4910276,88905.30032,55.43233764,31.19953338,13113.83174,60.639531,0,0.012736223
61,20,17.32050808,13851.05101,48319.79586,LowClb,inf,2612265.662,2612265.662,0.054724297,1.5,47.99002323,3.102768427,1.067768682,3.102731312,43.17383743,1.80060733,Span too big,13851.05101,11862.18285,0,52.2544,13798.79661,2.442706049,111.6242797,387.0290833,10.42660353,15.40611375,1385.098341,24.57403054,0,0.01260518
62,0.5,2.738612788,10271.54015,31557.40517,LowClb,3360,4477295.167,4477295.167,0.48805131,1.5,55.69203814,0.145404196,0.106125656,0.145417904,49.98015391,1.549057697,Fuselage too big,10271.54015,8704.202172,0,52.2544,10219.28575,3.168616827,182.8092983,267.2057244,1.036301363,11.90783141,1027.145044,21.79661382,0,0.014144237
63,0.5,2,5713.968317,19129.845,LowAcc,6200,4477295.167,4477295.167,0.257738607,1.5,75.51455391,0.89649401,0.018317534,0.896492509,65.90458984,1.73700971,Fuselage too big,5713.968317,4855.732315,0,52.2544,5661.713917,0.088152434,41.24547631,171.6671783,0.178868012,7.803576971,571.3878453,13.59776847,0,0.012736223
64,0.5,2.738612788,237250.0196,215481.4339,LowAcc,12400,6396948.024,6396948.024,4.076688014,1.5,704.8479064,0.151405635,0.118220684,0.151405669,638.0258194,1.73700971,Fuselage too big,237250.0196,50101.82602,0,52.2544,237197.7652,0.287841929,736.4640058,162495.5799,1.154407522,44.31024803,23724.99323,93.13679819,0,0.012736223
65,10.25,12.39959677,32405.11053,166993.2763,LowAcc,360,4477295.167,4477295.167,0.073162491,1.5,151.0341943,2.228359571,0.637436529,2.227042057,136.6548414,1.692089971,Span too big,32405.11053,23928.74744,0,52.2544,32352.85613,271.2460617,895.0713356,3926.531032,6.224473587,26.01422346,3240.503042,58.50363877,0,0.014883144
66,0.5,2.738612788,130.2625327,145.5812414,LowAcc,12720,745924.3484,745924.3484,0.221678479,1.5,1.264819965,1.255082569,0.018574846,1.255069477,0.414819965,0.194704857,1,130.2625327,39.802461,0,52.2544,78.00813268,0.005366236,0.80547748,0.017517476,0.18138063,0.16355509,13.01765927,24.00211032,0,0.01260518
67,0.5,2.738612788,279.3310243,695.7613359,LowClb,200,745487.0793,745487.0793,0.21603505,1.5,1.781318933,0.136647591,0.080526747,0.136807016,0.931318933,0.459261597,1,279.3310243,182.6085317,0,52.2544,227.0766243,0.666328044,4.23362451,0.095034604,0.786331792,0.586830062,27.92458938,10.1603477,0,0.01500646
68,0.5,2.738612788,303.165318,764.569307,LowClb,inf,1066230.882,1066230.882,0.287743943,1.5,1.844330036,0.15118226,0.085190908,0.151182769,0.994330036,0.48169284,1,303.165318,210.2844001,0,52.2544,250.910918,0.005548445,1.330784082,0.061474512,0.831876642,0.630746,30.30730296,7.446103195,0,0.012682131
69,10.25,12.39959677,153.5834716,207.9746121,LowClb,inf,1066230.882,1066230.882,0.046338057,1.5,4.943623904,0.680637374,1.503833968,0.680727248,1.749198922,0.239798306,Span too big,153.5834716,58.84442916,0,52.2544,101.3290716,0.107600148,0.663901507,0.2840818,14.68471666,0.222334057,15.3519213,11.15735075,0,0.012736223
70,20,17.32050808,62138.78743,235384.2503,LowClb,inf,2558954.117,2558954.117,0.071249603,1.5,188.4280038,0.865092045,2.442940224,0.865127105,170.8447288,1.73700971,Winglet too big,62138.78743,44508.93228,0,52.2544,62086.53303,5.161586478,689.6559365,10510.52624,23.85495059,43.95395324,6213.871505,90.56384386,0,0.012736223
71,10.25,3.201562119,36282.74497,105594.8061,LowAcc,720,2611828.392,2611828.392,0.417461646,1.5,171.6393251,0.588542779,2.428391965,0.589836578,155.3867784,1.712649167,Fuselage too big,36282.74497,27219.04166,0,52.2544,36230.49057,30.57283191,855.8004556,4378.226275,23.71288899,28.76142953,3628.265739,66.09440794,0,0.014883144
72,20,17.32050808,131.8231679,129.9572614,LowAcc,inf,1066230.882,1066230.882,0.00384896,0.178248862,4.652333106,6.765129325,0.519625626,6.755910884,1.484389106,0.183033345,Span too big,131.8231679,38.0172098,0,52.2544,79.56876788,2.333209187,1.954161745,0.358492776,5.074067518,0.149357441,13.17322959,18.49403336,0,0.01500646
73,20,4.472135955,52008.15842,714180.6446,LowAcc,inf,6397385.294,6397385.294,0.468598828,1.5,328.5852516,2.733957951,1.028786995,2.736349948,295.9688605,1.692089971,Fuselage too big,52008.15842,23199.14007,0,52.2544,51955.90402,53.44246364,847.7497388,22563.07779,10.04595311,24.45537497,5200.8072,57.17042416,0,0.01500646
74,20,17.32050808,15410.95658,148222.4082,LowAcc,3360,6396510.755,6396510.755,0.061590123,1.5,48.59999855,2.844822401,0.795248859,2.845886167,43.72836045,1.549057697,Span too big,15410.95658,12631.4444,0,52.2544,15358.70218,79.16216254,306.5393576,748.2915628,7.765487695,15.19695906,1541.08965,29.19845342,0,0.014144237
75,20,12.64911064,32951.34627,189658.1079,LowAcc,280,4178750.52,4178750.52,0.073485187,1.359678263,145.6806214,0.819215517,3.735003007,0.82262329,131.7879569,1.696126176,Fuselage too big,32951.34627,23073.87153,0,52.2544,32899.09187,273.5816806,891.8404173,5245.963006,36.4717529,25.31121063,3295.125526,56.91179209,0,0.014955523
76,20,4.472135955,6379.065599,563191.3833,LowAcc,6200,6396510.755,6396510.755,0.373413347,1.5,77.38410735,0.66010818,1.984987366,0.660208432,67.60418388,1.73700971,Fuselage too big,6379.065599,5238.320924,0,52.2544,6326.811199,0.241104411,46.26332558,362.9022708,19.38310855,7.956830595,637.8984507,13.83244826,0,0.012736223
77,10.25,3.201562119,10390.73372,267141.2262,LowAcc,inf,6397385.294,6397385.294,0.312101578,1.5,53.92924617,0.621059381,7.365168021,0.62109598,48.37761576,1.73700971,Fuselage too big,10390.73372,8854.4815,0,52.2544,10338.47932,0.251545153,95.70792003,271.9967725,46.8311036,11.82028173,1039.064539,18.31292267,0,0.012736223
78,20,4.472135955,1593.367336,4900.439025,LowClb,inf,1066230.882,1066230.882,0.405712521,1.5,9.141448443,2.644310875,2.502083298,2.644655805,7.661436006,1.236665637,Fuselage too big,1593.367336,1335.999602,0,52.2544,1541.112936,0.311441716,9.052495991,3.251666812,24.43247397,2.730490145,159.3312019,5.98941869,0,0.014144237
79,0.5,0.707106781,120.3089196,149.9982163,LowAcc,inf,426492.3529,426492.3529,0.32467756,1.5,1.441809973,0.108413189,0.260079185,0.108922082,0.66176467,0.199459804,1,120.3089196,39.02361762,0,52.2544,68.05451959,0.15126155,1.759328355,0.021178458,2.539634839,0.1694621,12.02345513,12.35157508,0,0.01500646
80,20,17.32050808,184.4362549,289.1544632,LowClb,inf,746361.6176,746361.6176,0.005589375,0.249391311,1.400685112,3.112491353,1.088557146,3.105119725,0.550685112,0.288826276,Span too big,184.4362549,77.36762384,0,52.2544,132.1818549,4.456122016,3.032215114,0.082028063,10.6295998,0.292907695,18.43492236,17.87142957,0,0.01500646
