,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,Fuse_L,Fuse_D,Fuse_x,S_Vtail,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb
0,1.0,0.2983260527685158,1.0923846442870127,0.0,4.0,1.4380748663101606,0.35,0.0,198.21642896918442,496.84438611120237,LowAcc,75.0,111902.97196510962,111902.97196510962,0.19847516660912953,1.5,2.8106110633979444,0.7517737735004728,0.18600686351981754,0.05005831929200935,0.18595090324542807,2.8106110633979444,3.0,0.0,0.3376262581342644,4.0,Winglet too big,Tail span too big,Titan,198.21642896918442,115.15404740569849,0.0,52.254400000000004,145.96202896918442,0.8937286395409245,8.926405703628381,0.0929915282815474,0.5873889471892936,0.46152313963133706,19.815977645630085,0.015371150409063863,0.0,0.014594809175303324,0.0,0.27
1,2.0,0.3165909131420985,1.1564752838038836,0.0,4.224489795918367,1.4673526137727817,0.35,0.0,201.20198854940568,510.5180239216132,LowAcc,75.0,111902.97196510962,111902.97196510962,0.19291269290532578,1.5,2.8274491201748653,0.7560631502321452,0.18257884274520314,0.05359986636988408,0.18253304947720758,2.8274491201748653,3.0,0.0,0.3413531190381318,4.0,Winglet too big,Tail span too big,Titan,201.20198854940568,117.54474820957795,0.0,52.254400000000004,148.94758854940568,0.9981891064162057,9.06118571019934,0.09700798539061264,0.6329308241072653,0.469289141155286,20.114407853610444,0.015234909773284623,0.0,0.014594809175303324,0.0,0.27
2,3.0,0.3348557735156811,1.2205599135560568,0.0,4.448979591836735,1.4966303612354033,0.35,0.0,205.68672669066117,523.0549765995761,LowAcc,75.0,111902.97196510962,111902.97196510962,0.187276687342962,1.5,3.511799779710958,0.7067450916800706,0.1795168995529086,0.05708656399906438,0.17948229610088898,3.511799779710958,4.0,0.0,0.34525551956593636,4.0,Winglet too big,Tail span too big,Titan,205.68672669066117,120.07618195340139,0.0,52.254400000000004,153.43232669066117,1.1092909846751176,10.365903402016626,0.14052238950586135,0.6732273803735432,0.47747269387243946,20.562617752704316,0.012515324936584974,0.0,0.014594809175303324,0.0,0.27
3,4.0,0.3531206338892637,1.2846394329406794,0.0,4.673469387755102,1.5259081086980248,0.35,0.0,239.02996185288976,643.739079035545,LowAcc,75.0,111902.97196510962,111902.97196510962,0.22275411946196325,1.5,3.709677105774513,0.7445509862105756,0.09027504167409221,0.05226045635098654,0.09075429293819774,3.709677105774513,4.0,0.0,0.3859259398698402,4.0,CL > CLmax,1,Titan,239.02996185288976,148.1711984245459,0.0,52.254400000000004,186.77556185288975,1.388756500254363,11.920303079657478,0.1756900315603271,0.6323295754750292,0.565877356174082,23.895529541142572,0.011282534904672572,0.0,0.014594809175303324,0.0,0.27
4,5.0,0.3713854942628463,1.3487145703623946,0.0,4.8979591836734695,1.5551858561606462,0.35,0.0,238.8387605316152,642.310896071099,LowAcc,75.0,111902.97196510962,111902.97196510962,0.2113025386974278,1.5,3.7074191365819384,0.7441195848628529,0.09261532785459557,0.056063118114073135,0.09312009474956201,3.7074191365819384,4.0,0.0,0.38548605459636764,4.0,CL > CLmax,1,Titan,238.8387605316152,147.8506074659015,0.0,52.254400000000004,186.5843605316152,1.5086212092824955,11.903636958632527,0.17860987311789545,0.6756883520230087,0.5648910550345229,23.8764171603826,0.011293648065343907,0.0,0.014594809175303324,0.0,0.27
5,6.0,0.3896503546364289,1.4127859220366588,0.0,5.122448979591836,1.5844636036232675,0.35,0.0,238.6448796938357,640.8651724072794,LowAcc,75.0,111902.97196510962,111902.97196510962,0.2009187331040367,1.5,3.705110733126531,0.7436785476843895,0.09494356199571903,0.05991543380170629,0.09547293419093726,3.705110733126531,4.0,0.0,0.38503582448354545,4.0,CL > CLmax,1,Titan,238.6448796938357,147.522855750271,0.0,52.254400000000004,186.3904796938357,1.633177550590177,11.88662613430113,0.1814202865829326,0.7195808761277104,0.563882235556439,23.857036984378908,0.011305066852112404,0.0,0.014594809175303324,0.0,0.27
6,7.0,0.4079152150100115,1.4768539806824548,0.0,5.346938775510204,1.613741351085889,0.35,0.0,238.7459202720788,640.510570225738,LowAcc,75.0,111902.97196510962,111902.97196510962,0.1918096757300741,1.5,3.7045307155777416,0.7435677311360176,0.09726500617461663,0.06381182830180303,0.09781719076267188,3.7045307155777416,4.0,0.0,0.3849226153027394,4.0,CL > CLmax,1,Titan,238.7459202720788,147.44050370463256,0.0,52.254400000000004,186.4915202720788,1.7623231257039442,11.883673640321156,0.18444817721682724,0.763903726493936,0.5636286782631537,23.867136465127192,0.011307945144714825,0.0,0.014594809175303324,0.0,0.27
7,8.0,0.4261800753835941,1.540919157050667,0.0,5.571428571428571,1.6430190985485102,0.35,0.0,238.96137450278135,640.5462107685925,LowAcc,75.0,111902.97196510962,111902.97196510962,0.18359942019156061,1.5,3.704600964389933,0.743581152679746,0.09957796010937421,0.06775287844434778,0.10015143725848816,3.704600964389933,4.0,0.0,0.3849363284021336,4.0,CL > CLmax,1,Titan,238.96137450278135,147.45047777076158,0.0,52.254400000000004,186.70697450278135,1.8960457243172262,11.886036389906026,0.1875177871601764,0.8086625477530642,0.5636593895134795,23.888672487850656,0.011307596343868947,0.0,0.014594809175303324,0.0,0.27
8,9.0,0.4444449357571767,1.6049817962922044,0.0,5.795918367346939,1.672296846011132,0.35,0.0,239.37081503412242,641.3890326513068,LowAcc,75.0,111902.97196510962,111902.97196510962,0.1762981963071492,1.5,3.705795106889894,0.7438093022424374,0.10188520906200281,0.07173472158639832,0.10247810669727271,3.705795106889894,4.0,0.0,0.38516935936107843,4.0,CL > CLmax,1,Titan,239.37081503412242,147.6200244988922,0.0,52.254400000000004,187.1164150341224,2.0346110583713863,11.897554696038496,0.19072835731086904,0.8538196318431761,0.5641813724411725,23.92959893460724,0.011301675442584643,0.0,0.014594809175303324,0.0,0.27
9,10.0,0.4627097961307593,1.6690421905537467,0.0,6.020408163265306,1.7015745934737527,0.35,0.0,229.5907658427919,624.3358229307456,LowAcc,75.0,111902.97196510962,111902.97196510962,0.16460195821630183,1.4676247334305796,3.646709338050222,0.7325205386966382,0.10418983765790633,0.07575509739361515,0.1047999866431479,3.646709338050222,4.0,0.0,0.3734647116800451,4.0,Power Unconverged,1,Titan,229.5907658427919,139.2309094760438,0.0,52.254400000000004,177.3363658427919,2.0825652523388265,11.424526673123445,0.1826029477982218,0.8993529154746037,0.5381905777714994,22.95200868989544,0.011614501170759569,0.0,0.014594809175303324,0.0,0.27
