,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb
0,1.0,1.3887847689303494,2.6351326047566843,0.0,5.0,1.4380748663101606,0.35,0.0,80.35513491726257,401.01244844415436,LowAcc,75.0,18192.12508181002,18192.12508181002,0.15022927350292894,1.5,9.9847384269668,1.3333333333333335,0.4,0.20549489127459084,0.2628095657643308,0.2074451692911601,0.0,0.0,0.001911150175048832,0.31518621867046637,3.0,CL > CLmax,1,Earth,80.35513491726257,-0.0,6.404325706496276,52.254400000000004,28.100734917262578,1.2585834907361162,1.7512903545532985,0.09713455177328388,2.6487647774549727,0.3782886476350742,8.027846557441466,0.0,0.0,0.0,7.534500831172087,0.27
1,2.0,2.777569537860699,4.999812580562025,0.0,9.0,1.91627807486631,0.35,0.0,90.60996060950461,456.23641426786514,LowAcc,75.0,18192.12508181002,18192.12508181002,0.08640964761469788,1.5,17.359172747567793,1.3333333333333335,0.4,0.32788931389935616,0.6990938118813176,0.3282434660762119,0.0,0.0,0.00216937319326674,0.33758873344226875,3.0,CL > CLmax,1,Earth,90.60996060950461,-0.0,7.269639345985514,52.254400000000004,38.355560609504614,3.8358615879256006,1.7889892511841778,0.13563564753192867,7.298990517733876,0.4195925394860403,9.054334842027458,0.0,0.0,0.0,8.552516877630017,0.27
2,3.0,4.166354306791049,7.359524847996889,0.0,13.0,2.39448128342246,0.35,0.0,102.94934647898344,498.3588853946286,LowAcc,75.0,18192.12508181002,18192.12508181002,0.06330484209760082,1.5,23.694869938817025,1.3333333333333335,0.4,0.445904454797199,1.1947311334937172,0.43775128930391566,0.0,0.0,0.002378993531390203,0.35473576774380466,3.0,CL > CLmax,1,Earth,102.94934647898344,-0.0,7.972083841229973,52.254400000000004,50.69494647898344,7.708663302793435,1.829814180987361,0.17336192108162582,12.89448352019442,0.4522553488106827,10.28536219773303,0.0,0.0,0.0,9.37892216615291,0.27
3,4.0,5.555139075721398,9.717888880166502,0.0,17.0,2.872684491978609,0.35,0.0,116.49003426747537,536.2118286354763,LowAcc,75.0,18192.12508181002,18192.12508181002,0.05130086412460708,1.5,29.239273559926385,1.3333333333333335,0.4,0.5745946397227875,1.7155619391780983,0.5482690933368474,0.0,0.0,0.0025600626454698582,0.36890629067818737,3.0,CL > CLmax,1,Earth,116.49003426747537,-0.0,8.578852266386939,52.254400000000004,64.23563426747536,12.904757458883218,1.8703838169123974,0.2122202464315649,18.454769181603698,0.47992477566619485,11.641959149371434,0.0,0.0,0.0,10.09276737221993,0.27
