,Case,Planform,Span,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,Fuse_L,Fuse_x,S_Vtail,cgx,RTG_h,PropD,Check,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels
0,1.0,1.3887847689303494,1.1784671267924063,98.88937476004904,1272.0192850946232,LowClb,75.0,18192.12508181002,18192.12508181002,0.4293733412225095,1.5,4.278776648210501,0.3273662874887458,0.13204434108225258,0.33004358479990603,2.9602352514492587,0.623633700286455,CL > CLmax,98.88937476004904,0.0,6.195536073492189,52.254400000000004,46.63497476004903,0.5381797258125631,5.908738920507132,0.5100670218906848,1.6760537927523147,0.9349797551154638,9.879576388357277,0.02357808890221375,0.0,0.0002943979998598659,20.96797059521933
1,2.0,1.68638150512971,1.7353373000297325,98.79957118600056,1225.8741458902673,LowClb,75.0,18192.12508181002,18192.12508181002,0.3359864030128874,1.5,4.180840867433193,0.29806024806434367,0.19785832345068252,0.30100947641816517,2.8712027234698874,0.6117048685555252,CL > CLmax,98.79957118600056,0.0,5.966850135557156,52.254400000000004,46.54517118600056,0.8201778876092833,5.777514317905794,0.5678297518506508,2.4131644599730326,0.9077014250241014,9.870601539493492,0.027023918983613147,0.0,0.0002943979998598659,20.19401335160358
2,3.0,1.9839782413290703,2.2586850897914434,98.58829467107923,1163.880359365693,LowClb,75.0,18192.12508181002,18192.12508181002,0.265568426908388,1.5,4.052167276250031,0.33485290309160587,0.2897034264845512,0.3376237698983727,2.7542267314851947,0.5956690866136335,CL > CLmax,98.58829467107923,0.0,5.6663895617644116,52.254400000000004,46.33389467107922,1.1339933378633387,5.604060669026967,0.5957878473780538,3.4033185789359415,0.8715182336197221,9.849533121021171,0.031854556499151844,0.0,0.0002943979998598659,19.17714436697061
3,4.0,2.2815749775284315,2.767593383943069,98.92641398556495,1115.0822268550842,LowClb,75.0,18192.12508181002,18192.12508181002,0.21676438384233254,1.5,3.9498675846203013,0.30517828022611115,0.39124331410276264,0.30867324476514296,2.661227011821804,0.5826052594576114,CL > CLmax,98.92641398556495,0.0,5.427513629545062,52.254400000000004,46.672013985564945,1.5369467700720794,5.471062707601101,0.6193868379681232,4.486417236936141,0.8424557607620308,9.883265682827293,0.035970523425158205,0.0,0.0002943979998598659,18.36870043842809
4,5.0,2.579171713727792,3.268813233709182,99.67180822947586,1067.0897151769655,LowClb,75.0,18192.12508181002,18192.12508181002,0.17909554076564205,1.5,3.849907267648497,0.3421984167550049,0.5261236267083452,0.34529418377217236,2.570353996392892,0.5695508016472681,CL > CLmax,99.67180822947586,0.0,5.194100277841058,52.254400000000004,47.417408229475846,1.9553320557112712,5.344751643687841,0.6372149175219737,5.895297007224078,0.8137882513201817,9.957628018573159,0.04025777004570514,0.0,0.0002943979998598659,17.578743889550715
5,6.0,2.8767684499271526,3.7654161508293718,101.01146558360415,1030.7644621465897,LowClb,75.0,18192.12508181002,18192.12508181002,0.1514163687001253,1.5,3.7741991981697924,0.3637342259257651,0.6794229550029589,0.36650104851276527,2.501528478684978,0.5594609159599822,CL > CLmax,101.01146558360415,0.0,5.017317382554232,52.254400000000004,48.757065583604145,2.4342367879053377,5.255886621967601,0.6583500106434673,7.483684341439658,0.7918884462218196,10.09126351763475,0.0436984634358315,0.0,0.0002943979998598659,16.980445613801585
6,7.0,3.174365186126513,4.2590174494839355,103.03036754118651,1009.118602867167,LowClb,75.0,18192.12508181002,18192.12508181002,0.13147609486823966,1.5,3.7290862373331186,0.38667176997204616,0.8516578890272941,0.388849426123915,2.4605166961061835,0.5533610800344,CL > CLmax,103.03036754118651,0.0,4.911975905924562,52.254400000000004,50.7759675411865,2.959573029300238,5.213989015959042,0.6875478628109258,9.256814536121947,0.7787582879262611,10.297248108355085,0.045835047164763484,0.0,0.0002943979998598659,16.62393134962382
7,8.0,3.4719619223258738,4.750552862048604,105.59828175984799,998.1939110894574,LowClb,75.0,18192.12508181002,18192.12508181002,0.11662447404695445,1.5,3.706390478711131,0.41082329479396146,1.0421784801199812,0.41213240644836135,2.4398841882680133,0.5502667646401518,CL > CLmax,105.59828175984799,0.0,4.858979944628069,52.254400000000004,53.343881759847996,3.529464134841357,5.206043309073044,0.723394146930266,11.208390379207366,0.7721292350772255,10.553676945665432,0.04693572296213082,0.0,0.0002943979998598659,16.444573543463243
8,9.0,3.7695586585252334,5.240603721829697,108.61596161081732,994.3259693873439,LowClb,75.0,18192.12508181002,18192.12508181002,0.10508151421986237,1.5,3.6982551967452166,0.43608932005859563,1.25124442643761,0.43623862259830204,2.4324884773899096,0.5491533640444454,CL > CLmax,108.61596161081732,0.0,4.839983571984944,52.254400000000004,56.36156161081732,4.142193780691089,5.220990699173996,0.7647314597596039,13.34098391918773,0.7697491712440089,10.855017181090794,0.04733459138008598,0.0,0.0002943979998598659,16.380282838305202
9,10.0,4.067155394724595,5.729550964728382,112.0435266312116,996.3637481330773,LowClb,75.0,18192.12508181002,18192.12508181002,0.09595805732243798,1.5,3.70249780385369,0.4623440458657583,1.4779696937457036,0.46103784882804755,2.436345392943067,0.5497342916890793,CL > CLmax,112.0435266312116,0.0,4.849890314731981,52.254400000000004,59.7891266312116,4.7964350367097115,5.255557483218248,0.8117678802265625,15.645967408174013,0.7709906485875314,11.197286275219797,0.04712629039360799,0.0,0.0002943979998598659,16.4138108959503
