,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb,Tail_type,Winglet,Wing_folding,Num_wing_fold
0,8.0,1.6163551534660776,4.139246867093146,0.0,10.6,2.107559358288769,0.35,0.0,178.60891054715978,411.0743010755685,LowAcc,45.0,119068.04349397456,119068.04349397456,0.02419204249768689,0.28548,11.800574508220876,2.666671219482994,0.7151061089695153,0.07262409067030937,0.0899286583306887,0.14933699448330473,0.07357112733590718,2.666671219482994,3.0,0.0,0.3225142781756038,3.0,1,1,Titan,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,178.60891054715978,0.27,Inverted_V,yes,yes,0.0
1,9.0,1.5242419266077738,4.168495887406946,0.0,11.4,2.2032,0.35,0.0,169.38845329739837,372.6046374177295,LowAcc,45.0,119068.04349397456,119068.04349397456,0.022828243680948795,0.28749,12.593610091867184,2.607224052646931,0.699962360639841,0.07651082813671412,0.097397408091618,0.1500205453183043,0.0776199737331865,2.607224052646931,3.0,0.0,0.30651945093470956,3.0,1,1,Titan,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,169.38845329739837,0.27,Inverted_V,yes,yes,0.0
2,10.0,1.612130725928154,4.43486131196044,0.0,12.2,2.2988406417112297,0.35,0.0,173.95401363833702,382.54664482635695,LowAcc,45.0,119068.04349397456,119068.04349397456,0.022224306334999007,0.28472,12.811198500788334,2.6298721639210125,0.705731807958045,0.08552795886012579,0.10486598634048591,0.17283579032838498,0.08649959636606291,2.6298721639210125,3.0,0.0,0.3127096266013546,3.0,1,1,Titan,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,173.95401363833702,0.27,Inverted_V,yes,yes,0.0
3,11.0,1.5368707600005613,4.469823249302739,0.0,13.0,2.394481283422459,0.35,0.0,174.10297675751696,381.0216125122614,LowAcc,45.0,119068.04349397456,119068.04349397456,0.02318918855561812,0.29267,12.620967710795291,2.6258260127962205,0.7047010793699754,0.0905441410137334,0.1123344256570543,0.22716333330609514,0.0914494198204005,2.6258260127962205,3.0,0.0,0.3116127556880753,3.0,1,1,Titan,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,174.10297675751696,0.27,Inverted_V,yes,yes,0.0
4,12.0,1.6998022078899022,4.843270637583724,0.0,13.8,2.49012192513369,0.35,0.0,182.9788192746781,377.4211340951187,LowAcc,45.0,119068.04349397456,119068.04349397456,0.020518193678315748,0.29183,14.22298690495425,2.618765043769702,0.7029023470906708,0.08365067405134075,0.1198027508588089,0.15079478660516032,0.08504322762065666,2.618765043769702,3.0,0.0,0.30968929264534517,3.0,1,1,Titan,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,182.9788192746781,0.27,Inverted_V,yes,yes,2.0
5,13.0,1.6545235134369407,4.914879784509417,0.0,14.6,2.58576256684492,0.35,0.0,180.8981233377432,366.35014250395164,LowAcc,45.0,119068.04349397456,119068.04349397456,0.020317770837127016,0.29447,14.493223806910445,2.6024154005575824,0.6987373902851246,0.08681596112289915,0.1272709811832587,0.14958667573802836,0.08829458276265989,2.6024154005575824,3.0,0.0,0.3051889928208253,3.0,1,1,Titan,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,180.8981233377432,0.27,Inverted_V,yes,yes,2.0
6,15.0,1.5696155455292247,5.042595744016513,0.0,16.200000000000003,2.77704385026738,0.35,0.0,183.8515128971328,351.1515206377673,LowAcc,45.0,119068.04349397456,119068.04349397456,0.020177892995967783,0.30261,14.997105994192335,2.5443627807417437,0.763308834222523,0.07682994326325032,0.1422072147105958,0.1505951254438852,0.07918450970553428,1.9039281572122615,2.0,0.0,0.29619281133088404,3.0,1,1,Titan,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,183.8515128971328,0.27,Inverted_V,yes,yes,2.0
7,16.0,1.5381326725837625,5.11353648993766,0.0,17.0,2.872684491978609,0.35,0.0,180.36034593209837,334.23675841681757,LowAcc,45.0,119068.04349397456,119068.04349397456,0.01934616671698712,0.30294,15.658916023606894,2.513032081384064,0.7539096244152191,0.07768753319891633,0.1496752397541722,0.14998121123153194,0.0803376703098215,1.8793302667658534,2.0,0.0,0.2890796592948093,3.0,1,1,Titan,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,180.36034593209837,0.27,Inverted_V,yes,yes,2.0
