,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb,Tail_type
0,1.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,5721.4144820324045,149254.22626289073,LowAcc,45.0,2038044.6041637978,2038044.6041637978,0.01113227738507799,0.19469,17.488784483664396,92.49554589175258,0.7288077180156094,0.053509831915218915,0.0189316975992143,0.06371823691170399,0.05386967965553531,92.49554589175258,102.0,0.0,1.3211076306332135,3.0,Required airspeed too high,1,Titan,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,5721.4144820324045,0.27,V-tail
1,2.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,430.17951759133746,1646.1249617144,LowAcc,45.0,374761.94342058373,374761.94342058373,0.008982320634500666,0.21613,24.061710641886346,7.25364523954298,0.7287210373148472,0.06704148150445016,0.037583575870284505,0.06985753656514761,0.07034566855034499,7.25364523954298,8.0,0.0,0.5624179696564472,3.0,Power Unconverged,1,Titan,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,0.27,V-tail
2,3.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,130.92548105717515,225.40430192739302,LowAcc,45.0,162989.51145037296,162989.51145037296,0.008327316206551506,0.23128,27.77365411175821,2.2669815791348875,0.6800944737404662,0.14388358139058505,0.18853010914622784,0.3328456072756874,0.1439721278032538,0.8430773868166284,1.0,0.0,0.1357581123387692,3.0,Tail sizing exceeded iter. lim,1,Titan,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,0.27,V-tail
3,4.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,62.2897059769736,116.01570444028313,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007432954152308806,0.24249,32.62363725527331,1.8172176,0.54516528,0.09441233440584249,0.0748614844064036,-0.11579406149671892,0.09441233440584249,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing exceeded iter. lim,1,Titan,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,0.27,V-tail
4,5.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,61.97222166596787,182.80320826013434,LowAcc,45.0,224119.55102320114,224119.55102320114,0.007984552396965645,0.1739,21.779555240452414,1.8172176,0.54516528,0.05612053462056889,0.0189316975992143,-0.08570360144454314,0.05612053462056889,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing exceeded iter. lim,1,Titan,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,0.27,V-tail
5,6.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,430.17951759133746,1646.1249617144,LowAcc,45.0,374761.94342058373,374761.94342058373,0.008982320634500666,0.21613,24.061710641886346,7.25364523954298,0.7287210373148472,0.06704150930498912,0.037583575870284505,0.06985753656514761,0.07034569518274444,7.25364523954298,8.0,0.0,0.5624179696564472,3.0,Power Unconverged,1,Titan,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,430.17951759133746,0.27,V-tail
6,7.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,130.92548105717515,225.40430192739302,LowAcc,45.0,162989.51145037296,162989.51145037296,0.008327316206551506,0.23128,27.77365411175821,2.2669815791348875,0.6800944737404662,0.14388360918838605,0.18853010914622784,0.3328456072756874,0.14397215443565325,0.8430773868166284,1.0,0.0,0.1357581123387692,3.0,Tail sizing exceeded iter. lim,1,Titan,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,130.92548105717515,0.27,V-tail
7,8.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,62.2897059769736,116.01570444028313,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007432954152308806,0.24249,32.62363725527331,1.8172176,0.54516528,0.09441231425389926,0.0748614844064036,-0.1157942368859295,0.09441231425389926,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing exceeded iter. lim,1,Titan,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,0.27,V-tail
8,9.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,61.97222166596787,145.36799424740013,LowAcc,45.0,213327.32798356062,213327.32798356062,0.0063655656733410705,0.19191,30.148145482767898,1.8172176,0.54516528,0.04054385985299222,0.0189316975992143,-0.14904199858733402,0.04054385985299222,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing exceeded iter. lim,1,Titan,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,0.27,No_tail
9,10.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,131.11838288098926,274.12065776896054,LowAcc,45.0,201551.64134713355,201551.64134713355,0.008326980721003472,0.22739,27.307616964507346,2.304243123665928,0.6912729370997784,0.042872852196619654,0.25666116677545914,0.0699879552986922,0.04512146440289744,0.8577045003032258,1.0,0.0,0.14458861578298676,3.0,Tail too big,Tail span too big,Titan,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,131.11838288098926,0.27,No_tail
