,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb,Tail_type
0,1.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,61.97222166596787,188.5024117262091,LowAcc,45.0,210629.15189090787,210629.15189090787,0.01027480160137244,0.19685,19.158520780946862,1.8172176,0.54516528,0.04092221606034546,0.0189316975992143,0.23639950212363692,0.04092221606034546,0.6665213999999999,1.0,0.0,0.0,3.0,Tail too big,Tail span too big,Titan,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,0.27,No_tail
1,2.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,131.11991759787543,274.1248932985601,LowAcc,45.0,201552.82295363818,201552.82295363818,0.008326980721003472,0.22739,27.307616964507346,2.304262449365995,0.6912787348097985,0.04287286528581903,0.25672716677545915,0.0699883458532093,0.04512144831420806,0.8577120866556339,1.0,0.0,0.14459305579938922,3.0,Tail too big,Tail span too big,Titan,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,131.11991759787543,0.27,No_tail
2,3.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,62.18761466638909,97.34594296598742,LowAcc,45.0,119068.04349397456,119068.04349397456,0.0070305356991909726,0.24179,34.39140491496595,1.8172176,0.54516528,0.04664756731096195,0.0562241091462278,0.07577706592475289,0.04664756731096195,0.6665213999999999,1.0,0.0,0.0,3.0,Tail too big,Tail span too big,Titan,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,0.27,No_tail
3,4.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,62.2897059769736,703.6470964375399,LowAcc,45.0,119068.04349397456,119068.04349397456,0.06845885458554156,0.24839,3.628310778843497,1.8172176,0.54516528,0.0477543617718721,0.0748614844064036,0.07414924728369247,0.0477543617718721,0.6665213999999999,1.0,0.0,0.0,3.0,Tail too big,Tail span too big,Titan,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,0.27,No_tail
4,5.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,61.97222166596787,196.41218142492042,LowAcc,45.0,210597.0059803815,210597.0059803815,0.010945144238515841,0.19691,17.990626318753836,1.8172176,0.54516528,0.040917526717555594,0.0189316975992143,0.04219979613366789,0.040917526717555594,0.6665213999999999,1.0,0.0,0.0,3.0,Tail too big,Tail span too big,Titan,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,0.27,No_tail
5,6.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,131.11984813218527,274.12470158580095,LowAcc,45.0,201552.7694708866,201552.7694708866,0.008326980721003472,0.22739,27.307616964507346,2.304261570925083,0.6912784712775248,0.042872886197971964,0.2567241667754591,0.0699883458532093,0.045121470260293256,0.8577117418214336,1.0,0.0,0.1445928539834196,3.0,Tail too big,Tail span too big,Titan,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,0.27,No_tail
6,7.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,62.18761466638909,97.34594296598742,LowAcc,45.0,119068.04349397456,119068.04349397456,0.0070305356991909726,0.24179,34.39140491496595,1.8172176,0.54516528,0.04664754054525558,0.0562241091462278,0.07577688152810243,0.04664754054525558,0.6665213999999999,1.0,0.0,0.0,3.0,Tail too big,Tail span too big,Titan,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,62.18761466638909,0.27,No_tail
7,8.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,62.2897059769736,703.6470964375399,LowAcc,45.0,119068.04349397456,119068.04349397456,0.06845885458554156,0.24839,3.628310778843497,1.8172176,0.54516528,0.04775438334183307,0.0748614844064036,0.0741494284886438,0.04775438334183307,0.6665213999999999,1.0,0.0,0.0,3.0,Tail too big,Tail span too big,Titan,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,62.2897059769736,0.27,No_tail
8,9.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,61.97222166596787,196.41218142492042,LowAcc,45.0,210597.0059803815,210597.0059803815,0.010945144238515841,0.19691,17.990626318753836,1.8172176,0.54516528,0.040917548287516564,0.0189316975992143,0.04219979613366789,0.040917548287516564,0.6665213999999999,1.0,0.0,0.0,3.0,Tail too big,Tail span too big,Titan,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,61.97222166596787,0.27,No_tail
9,10.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,131.11984813218527,274.12470158580095,LowAcc,45.0,201552.7694708866,201552.7694708866,0.008326980721003472,0.22739,27.307616964507346,2.304261570925083,0.6912784712775248,0.04287285644671367,0.2567241667754591,0.0699883458532093,0.04512144117123407,0.8577117418214336,1.0,0.0,0.1445928539834196,3.0,Tail too big,Tail span too big,Titan,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,131.11984813218527,0.27,No_tail
