,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,362,0.469545814,2.80647086,0,16.77424961,1.468658689,0.35,0,136.4155917,213.2511204,LowAcc,400000,13.9170429,0.034305182,0.759552043,22.14102939316865,4.048389398,2.313504875,0.694051462,0.2048706,0.100270191,0.061444768,0.038825423,0.201144303,1.722680448,2,0,5,0.238860745,3,1,1,Titan,136.4155917,54.61226617,0,52.2544,84.16119173,3.881453644,6.439869941,0.072572425,0.489561805,0.251837373,13.63597773,4.763069076,0,0.014583564,0,0.0,Conventional,no,yes,0,0.030359024,30,3.495855214
