,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width
0,2001.0,1.41344231,4.033892251058506,0.0,11.51252271,2.584842589,0.35,0.0,142.21415903682356,223.17024234114885,LowAcc,400000.0,12.864179292029574,0.015931539111734568,0.3078690359122285,19.324500523961543,0.3711638903511505,2.32973863648522,0.6989215909455659,0.07989884768150787,0.165632783,0.137611174,0.028021609000000003,0.15336572309599159,0.0844834447501907,1.7354256566039565,2.0,0.0,3.0,0.2433342359457548,3.0,1,1,Titan,142.21415903682356,56.39973880558617,0.0,52.254400000000004,89.95975903682357,7.021242147445671,6.414265756633784,0.08676626129967664,0.8086898353107949,0.2589412844384147,14.21541456103351,4.74011682063521,0.0,0.014583564440330758,0.0,0.0,V-tail,no,yes,0.0,spring,0.03284374602755768,30.0
