,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season
0,3.0,0.518364282409226,2.737945398861856,30.0,14.461538461538462,1.6587840394899218,0.35,0.0,564.990156845733,1692.0134083408757,LowAcc,9831063.278616395,31.15275964780717,0.03129893843410708,0.18381820866566975,5.87298540660278,-0.1656194503325651,10.050127137790492,0.734026518380675,0.24249422503661833,0.07580156501609749,0.06191253887002006,0.02,0.037517246785826276,0.24795558740089757,10.050127137790492,11.0,0.0,4.0,0.6717070196557172,3.0,Fuselage greater than aeroshell diameter,1,Titan,564.990156845733,385.9626677172582,0.0,52.254400000000004,512.735756845733,12.329615460723685,54.1601557621714,2.1401385030689952,0.39993192391560306,1.2335062761145568,56.49143586211876,0.0037217759213872574,0.0,0.014583564440330758,0.0,0.0,No_tail,no,yes,0.0,fall
1,4.0,0.6002112743685776,2.9695940334354214,30.0,14.692307692307692,1.7691386260798023,0.35,0.0,630.439827523321,1896.029084641404,LowAcc,10079757.116837397,31.94082286624267,0.028266461718482606,0.1581416959464425,5.5946760341439665,-0.37569328329392937,11.709117623188796,0.7241323780465763,0.2685723059048087,0.0916882029021285,0.07168820290212849,0.02,0.02939824437792631,0.27483729523810657,11.709117623188796,13.0,0.0,4.0,0.7115870706571535,3.0,Fuselage greater than aeroshell diameter,1,Titan,630.439827523321,432.2413686284255,0.0,52.254400000000004,578.185427523321,14.30780516922792,63.73929625172713,3.044570003256341,0.4476608818730348,1.3517770190948668,63.03520545498016,0.0031605502956629076,0.0,0.014583564440330758,0.0,0.0,No_tail,no,yes,0.0,fall
2,5.0,0.6820582663279291,3.1903617309691032,30.0,14.923076923076923,1.8794932126696835,0.35,0.0,720.573118379517,2183.1697785830183,LowAcc,10396268.236580957,32.94378608189773,0.026290458565752847,0.13758947050760229,5.233437452735519,-0.5626010268582506,13.500913624271554,0.7236429296541956,0.2927514011060619,0.10146386693423692,0.08146386693423692,0.02,0.020011788691374804,0.29971164314421944,13.500913624271554,15.0,0.0,4.0,0.7641982745127349,3.0,Fuselage greater than aeroshell diameter,1,Titan,720.573118379517,497.37606089969063,0.0,52.254400000000004,668.318718379517,16.61179630647532,75.9218423575177,4.330243845988899,0.49538983983046675,1.5146580247328154,72.05146299791612,0.002680542924658638,0.0,0.014583564440330758,0.0,0.0,No_tail,no,yes,0.0,fall
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
