,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold
0,1400.0,1.6795908487533642,4.21943870636672,0.0,10.6,2.107559358288769,0.35,0.0,183.37310651361562,427.9005877422059,LowAcc,45.0,119068.04349397456,119068.04349397456,0.024386836851461827,0.28206,11.566075654583813,2.696659235530534,0.722745345489946,0.0728772302274814,0.0899286583306887,0.1494737830501177,0.0737701224476236,2.696659235530534,3.0,0.0,4.0,0.3302890508448331,3.0,1,1,Titan,183.37310651361562,98.9749401550594,0.0,52.254400000000004,131.11870651361562,4.471383390333501,8.35073320602527,0.11268312014671837,0.43907003539972744,0.4106444726007154,18.328190183438718,0.01647838617125037,0.0,0.014583564440330758,0.0,Inverted_V,no,no,0.0
1,1401.0,1.5495746686674818,4.202993126666911,0.0,11.4,2.2032,0.35,0.0,170.58781703609895,376.59613252217684,LowAcc,45.0,119068.04349397456,119068.04349397456,0.022737674172048514,0.28441,12.508315399717794,2.616023926487979,0.7022040667105308,0.07711966749180203,0.097397408091618,0.1498330574612517,0.07818612190142973,2.616023926487979,3.0,0.0,4.0,0.3089393640584927,3.0,1,1,Titan,170.58781703609895,87.5261785370719,0.0,52.254400000000004,118.33341703609894,5.029302397983544,7.744146051302837,0.10442737951007976,0.4755356547339352,0.3710542864779364,17.050631462097876,0.01755770248048729,0.0,0.014583564440330758,0.0,Inverted_V,no,no,0.0
2,1402.0,1.5929174099116559,4.408354840631843,0.0,12.2,2.2988406417112297,0.35,0.0,171.68541794037682,377.2054544266235,LowAcc,45.0,119068.04349397456,119068.04349397456,0.022139809549154066,0.28616,12.925133767057803,2.6180223939004077,0.7027131622511531,0.07982801902915787,0.10486598634048591,0.1476305429366894,0.08100129521818963,2.6180223939004077,3.0,0.0,4.0,0.30948629424777835,3.0,1,1,Titan,171.68541794037682,87.80992491664037,0.0,52.254400000000004,119.43101794037682,5.671573282515729,7.765157566224632,0.10789111315556604,0.5120004366731651,0.37204984640208383,17.16031000254953,0.017527211775444976,0.0,0.014583564440330758,0.0,Inverted_V,no,no,0.0
3,1416.0,1.6624955795315424,4.197910568727536,0.0,10.6,2.107559358288769,0.35,0.0,185.27118950973923,436.71414291687273,LowAcc,45.0,119068.04349397456,119068.04349397456,0.025235913518362216,0.28791,11.40874095128398,2.705847723824693,0.725086048363821,0.07210261203948708,0.0899286583306887,0.14955503531454697,0.07302468977548085,2.705847723824693,3.0,0.0,5.0,0.3326349139908596,3.0,1,1,Titan,185.27118950973923,100.27954000540508,0.0,52.254400000000004,133.01678950973923,4.793480573769759,8.424899614359747,0.114210191703242,0.43907003539972744,0.4167771739883057,18.517855747527374,0.016372603145680977,0.0,0.014583564440330758,0.0,Inverted_V,yes,yes,0.0
4,1417.0,1.5489104799072708,4.202092273016252,0.0,11.4,2.2032,0.35,0.0,173.6083163995287,388.5019240598622,LowAcc,45.0,119068.04349397456,119068.04349397456,0.02360406207893689,0.28957,12.267803695466387,2.63185818680408,0.7062377333421948,0.0762305943123764,0.097397408091618,0.14982168475104246,0.07732349303355351,2.63185818680408,3.0,0.0,5.0,0.3132466121536308,3.0,1,1,Titan,173.6083163995287,89.77435832218973,0.0,52.254400000000004,121.35391639952867,5.366874298041472,7.865507879395668,0.10688979259245582,0.4755356547339352,0.3803910067270652,17.352454014075207,0.0173218673328198,0.0,0.014583564440330758,0.0,Inverted_V,yes,yes,0.0
5,1418.0,1.5107586469051084,4.293163809155472,0.0,12.2,2.2988406417112297,0.35,0.0,170.1800183416649,366.3940579494138,LowAcc,45.0,119068.04349397456,119068.04349397456,0.022516110772398453,0.29102,12.924967501792054,2.6065304326795995,0.6997856658235738,0.07918916531485436,0.10486598634048591,0.1882807757328005,0.0803534024721071,2.6065304326795995,3.0,0.0,5.0,0.30632789676896555,3.0,1,1,Titan,170.1800183416649,86.17827339694753,0.0,52.254400000000004,117.92561834166489,6.035990965794284,7.68305773067544,0.1064123573566394,0.5120004366731651,0.3677089963470338,17.009885366109184,0.017705527321264944,0.0,0.014583564440330758,0.0,Inverted_V,yes,yes,0.0
6,1419.0,1.5882196924684857,4.543881160647834,0.0,13.0,2.394481283422459,0.35,0.0,171.62692769442458,371.8255870332445,LowAcc,45.0,119068.04349397456,119068.04349397456,0.021797483654626127,0.292,13.396041700346828,2.610568990267228,0.7008144600113707,0.0820348035538078,0.1123344256570543,0.14957039286792037,0.0833729616658704,2.610568990267228,3.0,0.0,5.0,0.30744153299964744,3.0,1,1,Titan,171.62692769442458,86.75167583875957,0.0,52.254400000000004,119.37252769442459,6.686713299072134,7.719177752053237,0.1100627743021648,0.5484645402856992,0.36973947912938193,17.15446841366662,0.01764203271545499,0.0,0.014583564440330758,0.0,Inverted_V,yes,yes,0.0
7,1420.0,1.671180225693901,4.8023210132784575,0.0,13.8,2.49012192513369,0.35,0.0,186.4738875972303,385.9447981671049,LowAcc,45.0,119068.04349397456,119068.04349397456,0.021408645419440587,0.2924,13.65803367150356,2.637572044784831,0.7076932985416367,0.09628004600086199,0.13116289968802786,-0.024234280281486924,0.09713371360397158,2.637572044784831,3.0,0.0,5.0,0.31478642973346244,3.0,1,1,Titan,186.4738875972303,90.58562324716357,0.0,52.254400000000004,125.69019005909247,7.283375581438371,8.001634799821856,0.12229371901710626,0.6403931747472813,0.38323523516688773,18.64181084007665,0.01723989722039604,0.0,0.014583564440330758,0.0,Inverted_V,yes,yes,2.0
8,1421.0,1.7141469522670265,5.002653846019989,0.0,14.6,2.58576256684492,0.35,0.0,185.62052868995173,382.71357844367975,LowAcc,45.0,119068.04349397456,119068.04349397456,0.020662659938734555,0.2885,13.962384361713916,2.626590537061568,0.7048958365582915,0.1262760233025007,0.1751009473022685,0.14970080673025848,0.12599524418999916,2.626590537061568,3.0,0.0,5.0,0.31182030618105966,3.0,1,1,Titan,185.62052868995173,89.02644693070182,0.0,52.254400000000004,124.98411080223944,8.090855925953418,7.92631278649358,0.12369993469376041,0.8549174485381655,0.3777634993554135,18.552131829129504,0.017398882933440975,0.0,0.014583564440330758,0.0,Inverted_V,yes,yes,2.0
9,1422.0,1.7075851305207153,5.12804163497324,0.0,15.4,2.68140320855615,0.35,0.0,182.21338061970198,367.47561231787006,LowAcc,45.0,119068.04349397456,119068.04349397456,0.019737652506038195,0.28925,14.65473160557021,2.602942483329391,0.6988716609202111,0.10789721343255197,0.1586888721547283,0.14956622467734856,0.10856347984746852,2.602942483329391,3.0,0.0,5.0,0.3053351090086553,3.0,1,1,Titan,182.21338061970198,85.66884920925985,0.0,52.254400000000004,121.86181828268961,8.931136973096752,7.754407200753677,0.12268857698462475,0.7747867032365385,0.3659023610767518,18.211700982936282,0.01776271090480865,0.0,0.014583564440330758,0.0,Inverted_V,yes,yes,2.0
