,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,505,0.995229907,3.661398594,0,13.47009326,1.822338021,0.35,0,135.1128206,199.7417453,LowAcc,400000,12.93600739,0.018069801,0.410807215,22.734462598674995,2.746669442,2.28258456,0.684775368,0.169280435,0.174724154,0.099060708,0.085663446,0.167574178,1.698404753,2,0,6,0.230099661,3,1,1,Titan,135.1128206,51.2475323,0,52.2544,82.85842057,5.998611867,6.10831895,0.077838776,0.853077783,0.238131022,13.50142135,4.81890496,0,0.014583564,0,0.0,Conventional,no,yes,0,0.097984136,10,4.74171646
