,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,1.0,1.247,4.333568967952397,0.0,15.06,2.64,0.35,0.0,159.454455620443,220.84028731132662,LowAcc,400000.0,12.261570294289031,0.020520954171692432,0.43066884088970536,20.986784400298024,0.9354079636432149,2.640693332346928,0.7922079997040784,0.0841776074903932,0.17709999999999998,0.149,0.0281,0.14307266239588595,0.08750416337506352,0.9897788801203772,1.0,0.0,2.0,0.21405554486619804,3.0,1,1,Titan,159.454455620443,45.3452088833253,0.0,52.254400000000004,107.20005562044301,8.44801351197396,8.29150846098576,0.11836197045518941,0.864677675756627,0.2120555593372231,15.938040529157064,27.967605465011566,0.0,0.014583564440330758,0.0,0.0,V-tail,no,yes,0.0,summer,0.10337366928863279,10.0,4.5
