,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb
20,21.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,207.66290670117937,531.1165379710121,LowAcc,45.0,119068.04349397456,119068.04349397456,0.2016040320415458,1.5,7.440327382395237,3.5257980682242094,0.709419565960007,0.18021251785623232,0.04563092634248836,0.1800278757510587,3.5257980682242094,4.0,0.0,0.36961257423507216,3.0,Winglet too big,Tail span too big,Titan,207.66290670117937,122.06368680891632,0.0,52.254400000000004,155.40850670117936,1.0289932041214667,10.815994449052031,0.13897009920269326,0.09243261591313347,0.48131975770945673,20.76013150110167,0.012394700722280142,0.0,0.014583564440330758,0.0,0.27
21,22.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,218.58751474757662,565.3257914009776,LowAcc,45.0,119068.04349397456,119068.04349397456,0.10795881862313504,1.0836111731086533,10.037264087627213,3.578504317133254,0.719489476075499,0.11143161444006938,0.09148724562270742,0.11186639080993524,3.578504317133254,4.0,0.0,0.381489000085789,3.0,1,1,Titan,218.58751474757662,129.54702489867933,0.0,52.254400000000004,166.33311474757662,2.7771524842540765,11.253852778618983,0.1878557439801965,0.18349903461400593,0.5050014751899168,21.852123971383108,0.012020796416645394,0.0,0.014583564440330758,0.0,0.27
22,23.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,209.37746096882447,525.2740022071623,LowAcc,45.0,119068.04349397456,119068.04349397456,0.06621774072178828,0.6919692443396351,10.449907181927601,3.5170721270765437,0.7077524117828674,0.14817424405132998,0.15174373118384515,0.1481428747521122,3.5170721270765437,4.0,0.0,0.36760931856314727,3.0,1,1,Titan,209.37746096882447,120.82476032276006,0.0,52.254400000000004,157.12306096882446,3.6073565870694497,10.7765269048043,0.2039896920602654,0.27451006221370505,0.4773670404587578,20.93150526254643,0.012461532471184093,0.0,0.014583564440330758,0.0,0.27
23,24.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,227.2864121994591,587.1559531312204,LowAcc,45.0,119068.04349397456,119068.04349397456,0.05620185463118434,0.5633672537050595,10.023997560259652,3.614669586020802,0.7263991123053257,0.18413632524837226,0.21454144446050302,0.1833285393804591,3.614669586020802,4.0,0.0,0.38942873471113476,3.0,1,1,Titan,227.2864121994591,134.68184173339176,0.0,52.254400000000004,175.0320121994591,4.894268327837479,11.569453216145915,0.2518641705036164,0.36550567103455694,0.5210687245444032,22.721636040108912,0.011790751452154203,0.0,0.014583564440330758,0.0,0.27
24,25.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,207.66290670117937,531.1165379710121,LowAcc,45.0,119068.04349397456,119068.04349397456,0.2016040320415458,1.5,7.440327382395237,3.5257980682242094,0.709419565960007,0.18021252154012438,0.04563092634248836,0.18002787941669665,3.5257980682242094,4.0,0.0,0.36961257423507216,3.0,Winglet too big,Tail span too big,Titan,207.66290670117937,122.06368680891632,0.0,52.254400000000004,155.40850670117936,1.0289932041214667,10.815994449052031,0.13897009920269326,0.09243261591313347,0.48131975770945673,20.76013150110167,0.012394700722280142,0.0,0.014583564440330758,0.0,0.27
25,26.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,218.58751474757662,565.3257914009776,LowAcc,45.0,119068.04349397456,119068.04349397456,0.10795881862313504,1.0836111731086533,10.037264087627213,3.578504317133254,0.719489476075499,0.11143161815287854,0.09148724562270742,0.1118663944755732,3.578504317133254,4.0,0.0,0.381489000085789,3.0,1,1,Titan,218.58751474757662,129.54702489867933,0.0,52.254400000000004,166.33311474757662,2.7771524842540765,11.253852778618983,0.1878557439801965,0.18349903461400593,0.5050014751899168,21.852123971383108,0.012020796416645394,0.0,0.014583564440330758,0.0,0.27
26,27.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,209.37746096882447,525.2740022071623,LowAcc,45.0,119068.04349397456,119068.04349397456,0.06621774072178828,0.6919692443396351,10.449907181927601,3.5170721270765437,0.7077524117828674,0.14817424778123026,0.15174373118384515,0.14814287841775017,3.5170721270765437,4.0,0.0,0.36760931856314727,3.0,1,1,Titan,209.37746096882447,120.82476032276006,0.0,52.254400000000004,157.12306096882446,3.6073565870694497,10.7765269048043,0.2039896920602654,0.27451006221370505,0.4773670404587578,20.93150526254643,0.012461532471184093,0.0,0.014583564440330758,0.0,0.27
27,28.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,227.2864121994591,587.1559531312204,LowAcc,45.0,119068.04349397456,119068.04349397456,0.05620185463118434,0.5633672537050595,10.023997560259652,3.614669586020802,0.7263991123053257,0.18413632899468127,0.21454144446050302,0.18332854304609705,3.614669586020802,4.0,0.0,0.38942873471113476,3.0,1,1,Titan,227.2864121994591,134.68184173339176,0.0,52.254400000000004,175.0320121994591,4.894268327837479,11.569453216145915,0.2518641705036164,0.36550567103455694,0.5210687245444032,22.721636040108912,0.011790751452154203,0.0,0.014583564440330758,0.0,0.27
28,29.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,207.66290670117937,531.1165379710121,LowAcc,45.0,119068.04349397456,119068.04349397456,0.2016040320415458,1.5,7.440327382395237,3.5257980682242094,0.709419565960007,0.18021252522401643,0.04563092634248836,0.1800278830823346,3.5257980682242094,4.0,0.0,0.36961257423507216,3.0,Winglet too big,Tail span too big,Titan,207.66290670117937,122.06368680891632,0.0,52.254400000000004,155.40850670117936,1.0289932041214667,10.815994449052031,0.13897009920269326,0.09243261591313347,0.48131975770945673,20.76013150110167,0.012394700722280142,0.0,0.014583564440330758,0.0,0.27
29,30.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,218.58751474757662,565.3257914009776,LowAcc,45.0,119068.04349397456,119068.04349397456,0.10795881862313504,1.0836111731086533,10.037264087627213,3.578504317133254,0.719489476075499,0.11143162186568772,0.09148724562270742,0.11186639814121116,3.578504317133254,4.0,0.0,0.381489000085789,3.0,1,1,Titan,218.58751474757662,129.54702489867933,0.0,52.254400000000004,166.33311474757662,2.7771524842540765,11.253852778618983,0.1878557439801965,0.18349903461400593,0.5050014751899168,21.852123971383108,0.012020796416645394,0.0,0.014583564440330758,0.0,0.27
30,31.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,209.37746096882447,525.2740022071623,LowAcc,45.0,119068.04349397456,119068.04349397456,0.06621774072178828,0.6919692443396351,10.449907181927601,3.5170721270765437,0.7077524117828674,0.14817425151098904,0.15174373118384515,0.1481428820832491,3.5170721270765437,4.0,0.0,0.36760931856314727,3.0,1,1,Titan,209.37746096882447,120.82476032276006,0.0,52.254400000000004,157.12306096882446,3.6073565870694497,10.7765269048043,0.2039896920602654,0.27451006221370505,0.4773670404587578,20.93150526254643,0.012461532471184093,0.0,0.014583564440330758,0.0,0.27
31,32.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,227.2864121994591,587.1559531312204,LowAcc,45.0,119068.04349397456,119068.04349397456,0.05620185463118434,0.5633672537050595,10.023997560259652,3.614669586020802,0.7263991123053257,0.18413633274084823,0.21454144446050302,0.18332854671159599,3.614669586020802,4.0,0.0,0.38942873471113476,3.0,1,1,Titan,227.2864121994591,134.68184173339176,0.0,52.254400000000004,175.0320121994591,4.894268327837479,11.569453216145915,0.2518641705036164,0.36550567103455694,0.5210687245444032,22.721636040108912,0.011790751452154203,0.0,0.014583564440330758,0.0,0.27
32,33.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,207.6672240242235,531.1178547541472,LowAcc,45.0,119068.04349397456,119068.04349397456,0.2016040320415458,1.5,7.440327382395237,3.5258006884779367,0.7094200665784357,0.18021252511626165,0.04563092634248836,0.18002788681375403,3.5258006884779367,4.0,0.0,0.36961317414850575,3.0,Winglet too big,Tail span too big,Titan,207.6672240242235,122.06405883775405,0.0,52.254400000000004,155.41282402422348,1.0289932041214667,10.816050824868505,0.13897256894761856,0.09243261591313347,0.4847746675903631,20.760563059711014,0.01239468087699726,0.0,0.014583564440330758,0.0,0.27
33,34.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,218.59597266108494,565.3424470721794,LowAcc,45.0,119068.04349397456,119068.04349397456,0.10796208119401053,1.083653101805219,10.037349130551378,3.5785292203029164,0.719494234006205,0.11143162719160815,0.09148724562270742,0.11186640187263056,3.5785292203029164,4.0,0.0,0.3814945241891066,3.0,1,1,Titan,218.59597266108494,129.55056070025785,0.0,52.254400000000004,166.34157266108494,2.777251882090011,11.254091443871886,0.18786356644826707,0.18349903461400593,0.5087324242485477,21.85296941410132,0.012020631012723347,0.0,0.014583564440330758,0.0,0.27
34,35.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,209.38281677416992,525.2796169934563,LowAcc,45.0,119068.04349397456,119068.04349397456,0.06621835591338086,0.6919869446812124,10.450077401293216,3.517080654163567,0.7077540409445258,0.1481742557073053,0.15174373118384515,0.1481428858146685,3.517080654163567,4.0,0.0,0.3676112814955921,3.0,1,1,Titan,209.38281677416992,120.82597101554198,0.0,52.254400000000004,157.12841677416992,3.6074449295797066,10.776629577577987,0.20399462566054488,0.27451006221370505,0.4807809076173408,20.932040625108637,0.012461466429695832,0.0,0.014583564440330758,0.0,0.27
35,36.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,227.29192577411794,587.1605114995778,LowAcc,45.0,119068.04349397456,119068.04349397456,0.0562021880187,0.5633809200187804,10.02418126197023,3.6146755621656466,0.726400254091028,0.18413629172223636,0.21454144446050302,0.18332850689629263,3.6146755621656466,4.0,0.0,0.3894300333390281,3.0,1,1,Titan,227.29192577411794,134.68269023832764,0.0,52.254400000000004,175.03752577411794,4.894381071186649,11.569542365716323,0.2518696974655896,0.36550567103455694,0.5249752764899879,22.722187174402126,0.011790715054741201,0.0,0.014583564440330758,0.0,0.27
36,37.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,207.6672240242235,531.1178547541472,LowAcc,45.0,119068.04349397456,119068.04349397456,0.2016040320415458,1.5,7.440327382395237,3.5258006884779367,0.7094200665784357,0.1802124850181099,0.04563092634248836,0.18002784691428902,3.5258006884779367,4.0,0.0,0.36961317414850575,3.0,Winglet too big,Tail span too big,Titan,207.6672240242235,122.06405883775405,0.0,52.254400000000004,155.41282402422348,1.0289932041214667,10.816050824868505,0.13897256894761856,0.09243261591313347,0.4847746675903631,20.760563059711014,0.01239468087699726,0.0,0.014583564440330758,0.0,0.27
37,38.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,218.59597266108494,565.3424470721794,LowAcc,45.0,119068.04349397456,119068.04349397456,0.10796208119401053,1.083653101805219,10.037349130551378,3.5785292203029164,0.719494234006205,0.11143158635353556,0.09148724562270742,0.11186636155340382,3.5785292203029164,4.0,0.0,0.3814945241891066,3.0,1,1,Titan,218.59597266108494,129.55056070025785,0.0,52.254400000000004,166.34157266108494,2.777251882090011,11.254091443871886,0.18786356644826707,0.18349903461400593,0.5087324242485477,21.85296941410132,0.012020631012723347,0.0,0.014583564440330758,0.0,0.27
38,39.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,209.38281677416992,525.2796169934563,LowAcc,45.0,119068.04349397456,119068.04349397456,0.06621835591338086,0.6919869446812124,10.450077401293216,3.517080654163567,0.7077540409445258,0.14817426065909395,0.15174373118384515,0.14814289068114306,3.517080654163567,4.0,0.0,0.3676112814955921,3.0,1,1,Titan,209.38281677416992,120.82597101554198,0.0,52.254400000000004,157.12841677416992,3.6074449295797066,10.776629577577987,0.20399462566054488,0.27451006221370505,0.4807809076173408,20.932040625108637,0.012461466429695832,0.0,0.014583564440330758,0.0,0.27
39,40.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,227.29192577411794,587.1605114995778,LowAcc,45.0,119068.04349397456,119068.04349397456,0.0562021880187,0.5633809200187804,10.02418126197023,3.6146755621656466,0.726400254091028,0.1841362966958091,0.21454144446050302,0.18332851176276718,3.6146755621656466,4.0,0.0,0.3894300333390281,3.0,1,1,Titan,227.29192577411794,134.68269023832764,0.0,52.254400000000004,175.03752577411794,4.894381071186649,11.569542365716323,0.2518696974655896,0.36550567103455694,0.5249752764899879,22.722187174402126,0.011790715054741201,0.0,0.014583564440330758,0.0,0.27
40,41.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,207.6672240242235,531.1178547541472,LowAcc,45.0,119068.04349397456,119068.04349397456,0.2016040320415458,1.5,7.440327382395237,3.5258006884779367,0.7094200665784357,0.18021248992366176,0.04563092634248836,0.18002785179553382,3.5258006884779367,4.0,0.0,0.36961317414850575,3.0,Winglet too big,Tail span too big,Titan,207.6672240242235,122.06405883775405,0.0,52.254400000000004,155.41282402422348,1.0289932041214667,10.816050824868505,0.13897256894761856,0.09243261591313347,0.4847746675903631,20.760563059711014,0.01239468087699726,0.0,0.014583564440330758,0.0,0.27
