,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,Fuse_L,Fuse_D,Fuse_x,S_Vtail,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb
0,1.0,3.025399442130564,1.7393675408407976,3.2222532833777606,1.0,1.4380748663101606,0.35,0.0,667.5623039036847,6847.095006018439,LowAcc,75.0,394390.68130268966,394390.68130268966,0.4360570622783405,1.5,4.445605076279842,0.7124059079262497,0.24932808590152455,0.1647029952140788,0.25017147234869475,4.426785853397244,5.0,0.01881922288259784,1.2792429503468963,4.0,CL > CLmax,1,Mars,667.5623039036847,155.3536906936989,112.31759695876967,52.254400000000004,615.3079039036846,0.5731015483594202,11.052384541982814,1.3183704975241826,2.412450645260268,3.805997899985269,66.74884890435253,0.0015336075317419651,0.0,0.004601589410141546,261.7193270168097,0.27
1,2.0,3.2106279794038644,1.9992259050087042,3.2222532833777606,1.2448979591836735,1.467352613772782,0.35,0.0,608.8860660779974,6117.594997433958,LowAcc,75.0,394390.68130268966,394390.68130268966,0.36528593752314975,1.5,3.6606287704677762,0.7320518718601357,0.6501058181554221,0.7530212420156148,0.6505272488105466,3.644256320033495,4.0,0.01637245043428106,1.2091827194869191,4.0,CL > CLmax,Tail span too big,Mars,608.8860660779974,138.88262509725743,100.4093474741142,52.254400000000004,556.6316660779974,0.5345480907652053,9.307041763527295,0.9569908584355914,8.215358870610073,3.465917640297933,60.88199013534154,0.0021878522360033598,0.0,0.004601589410141546,233.97105670600192,0.27
2,3.0,3.395856516677164,2.2492516928762765,3.2222532833777606,1.489795918367347,1.4966303612354033,0.35,0.0,602.4654494219903,6026.349876029244,LowAcc,75.0,394390.68130268966,394390.68130268966,0.3398567731124919,1.5,3.6453228451038657,0.7291637070956597,0.6943393287167432,0.9104723542227497,0.694695260470856,3.6291395683226124,4.0,0.016183276781253243,1.1997520780505742,4.0,CL > CLmax,Tail span too big,Mars,602.4654494219903,136.73631861153584,98.8576110091687,52.254400000000004,550.2110494219903,0.5935347777714526,9.209930414771616,0.9849541589876495,9.805431001393453,3.4212402047767325,60.24000208797673,0.0021818254792038043,0.0,0.004601589410141546,230.35524374071875,0.27
3,4.0,3.5810850539504635,2.492405729025139,3.2222532833777606,1.7346938775510203,1.5259081086980248,0.35,0.0,599.2905934220735,5976.043259383654,LowAcc,75.0,394390.68130268966,394390.68130268966,0.3193585587443293,1.5,3.6372959557639617,0.7276491795602303,0.6624835348997492,0.9998885675600037,0.6628668815373652,3.6212124801613044,4.0,0.016083475602657275,1.194776983096967,4.0,CL > CLmax,Tail span too big,Mars,599.2905934220735,135.61081486186103,98.04389441211147,52.254400000000004,547.0361934220734,0.6833329231638866,9.159728060675576,1.015428162412994,10.736743536376157,3.3977760052905572,59.92255110976003,0.002178704854318487,0.0,0.004601589410141546,228.45914405615727,0.27
4,5.0,3.766313591223764,2.730524425777856,3.2222532833777606,1.9795918367346936,1.5551858561606464,0.35,0.0,593.1238770489616,5892.856211288516,LowAcc,75.0,394390.68130268966,394390.68130268966,0.29916155570726033,1.5,3.6237363341246236,0.7250909050706624,0.6431469010608735,1.090602137296606,0.6435537643882254,3.6078223852668745,4.0,0.015913948857749202,1.186325882035031,4.0,CL > CLmax,Tail span too big,Mars,593.1238770489616,133.7096625464696,96.66939948660385,52.254400000000004,540.8694770489616,0.7763711559566788,9.073068675299504,1.0357760306860415,11.678054597046565,3.35808436248945,59.30595073371421,0.0021734961788203266,0.0,0.004601589410141546,225.25633437510675,0.27
5,6.0,3.951542128497064,2.9648212666168035,3.2222532833777606,2.224489795918368,1.5844636036232678,0.35,0.0,584.5079032474471,5784.179638862727,LowAcc,75.0,394390.68130268966,394390.68130268966,0.279604246601719,1.5,3.605635393267884,0.7216761796996809,0.6323714487238113,1.1826521421658795,0.6327979120985636,3.589949597596,4.0,0.015685795671883895,1.1749508347895032,4.0,CL > CLmax,Tail span too big,Mars,584.5079032474471,131.17204859146182,94.8347555836311,52.254400000000004,532.253503247447,0.872818822465649,8.956968642075193,1.0473831451093938,12.632016024346676,3.304991127723669,58.44445465369293,0.0021666672210287176,0.0,0.004601589410141546,220.98129840030944,0.27
6,7.0,4.136770665770364,3.1961368599793487,3.2222532833777606,2.4693877551020407,1.6137413510858885,0.35,0.0,575.22816768057,5666.552185382748,LowAcc,75.0,394390.68130268966,394390.68130268966,0.26135842097978507,1.5,3.5862932753351506,0.7180277598103719,0.6272780081007292,1.2754509830719705,0.627719775435034,3.5708536449404935,4.0,0.015439630394657327,1.1626743437591935,4.0,CL > CLmax,Tail span too big,Mars,575.22816768057,128.46076723820394,92.87455364110073,52.254400000000004,522.97376768057,0.9732180281455629,8.83349125399014,1.0545371811154827,13.592041145083982,3.2481167265868467,57.516590759173255,0.0021595287571846457,0.0,0.004601589410141546,216.41369058900267,0.27
7,8.0,4.321999203043663,3.425075282964691,3.2222532833777606,2.7142857142857144,1.6430190985485102,0.35,0.0,565.6429569913283,5544.650545199005,LowAcc,75.0,394390.68130268966,394390.68130268966,0.2444743751631026,1.5,3.5663675480325763,0.7142697521521169,0.6262962192633625,1.3689003946367029,0.6267485624248521,3.5511841062091243,4.0,0.015183441823452075,1.1498920805108708,4.0,CL > CLmax,Tail span too big,Mars,565.6429569913283,125.66804699263037,90.85547301572073,52.254400000000004,513.3885569913283,1.0776798386777724,8.707058565558969,1.0584094038822256,14.558696985924326,3.18936960503187,56.558183329915806,0.0021523489726249386,0.0,0.004601589410141546,211.7088853156035,0.27
8,9.0,4.507227740316963,3.652083616478993,3.2222532833777606,2.959183673469388,1.672296846011132,0.35,0.0,555.7481138606801,5418.513559861405,LowAcc,75.0,394390.68130268966,394390.68130268966,0.22878660743406495,1.5,3.5458506774291867,0.7104007884663983,0.6282008307122698,1.4629211729352585,0.6286591762073696,3.530933819890697,4.0,0.014916857538489384,1.1365822465826774,4.0,CL > CLmax,Tail span too big,Mars,555.7481138606801,122.79287104913256,88.776778577466,52.254400000000004,503.49371386068003,1.186523582288134,8.577691412867235,1.0592867699406754,15.531121550781139,3.1287079344556945,55.568816649606404,0.002145144069537903,0.0,0.004601589410141546,206.86516960066243,0.27
9,10.0,4.692456277590263,3.8775008666735995,3.2222532833777606,3.204081632653061,1.7015745934737532,0.35,0.0,545.8599429118857,5293.802789967734,LowAcc,75.0,394390.68130268966,394390.68130268966,0.2144077555332333,1.5,3.525325837923234,0.7065308728188961,0.632472593846528,1.5574340415380625,0.6329312869280155,3.5106785509722123,4.0,0.014647286951021623,1.1231113576608835,4.0,CL > CLmax,Tail span too big,Mars,545.8599429118857,119.91698766616473,86.69757267468853,52.254400000000004,493.60554291188566,1.2998329624935046,8.449196239369046,1.058166047969509,16.508825857794662,3.0678423416070433,54.58011731591037,0.0021381311007307177,0.0,0.004601589410141546,202.02026208537742,0.27
