,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,1.0,1.070339338095088,3.5625,0.0,11.85736691,2.007907521,0.35,0.0,64.69607995819304,5386.125282880324,LowAcc,400000.0,322.90371216108787,0.015358817065745017,0.2972,19.350448587791913,1.8172176,0.54516528,0.06501826300099249,0.09929159,0.067584011,0.031707579,0.3813873279785405,0.06747623216781698,0.6665213999999999,1.0,0.0,6.0,0.0,3.0,Required airspeed too high,1,Mars,64.69607995819304,0.0,0.0,52.254400000000004,12.441679958193038,4.5124893982418115,0.9165622578604434,0.06468179014135125,0.48478385806538643,0.0,6.463162653884047,0.0,0.0,0.0,0.0,0.0,V-tail,no,no,0.0,summer,1.0,10.0,3.75
