,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,407,0.549699072,2.805155777,0,14.31492126,2.115925063,0.35,0,135.3400742,221.7838378,LowAcc,400000,13.54920446,0.03174655,0.679108621,21.391572344081485,3.807390936,2.292704811,0.687811443,0.172871924,0.273960442,0.079441419,0.194519023,0.170107234,1.706350213,2,0,6,0.233003441,3,1,1,Titan,135.3400742,52.31081906,0,52.2544,83.08567418,4.489397602,6.296696287,0.071090098,1.337591633,0.242643472,13.52409768,4.798754787,0,0.014583564,0,0.0,Conventional,yes,yes,0,0.009354966,100,4.83960631
