,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,1.0,1.247066533,4.3343343089293045,0.0,15.06451613,2.641295843,0.35,0.0,137.92785670305983,190.86185859950166,LowAcc,400000.0,12.10968558002998,0.01710319867961237,0.3819109049486405,22.32979409891859,0.6777244501490454,2.2855283494470258,0.6856585048341077,0.08610249914928698,0.177074801,0.148947483,0.028127318,0.1558635466096,0.08956080147063383,1.7007159367616131,2.0,0.0,2.0,0.23094808122982938,3.0,Power Unconverged,1,Titan,137.92785670305983,51.57512411257278,0.0,52.254400000000004,85.67345670305984,8.322991300720254,5.974374099493778,0.08443380110380926,0.8645546434994197,0.23742369132008598,13.787126417362408,4.8128450725469785,0.0,0.014583564440330758,0.0,0.0,V-tail,no,yes,0.0,summer,0.1046702248530238,10.0,4.5
