,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,1.0,1.070339338095088,3.5625,0.0,11.85736691,2.007907521,0.35,0.0,224.63789852412108,546.0747141250571,LowAcc,400000.0,18.144332113448517,0.021086841849542973,0.28331,13.435392650139326,3.553656923589648,0.7147422018002957,0.0791328766968448,0.09929159,0.067584011,0.031707579,0.15098416800407705,0.08132159243179235,3.553656923589648,4.0,0.0,6.0,0.3759368262604883,3.0,Fuselage greater than aeroshell diameter,1,Titan,224.63789852412108,126.01914252448347,0.0,52.254400000000004,172.38349852412108,10.04499469128051,12.63093831863475,0.21981306486296623,0.48478385806538643,0.5002212709311734,22.45683026747383,0.012190963948641489,0.0,0.014583564440330758,0.0,0.0,V-tail,no,no,0.0,summer,1.0,10.0,3.75
