,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb,Tail_type,Winglet,Wing Folding
0,1.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,234.68773258529214,5307.9183677170495,LowAcc,45.0,423003.9274622282,423003.9274622282,0.04856800837497355,0.18514,3.811974305608961,3.660590540760204,0.735172642886896,0.14701388602684898,0.0189316975992143,0.29267134607265827,0.14698775902506583,3.660590540760204,4.0,0.0,0.39606325339755183,3.0,Tail sizing failure,1,Titan,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,234.68773258529214,0.27,V-tail,yes,no
1,2.0,0.2875300379036472,1.2476490436965784,0.0,5.413793103448276,1.4875441637470033,0.35,0.0,62.81881612664924,551.4674199360226,LowAcc,45.0,205834.69513044835,205834.69513044835,0.037169794319312756,0.18934,5.09392111168133,1.8172176,0.54516528,0.09320312717275779,0.0208625208770708,-0.14702484263668136,0.09310786453345501,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing failure,1,Titan,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,62.81881612664924,0.27,V-tail,yes,no
2,3.0,0.3144859789571141,1.353770347301505,0.0,5.827586206896552,1.5370134611838464,0.35,0.0,62.9355648579033,502.80028056759465,LowAcc,45.0,194644.19875070208,194644.19875070208,0.036359459994491916,0.19391,5.333137511651036,1.8172176,0.54516528,0.09408853853479217,0.0227928625538074,0.07348227120293796,0.09397932037405965,0.6665213999999999,1.0,0.0,0.0,3.0,1,1,Titan,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,62.9355648579033,0.27,V-tail,yes,no
3,4.0,0.341441920010581,1.459817980173711,0.0,6.241379310344827,1.5864827586206895,0.35,0.0,911.2514401851214,53537.630288017586,LowAcc,45.0,699974.3727728871,699974.3727728871,0.08327928290365139,0.20048,2.4073214010733266,17.233861447930042,0.7289806339787441,0.5581561668147776,0.024722824723763998,1.7900287046189467,0.5566000518018526,17.233861447930042,19.0,0.0,0.8743928139628666,3.0,Tail sizing failure,1,Titan,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,911.2514401851214,0.27,V-tail,yes,no
4,5.0,0.368397861064048,1.565806910910102,0.0,6.655172413793103,1.635952056057533,0.35,0.0,63.173388651415394,430.41349066210773,LowAcc,45.0,176566.59512410557,176566.59512410557,0.03506813338853491,0.20185,5.755937955511267,1.8172176,0.54516528,0.0954196696175996,0.026652482494988403,-1.750096153747429,0.09528276464797064,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing failure,1,Titan,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,63.173388651415394,0.27,V-tail,yes,no
5,6.0,0.3953538021175148,1.6717483047034873,0.0,7.068965517241379,1.6854213534943752,0.35,0.0,659.1359675019993,22322.467079897986,LowAcc,45.0,543988.43600508,543988.43600508,0.06372709112453961,0.2073,3.2529336635635997,12.592420091219369,0.7231826113796445,0.4248598724810336,0.0285818923623486,1.2527944207655284,0.4233188281808531,12.592420091219369,14.0,0.0,0.7369164255531723,3.0,Tail sizing failure,1,Titan,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,659.1359675019993,0.27,V-tail,yes,no
6,7.0,0.4223097431709817,1.77765066065127,0.0,7.482758620689655,1.7348906509312183,0.35,0.0,63.41827865916268,379.4120748622927,LowAcc,45.0,162543.09759533042,162543.09759533042,0.03408039815898409,0.20851,6.118179694594728,1.8172176,0.54516528,0.09675231939819044,0.0305110976423334,-1.2067010793879165,0.09658025270428537,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing failure,1,Titan,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,63.41827865916268,0.27,V-tail,yes,no
7,8.0,0.4492656842244487,1.8835205635613796,0.0,7.896551724137931,1.7843599483680617,0.35,0.0,594.016160265064,15084.087201678865,LowAcc,45.0,477650.15040418966,477650.15040418966,0.05586876628004525,0.2132,3.8160856986052516,10.933612369746205,0.7321055850313994,0.3789543822435697,0.0324401321070661,1.0694500509578233,0.37744482346974,10.933612369746205,12.0,0.0,0.6985062002017592,3.0,Tail sizing failure,1,Titan,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,594.016160265064,0.27,V-tail,yes,no
8,9.0,0.4762216252779156,1.9893631946964894,0.0,8.310344827586206,1.833829245804905,0.35,0.0,63.67976538762403,341.9335466368482,LowAcc,45.0,151317.08532671514,151317.08532671514,0.03331452748773291,0.21417,6.428726929381236,1.8172176,0.54516528,0.09786745986196167,0.0343690224777521,-1.014943763248648,0.0976570289908987,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing failure,1,Titan,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,63.67976538762403,0.27,V-tail,yes,no
9,10.0,0.5031775663313826,2.095182687136669,0.0,8.724137931034482,1.8832985432417475,0.35,0.0,482.166210075265,8772.897246082714,LowAcc,45.0,401889.3336044272,401889.3336044272,0.04853325888729604,0.2182,4.495886017188835,8.998093890799634,0.7234507114002202,0.32301024103628323,0.0362977901747265,0.8497295940803091,0.3215162350577558,8.998093890799634,10.0,0.0,0.6212434261095819,3.0,Tail sizing failure,1,Titan,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,482.166210075265,0.27,V-tail,yes,no
10,11.0,0.5301335073848495,2.2009823782918416,0.0,9.137931034482758,1.9327678406785915,0.35,0.0,63.94636102151566,313.211421596735,LowAcc,45.0,142091.9829898765,142091.9829898765,0.03269483491192291,0.21903,6.699223305150434,1.8172176,0.54516528,0.0988379479893836,0.038226452570596,-0.7891603178911235,0.09858577999477855,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing failure,1,Titan,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,63.94636102151566,0.27,V-tail,yes,no
11,12.0,0.5570894484383164,2.306764992719231,0.0,9.551724137931036,1.982237138115435,0.35,0.0,407.2365256168828,5643.798596403576,LowAcc,45.0,347531.2672686694,347531.2672686694,0.04342693956196645,0.22254,5.124468872195215,7.264800538713492,0.729786687615178,0.27167000619250525,0.0401550239037395,0.6508934378759275,0.270342299193278,7.264800538713492,8.0,0.0,0.5640939455110269,3.0,Tail sizing failure,1,Titan,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,407.2365256168828,0.27,V-tail,yes,no
12,13.0,0.5840453894917833,2.4125327767158855,0.0,9.96551724137931,2.0317064355522767,0.35,0.0,64.22240344947527,290.5660910698146,LowAcc,45.0,134362.6951880226,134362.6951880226,0.03218020493507626,0.22324,6.937183913228268,1.8172176,0.54516528,0.09968713901165968,0.0420835159549723,-0.5855027121032365,0.09939022540709044,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing failure,1,Titan,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,64.22240344947527,0.27,V-tail,yes,no
13,14.0,0.6110013305452502,2.518287598911557,0.0,10.379310344827587,2.08117573298912,0.35,0.0,356.029389176451,3996.8784769639956,LowAcc,45.0,307631.7658156641,307631.7658156641,0.04024456410753767,0.22633,5.623865111204153,6.317146375702845,0.7254683469862271,0.24395990760166536,0.0440119385560805,0.5440093168111549,0.24271082797529409,6.317146375702845,7.0,0.0,0.5202124135057817,3.0,Tail sizing failure,1,Titan,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,356.029389176451,0.27,V-tail,yes,no
14,15.0,0.6379572715987172,2.6240310264828755,0.0,10.79310344827586,2.130645030425964,0.35,0.0,64.50750817338246,272.27748958527593,LowAcc,45.0,127779.0289994803,127779.0289994803,0.03174360047508,0.22692,7.148527470226363,1.8172176,0.54516528,0.10043130595648296,0.0459402999770441,-0.47455620863403297,0.10008708059561586,0.6665213999999999,1.0,0.0,0.0,3.0,Tail sizing failure,1,Titan,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,64.50750817338246,0.27,V-tail,yes,no
