,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season
0,1974.0,0.737626343,2.8793005752971887,0.0,11.23925668,1.609182152,0.35,0.0,151.093661838301,276.1961802046369,LowAcc,4472275.674468317,14.171786430109758,0.029341708409845058,0.5164473589594054,17.601134594675518,1.3586888146573328,2.3945737132942573,0.7183721139882772,0.15045521689403762,0.4396243218418186,0.15252965685728684,0.14924611987523081,1.78632800315634,2.0,0.0,5.0,0.26043549398799276,3.0,1,1,Titan,151.093661838301,63.692535056634064,0.0,52.254400000000004,98.83926183830098,5.64532171830999,7.182802201512405,0.0838240451317271,2.14643329653454,0.2867461712584434,15.102667087055403,4.684348697424083,0.0,0.014583564440330758,0.0,Conventional,yes,yes,0.0,winter
1,1977.0,0.525451562,2.8620712241264643,0.0,15.58935644,1.708955573,0.35,0.0,148.30867820891882,249.58289697734153,LowAcc,4270030.299946548,13.530909511327062,0.04159485988006949,0.7806301624111293,18.76746705390813,2.561434692351162,2.3877139716473166,0.716314191494195,0.18977137653808318,0.35676700226753294,0.04886395199742709,0.18657140331396396,1.7809423853124553,2.0,0.0,5.0,0.25867961659312194,3.0,1,1,Titan,148.30867820891882,63.18172428158001,0.0,52.254400000000004,96.05427820891882,4.356779296922102,6.881173315852266,0.08204015892127382,1.74188855057792,0.2838443420442228,14.82439366649723,4.687851032083453,0.0,0.014583564440330758,0.0,Conventional,yes,yes,0.0,winter
2,1978.0,1.004154539,2.9277299024972456,0.0,8.536138661,1.701009017,0.35,0.0,177.56063977258847,366.6106574000574,LowAcc,4964673.945365137,15.732102394875206,0.02281842221504114,0.3617745790503326,15.854495794712,0.5546019780937111,2.5756613273864133,0.7726983982159239,0.17767447960427837,0.4498607754218986,0.15286781467563865,0.17693312554544643,1.9285008044011487,2.0,0.0,2.0,0.30313205239851576,3.0,1,1,Titan,177.56063977258847,83.9966472152191,0.0,52.254400000000004,125.30623977258847,7.07451268744403,9.070647422426848,0.10733702314655363,2.1964120254425814,0.36054436809472035,17.74729454731392,4.73826091906039,0.0,0.014583564440330758,0.0,Conventional,no,yes,0.0,winter
3,1979.0,1.047375328,3.173313487238391,0.0,9.614431636,2.34379707,0.35,0.0,159.03708234995543,297.5309129416046,LowAcc,4561038.434733934,14.453058644301004,0.02187527934843191,0.36807978006965325,16.826289356439162,0.5758357258247642,2.4352659683091775,0.7305797904927532,0.18540299887179998,0.5442833938914886,0.15163885233030386,0.18427609383730012,1.8182756982731092,2.0,0.0,3.0,0.27061728481549424,3.0,1,1,Titan,159.03708234995543,68.89433236502138,0.0,52.254400000000004,106.78268234995541,6.666494743943343,7.583275510927142,0.0929119028526893,2.6574234894580524,0.30378259319028583,15.896402678718239,4.6734755014039235,0.0,0.014583564440330758,0.0,Conventional,no,no,0.0,summer
4,1982.0,0.770369365,3.1362604263721585,0.0,12.76806933,1.83345161,0.35,0.0,138.2669268585506,223.77493672459838,LowAcc,4116648.3138846634,13.044871326985144,0.028150617818649446,0.5340785515991583,18.972178693901974,1.4315375275200952,2.294064306553802,0.6882192919661406,0.20661763542624645,0.5381020626904487,0.1347188079541952,0.2031035763122539,1.7074175598364985,2.0,0.0,1.0,0.23339076532572364,3.0,1,1,Titan,138.2669268585506,52.81014680438153,0.0,52.254400000000004,86.01252685855059,5.376552935372364,6.248107076904214,0.07546161957740956,2.627243596200022,0.24324765391802727,13.820991417099954,4.796192190656736,0.0,0.014583564440330758,0.0,Conventional,yes,no,0.0,summer
5,1986.0,1.113516232,3.4290656635131995,0.0,10.55978439,2.242257748,0.35,0.0,151.69112754092555,267.43280970991293,LowAcc,4309747.94776508,13.656767142511091,0.020613937394717445,0.36985649409837007,17.942059637434912,0.5469787762829686,2.3769128499211005,0.7130738549763301,0.10058262917174517,0.5963787679041097,0.15331285634924807,0.1032752671466533,1.772462370044151,2.0,0.0,6.0,0.2558904500930876,3.0,1,1,Titan,151.69112754092555,62.38966486826565,0.0,52.254400000000004,99.43672754092556,6.9484827697902745,6.947439272946266,0.08870668771147698,2.9117753071819674,0.279256842626627,15.162388238315243,4.694429989647734,0.0,0.014583564440330758,0.0,Conventional,no,no,0.0,summer
6,1990.0,1.008083702,3.2683899543731125,0.0,10.59671223,1.555322164,0.35,0.0,146.261095515695,253.489052316905,LowAcc,4320948.477417634,13.692259479230469,0.02141290546728137,0.39187487288459655,18.300873437440615,0.8093361533120205,2.3457517162385835,0.703725514871575,0.14021198975550592,0.6000451948741666,0.15176114436040616,0.14064020709068323,1.7479976064664893,2.0,0.0,5.0,0.24766776491044146,3.0,1,1,Titan,146.261095515695,58.30660999686331,0.0,52.254400000000004,94.00669551569499,6.343543030120483,6.7223613525174075,0.08293918971866476,2.929676366192697,0.2658903208256194,14.619794748610396,4.721296946406079,0.0,0.014583564440330758,0.0,Conventional,no,no,0.0,summer
7,1991.0,0.955694867,3.5582539330521636,0.0,13.24813127,2.654595688,0.35,0.0,139.00951027318393,204.45923211277042,LowAcc,3898503.4192903545,12.353611869376486,0.02389756007685082,0.4826171885530868,20.195249515057828,1.1499230461465866,2.291101373991568,0.6873304121974704,0.10544870411482696,0.6792798264875897,0.1348787449044378,0.10637862412268187,1.7050913465038855,2.0,0.0,1.0,0.23254578794575642,3.0,1,1,Titan,139.00951027318393,52.48200591249222,0.0,52.254400000000004,86.75511027318393,5.858078873509189,6.065686795341587,0.07926194183302578,3.3165336056219865,0.24193027661489785,13.895208918068741,4.801820385261946,0.0,0.014583564440330758,0.0,Conventional,yes,no,0.0,summer
8,1992.0,0.695715275,3.030009821709532,0.0,13.19643229,2.644000281,0.35,0.0,136.64109694866522,217.88872187061762,LowAcc,4101962.8213296877,12.998335809217709,0.029970192724073152,0.5886263858973774,19.64039375110762,1.6407232834375858,2.28437006439217,0.6853110193176509,0.21550920685640487,0.5953760394904593,0.14508367140087353,0.21157833958999744,1.699806561309767,2.0,0.0,1.0,0.23061462806957767,3.0,1,1,Titan,136.64109694866522,51.53513408790513,0.0,52.254400000000004,84.38669694866522,5.00752540545119,6.136578247086962,0.07332295952344292,2.9068795597278148,0.23892907001472335,13.658534376880235,4.815209677635388,0.0,0.014583564440330758,0.0,Conventional,yes,yes,0.0,spring
9,1993.0,0.378107964,2.3942623868198063,0.0,15.16099348,1.533248399,0.35,0.0,139.32867528117453,239.51788343306583,LowAcc,4264926.20030976,13.514735595576848,0.057184322575817376,1.0215861730917506,17.864794528907616,3.184815878538035,2.3213365885348227,0.6964009765604467,0.27532714804806524,0.587560408195581,0.1566410261130141,0.2707560269027098,1.7288291662846722,2.0,0.0,3.0,0.24102927358797505,3.0,1,1,Titan,139.32867528117453,55.613191946240825,0.0,52.254400000000004,87.07427528117454,3.0895538608177104,6.484444612626642,0.06994715443613451,2.868720316912309,0.25527215068675885,13.927073816712984,4.7514878583008455,0.0,0.014583564440330758,0.0,Conventional,yes,yes,0.0,fall
