,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,208,0.943009994,3.997169742,0,16.94294445,2.282647252,0.35,0,159.3274487,198.9185636,LowAcc,400000,12.46619328,0.020587944,0.550518635,26.739854887889727,1.58295107,2.654841253,0.796452376,0.079894518,0.184784803,0.155144261,0.029640542,0.081646493,0.995332682,1,0,6,0.216240014,3,1,1,Titan,159.3274487,46.08824468,0,52.2544,107.0730487,7.235851672,8.484026887,0.11573906,0.902198159,0.217012737,15.92533347,28.09005849,0,0.014583564,0,0.0,V-tail,no,no,0,0.03389229,30,4.066593852
