,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb,Tail_type
0,9.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,121.88418166564904,87.27890716554239,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007984552396965645,0.1739,21.779555240452414,2.2107898351934123,0.6632369505580237,0.055523474824998316,0.0189316975992143,0.07000010222394126,0.05613836736662352,0.821019175704175,1.0,0.0,0.13136823847261062,3.0,1,1,Titan,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,0.27,V-tail
1,10.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,127.90657619643446,105.30960730114178,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007745730192674933,0.21326,27.532588238314585,2.2840102119916192,0.6852030635974857,0.06894215205387426,0.037583575870284505,0.06999998026652038,0.07054993506493677,0.8497620196854972,1.0,0.0,0.14873556827624346,3.0,1,1,Titan,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,0.27,V-tail
2,13.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,121.88418166564904,87.27890716554239,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007984552396965645,0.1739,21.779555240452414,2.2107898351934123,0.6632369505580237,0.0555234432408246,0.0189316975992143,0.06999986449384528,0.05613833600452209,0.821019175704175,1.0,0.0,0.13136823847261062,3.0,1,1,Titan,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,121.88418166564904,0.27,V-tail
3,14.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,127.90657619643446,105.30960730114178,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007745730192674933,0.21326,27.532588238314585,2.2840102119916192,0.6852030635974857,0.06894217227060308,0.037583575870284505,0.06999998026652038,0.07054995485800607,0.8497620196854972,1.0,0.0,0.14873556827624346,3.0,1,1,Titan,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,127.90657619643446,0.27,V-tail
4,17.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,122.20749525018165,86.72653453648287,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007682779491541308,0.17509,22.789929112604753,2.2085457027521156,0.6625637108256347,0.0467857957600264,0.09453855012781977,0.06999998060673762,0.04746948488870284,0.8201382358421556,1.0,0.0,0.13079953053628487,3.0,1,1,Titan,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,122.20749525018165,0.27,Conventional
5,18.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,128.83862044860763,104.59048654850096,LowAcc,45.0,119068.04349397456,119068.04349397456,0.00751316109381015,0.2135,28.416800509694347,2.281084444767047,0.6843253334301141,0.05655667535466254,0.2317105758702845,0.06999999397859874,0.058433451183774784,0.8486135023664275,1.0,0.0,0.1480806724638766,3.0,1,1,Titan,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,128.83862044860763,0.27,Conventional
6,19.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,135.39807487555223,117.83306170630371,LowAcc,45.0,119068.04349397456,119068.04349397456,0.006745896886041186,0.23245,34.45798296754173,2.3348531200097975,0.7004559360029392,0.06400636423880525,0.2534381091462278,0.07000004827704787,0.06735647934513722,0.8697205317367356,1.0,0.0,0.15968781427499143,3.0,1,1,Titan,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,0.27,Conventional
7,20.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,143.26019934702714,130.81581612714234,LowAcc,45.0,119068.04349397456,119068.04349397456,0.006286108623415733,0.24331,38.70598085016716,2.387557944656438,0.7162673833969314,0.07080340355197713,0.27405548440640365,0.07000002848590979,0.07569928061686879,0.89040994386659,1.0,0.0,0.17029923609446174,3.0,1,1,Titan,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,0.27,Conventional
8,22.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,128.83858064924058,104.5903867561483,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007513140777260881,0.2135,28.416877352568015,2.281084039543167,0.68432521186295,0.05655669656547061,0.23170757587028457,0.06999999397859874,0.058433472527540456,0.8486133432947691,1.0,0.0,0.14808058155906026,3.0,1,1,Titan,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,128.83858064924058,0.27,Conventional
9,23.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,135.39807487555223,117.83306170630371,LowAcc,45.0,119068.04349397456,119068.04349397456,0.006745896886041186,0.23245,34.45798296754173,2.3348531200097975,0.7004559360029392,0.06400633535104536,0.2534381091462278,0.06999986259609453,0.06735645163783893,0.8697205317367356,1.0,0.0,0.15968781427499143,3.0,1,1,Titan,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,135.39807487555223,0.27,Conventional
