,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,lb,Tail_type
10,24.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,143.26019934702714,130.81581612714234,LowAcc,45.0,119068.04349397456,119068.04349397456,0.006286108623415733,0.24331,38.70598085016716,2.387557944656438,0.7162673833969314,0.07080342471359652,0.27405548440640365,0.07000002848590979,0.07569930040018302,0.89040994386659,1.0,0.0,0.17029923609446174,3.0,1,1,Titan,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,143.26019934702714,0.27,Conventional
11,26.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,128.9389587753078,105.13285597363158,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007631779497761292,0.21696,28.428494306425268,2.2832873651118026,0.6849862095335407,0.06199451532162978,0.23150657587028453,0.07000003189276378,0.06374052521864856,0.8494782643157834,1.0,0.0,0.14857403668396485,3.0,1,1,Titan,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,0.27,T-tail
12,27.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,135.48918249839946,118.2812434816083,LowAcc,45.0,119068.04349397456,119068.04349397456,0.006810856830713304,0.23444,34.42151344935069,2.336673651413211,0.7010020954239633,0.0683555267054222,0.2545421091462278,0.06999996301405835,0.07151020042692072,0.8704351859406552,1.0,0.0,0.16006608473631867,3.0,1,1,Titan,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,0.27,T-tail
13,28.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,143.3338893131496,131.1583072888297,LowAcc,45.0,119068.04349397456,119068.04349397456,0.006323195628840646,0.24453,38.67190173346486,2.3889492299934054,0.7166847689980216,0.07430321068210749,0.27616748440640365,0.0700001189816802,0.07895437337596786,0.8909560964421792,1.0,0.0,0.17057041005337797,3.0,1,1,Titan,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,0.27,T-tail
14,30.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,128.9389587753078,105.13285597363158,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007631779497761292,0.21696,28.428494306425268,2.2832873651118026,0.6849862095335407,0.06199449350292735,0.23150657587028453,0.06999983256299021,0.06374050385528932,0.8494782643157834,1.0,0.0,0.14857403668396485,3.0,1,1,Titan,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,128.9389587753078,0.27,T-tail
15,31.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,135.48918249839946,118.2812434816083,LowAcc,45.0,119068.04349397456,119068.04349397456,0.006810856830713304,0.23444,34.42151344935069,2.336673651413211,0.7010020954239633,0.06835550443721988,0.2545421091462278,0.06999996301405835,0.07151017906356147,0.8704351859406552,1.0,0.0,0.16006608473631867,3.0,1,1,Titan,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,135.48918249839946,0.27,T-tail
16,32.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,143.3338893131496,131.1583072888297,LowAcc,45.0,119068.04349397456,119068.04349397456,0.006323195628840646,0.24453,38.67190173346486,2.3889492299934054,0.7166847689980216,0.07430318783612276,0.27616748440640365,0.06999994139708289,0.07895435201260861,0.8909560964421792,1.0,0.0,0.17057041005337797,3.0,1,1,Titan,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,143.3338893131496,0.27,T-tail
17,34.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,130.02224066111654,109.42356606077362,LowAcc,45.0,119068.04349397456,119068.04349397456,0.008549709436777034,0.21295,24.907279197581165,2.300714037077559,0.6902142111232676,0.059302833493482254,0.23823257587028454,0.06999995200798587,0.06110099227220597,0.8563191484429693,1.0,0.0,0.15242062550887614,3.0,1,1,Titan,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,0.27,H-tail
18,35.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,136.63032015535947,122.44310207959857,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007400173097061643,0.23206,31.358725931984363,2.3535774481175205,0.7060732344352562,0.06798194428867756,0.2601941091462278,0.07000008138791552,0.07113274377515551,0.8770708140623592,1.0,0.0,0.16353658647515482,3.0,1,1,Titan,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,0.27,H-tail
19,36.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,163.5687302134745,182.8196322458802,LowAcc,45.0,119068.04349397456,119068.04349397456,0.011595051388696332,0.24306,20.962390924541474,2.5987677625293792,0.7796303287588138,0.0769893286001429,1.1282623356691803,0.0699999574478044,0.08091281928693032,0.9733208917189387,1.0,0.0,0.20744710769903785,3.0,1,1,Titan,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,0.27,H-tail
20,38.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,130.02224066111654,109.42356606077362,LowAcc,45.0,119068.04349397456,119068.04349397456,0.008549709436777034,0.21295,24.907279197581165,2.300714037077559,0.6902142111232676,0.05930282068432498,0.23823257587028454,0.06999995200798587,0.061100979729778654,0.8563191484429693,1.0,0.0,0.15242062550887614,3.0,1,1,Titan,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,130.02224066111654,0.27,H-tail
21,39.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,136.63032015535947,122.44310207959857,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007400173097061643,0.23206,31.358725931984363,2.3535774481175205,0.7060732344352562,0.06798193121833972,0.2601941091462278,0.07000008138791552,0.07113273123272819,0.8770708140623592,1.0,0.0,0.16353658647515482,3.0,1,1,Titan,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,136.63032015535947,0.27,H-tail
22,40.0,1.042296387400721,4.209398839004479,0.0,17.0,2.872684491978609,0.35,0.0,163.5687302134745,182.8196322458802,LowAcc,45.0,119068.04349397456,119068.04349397456,0.011595051388696332,0.24306,20.962390924541474,2.5987677625293792,0.7796303287588138,0.07698931530135358,1.1282623356691803,0.0699999574478044,0.08091280674450299,0.9733208917189387,1.0,0.0,0.20744710769903785,3.0,1,1,Titan,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,163.5687302134745,0.27,H-tail
23,42.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,127.91580938368475,105.355567338329,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007755730192674933,0.21349,27.526744058429887,2.2841968900867164,0.6852590670260149,0.07006260724793653,0.037583575870284505,0.06999988371948647,0.0716459659557117,0.8498353006435686,1.0,0.0,0.14877725596072808,3.0,1,1,Titan,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,0.27,Inverted_V
24,43.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,135.65523692768403,123.18801889702101,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007561233599006659,0.23204,30.688114176301042,2.3566045671009004,0.7069813701302701,0.0814164037141681,0.0562241091462278,0.0699999853925141,0.08402032762627469,0.8782591172705217,1.0,0.0,0.16415033503556478,3.0,1,1,Titan,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,0.27,Inverted_V
25,45.0,0.2605740968501802,1.1414335216082017,0.0,5.0,1.4380748663101606,0.35,0.0,121.88763445919976,87.30153222521932,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007994552396965645,0.17412,21.77983098416964,2.21088171823136,0.6632645154694079,0.0564555643746038,0.0189316975992143,0.07000003559854805,0.057063370328933036,0.8210552446229613,1.0,0.0,0.13139147101167892,3.0,1,1,Titan,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,121.88763445919976,0.27,Inverted_V
26,46.0,0.5211481937003605,2.1657178355693625,0.0,9.0,1.91627807486631,0.35,0.0,127.91580938368475,105.355567338329,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007755730192674933,0.21349,27.526744058429887,2.2841968900867164,0.6852590670260149,0.07006262330828592,0.037583575870284505,0.07000008080510263,0.07164598167970535,0.8498353006435686,1.0,0.0,0.14877725596072808,3.0,1,1,Titan,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,127.91580938368475,0.27,Inverted_V
27,47.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,135.65523692768403,123.18801889702101,LowAcc,45.0,119068.04349397456,119068.04349397456,0.007561233599006659,0.23204,30.688114176301042,2.3566045671009004,0.7069813701302701,0.08141642009877337,0.0562241091462278,0.0699999853925141,0.08402034335026834,0.8782591172705217,1.0,0.0,0.16415033503556478,3.0,1,1,Titan,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,135.65523692768403,0.27,Inverted_V
