Case,Planform,Span,Wing_AR,Wing_dhl,Power,L/D,Fuse_L,Fuse_D,PropulsionN,Tail_type,Winglet,Wing_folding,Season,Mass,Sensor_Swath_width,t_mission,Aeroshell_Diameter
4937,0.529118918,3.957820557,9.167240768,1.951916896,278.0337499,19.83417732,2.566699269,0.736212002,3.600049581,Conventional,no,yes,winter,169.4725157,10,0.071238906,3.498350693
4938,1.172910193,2.683350713,15.37818561,2.01414688,352.6390213,20.83290647,2.576415346,0.811210609,3.489965451,V-tail,no,yes,fall,178.5199469,10,0.009217943,3.05745669
4939,1.12744631,3.124390321,8.664669034,1.99759389,388.0002171,19.36097564,2.539518122,0.746155061,1.670106593,Conventional,no,yes,spring,168.6607473,10,0.085842772,2.776999845
4940,0.973123417,3.541215405,12.66529363,2.612973817,347.1689585,23.59399904,2.386674088,0.753622421,2.791702058,V-tail,yes,no,winter,157.6185828,10,0.009647951,3.289971427
4941,0.834957733,2.173396071,13.25832559,2.036845567,324.397783,19.43818587,2.605037015,0.72459475,4.027988,Conventional,no,yes,summer,167.4272028,10,0.029364524,2.867725302
4942,0.703008599,2.792786246,9.939705565,2.3189398,272.7116287,20.75074079,2.571487005,0.738336995,3.947795244,Conventional,no,no,summer,164.6926781,10,0.090961622,2.817269312
4943,0.789980676,2.758392088,8.794569645,2.295870264,337.5374496,19.91480668,2.493137957,0.734879481,2.597532974,V-tail,no,no,spring,158.0921523,10,0.0089366,3.251058486
4944,0.600828416,2.71073655,14.77667263,2.305796899,427.9347081,20.79985728,2.478855874,0.790761087,2.441011114,V-tail,no,yes,fall,146.4712796,10,0.033675939,2.746486459
4945,1.278714106,3.531505571,9.88284819,2.145581834,303.9932741,21.23200886,2.579514917,0.731770338,3.522354594,Conventional,no,no,fall,170.7031274,10,0.008218136,3.208995163
4946,0.788839548,3.079388749,13.23780222,2.392052076,383.0640071,21.71134341,2.611026754,0.75355703,3.524182115,Conventional,no,yes,fall,176.9725742,10,0.085666359,3.165085208
4947,0.533951705,3.676486881,10.20022348,2.104017884,383.8317986,19.46930799,2.446389271,0.755728465,3.055244017,V-tail,yes,no,spring,153.9920613,10,0.077946085,2.902520013
4948,1.1738722,1.631721096,13.07256028,1.406163761,255.567301,21.37838781,2.520678677,0.786156124,3.505582299,Conventional,yes,yes,winter,158.2891727,10,0.010472382,3.081645538
4949,0.999167285,3.907381762,9.950304599,2.290542266,340.2083488,22.4520119,2.548431146,0.757047977,3.68597116,V-tail,no,yes,spring,177.725468,10,0.026210682,3.197338932
4950,0.479483374,3.490436198,11.74936454,2.159933454,312.2495684,18.93499212,2.675445539,0.735948528,4.311293894,Conventional,yes,no,winter,177.3644084,10,0.009374753,3.478662385
4951,0.99166114,2.144822934,11.81994013,2.486373871,430.7373556,21.27634094,2.551926485,0.754963133,4.262552788,V-tail,no,yes,summer,150.9484505,10,0.081530997,2.641139272
4952,0.353082423,4.010520842,10.77074505,1.928533499,410.7315276,23.74399635,2.601016164,0.748736466,3.940782213,V-tail,no,yes,summer,176.0923418,10,0.006810722,3.126886911
4953,0.788880431,3.885746724,11.58026294,2.377968465,308.9294322,19.33085847,2.329587158,0.710691741,2.826170474,V-tail,no,yes,fall,145.3317753,10,0.028686987,2.915379203
4954,1.020073073,4.193457839,13.38172503,1.99510756,323.6663153,19.87573044,2.507690813,0.766096058,2.576943757,Conventional,yes,yes,summer,175.4349769,10,0.073299259,2.97022255
4955,1.061081122,3.339480014,16.249381,2.122613445,281.5091598,18.91641634,2.520007766,0.733633433,1.914505504,V-tail,yes,yes,spring,165.895711,10,0.088500119,2.481882975
4956,0.951640106,3.280379751,15.76175434,1.665229139,299.5549198,22.31362009,2.588281978,0.749970101,1.632525061,V-tail,yes,no,fall,171.000955,10,0.03267012,2.646010493
4957,0.873216405,3.561865369,10.02165014,2.3282541,281.1045482,19.05757421,2.566486666,0.747412522,3.679601613,V-tail,yes,yes,winter,169.1632211,10,0.027480927,2.761152685
4958,0.885194554,3.240493789,15.93847899,2.046356269,431.1460092,20.20323431,2.419483096,0.837260954,4.452746026,V-tail,yes,yes,summer,143.8230628,10,0.093284929,2.595819125
4959,0.94630569,2.346224974,10.31268309,2.080469977,409.2502118,23.18723482,2.427400199,0.725011909,3.89456735,Conventional,no,yes,fall,134.3448816,10,0.02929563,2.877044246
4960,0.691452466,2.223242076,14.29687134,2.061896217,314.3691449,21.39447665,2.587616203,0.740183017,4.158117588,Conventional,yes,no,fall,165.6473663,10,0.009962106,2.177152418
4961,1.14190866,3.725339692,10.79505609,2.123647775,317.7412522,21.37471478,2.536451469,0.749813037,2.276205736,V-tail,no,no,summer,170.6325417,10,0.094952001,2.682084317
4962,0.952202884,3.601348823,9.874622127,2.274095238,251.4432831,21.72713585,2.509010281,0.720501169,3.123701213,Conventional,no,yes,summer,156.7427656,10,0.008303339,2.655585307
4963,0.789910215,3.09909882,13.15517311,2.435915806,382.8774382,23.6900552,2.514392745,0.753641788,1.167572754,V-tail,yes,no,winter,164.6766818,10,0.083944157,3.020778564
4964,0.888536576,2.441378681,11.0893952,2.460670078,345.988391,20.82163702,2.485509386,0.765599544,2.247233324,Conventional,yes,no,winter,162.9116722,10,0.009354966,2.98844174
4965,0.739682348,2.050582779,14.18704311,1.944060179,356.2821341,20.0639983,2.459977299,0.788964042,3.475596555,V-tail,no,no,spring,159.4690461,10,0.028950818,2.947293068
4966,0.985448049,3.552837496,11.66802541,2.07910237,362.0439048,21.31881971,2.546603905,0.768556358,2.518695406,V-tail,yes,no,winter,176.8447819,10,0.00786671,2.658256415
4967,0.965930333,3.274823621,10.60859706,2.413907354,388.3426291,19.60004828,2.378975061,0.695629975,4.834268272,V-tail,no,yes,spring,130.8299472,10,0.03061278,2.83397373
4968,1.080737042,3.867544644,16.35693507,2.463909908,419.6405506,17.26989804,2.486739355,0.749942744,2.859974771,Conventional,yes,no,spring,152.0602974,10,0.033307229,2.982204535
4969,0.759525779,3.347432564,9.563562158,2.243488241,341.9264276,20.70498282,2.41962502,0.740380447,2.700777908,Conventional,yes,no,fall,152.852116,10,0.010453171,2.847416155
4970,0.732097928,2.188362587,10.43121512,2.670794598,316.5412535,18.70638187,2.529071073,0.768985192,3.839675293,V-tail,no,no,fall,167.6581093,10,0.00916452,2.612851574
4971,1.066830356,4.018645375,9.550916311,2.026283428,465.9896886,17.48364356,2.485186217,0.750486697,3.358466269,Conventional,no,no,spring,133.3365678,10,0.087436183,2.580449738
4972,1.079844852,1.202023411,12.76788939,1.7471618,416.495455,23.44857195,2.614294422,0.765575577,3.274018555,V-tail,no,yes,winter,159.9503858,10,0.009051899,3.064344433
4973,0.892620642,3.594487934,7.768796432,1.888314531,201.9147183,23.05582583,2.445470382,0.780323722,4.06774611,Conventional,no,no,spring,163.475583,10,0.007162338,2.756011716
4974,0.884138215,3.029430358,15.22337278,2.398228603,383.8994979,23.93980568,2.449991315,0.720368508,3.377930841,V-tail,yes,no,spring,150.1783835,10,0.033307229,3.264126006
4975,0.924812965,2.749510624,11.00729024,2.514044158,410.2958046,22.23680769,2.528173261,0.709706214,4.107175939,V-tail,no,yes,spring,152.2658649,10,0.008362431,3.569152606
4976,1.035416793,3.38654765,9.900452993,1.747625189,256.9520613,23.86086562,2.536473911,0.743830432,1.345929611,V-tail,no,no,spring,162.8290737,10,0.009142283,3.016540332
4977,1.329580446,3.486924236,10.03793625,2.491855904,374.4884493,19.45338213,2.54792154,0.707357647,3.887060408,Conventional,yes,no,fall,167.2958548,10,0.009944401,3.299169448
4978,0.657573219,3.465747752,14.38242256,2.250596488,451.1652036,19.48527932,2.572108801,0.695216235,3.422105151,Conventional,yes,no,winter,156.2570134,10,0.08060509,3.149228716
4979,0.518203696,2.655073615,12.2480913,1.767114134,367.9442082,23.87841483,2.531531706,0.758918217,4.885020654,Conventional,no,yes,spring,164.4839982,10,0.030288181,2.412342794
4980,0.716510378,2.630833387,13.46890908,1.853957427,337.0412269,18.58724428,2.649765022,0.723327658,4.401730417,V-tail,yes,yes,fall,178.1102688,10,0.027269274,3.120308595
4981,0.904828428,3.114056524,10.40897011,2.319169215,353.3408954,16.15158292,2.6104516,0.759450695,2.953243177,Conventional,yes,yes,summer,179.9705524,10,0.029466425,3.645600171
4982,1.162287878,2.937685456,11.06916397,2.596626018,398.576425,21.91941515,2.617738918,0.732887456,4.240242188,Conventional,no,yes,fall,176.5887673,10,0.007674458,3.051650055
4983,1.034267364,3.398567025,15.46864845,2.229740969,358.5991845,18.46840252,2.459537408,0.728948087,2.519385339,V-tail,yes,no,winter,154.801154,10,0.087726101,2.459066133
4984,0.752119573,1.936211833,10.68739282,1.947838647,210.8741656,21.42605894,2.657718719,0.783854559,4.54645394,Conventional,no,yes,winter,147.1990195,10,0.101674338,2.987936944
4985,0.926736978,3.705117265,14.38353797,2.590460555,377.5334063,19.92666318,2.546308386,0.756724355,3.183079542,Conventional,no,yes,fall,173.8580838,10,0.091284954,3.16416899
4986,1.39021233,4.456486678,14.20842417,1.813239464,389.2915723,22.60020266,2.328520481,0.76463783,3.512808755,V-tail,yes,no,summer,143.6533357,10,0.029517542,3.260882697
4987,1.078315216,2.603907901,12.11413743,2.193420515,350.8706781,19.02954598,2.597486976,0.739776,5.524398124,V-tail,yes,yes,summer,171.2850419,10,0.008512706,2.641606683
4988,1.062061022,1.224521942,13.34189732,2.142632989,405.2444585,20.23262192,2.54640401,0.709067526,3.552829667,Conventional,no,yes,summer,148.4535493,10,0.025719256,3.333566291
4989,1.221907772,4.331290758,8.788157689,2.109128845,365.8521188,20.96220253,2.447945994,0.68917165,4.045977237,Conventional,no,no,summer,151.6427425,10,0.007627512,3.160019646
4990,0.855491234,3.94241155,12.64922561,2.88644019,381.3450675,18.01642979,2.463488533,0.752782986,3.724538935,Conventional,yes,yes,winter,160.0048342,10,0.008728121,3.152231871
4991,0.938162885,3.168646142,11.78971087,2.455247505,439.8945657,16.6848283,2.449070122,0.752311115,4.824590294,V-tail,yes,yes,summer,135.1493696,10,0.101735913,2.598490829
4992,0.689703429,2.931397783,9.628122415,2.297249918,335.6754937,21.67926167,2.594244567,0.728424529,2.829955679,Conventional,no,no,spring,169.592835,10,0.085664832,2.959453412
4993,1.091151705,3.267984668,10.6237446,2.00279931,500.7582255,20.86264572,2.54999481,0.745158025,2.76607021,V-tail,yes,no,summer,134.4829058,10,0.00946757,2.976615951
4994,1.200772623,3.876913305,11.65110702,2.581437064,249.805789,21.88789621,2.372443895,0.713865283,3.086884569,V-tail,yes,yes,fall,152.4744606,10,0.083584612,3.038379323
4995,0.991138398,2.918405443,14.49901487,1.292672384,313.3152541,22.98463334,2.616949469,0.723736581,4.413321742,V-tail,yes,no,winter,170.2589364,10,0.090355696,3.010539666
4996,1.066042205,3.749980252,10.43957153,1.583204785,290.1145114,19.46355429,2.575195444,0.759593163,1.980352243,V-tail,no,no,spring,172.3788203,10,0.072516736,3.493076883
4997,0.85045376,2.598712874,10.04315602,2.500116799,429.30746,18.02588227,2.489946969,0.720565118,2.950456173,Conventional,no,no,winter,143.2884512,10,0.009012814,2.889017362
4998,0.727925895,2.576874316,12.14037493,2.470685708,405.5990633,19.55241146,2.4758395,0.814217448,2.229201114,Conventional,yes,no,winter,157.8347661,10,0.007508939,2.974771598
4999,1.06708163,4.346261294,10.61734774,1.680896029,327.671858,22.49536469,2.394106218,0.767462774,3.86399473,V-tail,yes,yes,winter,172.5613002,10,0.027480927,3.043207299
5000,1.294468117,3.106160805,10.47504591,2.464317934,345.0520881,18.80854666,2.430907437,0.749579849,3.57225582,Conventional,no,no,spring,157.9454468,10,0.007674458,2.971325814
5001,0.834041484,2.861870131,8.391896932,2.372891867,294.6939453,17.34384448,2.461412986,0.769258295,2.696062581,V-tail,yes,yes,spring,166.974932,10,0.084793201,2.605642907
5002,0.848751869,2.756751039,14.21150321,2.195105946,423.5510529,21.93854526,2.493956174,0.73622595,5.683551327,Conventional,yes,yes,summer,141.7037271,10,0.090189558,3.245717289
5003,0.626600205,3.520601099,12.49399107,1.938407844,360.0974918,20.77907991,2.328945167,0.729979948,4.30727435,Conventional,yes,yes,spring,141.1049095,10,0.033474803,2.930890664
5004,1.178002737,3.68727152,13.44018024,1.739783346,441.0867527,20.2089741,2.311038417,0.760029901,3.627374337,Conventional,no,no,spring,108.9217263,10,0.030288181,2.678070424
5005,0.602832434,3.135909878,11.49611528,1.879287113,406.9108709,24.04647434,2.550213657,0.747654616,4.129125913,Conventional,no,yes,summer,160.818501,10,0.082640505,2.833687055
5006,1.146387196,4.280040513,13.30503128,2.198871859,413.922173,22.88845113,2.547781877,0.803052934,3.439855406,Conventional,yes,no,fall,177.4991408,10,0.008536262,2.916776523
5007,0.954794594,3.733957047,11.27185653,3.193135089,398.170622,23.1772834,2.444386558,0.666567238,3.812490307,V-tail,no,no,spring,139.7494766,10,0.025048072,2.697482561
5008,0.738740109,3.109724527,11.27151033,2.57080633,284.067946,22.58986824,2.542787185,0.712033533,2.891877746,Conventional,no,no,spring,159.1552698,10,0.008342274,3.611078621
5009,1.289152115,3.709402491,10.32955907,2.211413635,285.6554793,21.6178865,2.54446133,0.709757477,3.1787575,Conventional,no,no,winter,165.8500855,10,0.006996614,2.964852058
5010,0.873859813,3.729500156,8.176477596,1.895225322,342.2321821,20.20844192,2.385249191,0.760866546,2.929976971,V-tail,yes,yes,fall,158.5479869,10,0.028756357,3.023525841
5011,0.409943623,2.640350158,11.29590583,2.24636057,378.0537985,22.85573757,2.561958869,0.707245604,4.371223569,Conventional,yes,yes,spring,159.7626576,10,0.030569256,3.155571697
5012,1.281457345,2.569341385,13.08479665,2.312260822,411.3021025,18.27647352,2.388945963,0.783473979,3.460761715,V-tail,no,yes,winter,139.3228115,10,0.089884621,2.715725389
5013,0.706931764,2.795765813,9.144969744,2.369014988,324.914216,15.71671363,2.513427552,0.771851181,3.077567,Conventional,yes,no,summer,171.3819595,10,0.084757126,3.11970243
5014,1.268040281,2.736023582,15.1314642,2.872918987,290.8869014,17.93404548,2.3541409,0.7464831,1.411758505,V-tail,yes,no,summer,155.317948,10,0.098516915,2.896602143
5015,1.056811508,3.591055381,10.14464153,1.689168126,266.5032351,20.12615069,2.672443956,0.694440617,2.711616986,V-tail,yes,no,spring,162.0408963,10,0.009133857,3.473827084
5016,0.75068024,2.901769926,11.36509674,2.233632572,404.1200598,18.29001368,2.608994256,0.749532047,3.272170297,Conventional,no,yes,fall,174.1653014,10,0.087910784,3.017647746
5017,0.868531546,3.364203086,7.220965413,1.995578867,319.3694128,20.433569,2.571091695,0.745267197,1.949621482,Conventional,yes,yes,summer,173.6901954,10,0.073299259,3.587630367
5018,0.963583811,3.355361677,13.62042327,1.947753849,380.8626076,18.50590741,2.619073893,0.763640637,2.639741492,Conventional,yes,no,summer,179.7483511,10,0.074973747,2.614923589
5019,0.574371998,2.885646166,13.33679475,2.665918539,257.837509,22.46757747,2.563872215,0.738252425,2.066711292,V-tail,yes,yes,fall,158.4963469,10,0.028950818,2.964679687
5020,1.246791095,2.80333212,12.66945864,2.233712333,430.3791774,19.52076655,2.537600947,0.772192858,4.420939973,Conventional,no,yes,spring,160.2642896,10,0.083470296,3.452463144
5021,0.997179506,3.056425504,10.95207608,2.152321401,251.8157508,19.10169753,2.713308408,0.744721883,5.04308972,Conventional,yes,no,spring,161.8883301,10,0.00898481,2.650091679
5022,0.983394692,3.356815548,12.52171161,2.005025384,321.4462332,19.41889974,2.466041694,0.804339112,2.089066589,V-tail,yes,yes,fall,175.494941,10,0.010004769,3.108622363
5023,1.056564519,3.655514719,12.34748804,2.277723268,290.5233356,21.59608758,2.537317969,0.756505125,4.752951071,V-tail,no,no,spring,172.512747,10,0.009402549,3.22055533
5024,0.925580592,4.134674058,12.21703766,2.006360893,267.7860738,20.176195,2.531068284,0.689041381,2.617780918,V-tail,yes,yes,summer,158.4386756,10,0.035160572,2.582994965
5025,0.823997202,3.631201285,12.3082567,2.115192456,454.9756105,22.55996514,2.637865109,0.786467623,3.844405879,V-tail,no,no,winter,179.2646498,10,0.007162338,3.112147813
5026,0.634568948,3.663777389,13.37825517,2.400094252,296.4097119,21.73310754,2.465379199,0.766744834,3.844028723,V-tail,no,yes,spring,172.1689679,10,0.00916452,3.082978894
5027,0.967139425,3.684256804,12.05835189,2.133510057,347.0573385,17.60336614,2.555483476,0.735285784,2.061020224,Conventional,yes,no,summer,171.6231795,10,0.006961647,2.824046391
5028,1.058905591,3.887892465,10.93476378,2.191352523,393.4224768,23.28881775,2.522164371,0.740374622,3.859747217,Conventional,yes,no,winter,168.255218,10,0.009159185,3.121883295
5029,0.778394691,3.677566967,9.391806105,2.302273253,307.0859186,18.57082154,2.390185988,0.748372248,5.100396526,V-tail,no,no,summer,158.2143043,10,0.089681427,3.098230548
5030,1.0624807,3.799452962,13.43971147,2.086504912,328.6076704,23.38636604,2.588964996,0.728733205,2.825618888,V-tail,no,no,winter,176.2602955,10,0.028904839,3.184766266
5031,0.815644274,3.496795018,13.55152385,2.457395321,324.3758092,19.05677784,2.554314085,0.758722458,3.21347332,V-tail,yes,yes,spring,173.2347806,10,0.092498917,3.248671152
5032,0.827664594,2.346359916,13.43639406,2.093059341,329.9610943,20.46164534,2.59236021,0.768986427,3.526893871,V-tail,yes,yes,spring,174.4541489,10,0.082404071,3.404252258
5033,0.911916653,3.466523564,9.005258563,2.196440626,378.6969155,18.38124917,2.445449156,0.790435749,2.85010848,V-tail,no,yes,spring,161.9444926,10,0.02670158,2.861057107
5034,0.785587234,3.973777273,11.19608975,1.994321195,358.8350799,19.90634252,2.534635106,0.739678513,4.120486238,Conventional,no,no,spring,169.9977059,10,0.094952001,2.712681907
5035,1.05927787,2.232357307,16.04075022,1.650060701,440.652657,20.59938215,2.441815818,0.796678628,4.487472051,V-tail,yes,yes,winter,133.589281,10,0.096533445,2.851104378
5036,0.976490291,3.519395999,13.56439119,2.390756079,399.8390089,17.54696866,2.557357755,0.702475303,4.412652231,Conventional,yes,yes,fall,164.9012709,10,0.028118924,2.757673739
5037,0.727266283,3.106099535,13.89466984,1.863832241,479.5814623,21.08559376,2.66211685,0.737576558,2.970606584,V-tail,yes,yes,summer,171.9522716,10,0.086655373,2.861457569
5038,0.546500159,3.701023684,8.245443198,1.985203711,318.2334775,16.70032724,2.558576285,0.727576629,4.744573364,Conventional,no,no,spring,168.8771814,10,0.03096575,2.838794893
5039,1.046254753,3.6471235,13.23935931,2.412221986,292.5199748,23.55507237,2.284325108,0.687104967,2.944251393,Conventional,no,no,fall,139.1493748,10,0.027451057,2.955111115
5040,1.029586368,3.645311007,14.21788595,2.07458416,411.5315163,19.02215732,2.624839721,0.755185593,3.525172329,V-tail,no,yes,summer,179.9332031,10,0.091678461,2.462085564
5041,0.84702572,1.517907926,12.75432588,2.110924036,368.0650683,24.45172996,2.445906903,0.772643791,4.217586681,V-tail,yes,yes,spring,144.6273688,10,0.085920537,3.163341749
5042,1.105444666,2.562734426,13.09838327,2.261548999,298.339831,20.61329872,2.472786433,0.729979584,4.853575393,Conventional,no,no,winter,157.5791724,10,0.03389229,2.613860103
5043,0.774600796,3.456966037,12.8605895,1.957328854,246.5947587,18.17227803,2.389376231,0.730579293,3.809764315,Conventional,no,no,summer,153.5309356,10,0.008990285,2.585939581
5044,1.013952855,2.720919746,12.35301548,2.606658596,369.5224153,20.92756655,2.508143842,0.747663592,3.119057409,V-tail,no,yes,fall,160.6152655,10,0.029609044,3.436131096
5045,1.175736158,3.680448298,12.39762394,1.69745066,436.0204819,22.44195526,2.563605413,0.72864724,2.546763108,Conventional,no,yes,winter,166.9810681,10,0.008840506,3.702225315
5046,1.110973753,1.690740832,11.83366935,2.375278257,389.1988652,25.67712643,2.606737724,0.740200024,3.18716811,Conventional,yes,no,spring,169.1701979,10,0.009882692,3.602574759
5047,0.942102011,2.647382145,14.57819081,2.109867779,275.8427887,24.62513327,2.656250151,0.708703131,4.262041527,Conventional,no,yes,winter,161.3661794,10,0.025946354,3.057062214
5048,0.865693789,3.784166239,11.66876334,2.760699742,299.4128353,23.49064944,2.49517682,0.718503366,5.555844,V-tail,yes,yes,spring,164.862789,10,0.008968218,2.989279605
5049,0.745069561,2.852125663,15.93007378,2.158809591,376.6614011,20.56593907,2.475796529,0.749871219,4.111700605,V-tail,no,no,fall,155.2149544,10,0.071238906,2.952281875
5050,0.929802951,2.984809427,12.18012943,2.173047207,426.922906,19.50452173,2.60623871,0.757851553,3.691224443,Conventional,yes,yes,summer,170.2698594,10,0.105109218,3.54793899
5051,1.127002398,3.198254477,16.81139573,2.977608967,395.0888283,22.05683093,2.459459274,0.739663426,3.750355026,V-tail,no,yes,winter,149.8337883,10,0.089040048,2.976526537
5052,1.004566328,2.941592041,13.79744327,2.317679643,352.0809065,19.68315703,2.508953079,0.75504668,3.745642991,Conventional,yes,no,summer,163.9506748,10,0.029165864,3.102020138
5053,1.303426012,3.471028372,10.95791469,1.914345756,421.1095181,18.76826536,2.449383558,0.765048312,4.449488678,V-tail,yes,yes,winter,147.472909,10,0.08814616,3.252694861
5054,1.032001167,2.787385748,8.91839893,1.856405952,342.5276979,21.61944415,2.455863799,0.775208417,3.379810629,V-tail,no,yes,winter,163.2923804,10,0.027451057,3.21480663
5055,0.873787594,3.237344241,13.36676999,1.935984492,271.3269585,26.26644929,2.69393289,0.6794136,3.126819017,Conventional,no,yes,spring,161.702923,10,0.008627375,3.094826004
5056,1.26672103,2.766420791,13.14411958,2.173624903,301.3497153,23.68211813,2.516153591,0.739716968,3.459251944,Conventional,no,no,winter,161.9866522,10,0.029794304,3.182454718
5057,0.850114751,3.501155183,9.719790133,1.787830989,500.5878071,20.49571892,2.605833427,0.746728348,4.437556908,V-tail,no,yes,fall,154.4930875,10,0.029296703,2.850398255
5058,0.682597318,4.531909616,14.02749991,2.480374342,308.2564835,18.18166774,2.485755866,0.76599862,3.554954611,V-tail,no,yes,spring,172.8511065,10,0.031466818,3.745604933
5059,0.866340204,3.695699029,14.23097513,2.256029618,340.8804287,18.72206813,2.537371317,0.767055313,3.468090019,Conventional,yes,no,spring,174.0658387,10,0.087436183,2.625922023
5060,0.742880725,3.049718678,13.50917845,1.79087479,311.6180113,24.046952,2.472838891,0.778494285,3.320985651,V-tail,no,yes,spring,168.7762597,10,0.082108893,2.588026051
5061,1.103705775,4.221635459,10.60563557,2.276227167,329.2107184,16.43807704,2.643091373,0.742594015,7.016306507,V-tail,no,no,winter,179.4871108,10,0.096533445,3.01524328
5062,1.000260305,3.488251712,10.78711567,2.358477169,470.795537,20.78470811,2.567609785,0.772225037,4.704236125,Conventional,yes,no,winter,157.9284133,10,0.008022843,2.867296189
5063,0.900330499,3.609122516,13.96373998,2.233765681,372.947907,18.79032723,2.390171805,0.805164958,1.753127356,Conventional,yes,yes,winter,159.6428849,10,0.008474981,2.725996558
5064,0.813969402,3.672164408,10.03403162,2.116771137,505.277139,19.99517084,2.398079566,0.725381882,3.453563415,V-tail,yes,yes,summer,90.35103669,10,0.030832636,2.531609429
5065,0.960065386,3.387779062,8.393210815,2.072035539,281.3653529,19.09999212,2.576187545,0.682002432,2.838297018,Conventional,yes,no,fall,156.8584235,10,0.029443877,2.95835835
5066,1.021059311,3.730187425,15.01757785,2.012716419,367.2893851,22.25606495,2.443782657,0.772894473,3.298726139,Conventional,yes,no,summer,160.0049742,10,0.030087189,2.793905599
5067,1.001851628,3.524290362,12.59548232,2.616829602,315.5924177,23.1430886,2.422845505,0.765775532,2.835010435,V-tail,no,no,summer,164.9829452,10,0.08702543,3.659846099
5068,1.177674793,3.058594607,8.170534019,2.297022602,337.1503616,22.54407746,2.49364231,0.681091957,3.498846993,Conventional,no,yes,winter,154.4570493,10,0.009852288,3.443110203
5069,1.136767263,4.017172986,12.33948703,1.601227263,354.2379027,21.25702682,2.502198954,0.78626599,1.449511271,V-tail,yes,no,fall,176.711958,10,0.085666359,2.982803253
5070,0.884313769,3.427973469,13.89122595,2.288677446,430.5444564,17.98180831,2.623715934,0.732005252,1.944608686,Conventional,yes,no,fall,174.9435075,10,0.077921523,3.04472469
5071,1.037048412,4.149715819,10.61293415,1.9015808,412.4304696,19.07278211,2.56300343,0.780848884,3.964291006,Conventional,yes,yes,winter,177.003022,10,0.009770687,3.16962953
5072,0.89470957,2.767233068,13.40005541,2.057247022,291.3719903,22.81432739,2.376583386,0.80484028,3.01997352,Conventional,yes,no,fall,170.1407906,10,0.026703548,3.539722191
5073,1.031171185,2.882485579,13.23903474,2.488896052,254.6467095,19.538191,2.497600848,0.761041302,3.78516254,V-tail,no,no,fall,162.3022341,10,0.009807899,3.544793206
5074,1.019679657,4.040921671,15.07394516,1.792875116,382.8097556,18.33733352,2.390320265,0.739555593,2.712631257,Conventional,yes,yes,spring,147.5146014,10,0.094952001,2.959976126
5075,0.87126201,2.877955476,9.660962059,1.864206661,316.9847189,20.57538728,2.493213359,0.770025328,2.655857469,Conventional,no,no,summer,167.7087831,10,0.028607819,3.007404407
5076,0.796350449,2.826827294,13.87635808,1.955710999,404.4126493,24.65054688,2.407643461,0.765435168,3.983465415,Conventional,no,no,summer,133.4511726,10,0.009432822,3.074094235
5077,0.823429634,3.523735576,14.53999914,1.992919832,429.0095741,17.18059955,2.402168029,0.698449998,5.055129694,Conventional,no,yes,spring,125.3013434,10,0.009159185,2.827057089
5078,0.829287257,2.64872491,11.20327347,1.917085935,268.6256543,17.71681606,2.5246551,0.772830691,0.804886679,Conventional,no,no,spring,167.1078491,10,0.088335921,3.203923704
5079,0.663255135,3.271174886,11.81362047,1.707190281,447.16868,25.75967047,2.500492059,0.755285194,3.753418556,V-tail,yes,yes,winter,145.0257921,10,0.079883078,3.089888887
5080,0.837957317,3.26938323,13.32140558,1.874245395,261.1842437,23.76508701,2.580690508,0.743134882,3.405638531,Conventional,yes,yes,spring,165.7653486,10,0.009091013,3.748929686
5081,0.613127605,3.455458348,12.97349307,1.843570649,272.5454157,20.45712342,2.562614925,0.710307768,2.999854522,V-tail,no,yes,fall,159.84367,10,0.008371072,3.193207743
5082,1.029842941,3.736960085,9.529880819,2.400446417,359.901944,20.46205817,2.481789283,0.773851636,4.31580676,V-tail,no,yes,spring,169.5708364,10,0.030359024,2.776108046
5083,1.209306826,3.115416484,8.691414027,2.523483831,482.9850213,22.1313166,2.583766271,0.756832572,4.852380002,V-tail,no,no,fall,152.7678626,10,0.096173687,2.482050606
5084,0.919130545,3.517232494,11.4616835,2.414575371,245.8219564,22.70007287,2.406870832,0.773342742,2.515575583,V-tail,yes,no,spring,168.9141355,10,0.00870178,2.868671584
5085,0.947999132,3.317135112,11.42572478,2.171046881,280.0453075,22.75887216,2.591444613,0.759280478,1.78519722,V-tail,no,no,summer,171.610894,10,0.029632545,2.489398071
5086,0.606321204,4.872464894,10.46207636,2.680514597,265.2424655,22.56878965,2.588436843,0.71774818,3.439852405,Conventional,yes,yes,fall,171.9250912,10,0.009283655,2.731884983
5087,1.107756458,2.392817859,7.116717489,1.899794912,384.5932149,18.57775662,2.445192542,0.746394051,3.447614512,Conventional,yes,no,winter,150.9020797,10,0.008443399,3.578576675
5088,0.653215703,3.034805028,9.827276941,1.901240089,416.7792315,20.0920844,2.621769141,0.769658463,4.781710665,V-tail,yes,no,summer,173.1925073,10,0.086018497,3.064811297
5089,0.630734606,2.645639465,9.537467964,2.268336995,470.1147758,18.0561688,2.393046739,0.725262269,4.421418334,V-tail,yes,yes,spring,104.1542242,10,0.026537024,3.121203624
5090,0.655142925,3.026878074,15.34137301,2.343211908,437.8540538,18.00270464,2.4776808,0.766079929,2.908250989,Conventional,yes,yes,spring,141.2816215,10,0.007918058,2.616856913
