Case,Planform,Span,Wing_AR,Wing_dhl,Power,L/D,Fuse_L,Fuse_D,PropulsionN,Tail_type,Winglet,Wing_folding,Season,Mass,Sensor_Swath_width,t_mission,Aeroshell_Diameter
1193,0.732886761,4.63567025,11.19710943,2.061341288,251.2018309,21.05270086,2.632448429,0.727921589,3.007884932,V-tail,no,yes,winter,171.9383766,10,0.086655373,2.381254858
1194,0.853205159,2.892318549,10.20591262,2.225995302,359.1077185,23.43881196,2.438943985,0.760213631,4.242490613,Conventional,yes,yes,fall,156.1566044,10,0.087821968,3.048242642
1195,0.947572136,3.249185546,8.383620108,2.327356634,418.1459968,18.86138643,2.358976283,0.727290549,1.663223592,V-tail,yes,yes,winter,124.3965425,10,0.029364524,2.617527431
1196,0.901217895,3.192971241,13.59023403,2.063884654,359.5645646,15.47924497,2.443078772,0.740050088,5.207783401,V-tail,no,yes,spring,153.3629027,10,0.028042763,2.957700459
1197,0.990757797,2.360979127,14.63898257,2.01293621,231.6104379,18.03923766,2.732950488,0.786336484,3.144206563,V-tail,no,yes,fall,154.7013893,10,0.0089366,3.709781488
1198,0.783865354,3.795110524,11.79303476,1.911683852,336.8435557,18.00711938,2.590201005,0.712509139,4.853844864,Conventional,no,yes,spring,170.8100601,10,0.091678461,2.777040009
1199,0.981229646,2.905840501,14.40887902,2.147701807,379.7098599,19.4128681,2.413439626,0.736670573,3.095029309,V-tail,yes,no,winter,144.1265491,10,0.029850209,2.992759941
1200,0.949389947,3.484057961,16.16260209,1.957763934,341.1084316,23.6758166,2.464562768,0.707325186,3.921051883,V-tail,yes,no,summer,152.7283444,10,0.008133184,3.072168587
1201,0.911278999,4.436996062,11.9384106,2.380211952,339.1456573,18.7039589,2.577422573,0.738339121,4.941527836,Conventional,no,no,summer,174.457404,10,0.029632545,2.454384674
1202,1.048264086,3.534780989,11.60748082,1.903225007,363.5804904,24.31719536,2.440009868,0.761108341,5.70118428,Conventional,no,no,spring,161.5924682,10,0.031371502,3.163606412
1203,0.813518958,2.514599382,8.583364832,2.528317959,391.7556501,23.36946505,2.390063208,0.765544244,2.896984704,V-tail,no,yes,spring,140.4847067,10,0.009310999,2.775497426
1204,1.173463781,3.075246648,14.23021613,2.384729845,348.3554055,20.17561925,2.494910934,0.752380603,3.856427483,V-tail,yes,no,fall,163.3968508,10,0.009604577,2.959355888
1205,0.734660715,2.877573372,13.28960518,2.39108846,253.906164,25.99381792,2.480093338,0.787597578,4.796097293,V-tail,yes,yes,spring,168.6025792,10,0.095833422,2.910548796
1206,0.983312134,2.944842989,11.38499249,1.913418824,321.7110517,19.21323846,2.444110551,0.796773468,2.845213147,V-tail,yes,no,spring,169.3711476,10,0.009044807,3.587048554
1207,0.84509813,3.164117414,16.6879758,1.97599194,497.9178201,17.18963688,2.581877057,0.815314181,3.375251495,Conventional,no,yes,spring,147.4710057,10,0.082404071,2.564757722
1208,1.16415259,3.585984228,9.901765592,1.802027615,292.1971313,26.03500347,2.476218172,0.746245918,2.781412246,V-tail,no,yes,winter,172.579986,10,0.031184241,3.025233026
1209,0.590692353,3.635219018,10.93674007,2.295091337,386.5762317,19.71499691,2.582719595,0.698754731,3.80944939,Conventional,no,yes,fall,171.6210363,10,0.030752112,2.817331255
1210,0.685267195,2.805749112,10.32603534,1.953528635,347.9772597,18.24783332,2.563149248,0.754325056,2.519543801,V-tail,no,yes,fall,171.2953089,10,0.027269274,3.217670531
1211,1.448770245,2.987147262,12.355657,2.369966061,393.9881644,21.60323697,2.539737703,0.722954103,2.608871368,Conventional,yes,no,spring,164.8257911,10,0.096533445,2.566620043
1212,0.476795719,3.447493461,13.75714209,1.763145374,397.2171014,18.1985682,2.395187762,0.758166652,4.371210499,V-tail,no,no,summer,137.5402476,10,0.105109218,2.948820452
1213,1.130558013,3.392030491,12.54674114,2.478142229,354.9396361,19.98283757,2.501247356,0.737666781,4.551519201,Conventional,no,no,winter,162.6830104,10,0.096173687,2.933893449
1214,1.166675076,2.902725941,13.65959282,2.540867144,342.4455736,17.81815608,2.359196837,0.776374439,3.821141992,Conventional,no,yes,summer,153.3244785,10,0.094032719,3.165060506
1215,0.994655652,3.191843286,15.93740248,2.303952104,448.2426019,23.1985663,2.653352951,0.758051482,4.895800161,V-tail,no,no,fall,177.4494845,10,0.029517542,3.080863069
1216,0.936856951,3.502834856,11.18797484,2.28558848,390.256669,18.96202134,2.539896774,0.727451658,3.702152538,V-tail,no,yes,winter,165.4620367,10,0.071711861,3.123995689
1217,0.810242327,3.442580506,11.25218195,2.244460358,293.1884555,20.7068218,2.636764298,0.747783204,2.245287969,Conventional,yes,no,winter,176.1090545,10,0.031101162,2.682390301
1218,0.452184094,3.38184166,12.25473766,2.055710145,366.3332139,18.66537294,2.358191524,0.690627907,3.226767822,Conventional,no,yes,spring,131.6296403,10,0.085759123,2.940365382
1219,0.617469988,3.332849367,12.44104338,1.762071784,268.8198061,20.7789697,2.475009818,0.758342767,3.108598573,V-tail,no,no,summer,163.2562317,10,0.008342274,2.621307094
1220,0.460501426,3.85600352,14.09163047,2.442391237,397.8764618,21.55679475,2.515484349,0.755989253,3.507476137,V-tail,no,no,winter,163.9982802,10,0.029805046,3.219087935
1221,0.659233877,2.23292089,11.53080426,2.385733454,346.2548711,19.52077236,2.538230569,0.713842394,3.936160315,Conventional,yes,no,spring,161.4456575,10,0.030165808,3.054171855
1222,1.150344658,2.735897657,12.45930928,2.348448797,363.2498245,21.10895238,2.589910209,0.777201732,3.179201791,Conventional,yes,yes,summer,177.3414546,10,0.083703106,3.246871902
1223,0.979225952,3.450772857,13.17433519,2.291942742,463.0389863,18.34299684,2.493478316,0.741802865,4.864026579,V-tail,no,yes,fall,138.8057223,10,0.029192525,3.065725498
1224,0.870141086,3.705680358,14.56376335,2.136969242,381.0617117,23.26243784,2.442217169,0.7375532,3.150219444,Conventional,yes,yes,winter,157.8913916,10,0.028642674,2.408453407
1225,0.852514221,3.21949108,15.30779022,1.914025562,378.9020424,24.22308842,2.38260072,0.687532511,2.419132406,V-tail,no,yes,fall,131.4133693,10,0.030288181,3.284817308
1226,1.014810888,3.643719377,13.7896503,2.29518878,310.4450882,23.36169018,2.443579471,0.792244753,3.612769151,Conventional,no,no,winter,176.2793708,10,0.03536873,2.702413727
1227,0.959840532,2.377399631,12.65506246,1.803392582,322.438839,21.41325439,2.553726028,0.732502382,2.957460502,V-tail,no,yes,winter,162.0942371,10,0.02321151,3.311805253
1228,0.749758171,3.849772842,11.49835338,2.264728508,453.6857955,23.43143363,2.511050436,0.766975823,2.738540587,V-tail,yes,yes,winter,153.0935255,10,0.083584612,3.031753579
1229,1.087498746,4.506525706,11.3575209,2.607580657,432.6478476,19.28252465,2.54494945,0.768072497,3.430511708,V-tail,yes,yes,spring,169.3929989,10,0.088728897,2.739760311
1230,0.788128409,4.006794377,11.84680634,1.965121499,265.7126175,21.94867241,2.549594182,0.713776357,2.928678831,Conventional,no,yes,spring,161.2261651,10,0.029192525,2.686084194
1231,1.288234973,3.472431819,11.09131305,2.245940093,303.5178311,22.52645173,2.663832913,0.748425884,3.41311673,Conventional,yes,no,summer,177.7343171,10,0.086557916,2.543134336
1232,0.920042035,4.154527469,11.9526925,1.951328594,514.48658,24.90846512,2.422651419,0.738999471,3.122831547,Conventional,yes,no,summer,95.13883259,10,0.008937015,3.170867067
1233,0.751088307,3.269250393,12.27766511,2.224538261,398.7860947,20.17257569,2.442258926,0.759619805,3.112755195,V-tail,no,no,winter,149.7425378,10,0.08252389,2.658880727
1234,0.647273459,4.136250643,15.43981439,2.28894059,291.1117942,16.80618462,2.482019939,0.740793558,1.92382016,Conventional,yes,no,spring,164.5174052,10,0.009159185,3.070263839
1235,0.429935558,4.350159126,14.25741561,2.295144802,299.1571972,19.85695731,2.533574022,0.784443577,4.534417811,V-tail,no,no,spring,179.5087819,10,0.008551004,3.26196015
1236,0.984710783,3.460582494,12.38519589,2.449505644,392.3225648,17.93825803,2.561955619,0.756325581,3.666124262,V-tail,no,yes,fall,171.7902001,10,0.009109191,2.663550428
1237,1.072880826,3.277991491,10.96818167,2.503585742,287.8871217,17.63737024,2.432969356,0.735937796,4.473911262,Conventional,yes,yes,spring,161.6528617,10,0.008200212,3.378781483
1238,0.962443889,3.390828022,11.37465672,2.233518744,341.5700722,21.97668796,2.485570986,0.703700231,4.074128071,Conventional,no,yes,fall,158.6672172,10,0.086557916,3.699918629
1239,0.972055931,3.182954623,13.10425546,2.671910259,322.5186129,20.82584468,2.6036174,0.763959105,3.692839187,V-tail,yes,no,summer,175.9494496,10,0.030527464,3.027767629
1240,0.73849508,3.813326377,13.5934855,1.691207754,314.3371213,20.46940647,2.397231365,0.741385228,2.840170853,V-tail,no,no,winter,156.5474484,10,0.008840506,2.74076268
1241,1.028742609,4.632374974,9.341864983,2.179055427,275.9309113,22.0448778,2.526676084,0.745307354,4.021401397,V-tail,no,no,winter,175.0989241,10,0.098001962,2.810640205
1242,1.330198842,3.774443661,10.53572395,2.637956179,362.3499687,21.93455889,2.416474656,0.767875016,3.408897899,Conventional,yes,no,summer,159.2354844,10,0.009147111,2.500798398
1243,1.166293111,3.060747729,11.6650057,2.424290611,384.5106956,20.53066048,2.414294993,0.749856282,3.379631994,V-tail,no,no,spring,144.513405,10,0.027444267,3.032299504
1244,1.3326013,3.144292558,12.2783082,2.912050087,328.4537643,19.0664608,2.463964267,0.753864764,4.792637069,Conventional,no,no,summer,165.014654,10,0.094924448,3.649845824
1245,0.902629682,3.276985982,9.998177159,2.369047465,212.6763523,20.26090717,2.51214516,0.775370353,4.978045689,V-tail,no,no,winter,156.520104,10,0.093082737,2.951058275
1246,0.715602885,3.025605005,12.86650398,2.456395054,387.5048848,21.0622084,2.58800842,0.750132903,3.928019478,Conventional,no,no,fall,174.7881237,10,0.082404071,2.706475989
1247,0.558986241,2.985646782,11.75412518,2.712098186,363.9502203,16.57837046,2.498689383,0.817583066,3.925030192,Conventional,no,no,fall,168.9400431,10,0.03267012,2.617020293
1248,1.204450806,2.375833966,12.31841055,2.722788265,395.8106477,18.04371978,2.240712901,0.721524984,4.612521547,Conventional,yes,yes,spring,106.0341239,10,0.02914208,2.782216785
1249,0.773373879,2.99328975,9.046841938,2.272705176,343.0566269,20.09564366,2.432625136,0.71879732,3.628173582,V-tail,yes,no,spring,150.9879682,10,0.028867185,3.101158017
1250,0.872389753,3.620114214,12.42111938,1.740259539,294.3150203,22.23216195,2.561247921,0.763646182,4.19261783,V-tail,no,yes,fall,177.3203851,10,0.029296703,2.385738116
1251,0.753787829,4.101161647,12.32054167,2.164296625,402.5442024,26.35461744,2.507150753,0.786200392,4.508039237,Conventional,no,yes,winter,176.9948172,10,0.010681556,3.171613664
1252,0.935205947,2.810061605,15.04494392,2.284679119,259.6750211,20.04181514,2.685500966,0.753047141,2.794344858,V-tail,yes,yes,winter,166.5313333,10,0.010560734,2.439686714
1253,0.667973265,2.753101464,10.09965044,2.640397755,339.319691,20.15953952,2.572556094,0.774757194,3.023542354,V-tail,yes,no,summer,174.8528995,10,0.009962106,2.79616248
1254,1.077449534,3.240732402,9.559765535,2.612182321,265.3346781,21.4594935,2.739300768,0.752335876,4.485546655,V-tail,no,yes,summer,169.9965926,10,0.009147111,2.723951767
1255,0.919037091,4.92746148,13.88854997,2.03416164,386.105513,17.98182955,2.567763566,0.74458797,1.531107639,V-tail,yes,yes,spring,177.0270265,10,0.025845308,2.739179272
1256,0.89335269,2.989969847,11.56583731,2.923083429,423.9921951,25.39726953,2.565040927,0.782847084,3.827563994,V-tail,no,yes,spring,167.1707426,10,0.078448156,3.024783899
1257,0.880246767,3.724846213,14.11075543,1.906897152,283.1500289,22.48798068,2.388877386,0.791090293,2.026838979,V-tail,yes,no,summer,171.2684001,10,0.008894696,3.273802162
1258,0.941033458,2.917142804,14.03415379,2.903127835,465.0120554,20.47326397,2.501765313,0.769058919,4.451766018,Conventional,yes,no,winter,139.4673557,10,0.0336702,2.784609402
1259,0.80115436,4.045603733,12.47002306,2.685756111,464.9107604,21.82281557,2.617037583,0.740382268,4.253035735,Conventional,no,no,spring,170.9229117,10,0.010092442,2.907649891
1260,1.294166675,4.190983951,16.0260795,2.255184647,159.8836897,25.35552287,2.470181167,0.73051932,3.118671725,V-tail,no,no,summer,133.9997169,10,0.087692751,2.907381476
1261,0.74609768,1.871716979,11.09998257,2.040808704,327.209565,23.46431508,2.483128192,0.723819208,4.84819283,Conventional,no,no,fall,151.147821,10,0.00898481,2.801611435
1262,0.976106726,2.884310014,11.50146176,2.545220172,289.1029136,19.82901688,2.385666315,0.721441817,3.477240933,Conventional,no,yes,fall,150.0148196,10,0.093410094,3.145141424
1263,0.910234505,3.630684657,12.01476579,2.460495731,545.6695646,19.7098329,2.599508992,0.722901789,3.248807743,Conventional,yes,no,spring,134.7479265,10,0.087436183,2.551173026
1264,0.56846219,4.215134023,12.2432172,2.175600883,385.7221453,23.97521669,2.560561731,0.732025315,4.223375131,V-tail,no,yes,fall,178.9890329,10,0.0089366,3.041541678
1265,0.704366301,3.042436195,11.14966889,1.621218502,225.9749642,21.80336709,2.440042257,0.782103823,3.538434767,V-tail,yes,no,summer,162.8700515,10,0.010183018,3.077811371
1266,1.103602266,2.809855982,8.542392677,2.315816358,290.0428023,23.47196361,2.483661813,0.779203849,6.193342493,Conventional,no,yes,summer,165.9217511,10,0.076722347,3.244713152
1267,0.827983211,3.409296847,14.50671769,2.120653214,255.4098287,20.1761619,2.516236585,0.771462739,3.219417913,Conventional,no,no,fall,165.1691868,10,0.009812206,2.901301806
1268,1.05625182,2.955633837,10.02556706,2.10521491,269.4342548,21.50606732,2.579109481,0.737238774,3.676188806,V-tail,no,yes,fall,159.1588601,10,0.008133184,2.921577645
1269,0.677833625,3.372623341,10.92571883,2.009712554,380.1577131,21.21146003,2.645145754,0.731784087,4.148369675,V-tail,yes,no,summer,179.127327,10,0.024220044,2.84541396
1270,0.968386509,3.520016215,15.62130188,2.181504782,354.5455156,20.56735259,2.510659137,0.738208473,2.951725053,V-tail,yes,no,spring,165.2675506,10,0.008937015,2.584116675
1271,0.811215129,3.210401399,12.80078535,2.178380386,474.7515007,22.40441386,2.339642244,0.735972456,3.830060958,V-tail,no,yes,summer,89.72060537,10,0.010560734,2.739355474
1272,0.79580895,3.172100779,13.35927962,2.047520664,315.9876522,21.79109378,2.525375067,0.75370012,4.751402291,V-tail,yes,no,spring,169.9240229,10,0.082108893,3.055891273
1273,0.830132687,2.70755256,10.41329887,2.422552503,296.8550187,21.08935186,2.571359795,0.763544405,4.10784528,Conventional,yes,yes,fall,169.5486199,10,0.010472382,3.633081341
1274,0.72319539,2.8662128,7.840513877,2.317331872,348.8686975,22.98937812,2.447402584,0.734145662,3.913844046,V-tail,yes,no,winter,154.544642,10,0.027191656,2.838967062
1275,1.082588391,4.008176448,10.40069002,2.424435884,360.2778971,26.39377686,2.499492051,0.760685993,4.599827196,Conventional,no,yes,winter,177.9204648,10,0.008873041,2.979813597
1276,0.501122004,2.317904036,12.35784843,2.253327436,340.5487434,18.943031,2.526043214,0.756847508,4.123898271,V-tail,yes,no,fall,164.6091882,10,0.091192681,2.696719597
1277,1.253844168,3.335528069,10.26648214,1.90056538,357.1572013,20.0775898,2.577467032,0.660380964,2.723071993,V-tail,no,no,fall,162.4898976,10,0.072516736,2.396817404
1278,0.74233694,3.613095654,12.0374509,2.477603494,307.0985707,18.41846002,2.621752145,0.705740891,3.760319353,Conventional,yes,no,summer,171.070149,10,0.024539726,2.760582576
1279,0.492791742,2.628880435,14.71121427,2.265548574,258.6854594,20.66775581,2.435958775,0.695127974,1.555769976,Conventional,yes,no,winter,141.9633375,10,0.031308413,3.3950767
1280,1.214870276,4.278266975,12.95011055,2.703476948,301.1993738,22.88165589,2.515138715,0.769812989,2.147978689,V-tail,no,no,winter,179.9476957,10,0.009675392,3.19846389
1281,0.863276639,3.080979253,11.9893089,1.912322303,401.7863411,23.18204643,2.599432119,0.713606602,4.223242962,V-tail,yes,yes,fall,172.0695332,10,0.010003993,2.748200968
1282,0.858661856,4.159161479,9.303783851,2.236806813,354.5064151,23.74428759,2.417977074,0.737373013,4.103904839,V-tail,yes,yes,spring,162.4163861,10,0.022291874,3.135160258
1283,0.838256828,3.975703786,11.21736028,2.404092336,325.5163889,23.32809203,2.474881545,0.766526295,4.075460287,Conventional,yes,no,winter,172.5773836,10,0.02914208,3.013660849
1284,0.712006393,3.757331222,10.82787346,2.449067906,364.4101441,21.23475403,2.570106522,0.712014324,3.694827399,Conventional,yes,no,spring,168.8960811,10,0.009142283,3.507187795
1285,1.089397519,3.650505248,13.37711103,2.452823053,377.7745753,20.54132036,2.623251616,0.744681611,3.159952116,V-tail,no,no,summer,178.2406413,10,0.007918058,2.933662517
1286,0.740422826,3.298793932,10.40798953,2.869580864,421.7828233,20.43404694,2.628222907,0.730134042,2.875704338,Conventional,yes,no,spring,176.3547927,10,0.008536262,2.676069102
1287,0.826045375,2.636575302,10.52968468,1.846908878,217.2798532,22.11105655,2.487793395,0.714849708,2.795840443,Conventional,no,yes,fall,142.159777,10,0.009138777,2.796218158
1288,0.466917035,3.499394109,12.32142267,2.036579348,326.1757468,19.5943734,2.437643833,0.715173453,0.943563186,Conventional,no,no,fall,154.841809,10,0.00743911,2.559007412
1289,0.881710407,2.605473328,13.22054249,2.067435427,422.6062631,17.83934763,2.435391907,0.7636639,2.445758351,Conventional,no,no,summer,138.3402741,10,0.025365057,2.938972448
1290,0.880485468,2.432048201,12.04626305,2.681131013,394.6650832,19.10713392,2.450568747,0.788383365,3.02384292,Conventional,no,no,fall,153.1721604,10,0.028642674,2.784167324
1291,0.498763235,3.896098878,9.865409513,1.956696466,388.3685402,21.26098348,2.282050177,0.739316745,4.130803691,Conventional,yes,no,spring,125.9269847,10,0.091247108,3.145736477
1292,1.068272213,2.317312002,10.651315,2.271229894,443.2063353,22.47168987,2.565439033,0.767158879,3.114414012,V-tail,yes,no,fall,158.53579,10,0.094924448,2.951510043
1293,0.982888978,3.266622656,15.08164716,1.779295333,422.8565969,21.1278969,2.482302372,0.765844602,4.263445132,Conventional,yes,no,winter,151.9028416,10,0.008928935,3.290400493
1294,0.568270627,3.81403015,12.604373,2.310734282,306.2890772,22.12582146,2.31210091,0.752255562,4.907590818,V-tail,yes,no,fall,158.1618243,10,0.007627512,3.093257702
1295,0.835192248,3.209166278,14.33900664,2.500891555,334.5312403,20.96420668,2.348276878,0.77547596,3.920032428,V-tail,no,yes,fall,157.1286732,10,0.00901302,3.120830545
1296,0.776444157,3.864620339,11.56142136,2.117052136,541.5104246,22.58961895,2.420694675,0.776261526,3.6909236,Conventional,yes,yes,summer,80.82437369,10,0.079889867,2.596107856
1297,0.681897293,2.975209384,10.80869739,2.177592065,246.0684377,23.95358097,2.472629632,0.811865068,3.189128826,V-tail,yes,yes,winter,174.5077097,10,0.030022453,2.83572858
1298,0.850634048,3.212384565,10.67866997,1.697182797,427.7684848,18.93540301,2.48520131,0.712537223,4.105768119,V-tail,yes,no,winter,143.6555957,10,0.082404071,3.698473382
1299,1.170655028,4.119833988,12.45011449,1.901985922,311.118391,21.66528864,2.492460642,0.739684397,3.328377563,V-tail,no,yes,summer,168.147527,10,0.027451057,2.673497883
1300,0.740758983,2.254252556,13.17388692,1.666260082,349.4905258,22.62818027,2.328656198,0.742753205,3.854753712,V-tail,yes,no,spring,137.3885722,10,0.027269274,2.926363585
1301,0.701418534,3.289138405,11.59228411,2.802479617,423.0584044,20.76022977,2.546319665,0.735292806,3.783445189,Conventional,no,yes,spring,158.3534735,10,0.091851802,3.014952747
1302,1.064688976,3.1369062,10.95808797,2.170256073,359.5455153,22.15217833,2.311085829,0.7519799,4.996026616,V-tail,yes,yes,spring,142.5919565,10,0.030483263,2.450497575
1303,0.701762998,3.290596632,11.84955181,2.121957878,315.9062164,26.74052921,2.526230097,0.757307098,2.617438145,Conventional,no,no,summer,168.4475175,10,0.028900543,3.281306982
1304,1.251933909,1.902414161,13.23564809,2.113997866,351.104177,17.79169044,2.402752239,0.796491363,2.746812752,Conventional,yes,yes,summer,158.1693448,10,0.087692751,2.774054916
1305,1.029506988,2.928873869,8.900857352,2.446098867,430.8810428,17.42946088,2.625724882,0.737637852,2.630957028,V-tail,yes,no,summer,174.6313424,10,0.030119501,3.081997015
1306,0.911887125,2.805589291,12.93952293,1.976648476,420.0715862,23.47253871,2.481693236,0.743942116,3.09962227,V-tail,no,yes,spring,145.5258825,10,0.08252389,3.72151504
1307,0.777098603,3.841696555,8.012993512,2.265740158,295.3212086,22.2005634,2.546970262,0.763485992,4.631694534,V-tail,no,yes,fall,175.5632378,10,0.006923227,3.10906236
1308,0.899118384,3.116053512,11.59922323,2.456779208,355.859738,19.66843893,2.562175504,0.753076952,3.592755568,Conventional,no,no,fall,171.903095,10,0.029764983,2.831971967
1309,0.933737609,3.162973835,10.57472245,2.024616171,310.4777311,24.76086815,2.505859868,0.716540091,3.728012615,V-tail,yes,no,summer,157.4229702,10,0.008396859,2.818263326
1310,0.666419396,3.313141297,12.92399998,1.743211808,270.7837442,23.86088993,2.422096916,0.735606092,3.533254026,V-tail,no,no,winter,159.1089836,10,0.085759123,3.408990759
1311,0.85427693,3.129484927,12.73859607,1.910374986,503.8239074,17.22069614,2.665927252,0.774397496,3.564961978,V-tail,yes,yes,spring,165.5292397,10,0.009350074,2.987597491
1312,0.661785551,2.803724683,10.15408479,2.119677458,416.3347429,21.84665779,2.305236293,0.736126744,3.598071891,Conventional,no,no,fall,111.1273215,10,0.07846029,2.910964563
1313,1.112256712,4.721642359,12.20364629,2.637334321,352.3787994,20.16947472,2.505420879,0.779441599,2.805780247,V-tail,no,no,spring,176.759208,10,0.021897763,2.664572946
1314,0.746896363,3.627716276,12.09118203,2.304277873,327.6372504,23.080236,2.621629514,0.731849904,4.177674983,Conventional,no,yes,winter,179.1322053,10,0.00818579,3.734958247
1315,0.860112361,2.812821397,8.955785477,2.150849032,352.6643464,22.62171531,2.454880828,0.735185399,2.87977394,V-tail,no,no,fall,156.1326661,10,0.009354966,2.87178302
1316,1.068345293,2.357807594,15.96497995,2.639482681,341.1581896,25.75845045,2.574243769,0.754206749,4.265456277,V-tail,yes,yes,summer,164.464469,10,0.03342804,3.666399473
1317,1.102888315,3.69845226,11.6687294,1.854011515,293.921723,19.8384482,2.588400422,0.769571608,4.121048838,V-tail,no,yes,spring,177.96704,10,0.029293925,2.721229478
1318,1.026520843,2.181414637,10.2254103,2.209130828,447.4840518,20.3206136,2.583624004,0.742219594,4.202754848,V-tail,no,yes,summer,151.7811224,10,0.095460385,3.593973538
1319,1.187264473,3.32789928,12.58237436,2.313463391,288.5560563,21.89147548,2.24157782,0.78976419,1.809661059,Conventional,yes,yes,fall,166.4489316,10,0.094197283,2.546619112
1320,0.722829612,3.299914059,13.08097767,1.605551612,320.0626681,23.16665939,2.624134498,0.734391642,3.889194912,V-tail,no,yes,spring,177.5006675,10,0.089040048,3.186284131
1321,1.198971717,3.455241265,11.4978203,2.86892981,327.968344,20.71163813,2.499266614,0.764638842,3.540734544,V-tail,yes,yes,summer,171.6746565,10,0.085809869,3.515010053
1322,0.374173596,3.007317355,8.250897238,2.07771556,273.1193432,23.26847596,2.571637414,0.764162708,1.853101143,Conventional,yes,no,winter,170.6665965,10,0.008558941,2.911275356
1323,1.023062276,2.369127919,14.36200196,2.218603673,335.4559071,19.72011021,2.585118597,0.770431276,5.125059608,V-tail,no,no,winter,175.0647579,10,0.030807477,3.127565336
1324,0.597135736,2.972583123,13.49373631,1.864985824,363.0318913,20.77087245,2.521688035,0.75930395,5.261605082,V-tail,yes,yes,winter,166.6041304,10,0.028650425,3.328888138
1325,0.906239387,2.625656125,13.27158759,1.917995218,295.1845255,17.09338654,2.530827779,0.725338058,2.428067562,V-tail,yes,yes,spring,156.4881647,10,0.087441395,2.818394136
1326,1.031122129,3.285226541,12.30032557,1.876812512,328.6456626,20.68154489,2.40051918,0.733836999,3.283918835,Conventional,yes,yes,fall,153.6325814,10,0.030288181,3.002074415
1327,1.031761079,3.270106635,12.00761167,2.232271071,361.854339,21.9579187,2.640272849,0.733599488,3.433750133,Conventional,no,no,summer,177.7292839,10,0.029164765,3.285485435
1328,0.885608043,3.102445326,10.99051897,2.296208575,365.6601479,17.15622635,2.633145932,0.737205122,5.866754626,Conventional,no,yes,winter,177.5820819,10,0.028472377,2.967463032
1329,0.630969668,2.817827024,13.5683693,2.594211583,496.5630765,17.76950824,2.351607126,0.710805871,3.464292067,V-tail,yes,yes,winter,77.14223113,10,0.088285619,2.9337675
1330,0.854702851,4.076451679,16.11817235,2.174310533,305.1849545,21.31651967,2.607128224,0.733377761,2.896619527,V-tail,no,yes,fall,179.3694567,10,0.031732158,3.645317053
1331,1.052211082,4.090063794,13.54916619,2.426217365,282.4260591,22.1166369,2.601624883,0.73049115,5.582456929,Conventional,no,no,fall,173.4937174,10,0.009852288,3.097052548
1332,0.932495862,4.05736028,10.51345222,2.239229612,341.2754899,22.22197254,2.494771341,0.756027146,4.817397657,V-tail,yes,yes,summer,171.9891123,10,0.028118924,2.657732473
1333,1.02851298,3.813640025,16.3273131,2.523835584,448.9218716,22.11637183,2.428331714,0.737100246,3.227489688,Conventional,no,yes,winter,130.7326261,10,0.089884621,3.234961062
1334,0.706649135,3.008509136,14.63463566,2.561586964,317.7629732,23.74997976,2.566775942,0.739642388,1.785817114,Conventional,yes,yes,winter,170.6005019,10,0.009402549,2.935466532
1335,1.064822678,3.425072813,12.76524175,1.677124842,325.2788214,22.10944853,2.406137913,0.746035259,2.697884284,V-tail,yes,yes,winter,163.401688,10,0.008371072,3.024271884
1336,0.652496006,3.602780583,12.16061959,2.167621694,317.6579591,20.27983706,2.644905305,0.720970809,4.388592238,V-tail,yes,no,summer,174.7186529,10,0.03342804,3.010162293
1337,0.976724841,4.04500645,11.04917292,1.983673911,392.4666326,18.27598271,2.561199508,0.799094491,3.433913891,Conventional,no,no,spring,177.4826928,10,0.02914208,3.046985654
1338,0.815538395,3.08024699,8.841751285,2.240364572,324.318394,22.42153113,2.468182258,0.793518262,3.806983887,Conventional,no,yes,winter,173.0009199,10,0.009604577,2.44868769
1339,0.921032192,2.754181229,10.86233875,2.292802765,339.7960606,21.06100916,2.507605969,0.765770315,2.98300778,Conventional,no,yes,fall,169.763495,10,0.008474981,2.867210153
1340,1.075067241,2.175716362,11.92502811,1.949896025,424.5610565,19.85346408,2.548349719,0.763236983,4.67357639,Conventional,no,no,winter,157.1275414,10,0.097097331,3.021763116
1341,0.956129036,2.77063343,7.200427866,1.874956038,318.3293149,21.08861423,2.581015739,0.771486677,3.064937469,V-tail,yes,yes,spring,175.3290891,10,0.094032719,3.196490916
1342,1.322605792,3.771808492,10.96102358,2.052656633,207.2710715,21.93422042,2.459682726,0.750342093,3.07838044,V-tail,no,yes,winter,154.2555317,10,0.088916856,3.40801219
1343,0.977805864,3.871331457,12.88346515,1.686824929,224.6311948,17.88821676,2.329289506,0.7486197,2.756801657,Conventional,no,no,fall,159.6177649,10,0.02504573,2.699985364
1344,1.282360343,3.776269199,10.51681365,2.035941516,389.2322797,20.35638998,2.395184575,0.737833059,3.361675715,Conventional,yes,no,fall,144.225404,10,0.009395203,3.117301596
1345,0.820268434,3.114583438,7.856108405,1.7633119,350.9518027,17.16685725,2.310744348,0.744180367,3.338135831,Conventional,yes,yes,summer,141.817745,10,0.091352061,2.746936436
1346,0.980246399,4.39528967,10.43363714,2.026079776,297.7009416,23.49408346,2.577233819,0.741283286,3.117663728,V-tail,no,no,spring,177.1259299,10,0.097231053,3.336549984
