,Unnamed: 0,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold
0,0,5.0,0.895120277,3.1514397664326306,0.0,11.0952381,2.16676547,0.35,0.0,148.10654573473485,265.6661897712297,LowAcc,4472602.6955670025,14.172822697438976,0.0229845766684331,0.4171051766340226,18.14717680690946,0.8289744265267545,2.3718174715569496,0.7115452414670849,0.0815210189915477,0.138849991,0.1503835435326139,0.0839792972453894,1.7684619627326663,2.0,0.0,5.0,0.2545640654420105,3.0,1,1,Titan,148.10654573473485,61.42120776356687,0.0,52.2544,95.85214573473483,6.860317767666827,7.014776811632777,0.084064942156763,0.6779248305855932,0.2770847501687227,14.804183541139045,4.698001763377932,0.0,0.0145835644403307,0.0,V-tail,yes,no,0.0
1,1,8.0,0.37155936,2.5132666233410257,0.0,17.0,2.872684492,0.35,0.0,138.8355079063665,243.0880261206778,LowAcc,4436023.565426092,14.05691042863238,0.0538564713767613,0.9575424195679826,17.77952389174078,3.323396058424154,2.327463245368144,0.6982389736104432,0.1790722006455188,0.189744665,0.1664977258577509,0.1760089409497409,1.7336392355355472,2.0,0.0,1.0,0.2427121814820037,3.0,1,1,Titan,138.8355079063665,56.28906996355284,0.0,52.2544,86.58110790636651,3.7640397633978497,6.636875508650387,0.0713037276773358,0.9264143191384516,0.2579492221101383,13.87778057263932,4.743091264759869,0.0,0.0145835644403307,0.0,V-tail,no,yes,0.0
2,2,12.0,1.418681194,3.9674432113670246,0.0,11.0952381,2.872684492,0.35,0.0,138.27585755557908,216.915027406093,LowAcc,3960172.689944284,12.549029995767372,0.0158445571620925,0.3134055364663123,19.780012357563525,0.0899690051835955,2.281642006996018,0.6844926020988054,0.1016234262129136,0.2312953716806044,0.149372077826754,0.1063835615482696,1.6976647496573682,2.0,0.0,1.0,0.2298273490243189,3.0,1,1,Titan,138.27585755557908,51.43439343484334,0.0,52.2544,86.02145755557909,8.447297659129692,6.033753264623573,0.0816592664344611,1.129282577064089,0.2377094030566456,13.821897954583804,4.82088043140316,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
3,3,15.0,0.895120277,3.1514397664326306,0.0,11.0952381,1.460846448,0.35,0.0,140.04198477628643,234.4059441714116,LowAcc,4388330.989447042,13.905781775062245,0.0219093748124036,0.4096863298466106,18.69913374318072,0.7925531918914515,2.314764167711046,0.6944292503133138,0.1006501485213377,0.1656183204968463,0.1513009711768041,0.1022508777054185,1.7236691254714969,2.0,0.0,1.0,0.239210757685298,3.0,1,1,Titan,140.04198477628643,54.88813831974184,0.0,52.2544,87.78758477628641,6.4481150814082735,6.538816874542459,0.0774330378574486,0.808619223206828,0.2523906369468576,13.9983468408918,4.761141197250567,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
4,4,17.0,0.895120277,3.1514397664326306,0.0,11.0952381,2.872684492,0.35,0.0,146.53915044100586,260.03799845606613,LowAcc,4588065.074550827,14.538700897884588,0.0217786505936,0.3921809556380701,18.00758747437352,0.7248228327537503,2.362149355762658,0.7086448067287974,0.0550418021858691,0.069450035,0.1496837678187534,0.0588482712486327,1.7608714761490056,2.0,0.0,1.0,0.2520281578520429,3.0,1,1,Titan,146.53915044100586,60.350476630477424,0.0,52.2544,94.28475044100584,6.845816885485514,7.025814003587948,0.0828313545410759,0.3390846688030288,0.2729490047324478,14.647556230488556,4.705638098449526,0.0,0.0145835644403307,0.0,V-tail,no,no,0.0
5,5,20.0,0.37155936,2.5132666233410257,0.0,17.0,1.460846448,0.35,0.0,143.13425342929762,260.3142798443391,LowAcc,4485930.534953333,14.215056071923508,0.0537275230551373,0.965347435000476,17.9674658370124,3.5576724441858563,2.359531545001344,0.7078594635004032,0.0578671588154567,0.063039692,0.1587379924060964,0.0580828925223652,1.75881621968693,2.0,0.0,5.0,0.2513371148116926,3.0,1,1,Titan,143.13425342929762,60.06055752500603,0.0,52.2544,90.8798534292976,4.230851724797802,6.90440346157445,0.0746158909949481,0.30778664234316,0.2718258932473171,14.30732386566536,4.707904861228223,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
6,6,21.0,1.418681194,3.9674432113670246,0.0,11.0952381,2.872684492,0.35,0.0,142.01298599579752,230.0649493047937,LowAcc,4153605.1475091423,13.161980465907236,0.0150270645708074,0.2925945238781631,19.471169668530976,-0.0557335957474066,2.3087882147647063,0.6926364644294118,0.0581620977167386,0.0883889219598795,0.1485667730629178,0.0658403460912256,1.7189773746041193,2.0,0.0,2.0,0.2375451943788348,3.0,1,1,Titan,142.01298599579752,54.79575879656064,0.0,52.2544,89.7585859957975,8.856287759460649,6.359857562411087,0.084948790408117,0.4315523862388624,0.2497617811006821,14.195316506813192,4.770518848363949,0.0,0.0145835644403307,0.0,V-tail,no,no,0.0
7,7,22.0,0.37155936,2.5132666233410257,0.0,17.0,2.872684492,0.35,0.0,142.481792841738,257.14435420133486,LowAcc,4380352.548702765,13.880499621969877,0.0562790628780627,1.0078279490900353,17.907688890869586,3.472681104679551,2.3550475642225237,0.706514269266757,0.1793650352482202,0.198106124,0.1638874865850744,0.1763030960076628,1.7552958237103808,2.0,0.0,6.0,0.2501490095474277,3.0,1,1,Titan,142.481792841738,59.33210554452447,0.0,52.2544,90.227392841738,3.822887909317187,6.792427794464657,0.0741268850948681,0.96723852542899,0.2698988398813823,14.24213364313032,4.711990135455804,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
8,8,24.0,1.418681194,4.910965312237503,0.0,17.0,2.16676547,0.35,0.0,139.97110263816677,196.85592739478628,LowAcc,3624306.303730941,11.484733641756474,0.0160385004745146,0.3787713724891766,23.61638315820413,0.6633781113298594,2.277649142341034,0.6832947427023102,0.0937784039588154,0.2043610049140413,-0.068864766865291,0.0957584015994792,1.6945299314322988,2.0,0.0,4.0,0.228670177625289,3.0,1,1,Titan,139.97110263816677,51.32466217193237,0.0,52.2544,82.44049282843723,5.100864263447426,5.85732478823618,0.0890092427387599,0.99777751973101,0.2359207361880922,13.990909212296936,4.829441329426133,0.0,0.0145835644403307,0.0,V-tail,no,yes,2.0
9,9,25.0,0.895120277,3.1514397664326306,0.0,11.0952381,1.460846448,0.35,0.0,143.64259299778206,250.037400883369,LowAcc,4489915.1842499,14.22768266360528,0.0221956576506901,0.4014199303032076,18.085516393371,0.8140592547607227,2.3393951508245,0.70181854524735,0.1211789549221333,0.188106124,0.1505024722652288,0.1218775752435109,1.7430070348266409,2.0,0.0,1.0,0.2459566626050746,3.0,1,1,Titan,143.64259299778206,57.83047830253357,0.0,52.2544,91.38819299778206,6.407921892357369,6.786877523646504,0.0803163390165434,0.9184142636697226,0.2631385810234947,14.358128499147943,4.72833403194659,0.0,0.0145835644403307,0.0,V-tail,no,no,0.0
