Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season
4,0.37155936,2.513266623,0,17,1.460846448,0.35,0,146.5704761,270.5268436,LowAcc,4566285.929,14.46968695,0.054038984,0.954037514,17.65461598,3.494463882,2.384775079,0.715432524,0.060404134,0.0843063,0.158037805,0.06054987,1.778635046,2,0,4,0.257923695,3,1,1,Titan,146.5704761,62.85624576,0,52.2544,94.31607609,4.176244395,7.157298256,0.077298242,0.411619286,0.282598368,14.65067797,4.689510241,0,0.014583564,0,V-tail,no,yes,0,spring
5,0.37155936,2.513266623,0,17,1.460846448,0.35,0,140.6345036,247.9347844,LowAcc,4391658.828,13.91632706,0.054670679,0.989645957,18.10195112,3.467992496,2.339287979,0.701786394,0.153429332,0.168184824,0.161626843,0.150975399,1.742922893,2,0,4,0.245927711,3,1,1,Titan,140.6345036,57.81860914,0,52.2544,88.38010361,3.91852776,6.685532479,0.072604637,0.821149986,0.263092111,14.05754644,4.728457491,0,0.014583564,0,V-tail,yes,no,0,fall
6,1.156900736,3.582748822,0,11.0952381,2.519724981,0.35,0,148.6142761,244.2191469,LowAcc,4324646.621,13.70397819,0.018587832,0.34636703,18.63407333,0.410618332,2.37379793,0.712139379,0.100940486,0.201383207,0.147176661,0.103463827,1.77001683,2,0,1,0.25508042,3,1,1,Titan,148.6142761,61.64054089,0,52.2544,96.35987606,6.913262675,6.890297809,0.088517269,0.983238641,0.277929607,14.85492855,4.696577053,0,0.014583564,0,V-tail,no,yes,0,spring
8,0.633339819,3.281276721,0,17,2.872684492,0.35,0,141.7369551,222.5526074,LowAcc,4289130.884,13.59143561,0.030349063,0.613452685,20.21323289,1.968590144,2.335033498,0.700510049,0.051190829,0.063039692,0.151395236,0.052739541,1.739582679,2,0,2,0.244775645,3,1,1,Titan,141.7369551,57.72134093,0,52.2544,89.48255514,5.657254659,6.53870176,0.080431433,0.307786642,0.261245315,14.16772097,4.733489863,0,0.014583564,0,V-tail,no,yes,0,fall
9,0.37155936,2.513266623,0,17,1.460846448,0.35,0,139.0631669,242.0024013,LowAcc,4360572.852,13.81782154,0.054983687,0.992590652,18.05245711,3.413015339,2.324084196,0.697225259,0.182262037,0.201383207,0.172293921,0.179096903,1.730986327,2,0,3,0.241785452,3,1,1,Titan,139.0631669,56.50081369,0,52.2544,86.80876695,3.769107562,6.565124431,0.071238091,0.983238641,0.256473795,13.90053555,4.747651624,0,0.014583564,0,V-tail,yes,yes,0,winter
10,0.895120277,3.546027165,0,14.04761905,2.872684492,0.35,0,142.633061,228.6584141,LowAcc,4240451.048,13.43717852,0.022511638,0.446877063,19.85093473,1.045408741,2.337712893,0.701313868,0.058651151,0.076316775,0.146944689,0.061449005,1.741686286,2,0,4,0.245501826,3,1,1,Titan,142.633061,57.64417044,0,52.2544,90.37866098,6.454400699,6.559585726,0.083345508,0.37261102,0.262408859,14.25726455,4.730290608,0,0.014583564,0,V-tail,no,no,0,fall
11,0.633339819,3.281276721,0,17,2.872684492,0.35,0,134.8367065,219.6562317,LowAcc,4096912.527,12.98233239,0.030737049,0.639633681,20.80986012,2.076835505,2.284629522,0.685388857,0.076861348,0.107583383,0.174432645,0.077523358,1.700010263,2,0,6,0.230689364,3,1,1,Titan,134.8367065,51.56375681,0,52.2544,82.58230653,5.755531583,6.120880415,0.074717425,0.525267925,0.239044968,13.47384606,4.814677783,0,0.014583564,0,V-tail,yes,yes,0,spring
13,0.37155936,2.513266623,0,17,2.519724981,0.35,0,145.5628142,266.9842459,LowAcc,4505940.464,14.27846371,0.05387885,0.973026579,18.05952772,3.591096674,2.374378183,0.712313455,0.054825073,0.061214611,0.155855619,0.055124406,1.77047239,2,0,6,0.255231509,3,1,1,Titan,145.5628142,62.10712361,0,52.2544,93.30841424,4.255207231,7.031925215,0.0763588,0.298875821,0.278176993,14.54999456,4.69616844,0,0.014583564,0,V-tail,yes,no,0,fall
15,0.895120277,3.151439766,0,11.0952381,2.16676547,0.35,0,152.0308614,265.0847779,LowAcc,4511820.212,14.29709551,0.02342198,0.420746154,17.96373131,0.848024821,2.403435179,0.721030554,0.077079772,0.13303072,0.138207567,0.079252372,1.793285185,2,0,1,0.262686376,3,1,1,Titan,152.0308614,65.34612956,0,52.2544,99.77646144,6.303971721,7.207289444,0.087605582,0.64951267,0.290481663,15.19631643,4.680570799,0,0.014583564,0,V-tail,yes,no,0,fall
16,1.418681194,3.967443211,0,11.0952381,1.460846448,0.35,0,142.6356646,215.6508932,LowAcc,4049215.175,12.83118861,0.015697615,0.309225266,19.69886971,0.040744459,2.320299734,0.69608992,0.05964939,0.107583383,0.139630893,0.066155453,1.728015126,2,0,1,0.2407433,3,1,1,Titan,142.6356646,56.07895677,0,52.2544,90.38126465,8.060325614,6.350906462,0.085900277,0.525267925,0.254818237,14.25754003,4.752965765,0,0.014583564,0,V-tail,yes,yes,0,fall
17,0.37155936,2.513266623,0,17,1.460846448,0.35,0,138.1128508,240.2821757,LowAcc,4453215.028,14.11138689,0.052362619,0.945217853,18.05138593,3.479507668,2.321628644,0.696488593,0.060796454,0.064678233,0.156565576,0.060938694,1.72905846,2,0,1,0.241109764,3,1,1,Titan,138.1128508,55.86286097,0,52.2544,85.85845075,4.179445658,6.60299612,0.070733529,0.315786698,0.255399962,13.80556968,4.751074575,0,0.014583564,0,V-tail,yes,no,0,fall
18,0.633339819,3.281276721,0,17,1.813805959,0.35,0,135.7234178,220.2112856,LowAcc,4159289.438,13.1799929,0.030207206,0.624673484,20.67961798,2.001157272,2.284994199,0.68549826,0.156419044,0.188106124,0.201191009,0.15384321,1.700296572,2,0,5,0.230794367,3,1,1,Titan,135.7234178,52.14342131,0,52.2544,83.46901775,5.528659202,6.17327587,0.075128412,0.918414264,0.239207837,13.56239494,4.813932355,0,0.014583564,0,V-tail,no,no,0,fall
19,0.633339819,3.281276721,0,17,2.16676547,0.35,0,135.7917488,220.7290924,LowAcc,4176225.852,13.23366115,0.030153756,0.619929064,20.5589333,1.943959439,2.288854534,0.68665636,0.105578284,0.156839516,0.154712212,0.105063021,1.703327341,2,0,3,0.231902975,3,1,1,Titan,135.7917488,52.23317136,0,52.2544,83.53734881,5.622243985,6.209898906,0.075353755,0.765757358,0.2409298,13.56921455,4.806195537,0,0.014583564,0,V-tail,no,no,0,summer
20,0.37155936,2.513266623,0,17,1.460846448,0.35,0,148.5941729,279.410521,LowAcc,4573857.622,14.4936802,0.05520657,0.964010256,17.46187542,3.547062357,2.401722586,0.720516776,0.072080308,0.087583383,0.196774858,0.071888835,1.79194062,2,0,5,0.26225287,3,1,1,Titan,148.5941729,64.4811815,0,52.2544,96.33977293,4.232791385,7.280702645,0.079005275,0.427619402,0.28976087,14.85289159,4.681236698,0,0.014583564,0,V-tail,no,no,0,fall
21,1.418681194,3.967443211,0,11.0952381,1.460846448,0.35,0,146.847377,239.5721092,LowAcc,4189038.169,13.27426094,0.015715826,0.297458313,18.9273107,0.285344918,2.361077225,0.708323168,0.060614533,0.08532001,0.147346671,0.066155807,1.760029741,2,0,4,0.251745369,3,1,1,Titan,146.847377,60.62445544,0,52.2544,94.59297699,7.081850004,6.707787353,0.09030731,0.416568651,0.272489203,14.67837945,4.706556018,0,0.014583564,0,V-tail,no,no,0,fall
22,0.633339819,3.281276721,0,17,2.519724981,0.35,0,137.5103521,224.8851167,LowAcc,4163213.652,13.19242798,0.030861838,0.631705367,20.46881881,1.97439314,2.30013719,0.690041157,0.133351997,0.201383207,0.149610721,0.131694337,1.712185411,2,0,6,0.235113156,3,1,1,Titan,137.5103521,53.48271062,0,52.2544,85.25595205,5.645578162,6.276653566,0.076712631,0.983238641,0.245940884,13.7453858,4.785148181,0,0.014583564,0,V-tail,no,yes,0,spring
23,0.633339819,2.982769939,0,14.04761905,2.872684492,0.35,0,139.9927063,236.8088354,LowAcc,4321288.787,13.69333786,0.030797596,0.596918994,19.38199972,1.772932159,2.317846924,0.695354077,0.105353198,0.148849991,0.152810808,0.105106504,1.726089413,2,0,3,0.240065437,3,1,1,Titan,139.9927063,55.80554017,0,52.2544,87.73830634,5.599625387,6.512108269,0.076002699,0.726749092,0.253743452,13.99342505,4.756528652,0,0.014583564,0,V-tail,yes,no,0,spring
24,1.156900736,3.582748822,0,11.0952381,2.519724981,0.35,0,151.9528231,257.1881131,LowAcc,4424262.62,14.01964224,0.0179782,0.338379655,18.82166498,0.354421175,2.397475172,0.719242551,0.056680318,0.074678233,0.147863841,0.061383125,1.788605953,2,0,3,0.261174623,3,1,1,Titan,151.9528231,64.68176287,0,52.2544,99.69842313,7.274429263,7.112032416,0.091488131,0.36461096,0.287970876,15.18852463,4.683020425,0,0.014583564,0,V-tail,no,no,0,spring
25,0.37155936,2.513266623,0,17,1.813805959,0.35,0,139.0787102,241.8349802,LowAcc,4447102.287,14.09201678,0.052948998,0.954446468,18.02577006,3.442346173,2.326486478,0.697945943,0.105501331,0.181383207,0.168072746,0.104392359,1.73287237,2,0,1,0.24244466,3,1,1,Titan,139.0787102,56.40085968,0,52.2544,86.82431017,3.90915844,6.638762848,0.07135758,0.885590118,0.257522994,13.90208312,4.744391822,0,0.014583564,0,V-tail,no,yes,0,summer
26,0.37155936,2.513266623,0,17,2.872684492,0.35,0,138.3443987,240.6299501,LowAcc,4350225.188,13.78503178,0.055027326,0.992163534,18.03037886,3.400702299,2.321669954,0.696500986,0.186366846,0.205563936,0.176188584,0.183077879,1.729090893,2,0,3,0.241121147,3,1,1,Titan,138.3443987,55.86743598,0,52.2544,86.0899987,3.765038877,6.533311939,0.07083031,1.003650742,0.255418038,13.82871302,4.751016224,0,0.014583564,0,V-tail,yes,no,0,summer
27,0.37155936,2.513266623,0,17,2.519724981,0.35,0,143.0083388,257.5094452,LowAcc,4541642.577,14.39159688,0.053257315,0.940980481,17.66856767,3.427660329,2.3596364,0.70789092,0.068282101,0.087583383,0.153611722,0.068207486,1.758898542,2,0,1,0.251364831,3,1,1,Titan,143.0083388,59.83833484,0,52.2544,90.7539388,4.18155127,6.94285946,0.074568468,0.427619402,0.271870906,14.29473849,4.707812404,0,0.014583564,0,V-tail,no,yes,0,fall
28,0.37155936,2.513266623,0,17,1.460846448,0.35,0,142.6254589,256.8569049,LowAcc,4570960.865,14.48450093,0.051806898,0.926461138,17.88296892,3.421372009,2.355366696,0.706610009,0.044110326,0.053039692,0.154809333,0.044756526,1.755546376,2,0,2,0.250233755,3,1,1,Titan,142.6254589,59.599306,0,52.2544,90.37105889,4.251643949,6.934155114,0.074202052,0.258962381,0.27003613,14.25647887,4.711690829,0,0.014583564,0,V-tail,no,no,0,spring
29,0.633339819,3.281276721,0,17,1.813805959,0.35,0,138.2457361,228.4988622,LowAcc,4235382.926,13.42111861,0.030400777,0.61362487,20.18451272,1.924290495,2.306977478,0.692093244,0.069440797,0.095944841,0.154548942,0.070455703,1.717555756,2,0,5,0.237038212,3,1,1,Titan,138.2457361,54.24026364,0,52.2544,85.99133607,5.976971683,6.372377225,0.077392709,0.468443603,0.248963539,13.81886387,4.773476232,0,0.014583564,0,V-tail,no,no,0,summer
30,0.37155936,2.513266623,0,17,1.460846448,0.35,0,149.7804235,281.6211621,LowAcc,4423846.905,14.01832492,0.058655457,1.038723685,17.70890103,3.571181761,2.40972178,0.722916534,0.182425495,0.199744665,0.169083173,0.179351822,1.798220827,2,0,6,0.264271598,3,1,1,Titan,149.7804235,65.36363322,0,52.2544,97.52602347,3.916234824,7.233474684,0.079916434,0.975238581,0.293122941,14.97143485,4.678384375,0,0.014583564,0,V-tail,yes,yes,0,spring
31,0.37155936,2.513266623,0,17,2.872684492,0.35,0,146.5815411,267.2375531,LowAcc,4496467.439,14.2484455,0.0557648,0.983969271,17.64498866,3.569336007,2.382467901,0.71474037,0.144297153,0.178106124,0.172806583,0.142117509,1.776823669,2,0,4,0.257328703,3,1,1,Titan,146.5815411,62.60072889,0,52.2544,94.32714107,4.055596066,7.085165198,0.077188089,0.869590002,0.281619045,14.65178945,4.690880763,0,0.014583564,0,V-tail,no,no,0,winter
33,1.418681194,3.967443211,0,11.0952381,1.813805959,0.35,0,149.5251666,244.4885586,LowAcc,4160970.187,13.18531887,0.015991725,0.306982515,19.19633489,0.080168326,2.370872763,0.711261829,0.093751163,0.205563936,0.143473956,0.098025583,1.767720267,2,0,6,0.254317387,3,1,1,Titan,149.5251666,61.71637167,0,52.2544,97.27076656,7.76168169,6.760931766,0.092206453,1.003650742,0.276681464,14.94596136,4.698697855,0,0.014583564,0,V-tail,no,no,0,summer
35,0.37155936,2.513266623,0,17,2.872684492,0.35,0,139.3424548,244.409038,LowAcc,4441605.451,14.07459836,0.053257492,0.958624801,17.9998112,3.480841033,2.330693883,0.699208165,0.072292744,0.088918867,0.154234774,0.072089841,1.736175625,2,0,2,0.243594911,3,1,1,Titan,139.3424548,56.86682432,0,52.2544,87.08805483,4.114374083,6.659783409,0.071664392,0.434139802,0.25935742,13.92843689,4.738890956,0,0.014583564,0,V-tail,yes,yes,0,winter
37,0.37155936,2.513266623,0,17,1.460846448,0.35,0,151.6201311,269.6695628,LowAcc,4548742.16,14.4140941,0.056351474,0.99453343,17.64875639,3.638156564,2.422860014,0.726858004,0.062175,0.066316775,0.17623565,0.062162302,1.808535721,2,0,1,0.267554196,3,1,1,Titan,151.6201311,67.51143098,0,52.2544,99.36573112,4.026722589,7.278856156,0.081377327,0.323786758,0.298619877,15.15526923,4.675084638,0,0.014583564,0,V-tail,yes,yes,0,winter
38,0.37155936,2.513266623,0,17,1.460846448,0.35,0,142.1293699,253.2262351,LowAcc,4467408.818,14.15636429,0.05396352,0.966535021,17.91089653,3.421117377,2.346884271,0.704065281,0.121437581,0.183925394,0.163367325,0.119934506,1.748886781,2,0,3,0.247971394,3,1,1,Titan,142.1293699,59.04235585,0,52.2544,89.8749699,3.848917413,6.804127247,0.073586688,0.898002158,0.266379683,14.20691599,4.720101312,0,0.014583564,0,V-tail,no,yes,0,summer
40,0.633339819,3.281276721,0,17,2.872684492,0.35,0,141.6230821,221.3973454,LowAcc,4278924.302,13.5590929,0.030354945,0.615887522,20.2895288,1.967652954,2.33401931,0.700205793,0.063948745,0.076316775,0.153749974,0.064984468,1.738786435,2,0,2,0.244500212,3,1,1,Titan,141.6230821,57.60828862,0,52.2544,89.36868205,5.616264207,6.5247334,0.080326135,0.37261102,0.260804482,14.15634296,4.734727662,0,0.014583564,0,V-tail,no,yes,0,spring
41,0.895120277,3.546027165,0,14.04761905,2.872684492,0.35,0,137.2005743,224.8147482,LowAcc,4207231.329,13.33191158,0.021923795,0.436671768,19.91770917,0.993940326,2.293646646,0.688093994,0.048510158,0.063039692,0.149640078,0.052380371,1.707089653,2,0,6,0.233271841,3,1,1,Titan,137.2005743,52.55850425,0,52.2544,84.9461743,6.982700482,6.249660086,0.078469515,0.307786642,0.243062089,13.71443177,4.796975906,0,0.014583564,0,V-tail,no,yes,0,summer
42,0.633339819,2.6508595,0,11.0952381,2.872684492,0.35,0,156.44036,299.3593352,LowAcc,4858864.861,15.39681364,0.030259977,0.527613303,17.43601142,1.412931738,2.440464372,0.732139312,0.082975719,0.127211449,0.153094695,0.08387336,1.822356991,2,0,2,0.271890536,3,1,1,Titan,156.44036,69.4738025,0,52.2544,104.18596,5.546093779,7.828267121,0.086057826,0.621100508,0.30593806,15.63689866,4.673218022,0,0.014583564,0,V-tail,no,no,0,spring
43,0.37155936,2.513266623,0,17,2.872684492,0.35,0,139.885798,246.4814682,LowAcc,4362285.808,13.82324958,0.055507264,0.997678356,17.97383422,3.434577769,2.335338097,0.700601429,0.180512517,0.199651638,0.165522982,0.17738882,1.739821821,2,0,4,0.244858307,3,1,1,Titan,139.885798,57.15780458,0,52.2544,87.63139801,3.795507102,6.63937829,0.072107941,0.974784382,0.261377669,13.98273348,4.733120995,0,0.014583564,0,V-tail,yes,yes,0,winter
44,0.895120277,3.151439766,0,11.0952381,2.872684492,0.35,0,156.7113834,294.4173104,LowAcc,4583716.44,14.52492091,0.023855617,0.420200947,17.61433981,0.878456431,2.431248238,0.729374471,0.116974019,0.205563936,0.150892155,0.117769686,1.815121358,2,0,6,0.269629098,3,1,1,Titan,156.7113834,68.44647285,0,52.2544,104.4569834,6.707352755,7.553609787,0.091356308,1.003650742,0.30211353,15.66400266,4.673841189,0,0.014583564,0,V-tail,no,no,0,fall
45,0.633339819,2.982769939,0,14.04761905,2.872684492,0.35,0,138.3186183,230.2491498,LowAcc,4303518.931,13.63702858,0.030238995,0.594661439,19.66538348,1.761657324,2.310170557,0.693051167,0.106052246,0.1497251,0.152526214,0.105778005,1.720062658,2,0,2,0.237931505,3,1,1,Titan,138.3186183,54.38138223,0,52.2544,86.06421828,5.576234811,6.441292701,0.07489239,0.731021748,0.250370639,13.82614246,4.768297739,0,0.014583564,0,V-tail,yes,no,0,winter
46,1.156900736,4.434784382,0,17,2.16676547,0.35,0,160.9544091,206.4825213,LowAcc,3836154.091,12.15603877,0.01923554,0.476747098,24.78469995,1.189660174,2.657159565,0.797147869,0.016177413,0.138849991,0.004530283,0.022404092,0.996242741,1,0,6,0.216595865,3,1,1,Titan,160.9544091,46.51123502,0,52.2544,108.7000091,8.563232728,8.395512502,0.121431329,0.677924831,0.217546212,16.08791791,28.11062501,0,0.014583564,0,V-tail,no,no,0,fall
47,1.156900736,3.582748822,0,11.0952381,2.872684492,0.35,0,151.0261945,254.4988662,LowAcc,4284690.959,13.57736634,0.019127182,0.358583697,18.74733514,0.723449423,2.401075646,0.720322694,0.070621087,0.131392178,0.141105005,0.074126818,1.791432703,2,0,5,0.262088925,3,1,1,Titan,151.0261945,64.40981258,0,52.2544,98.7717945,6.506925764,7.040789434,0.091251776,0.641512609,0.289488445,15.09593415,4.681496175,0,0.014583564,0,V-tail,yes,no,0,fall
48,1.156900736,3.582748822,0,11.0952381,2.16676547,0.35,0,145.700454,231.4964658,LowAcc,4192916.152,13.28654952,0.019109429,0.361248304,18.90419155,0.462187727,2.352548436,0.705764531,0.118323628,0.236363506,0.138387195,0.11999367,1.753333746,2,0,1,0.249484369,3,1,1,Titan,145.700454,59.05640777,0,52.2544,93.44605403,6.924887348,6.663239142,0.085931494,1.154027367,0.268822977,14.56377451,4.714379853,0,0.014583564,0,V-tail,yes,yes,0,fall
49,0.37155936,2.284627835,0,14.04761905,1.460846448,0.35,0,152.4528781,293.6608882,LowAcc,4677387.23,14.82174573,0.056371169,0.945745176,16.77710769,3.206737974,2.427608527,0.728282558,0.134250955,0.161309091,0.083787738,0.132562052,1.812263802,2,0,3,0.268730751,3,1,1,Titan,152.4528781,67.5999939,0,52.2544,100.1984781,3.935497726,7.568332287,0.07913043,0.78757973,0.30059911,15.23846115,4.674300168,0,0.014583564,0,V-tail,yes,yes,0,summer
50,0.895120277,3.151439766,0,11.0952381,2.872684492,0.35,0,151.0523381,276.9834274,LowAcc,4605954.7,14.5953897,0.022705499,0.401125338,17.66643981,0.765318465,2.395509727,0.718652918,0.064143148,0.095944841,0.318501361,0.06740602,1.787062873,2,0,3,0.260674167,3,1,1,Titan,151.0523381,64.045094,0,52.2544,98.79793807,6.835307942,7.278215011,0.086713251,0.468443603,0.287141435,15.0985289,4.683910367,0,0.014583564,0,V-tail,no,no,0,spring
51,0.895120277,3.151439766,0,11.0952381,2.872684492,0.35,0,146.1863941,259.6064827,LowAcc,4567466.62,14.47342833,0.022060967,0.394773651,17.89466635,0.720903488,2.359323989,0.707797197,0.060885521,0.095944841,0.146819046,0.064378717,1.758653267,2,0,1,0.251282243,3,1,1,Titan,146.1863941,60.03757101,0,52.2544,93.93199406,6.747540586,6.989201226,0.082520022,0.468443603,0.271736786,14.61230898,4.708088288,0,0.014583564,0,V-tail,no,yes,0,winter
53,0.37155936,2.513266623,0,17,2.16676547,0.35,0,147.1476053,271.7917451,LowAcc,4543571.631,14.39770968,0.054440121,0.967394466,17.76988076,3.516892101,2.384832788,0.715449836,0.097406522,0.12303072,0.164321514,0.096518035,1.778680353,2,0,5,0.25793856,3,1,1,Titan,147.1476053,63.27250652,0,52.2544,94.89320528,4.106187084,7.1412451,0.077544457,0.600688408,0.28262285,14.70835057,4.68947673,0,0.014583564,0,V-tail,no,yes,0,summer
54,1.418681194,3.967443211,0,11.0952381,1.460846448,0.35,0,142.0390021,219.1491344,LowAcc,3977268.771,12.60320421,0.016506869,0.319173102,19.33577498,0.403441153,2.3252081,0.69756243,0.111047294,0.24653179,0.136683429,0.114093391,1.73186871,2,0,2,0.242094085,3,1,1,Titan,142.0390021,56.04028776,0,52.2544,89.78460212,6.901111833,6.338056476,0.085891117,1.203673267,0.256964826,14.19791762,4.746115657,0,0.014583564,0,V-tail,yes,yes,0,fall
55,0.633339819,3.281276721,0,17,2.872684492,0.35,0,133.8040002,215.5680257,LowAcc,4213140.588,13.35063689,0.029249888,0.600196924,20.51963174,1.889437214,2.276304002,0.682891201,0.063514991,0.076316775,0.150217101,0.064815599,1.693473855,2,0,1,0.228279022,3,1,1,Titan,133.8040002,50.64530557,0,52.2544,81.54960017,5.856745307,6.148089518,0.073844265,0.37261102,0.235317207,13.37070735,4.832396359,0,0.014583564,0,V-tail,no,yes,0,spring
57,0.37155936,2.513266623,0,17,1.460846448,0.35,0,149.6163741,281.9627777,LowAcc,4607151.617,14.5991825,0.053799838,0.956663654,17.78190578,3.5185659,2.407993787,0.722398136,0.049309922,0.056316775,0.156871692,0.049768987,1.796864171,2,0,6,0.263836819,3,1,1,Titan,149.6163741,65.42768727,0,52.2544,97.36197413,4.278720154,7.359887696,0.079758448,0.274962496,0.292397655,14.95503153,4.678945319,0,0.014583564,0,V-tail,no,yes,0,winter
59,0.37155936,2.513266623,0,17,2.16676547,0.35,0,145.1395136,264.9802681,LowAcc,4484215.188,14.20962047,0.054987742,0.97962065,17.81525506,3.499047924,2.372400655,0.711720197,0.129229877,0.181383207,0.174392315,0.127505546,1.768919823,2,0,5,0.254716225,3,1,1,Titan,145.1395136,61.48579458,0,52.2544,92.88511365,3.936266806,7.004186605,0.076083731,0.885590118,0.277333616,14.50769725,4.697577382,0,0.014583564,0,V-tail,no,no,0,summer
60,0.37155936,2.284627835,0,14.04761905,2.16676547,0.35,0,150.7348825,286.4466732,LowAcc,4638405.155,14.69821899,0.056884044,0.950870915,16.71595138,3.155594692,2.414386532,0.72431596,0.181369716,0.201383207,0.161620622,0.178540984,1.801883148,2,0,2,0.265441738,3,1,1,Titan,150.7348825,66.13567538,0,52.2544,98.4804825,3.794528398,7.435801217,0.077761424,0.983238641,0.29507817,15.06679645,4.677019261,0,0.014583564,0,V-tail,yes,no,0,spring
62,1.418681194,3.967443211,0,11.0952381,2.16676547,0.35,0,143.1384603,225.264714,LowAcc,4052976.432,12.84310731,0.016073912,0.309739603,19.2697087,0.325743019,2.338135921,0.701440776,0.059887013,0.086072589,0.146728727,0.065512868,1.742018407,2,0,2,0.24561628,3,1,1,Titan,143.1384603,57.4664538,0,52.2544,90.88406035,7.111346633,6.484111774,0.087161507,0.42024306,0.262592417,14.30777275,4.729794838,0,0.014583564,0,V-tail,yes,yes,0,spring
63,0.37155936,2.513266623,0,17,1.460846448,0.35,0,148.4845337,274.3923132,LowAcc,4507109.452,14.28216801,0.056800237,0.992042249,17.46545954,3.533496452,2.396465451,0.718939635,0.149427817,0.178106124,0.157763015,0.147110764,1.787813216,2,0,2,0.26091764,3,1,1,Titan,148.4845337,64.1509391,0,52.2544,96.23013365,4.097873059,7.205495527,0.07869336,0.869590002,0.287544852,14.84194171,4.68347248,0,0.014583564,0,V-tail,no,no,0,summer
64,0.895120277,3.151439766,0,11.0952381,2.519724981,0.35,0,149.8714348,271.1715284,LowAcc,4617625.817,14.63237324,0.022205148,0.395980098,17.83280626,0.7466899,2.38314147,0.714942441,0.054660556,0.068858962,0.149849649,0.05843711,1.777352491,2,0,2,0.25750255,3,1,1,Titan,149.8714348,63.08397395,0,52.2544,97.61703477,6.936621146,7.207259966,0.085488243,0.336198799,0.28190506,14.98052962,4.690474424,0,0.014583564,0,V-tail,no,yes,0,summer
66,0.895120277,3.546027165,0,14.04761905,2.872684492,0.35,0,135.7166679,214.5176821,LowAcc,4050868.446,12.8364275,0.022969472,0.465938802,20.28513357,1.136497835,2.275922629,0.682776789,0.084356247,0.14222637,0.150231144,0.086332543,1.693174437,2,0,4,0.228168,3,1,1,Titan,135.7166679,51.13220633,0,52.2544,83.46226793,6.874199603,6.039897095,0.076848631,0.694409752,0.235146007,13.56173619,4.833240754,0,0.014583564,0,V-tail,yes,yes,0,spring
67,0.633339819,3.281276721,0,17,1.460846448,0.35,0,135.2462851,221.537097,LowAcc,4130816.748,13.08976839,0.030496563,0.631088196,20.69374792,2.058385471,2.288409554,0.686522866,0.046961799,0.059318986,0.151621778,0.048939698,1.702977985,2,0,5,0.231775457,3,1,1,Titan,135.2462851,51.98076083,0,52.2544,82.99188505,5.898218846,6.171063186,0.075089237,0.289620568,0.240731505,13.5147442,4.807073115,0,0.014583564,0,V-tail,yes,yes,0,spring
68,0.37155936,2.513266623,0,17,2.16676547,0.35,0,148.6856584,282.4636576,LowAcc,4538923.118,14.38297943,0.055230282,0.979509349,17.73500529,3.541008612,2.39549157,0.718647471,0.091164457,0.138478057,1.021438298,0.090370242,1.787048617,2,0,5,0.260669539,3,1,1,Titan,148.6856584,64.04308309,0,52.2544,96.4312584,4.544325528,7.241338537,0.078729417,0.67610889,0.287133769,14.86203682,4.683918781,0,0.014583564,0,V-tail,no,yes,0,spring
70,1.156900736,3.582748822,0,11.0952381,1.460846448,0.35,0,148.8160721,246.3113805,LowAcc,4308412.086,13.65253405,0.018512309,0.349456106,18.87695985,0.382539996,2.373310899,0.71199327,0.052745,0.068858962,0.146409898,0.0577517,1.76963446,2,0,3,0.254953536,3,1,1,Titan,148.8160721,61.98815255,0,52.2544,96.56167208,7.415793408,6.868617903,0.088585467,0.336198799,0.277721914,14.87509538,4.696923094,0,0.014583564,0,V-tail,yes,yes,0,spring
71,0.37155936,2.513266623,0,17,1.460846448,0.35,0,143.0144135,258.4223755,LowAcc,4568224.916,14.47583123,0.052334064,0.930100785,17.77237842,3.431371489,2.360124994,0.708037498,0.04898387,0.056316775,0.158035189,0.049483282,1.75928214,2,0,1,0.251493938,3,1,1,Titan,143.0144135,59.89223538,0,52.2544,90.76001347,4.263938626,6.964890872,0.074594712,0.274962496,0.272080623,14.29534379,4.707383414,0,0.014583564,0,V-tail,no,no,0,fall
72,0.37155936,2.513266623,0,17,1.813805959,0.35,0,142.3480177,255.7629435,LowAcc,4453024.405,14.11078284,0.054512855,0.974285932,17.87259042,3.506582118,2.353368011,0.706010403,0.086106872,0.097583383,0.157375624,0.085504286,1.753977198,2,0,4,0.249702529,3,1,1,Titan,142.3480177,59.37795421,0,52.2544,90.09361773,4.099448743,6.839672215,0.073990079,0.476443663,0.269175945,14.22876214,4.713587169,0,0.014583564,0,V-tail,yes,no,0,summer
