Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season
630,1.207161274,3.854912887,0,12.31016409,2.124825315,0.35,0,139.4783448,212.0816831,LowAcc,3981130.383,12.61544092,0.018265185,0.367622473,20.12695095,0.525945421,2.305501074,0.691650322,0.095126622,0.178648784,0.221485067,0.098049012,1.716396624,2,0,1,0.236624035,3,1,1,Titan,139.4783448,53.86625618,0,52.2544,87.22394482,7.189642137,6.232274304,0.082663886,0.872239498,0.248312097,13.94204498,4.775928164,0,0.014583564,0,V-tail,yes,no,0,fall
631,1.060472537,3.022994333,0,8.617379912,2.610448157,0.35,0,156.6567631,277.606725,LowAcc,4826679.653,15.29482487,0.016105811,0.319761473,19.85379557,0.123813191,2.431099825,0.729329948,0.090168562,0.157384313,0.168962862,0.093449978,1.815004838,2,0,4,0.269592526,3,1,1,Titan,156.6567631,68.42992916,0,52.2544,104.4023631,6.789808457,7.675257213,0.089923235,0.768417289,0.302051823,15.65853487,4.673857517,0,0.014583564,0,V-tail,yes,yes,0,summer
632,1.378734707,3.701863196,0,9.939396647,2.575130132,0.35,0,138.4949513,228.8195188,LowAcc,4214418.946,13.35468776,0.015270671,0.285201094,18.67639621,0.115012603,2.297863636,0.689359091,0.057260701,0.082001195,0.150125678,0.064186911,1.710400432,2,0,3,0.234469813,3,1,1,Titan,138.4949513,53.02371237,0,52.2544,86.24055131,7.55439889,6.289019288,0.080559593,0.400364781,0.244933675,13.84377272,4.78920643,0,0.014583564,0,V-tail,yes,yes,0,summer
633,0.842404012,3.245287978,0,12.50218887,1.891726351,0.35,0,144.3048035,253.0459133,LowAcc,4439240.784,14.06710518,0.023486018,0.438345268,18.66409478,0.984486497,2.349264501,0.70477935,0.061560576,0.080227546,0.15045419,0.064501492,1.750755511,2,0,5,0.248608307,3,1,1,Titan,144.3048035,58.69413193,0,52.2544,92.05040355,6.651451627,6.80715603,0.082023416,0.391705071,0.267407251,14.42429977,4.717644897,0,0.014583564,0,V-tail,no,yes,0,summer
636,1.33682364,3.980499946,0,11.85225885,1.832568659,0.35,0,140.2535591,212.0479459,LowAcc,4059473.634,12.8636957,0.016022525,0.32105075,20.03746282,0.184703081,2.306846038,0.692053811,0.080108594,0.16326987,0.151579951,0.084750326,1.717452562,2,0,1,0.237001368,3,1,1,Titan,140.2535591,54.22570678,0,52.2544,87.99915915,7.564402665,6.271107285,0.084099871,0.797153087,0.248905565,14.01950729,4.773693037,0,0.014583564,0,V-tail,no,yes,0,fall
638,0.601415372,2.729091398,0,12.38401977,1.790187029,0.35,0,142.679697,249.5568447,LowAcc,4508880.49,14.28778009,0.031802316,0.588468973,18.50396606,1.659252334,2.34447691,0.703343073,0.132241287,0.191256778,0.153673939,0.131087574,1.746996749,2,0,1,0.247325553,3,1,1,Titan,142.679697,58.16597641,0,52.2544,90.42529703,5.163107153,6.821937557,0.075985559,0.933797099,0.265339163,14.26190691,4.722663619,0,0.014583564,0,V-tail,yes,yes,0,summer
640,0.981234424,3.384659069,0,11.67500521,2.820590405,0.35,0,149.3833654,246.6951352,LowAcc,4339454.032,13.75090004,0.021346669,0.407692426,19.09864414,0.785849917,2.385536724,0.715661017,0.074322536,0.12984009,0.13862618,0.077015161,1.779233017,2,0,3,0.258119813,3,1,1,Titan,149.3833654,62.94059691,0,52.2544,97.12896541,6.586361552,6.96203012,0.087689415,0.633934654,0.282921435,14.93177679,4.689070973,0,0.014583564,0,V-tail,yes,yes,0,spring
641,1.187515461,3.759805044,0,11.90395783,1.839632265,0.35,0,137.6941571,221.1199267,LowAcc,4017965.273,12.73216364,0.018551487,0.362190659,19.52353818,0.470347976,2.283845105,0.685153531,0.105462959,0.215083556,0.150018494,0.108210516,1.699394413,2,0,4,0.230463341,3,1,1,Titan,137.6941571,52.01533095,0,52.2544,85.43975708,7.383611831,6.077454074,0.07989578,1.050129584,0.238694521,13.76376699,4.81628979,0,0.014583564,0,V-tail,yes,yes,0,winter
642,1.373495824,3.472622116,0,8.779862414,1.799016536,0.35,0,156.6552901,293.1285664,LowAcc,4625315.888,14.6567416,0.015448067,0.268848916,17.40340212,0.040267336,2.429503216,0.728850965,0.080200675,0.165071009,0.150392886,0.085665727,1.813751332,2,0,4,0.269198769,3,1,1,Titan,156.6552901,67.80982822,0,52.2544,104.4008901,7.480594345,7.561533566,0.094574114,0.805947015,0.301387743,15.65839554,4.674045973,0,0.014583564,0,V-tail,no,yes,0,spring
644,0.922951846,3.097774842,0,10.39730189,2.497430478,0.35,0,157.3026834,296.7569501,LowAcc,4711005.871,14.92827677,0.022013193,0.387260464,17.59219864,0.696406832,2.43513177,0.730539531,0.073683135,0.1298609,0.150372368,0.076731873,1.818170338,2,0,4,0.270584336,3,1,1,Titan,157.3026834,68.87937316,0,52.2544,105.0482834,7.043428956,7.685296753,0.091273304,0.634036257,0.303726888,15.7230792,4.673485353,0,0.014583564,0,V-tail,no,no,0,spring
646,0.473062727,2.722073078,0,15.66321213,1.655095584,0.35,0,144.5059572,260.1867139,LowAcc,4489452.108,14.22621526,0.041826539,0.764282118,18.27265997,2.661333856,2.365105185,0.709531555,0.092609965,0.125971846,0.155356561,0.092177028,1.763192113,2,0,1,0.25280616,3,1,1,Titan,144.5059572,60.44163803,0,52.2544,92.25155719,4.73317465,6.947596496,0.077727948,0.615048238,0.274215441,14.44439109,4.70318174,0,0.014583564,0,V-tail,no,no,0,spring
647,0.89872201,3.213509737,0,11.490366,1.71955098,0.35,0,151.2125045,262.4288729,LowAcc,4523700.929,14.33474323,0.022828641,0.414617781,18.16217531,0.853505882,2.397622577,0.719286773,0.088905579,0.150381095,0.170270043,0.090571318,1.788721682,2,0,1,0.261212118,3,1,1,Titan,151.2125045,64.69819431,0,52.2544,98.95810453,6.165619333,7.172416421,0.08753555,0.734224595,0.288033053,15.11454237,4.682955337,0,0.014583564,0,V-tail,no,no,0,fall
648,0.749413831,2.946691741,0,11.58637839,1.926161425,0.35,0,153.7175834,285.8194352,LowAcc,4641640.57,14.7084714,0.026748515,0.480100539,17.94868011,1.171203174,2.415640977,0.724692293,0.102053558,0.167594737,0.150589874,0.102725566,1.802868018,2,0,5,0.265755533,3,1,1,Titan,153.7175834,66.70671927,0,52.2544,101.4631834,6.026198057,7.473395595,0.086879873,0.818268931,0.295603302,15.36484587,4.676688888,0,0.014583564,0,V-tail,no,no,0,spring
649,0.569327211,2.645770545,0,12.29539295,2.501845231,0.35,0,148.5063732,275.3916551,LowAcc,4725085.132,14.97289126,0.033659245,0.589165408,17.5038212,1.703666975,2.38964042,0.716892126,0.083695046,0.10862325,0.15593921,0.084179571,1.78245485,2,0,1,0.259173928,3,1,1,Titan,148.5063732,63.39507596,0,52.2544,96.25197319,5.096088553,7.320423508,0.079866524,0.530344999,0.28466018,14.84411444,4.686815467,0,0.014583564,0,V-tail,no,no,0,summer
650,1.199302949,4.045593866,0,13.64695196,2.819707455,0.35,0,136.8812438,202.2786021,LowAcc,3834918.284,12.15212274,0.018080939,0.391359767,21.64488013,0.709754771,2.283375187,0.685012556,0.097315371,0.185295214,0.125183806,0.099834224,1.699025478,2,0,6,0.230327832,3,1,1,Titan,136.8812438,51.62634084,0,52.2544,84.62684376,7.285069866,5.976189133,0.081683477,0.904690203,0.238484503,13.68254105,4.817261129,0,0.014583564,0,V-tail,yes,yes,0,spring
651,1.342062523,3.895252523,0,11.30572679,1.794601783,0.35,0,145.6213841,230.6503954,LowAcc,4189539.636,13.27584999,0.015965603,0.311740454,19.52575514,0.105198081,2.346399318,0.703919795,0.068955294,0.118101474,0.148364391,0.074147165,1.748506042,2,0,3,0.247841428,3,1,1,Titan,145.6213841,58.98829773,0,52.2544,93.36698406,7.53992001,6.616658149,0.088245473,0.576621727,0.266170175,14.55587608,4.720611148,0,0.014583564,0,V-tail,no,no,0,fall
654,0.5215224,2.807104474,0,15.1092945,2.462995403,0.35,0,137.4196943,233.7064594,LowAcc,4297609.887,13.61830395,0.038030851,0.719441351,18.91730886,2.302701182,2.30780833,0.692342499,0.154027582,0.199278669,0.157135769,0.151728739,1.718208062,2,0,5,0.237270974,3,1,1,Titan,137.4196943,54.33227934,0,52.2544,85.16529431,4.611777775,6.403200002,0.072729515,0.972963388,0.249329909,13.73631835,4.772112464,0,0.014583564,0,V-tail,yes,no,0,summer
655,0.515628656,2.943921479,0,16.80797522,1.687764758,0.35,0,144.9926872,239.6314626,LowAcc,4316413.415,13.67788873,0.039929762,0.761090587,19.06073416,2.648431821,2.368622768,0.71058683,0.082244271,0.100178914,0.168378337,0.082094184,1.765953785,2,0,3,0.253728911,3,1,1,Titan,144.9926872,61.06739851,0,52.2544,92.73828716,4.843776942,6.773831601,0.080419367,0.489116152,0.275720242,14.49304183,4.700398952,0,0.014583564,0,V-tail,yes,yes,0,fall
658,0.992367052,3.281009098,0,10.84782156,2.069199426,0.35,0,152.8146745,275.1613158,LowAcc,4562482.972,14.45763611,0.020719737,0.37304702,18.00442867,0.585468636,2.402880419,0.720864126,0.068887716,0.110538955,0.144479589,0.072430615,1.79284964,2,0,2,0.262546029,3,1,1,Titan,152.8146745,65.28429001,0,52.2544,100.5602745,7.037360648,7.349421598,0.089259732,0.539698287,0.290248236,15.27462921,4.680783176,0,0.014583564,0,V-tail,no,yes,0,summer
659,1.097799581,3.332574748,0,10.11665029,2.434740984,0.35,0,156.0526666,291.342265,LowAcc,4578714.806,14.50907168,0.019537857,0.34192772,17.5007788,0.647119224,2.432803456,0.729841037,0.088963278,0.164577337,0.150501146,0.092045711,1.816342367,2,0,5,0.270012043,3,1,1,Titan,156.0526666,67.90994811,0,52.2544,103.7982666,6.848331719,7.554198882,0.093047885,0.803536698,0.302759934,15.59817761,4.673682214,0,0.014583564,0,V-tail,no,yes,0,fall
661,0.559504305,2.935814301,0,15.40471723,1.741624746,0.35,0,147.1038527,243.7674053,LowAcc,4421861.647,14.01203402,0.035742116,0.678084284,18.97157642,2.262517671,2.377589342,0.713276803,0.129121257,0.165787051,0.343916112,0.127675093,1.772993488,2,0,1,0.256066032,3,1,1,Titan,147.1038527,62.46507399,0,52.2544,94.84945266,4.889588769,6.911500131,0.081744298,0.809443037,0.279544835,14.70399532,4.693978709,0,0.014583564,0,V-tail,no,yes,0,winter
662,0.497947424,2.858477957,0,16.40915453,1.827270956,0.35,0,143.2840652,250.4489694,LowAcc,4323248.869,13.69954898,0.040842114,0.776367409,19.008992,2.706588111,2.348802731,0.704640819,0.091776373,0.133181262,0.155168037,0.091362881,1.750392973,2,0,4,0.248484872,3,1,1,Titan,143.2840652,59.256208,0,52.2544,91.0296652,4.990943811,6.732267653,0.077784377,0.65024768,0.267207995,14.32230661,4.718115505,0,0.014583564,0,V-tail,yes,yes,0,spring
667,1.15673702,3.477828242,0,10.45638643,2.017105339,0.35,0,149.4574374,252.7827075,LowAcc,4356747.407,13.80569944,0.019051623,0.34326656,18.01770742,0.583632027,2.385960312,0.715788094,0.084683989,0.142256088,0.208599049,0.087771043,1.779565578,2,0,1,0.258228819,3,1,1,Titan,149.4574374,62.98750875,0,52.2544,97.20303736,6.488339028,7.018310251,0.088636575,0.69455485,0.28310106,14.9391738,4.688829487,0,0.014583564,0,V-tail,yes,no,0,summer
668,0.508425191,2.488968135,0,12.18460943,1.913800117,0.35,0,154.2328648,294.8255055,LowAcc,4788363.201,15.17340736,0.038825737,0.667189281,17.18420111,2.030229368,2.430134337,0.729040301,0.064036267,0.088219034,0.129532458,0.064874698,1.814246829,2,0,2,0.269354485,3,1,1,Titan,154.2328648,68.32230547,0,52.2544,101.9784648,5.051948305,7.684385191,0.082579371,0.430722921,0.301650299,15.41632105,4.673968673,0,0.014583564,0,V-tail,yes,yes,0,spring
669,0.562123747,3.05821437,0,16.63810715,2.183983007,0.35,0,143.3484036,230.8064389,LowAcc,4322104.313,13.6959221,0.035611089,0.688404664,19.33118814,2.265679466,2.348944793,0.704683438,0.116275056,0.160843515,0.190817234,0.115149898,1.750504508,2,0,1,0.248522853,3,1,1,Titan,143.3484036,59.27204386,0,52.2544,91.09400361,4.979963424,6.64833055,0.079794207,0.785306588,0.267269301,14.32874169,4.71797042,0,0.014583564,0,V-tail,no,no,0,winter
674,1.301461176,3.863344298,0,11.4682093,2.279341674,0.35,0,140.1448726,225.9224461,LowAcc,4115193.032,13.04025982,0.016435204,0.32065568,19.51029522,0.181600361,2.300534652,0.690160396,0.089975953,0.191703635,0.148545399,0.09453776,1.712497461,2,0,4,0.235225445,3,1,1,Titan,140.1448726,53.52672904,0,52.2544,87.89047256,8.018840529,6.272356673,0.082772308,0.935978846,0.246116833,14.00864678,4.78444799,0,0.014583564,0,V-tail,no,no,0,summer
675,0.886279662,3.321839245,0,12.45048989,1.721316881,0.35,0,145.8580888,250.6296056,LowAcc,4401569.065,13.9477307,0.022782891,0.428369023,18.80222438,0.940941111,2.354692643,0.706407793,0.06918268,0.108076221,0.144718234,0.071911048,1.755017173,2,0,3,0.250054726,3,1,1,Titan,145.8580888,59.91276106,0,52.2544,93.60368883,6.642056508,6.861287295,0.08374377,0.52767417,0.269746128,14.57951177,4.71232456,0,0.014583564,0,V-tail,no,no,0,winter
676,0.458655798,2.466395566,0,13.26290241,1.806963092,0.35,0,146.5887166,267.1144417,LowAcc,4606205.293,14.59618378,0.043601585,0.759627081,17.42200597,2.41648991,2.375747314,0.712724194,0.14300832,0.179740507,0.154996247,0.141191771,1.771547302,2,0,1,0.255587655,3,1,1,Titan,146.5887166,62.25974163,0,52.2544,94.33431664,4.353090221,7.126525509,0.076321976,0.877569756,0.278760445,14.6525035,4.695220036,0,0.014583564,0,V-tail,yes,no,0,fall
677,0.991057331,3.335282399,0,11.22448554,2.384412798,0.35,0,151.6018903,257.9263464,LowAcc,4425853.442,14.02468325,0.021062539,0.393808554,18.6971076,0.689023234,2.405170572,0.721551172,0.062461236,0.093016115,0.162982415,0.065764958,1.794647651,2,0,3,0.263124925,3,1,1,Titan,151.6018903,64.86155498,0,52.2544,99.34749032,6.636216818,7.167034472,0.089364954,0.454144313,0.291211501,15.15345279,4.679926936,0,0.014583564,0,V-tail,yes,no,0,winter
678,0.494018261,2.663101504,0,14.35596653,1.678935251,0.35,0,144.4026552,259.6146313,LowAcc,4508086.452,14.28526394,0.039730667,0.725305664,18.2555624,2.386152892,2.364306897,0.709292069,0.080906122,0.092196285,0.157645457,0.080991835,1.762565372,2,0,2,0.252596279,3,1,1,Titan,144.4026552,60.35357279,0,52.2544,92.14825523,4.884252068,6.956914513,0.077014879,0.450141555,0.273873588,14.43406783,4.703834441,0,0.014583564,0,V-tail,yes,yes,0,summer
679,0.943252519,3.748313338,0,14.89511302,1.576512979,0.35,0,136.9752476,203.6277941,LowAcc,4039948.88,12.80182549,0.02183307,0.448679002,20.55043101,1.059944632,2.28750209,0.686250627,0.097212491,0.173794809,0.15832165,0.098396619,1.702265531,2,0,2,0.231515186,3,1,1,Titan,136.9752476,52.42297792,0,52.2544,84.72084761,6.506753936,6.107197881,0.079667224,0.848540325,0.240326958,13.69192556,4.808874236,0,0.014583564,0,V-tail,no,yes,0,winter
680,0.810315851,3.129789417,0,12.08859704,2.818824504,0.35,0,149.7058236,271.120877,LowAcc,4560089.13,14.45005048,0.024473668,0.448034092,18.30678159,1.030865999,2.385355239,0.715606572,0.05974705,0.075160842,0.15000844,0.06253688,1.779090532,2,0,5,0.258073095,3,1,1,Titan,149.7058236,63.33074456,0,52.2544,97.45142356,6.539272021,7.178537742,0.085316113,0.366967262,0.282844465,14.96398278,4.689175051,0,0.014583564,0,V-tail,no,yes,0,summer
682,0.845678315,3.063678372,0,11.09893088,2.382646897,0.35,0,152.6916574,278.4574694,LowAcc,4615459.926,14.62550994,0.022961948,0.427418691,18.61421763,0.917999671,2.410774181,0.723232254,0.096166974,0.159061328,0.151873216,0.097635124,1.799047073,2,0,6,0.264536042,3,1,1,Titan,152.6916574,65.47973166,0,52.2544,100.4372574,6.432453923,7.412527469,0.087401935,0.776605191,0.293564398,15.26233181,4.678057456,0,0.014583564,0,V-tail,no,no,0,winter
683,0.82341306,3.299145165,0,13.218589,1.489983818,0.35,0,139.0828724,233.2283904,LowAcc,4304387.695,13.63978153,0.023515529,0.459733872,19.55022418,1.101457844,2.309703297,0.692910989,0.082622344,0.141757389,0.151577749,0.084387161,1.719695811,2,0,5,0.237800994,3,1,1,Titan,139.0828724,54.32983529,0,52.2544,86.82847236,6.359635463,6.432510104,0.078065575,0.692119987,0.250164884,13.9025125,4.769044991,0,0.014583564,0,V-tail,no,yes,0,summer
684,0.894792847,3.69394791,0,15.2496203,1.520004139,0.35,0,136.8835679,200.6704895,LowAcc,4057817.789,12.85844864,0.022229169,0.468508089,21.07627574,1.16928931,2.291671638,0.687501491,0.092215333,0.160682667,0.170123651,0.093373294,1.705539063,2,0,2,0.232708656,3,1,1,Titan,136.8835679,52.54516186,0,52.2544,84.62916788,6.339279875,6.140534849,0.07941597,0.784521259,0.242184,13.68276178,4.800724723,0,0.014583564,0,V-tail,no,yes,0,spring
685,0.538548771,2.747439471,0,14.01623038,2.255502007,0.35,0,147.0818885,269.0327124,LowAcc,4516891.247,14.31316465,0.037186316,0.675038051,18.15286154,2.109421081,2.379334209,0.713800263,0.142184753,0.192914999,0.154364524,0.140488492,1.774363391,2,0,6,0.256518353,3,1,1,Titan,147.0818885,62.25367659,0,52.2544,94.82748847,4.775592598,7.086990837,0.079838009,0.941893241,0.280287234,14.70178715,4.692839243,0,0.014583564,0,V-tail,no,yes,0,spring
686,1.241214016,3.752154304,0,11.34265464,1.64803198,0.35,0,145.6786069,232.5730774,LowAcc,4132384.163,13.09473522,0.018015144,0.346594045,19.23903848,0.344088852,2.345765016,0.703729505,0.087233498,0.178372525,0.154786371,0.090892019,1.748008048,2,0,4,0.247671333,3,1,1,Titan,145.6786069,58.91759161,0,52.2544,93.42420692,7.41675163,6.568592303,0.087019796,0.870890685,0.265896069,14.56159846,4.721282805,0,0.014583564,0,V-tail,yes,no,0,fall
687,0.877111615,3.325132571,0,12.60558682,2.545109811,0.35,0,143.9094786,235.3146309,LowAcc,4293060.678,13.60388838,0.023646039,0.448925059,18.98521172,1.012118097,2.348646761,0.704594028,0.059501758,0.093500971,0.15005627,0.062209118,1.750270521,2,0,2,0.248443166,3,1,1,Titan,143.9094786,58.85508203,0,52.2544,91.65507857,6.192037372,6.684091385,0.082551694,0.456511587,0.267140684,14.38480514,4.718275103,0,0.014583564,0,V-tail,yes,no,0,summer
688,0.675414602,3.329860492,0,16.4165401,2.800282541,0.35,0,134.3062376,216.322464,LowAcc,4041144.325,12.80561363,0.029269294,0.614031116,20.9786788,1.900155385,2.278411118,0.683523335,0.119012745,0.181324801,0.151803108,0.1181054,1.695128163,2,0,6,0.228891457,3,1,1,Titan,134.3062376,50.8777575,0,52.2544,82.05183763,5.673286917,6.041404126,0.074576738,0.885304955,0.236262401,13.42087805,4.827783382,0,0.014583564,0,V-tail,yes,no,0,fall
691,1.023145492,3.719456505,0,13.5213973,2.246672501,0.35,0,144.014698,230.4461129,LowAcc,4166585.038,13.20311126,0.020432632,0.408867214,20.01050131,0.838972852,2.340362774,0.702108832,0.074640565,0.130630841,0.135173753,0.077389513,1.743766721,2,0,6,0.246217901,3,1,1,Titan,144.014698,58.31539946,0,52.2544,91.76029798,6.786329982,6.534434054,0.085640628,0.637795437,0.26355803,14.39533017,4.727226654,0,0.014583564,0,V-tail,no,yes,0,spring
692,0.798528363,3.065859001,0,11.7710176,1.651563782,0.35,0,144.6183713,254.5096824,LowAcc,4472070.26,14.17113551,0.025095355,0.456656084,18.19683708,1.035500126,2.352378142,0.705713443,0.061644926,0.089148308,0.151010893,0.064388868,1.753200047,2,0,3,0.249439014,3,1,1,Titan,144.6183713,59.03762128,0,52.2544,92.3639713,6.503499369,6.853466814,0.080614125,0.435260033,0.268749619,14.45563083,4.714545666,0,0.014583564,0,V-tail,yes,no,0,spring
693,1.015942027,3.533256732,0,12.28800739,2.728763541,0.35,0,147.3675263,242.1391977,LowAcc,4343845.613,13.76481612,0.020067623,0.387665782,19.31797257,0.701030992,2.372564633,0.71176939,0.055826279,0.079071291,0.160039313,0.059580858,1.769048563,2,0,3,0.254758992,3,1,1,Titan,147.3675263,61.26454631,0,52.2544,95.11312634,6.781798215,6.873530803,0.087400505,0.386059741,0.277403579,14.73034484,4.697458786,0,0.014583564,0,V-tail,no,no,0,winter
694,0.82406792,3.583378619,0,15.58197087,1.997680426,0.35,0,136.9053306,201.3539405,LowAcc,4085373.64,12.94576786,0.023380695,0.501957734,21.46889724,1.33590588,2.290313966,0.68709419,0.108167185,0.182373969,0.146330931,0.108270085,1.704473149,2,0,3,0.232320716,3,1,1,Titan,136.9053306,52.73641993,0,52.2544,84.65093065,6.059210581,6.141965431,0.078464148,0.89042744,0.241579805,13.68493669,4.803343061,0,0.014583564,0,V-tail,no,yes,0,fall
696,0.721254832,3.132246603,0,13.60263855,1.769879166,0.35,0,137.2980737,234.1730936,LowAcc,4239313.88,13.43357505,0.026530768,0.534143474,20.13298206,1.454973372,2.299588912,0.689876674,0.09702614,0.154735958,0.126721018,0.097506691,1.711754956,2,0,6,0.234958173,3,1,1,Titan,137.2980737,53.21404069,0,52.2544,85.04367368,5.842391287,6.385908691,0.075280365,0.755486892,0.245698108,13.72416552,4.786118569,0,0.014583564,0,V-tail,yes,yes,0,winter
697,1.059817676,3.96725849,0,14.85079961,1.914683068,0.35,0,138.3785765,205.8726364,LowAcc,3952848.084,12.52581972,0.019985816,0.421396396,21.08477348,0.912720574,2.295054469,0.688516341,0.104733368,0.203591923,0.139526059,0.10602027,1.708194942,2,0,5,0.233672461,3,1,1,Titan,138.3785765,53.26484749,0,52.2544,86.12417647,6.789543245,6.108543636,0.082445247,0.994022533,0.243687405,13.83215659,4.794346757,0,0.014583564,0,V-tail,no,yes,0,fall
698,1.35254029,4.038608354,0,12.05905477,2.534514404,0.35,0,142.9596597,219.7336973,LowAcc,4076757.722,12.91846567,0.015958128,0.32070583,20.09670735,0.182896663,2.324330838,0.697299252,0.064224878,0.115346022,0.134364843,0.069786749,1.731179967,2,0,4,0.241853216,3,1,1,Titan,142.9596597,56.52830714,0,52.2544,90.70525974,7.829764226,6.388771823,0.086857029,0.563168437,0.256581578,14.28991303,4.74731291,0,0.014583564,0,V-tail,no,yes,0,fall
699,1.345336825,3.891074152,0,11.25402782,2.62899012,0.35,0,142.6567913,220.7106166,LowAcc,4046899.557,12.82385085,0.016563933,0.326505074,19.71180895,0.176455833,2.324307982,0.697292395,0.080549397,0.169553691,0.154517093,0.08525609,1.731162022,2,0,3,0.241846937,3,1,1,Titan,142.6567913,56.15959416,0,52.2544,90.40239129,7.671768192,6.379527449,0.085519593,0.827833379,0.25657159,14.25964909,4.74734426,0,0.014583564,0,V-tail,yes,yes,0,winter
700,0.962243472,3.440678468,0,12.30277852,1.942937487,0.35,0,147.3575694,255.2089314,LowAcc,4327927.514,13.71437471,0.021810351,0.41228818,18.90332645,0.848707634,2.361938967,0.70858169,0.101183183,0.179470321,0.150490148,0.102817592,1.760706299,2,0,6,0.25197269,3,1,1,Titan,147.3575694,60.72051453,0,52.2544,95.10316941,6.839062932,6.858785848,0.085944527,0.876250591,0.272858795,14.72935153,4.705817088,0,0.014583564,0,V-tail,no,no,0,summer
702,0.883005359,3.369351807,0,12.85669615,2.523918996,0.35,0,140.8497664,237.0197908,LowAcc,4273802.73,13.54286362,0.023144351,0.44038976,19.02795864,1.007892743,2.320072661,0.696021798,0.106510853,0.188802612,0.149668654,0.107457823,1.72783685,2,0,4,0.240680626,3,1,1,Titan,140.8497664,55.69053793,0,52.2544,88.59536638,6.28899929,6.512327401,0.080024865,0.921814815,0.254718796,14.07906806,4.753291656,0,0.014583564,0,V-tail,no,no,0,fall
703,1.414752031,3.503576132,0,8.676464459,1.87583324,0.35,0,157.7611958,295.859294,LowAcc,4546215.545,14.40608774,0.01581183,0.272077847,17.20723359,0.011586549,2.43309371,0.729928113,0.088110158,0.168852467,0.150179999,0.093615613,1.816570247,2,0,5,0.270083453,3,1,1,Titan,157.7611958,68.20747072,0,52.2544,105.5067958,8.073938149,7.545312302,0.095638055,0.824409706,0.302880527,15.76890774,4.673654988,0,0.014583564,0,V-tail,yes,no,0,spring
705,1.20192239,3.82223068,0,12.15506716,2.75701796,0.35,0,141.0269657,213.9952146,LowAcc,4056496.235,12.85426089,0.017995313,0.359581174,19.98193442,0.459824488,2.316948919,0.695084676,0.063942327,0.100925811,0.145646044,0.068575909,1.725384385,2,0,2,0.239816784,3,1,1,Titan,141.0269657,55.34458763,0,52.2544,88.77256574,7.404138132,6.324729924,0.083768951,0.492762821,0.253349608,14.0967884,4.757856712,0,0.014583564,0,V-tail,yes,yes,0,winter
706,0.698989577,3.18806083,0,14.54060574,2.755252059,0.35,0,134.9988607,214.9867881,LowAcc,4173142.29,13.22388994,0.027188803,0.559250501,20.56914742,1.604031296,2.277750148,0.683325044,0.099675485,0.153903529,0.152010151,0.099886069,1.694609231,2,0,3,0.228699522,3,1,1,Titan,134.9988607,51.33592133,0,52.2544,82.74446072,5.878377074,6.13527816,0.073651902,0.751422619,0.235966035,13.49003914,4.829220894,0,0.014583564,0,V-tail,yes,yes,0,summer
707,1.017906608,3.653770604,0,13.11519104,1.544726757,0.35,0,141.1334302,220.3873127,LowAcc,4146433.482,13.13925483,0.020519343,0.406673546,19.81903356,0.819934849,2.322900472,0.696870142,0.101602528,0.190737796,0.148262935,0.103124516,1.730056979,2,0,3,0.241459966,3,1,1,Titan,141.1334302,55.78571586,0,52.2544,88.87903024,6.537121086,6.414924528,0.082754915,0.931263208,0.255956317,14.10742062,4.74929015,0,0.014583564,0,V-tail,no,no,0,winter
708,1.123339138,3.412698367,0,10.36775961,2.706689775,0.35,0,144.972994,253.2677456,LowAcc,4339847.363,13.75214643,0.019241928,0.345541864,17.95775657,0.58980786,2.347806851,0.704342055,0.10113685,0.183631078,0.150934895,0.103830705,1.749611103,2,0,4,0.248218456,3,1,1,Titan,144.972994,58.76206304,0,52.2544,92.71859397,6.747963863,6.736626485,0.083797855,0.896565181,0.266778113,14.49107571,4.719140166,0,0.014583564,0,V-tail,yes,yes,0,fall
709,0.699644438,3.110819158,0,13.83159117,2.305830193,0.35,0,136.7495743,220.7742476,LowAcc,4269125.558,13.52804256,0.026642346,0.540809243,20.29885956,1.510509317,2.291279928,0.687383978,0.078393631,0.117374938,0.151026901,0.079624474,1.70523153,2,0,2,0.232596795,3,1,1,Titan,136.7495743,52.8440964,0,52.2544,84.49517431,5.982890198,6.293247078,0.074433916,0.573074469,0.242009728,13.66936227,4.801476685,0,0.014583564,0,V-tail,yes,yes,0,winter
710,1.027074655,3.658803012,0,13.03394979,2.360573131,0.35,0,143.8703242,226.6405902,LowAcc,4083394.345,12.93949586,0.021217907,0.423642896,19.9662902,0.893186293,2.338188985,0.701456695,0.095459893,0.180644231,0.157240447,0.097256862,1.742060068,2,0,6,0.245630633,3,1,1,Titan,143.8703242,58.0730855,0,52.2544,91.61592424,6.721455983,6.466629823,0.08493029,0.881982122,0.262615439,14.38090869,4.729732828,0,0.014583564,0,V-tail,yes,yes,0,spring
