,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold
26,355.0,0.801522803,2.845784851505792,0.0,10.1038815,1.642831456,0.35,0.0,173.59321798555987,357.9110271943707,LowAcc,4997301.965729624,15.835494352325984,0.026859697063904647,0.4373398487335043,16.28238202735438,0.9434549145479392,2.5578765557616108,0.7673629667284833,0.06673193478938133,0.086943359,0.15055767002306092,0.06920018915076334,1.9145378902942205,2.0,0.0,3.0,0.2992087106751217,3.0,1,1,Titan,173.59321798555987,82.56182992112323,0.0,52.254400000000004,121.33881798555987,6.878159062780426,8.9293157095492,0.10320584954449424,0.42449453180459634,0.35350725440549097,17.350851044296316,4.722871047615784,0.0,0.014583564440330758,0.0,V-tail,no,no,0.0
27,358.0,0.45095828,2.7509831603920007,0.0,16.781837,2.421179514,0.35,0.0,143.6442454910677,255.51362816194037,LowAcc,4427619.462575953,14.030279433721047,0.04427273773805648,0.8193786730913947,18.507522122063474,2.8652811919149856,2.3541011681194464,0.7062303504358338,0.06030241020929578,0.15178278499999998,0.12982821089012841,0.060770712268240906,1.754552803345702,2.0,0.0,6.0,0.24989752423779768,3.0,1,1,Titan,143.6442454910677,59.84682895374366,0.0,52.254400000000004,91.38984549106767,4.537843558880552,6.831746322455307,0.07710655546611445,0.7410682425390616,0.26949157561016834,14.358291203903718,4.712885514028763,0.0,0.014583564440330758,0.0,V-tail,no,yes,0.0
28,359.0,1.110903747,3.550020385314144,0.0,11.34449746,2.676556769,0.35,0.0,137.6742992887094,223.0950151979516,LowAcc,4182340.3621755657,13.253036866477698,0.018788851051817337,0.35728193782348955,19.015635221022826,0.4347903936998218,2.2871129584964263,0.6861338875489279,0.06805074186013792,0.127974559,0.15000722312906967,0.07258445981665249,1.701960021336699,2.0,0.0,1.0,0.2314034884316732,3.0,1,1,Titan,137.6742992887094,52.37960112021372,0.0,52.254400000000004,85.4198992887094,7.293438280719855,6.217497805979942,0.0783748293579318,0.6248263367142818,0.24015341867303266,13.761772631943742,4.8096513006665695,0.0,0.014583564440330758,0.0,V-tail,yes,no,0.0
29,365.0,0.57735577,2.3922942087102097,0.0,9.91255631,2.059584948,0.35,0.0,179.90340818920933,407.77943254024945,LowAcc,5601422.203685941,17.74983586738517,0.030917613969129988,0.5008095798177755,16.198196287650592,1.2738199001191155,2.660859319684845,0.7136255683055142,0.08577933517433237,0.106929223,0.15246081599075142,0.0865101289250217,2.660859319684845,3.0,0.0,2.0,0.32098568499798447,3.0,1,1,Titan,179.90340818920933,92.92066517949146,0.0,52.254400000000004,127.64900818920933,6.635650208779754,9.058702657074036,0.10579580906283531,0.5220740373467084,0.3932094751007764,17.98140542020633,0.016921837707085347,0.0,0.014583564440330758,0.0,V-tail,yes,yes,0.0
30,366.0,0.892847537,3.447464714022166,0.0,13.31135772,2.103267501,0.35,0.0,136.16090815307223,220.7692071065754,LowAcc,4195641.5139890285,13.295185673146971,0.022455146929250047,0.43686952564556697,19.455206729308962,0.9950469245536022,2.2864412669087084,0.6859323800726125,0.09871222444758404,0.170630934,0.15056804811588692,0.10004377015830807,1.7014326728756948,2.0,0.0,3.0,0.23121055779693797,3.0,1,1,Titan,136.16090815307223,51.76362415816919,0.0,52.254400000000004,83.90650815307222,6.347881309681506,6.209119468206411,0.07681010062143248,0.8330929385844292,0.23985377493247612,13.610543529860877,4.810999308575575,0.0,0.014583564440330758,0.0,V-tail,no,yes,0.0
31,368.0,0.767185831,2.587077598281941,0.0,8.724053846,2.237968223,0.35,0.0,196.32342065095145,461.7802640716483,LowAcc,5772654.087198152,18.29243696351482,0.024751417359663172,0.3872521477394426,15.645655443172265,0.6790631753438278,2.7464630823699556,0.7354325257632421,0.0814686037753266,0.107449709,0.15050160398997608,0.0836290019501684,2.7464630823699556,3.0,0.0,1.0,0.3428119526742884,3.0,1,1,Titan,196.32342065095145,104.94912015184728,0.0,52.254400000000004,144.06902065095144,8.421554443378401,9.959330825179695,0.12263714625800587,0.5246152718173118,0.43455573328132346,19.626683684154962,0.015939830594142668,0.0,0.014583564440330758,0.0,V-tail,yes,yes,0.0
32,371.0,0.523889528,2.83503481383754,0.0,15.34182679,2.458771201,0.35,0.0,135.48503601310665,224.9869785762874,LowAcc,4286007.711897996,13.581538874622899,0.03731359314973092,0.7099358079396809,19.026197908383434,2.3032866303004993,2.2907452494358944,0.6872235748307682,0.12653026738407552,0.16774972786590941,0.15347193538483775,0.12511330466242523,1.7048117513149703,2.0,0.0,3.0,0.23244402056780347,3.0,1,1,Titan,135.48503601310665,52.784495416617624,0.0,52.254400000000004,83.23063601310666,4.675696534132956,6.2826414299271525,0.07133745477631058,0.8190256623371046,0.24177178678105518,13.538576522965663,4.802507641128451,0.0,0.014583564440330758,0.0,V-tail,yes,no,0.0
33,372.0,0.640420648,2.9002247156825676,0.0,13.13402906,2.245288436,0.35,0.0,142.2777667206965,248.83719113130576,LowAcc,4495821.254296657,14.246397870233023,0.029462902920403454,0.5542771893263719,18.812714783190206,1.5686954772600306,2.336432135225033,0.7009296405675098,0.10475034768423923,0.152902751,0.15294799009335108,0.10470830438985076,1.7406807563010762,2.0,0.0,4.0,0.24515497751028134,3.0,1,1,Titan,142.2777667206965,57.87724811312687,0.0,52.254400000000004,90.02336672069649,5.329942854900041,6.762512672087798,0.07713613199262055,0.7465363938536096,0.26185288038163335,14.221747029238607,4.731807080674989,0.0,0.014583564440330758,0.0,V-tail,no,yes,0.0
34,375.0,0.53429455,2.753361160996401,0.0,14.18879845,2.750134935,0.35,0.0,148.56727787757296,273.5924792593512,LowAcc,4608677.554579661,14.604017905606451,0.03586518805803273,0.6601811784252811,18.407297275482158,2.136447254511612,2.3921055583888418,0.7176316675166525,0.053508900887081996,0.06489273000000001,0.15047660684443495,0.05474002086517149,1.7843902422632592,2.0,0.0,6.0,0.2598050909711626,3.0,1,1,Titan,148.56727787757296,63.66808674846209,0.0,52.254400000000004,96.31287787757294,5.161997314259623,7.248706069671485,0.08121149533515923,0.31683396357934696,0.2857031149728754,14.850205833031232,4.685549773820825,0.0,0.014583564440330758,0.0,V-tail,no,no,0.0
35,376.0,0.477633174,2.5627886116210954,0.0,13.75089886,2.513979111,0.35,0.0,151.22043880357106,286.6833778647849,LowAcc,4619441.032267132,14.63812530822094,0.042363847178110925,0.7481876237091482,17.660993359822406,2.4494211205574428,2.4138922126884736,0.7241676638065421,0.08324907164499262,0.101549071,0.15088191986882254,0.08321900446974814,1.8014950546882251,2.0,0.0,6.0,0.26531798366219905,3.0,1,1,Titan,151.22043880357106,66.08093011327219,0.0,52.254400000000004,98.96603880357105,4.782695774624761,7.423350624950205,0.08133108931733417,0.49580584239144376,0.29487116195512364,15.11531693572938,4.677153696890286,0.0,0.014583564440330758,0.0,V-tail,yes,no,0.0
