,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold
0,430.0,0.585233013,2.3092845571975738,0.0,9.112259643,1.554373623,0.35,0.0,133.5724830630122,294.32491034053345,LowAcc,4989077.301602784,15.809431964416762,0.03046341458112868,0.4624034663790546,15.17897690515304,1.0176120699991271,2.375466002741613,0.7126398008224839,0.14707634531605976,0.189408229,0.22732657032600964,0.146586502517457,0.8856632215047688,1.0,0.0,2.0,0.16011811941724546,3.0,Tail sizing failure,1,Titan,133.5724830630122,30.792309237928215,0.0,52.254400000000004,81.31808306301221,2.5119145678160124,6.549425961745824,0.06911144760235931,0.9247716952055277,0.14875388821048235,13.347271029509981,26.959941670553473,0.0,0.014583564440330758,0.0,V-tail,no,yes,0.0
1,431.0,0.899316671,2.6814805475944627,0.0,7.995334857,2.052632864,0.35,0.0,266.28032473537235,690.7157599163015,LowAcc,6467790.328341862,20.495190788722407,0.02232378212525976,0.3216786120864101,14.409682475910968,0.5606058968252721,4.451265536808489,0.7161475244018569,0.13214267468818622,0.14235347,0.1490510045042902,0.13295855141030538,4.451265536808489,5.0,0.0,5.0,0.4247816334550743,3.0,Fuselage greater than aeroshell diameter,1,Titan,266.28032473537235,157.18624295685,0.0,52.254400000000004,214.02592473537234,11.378770804152477,17.18645202882514,0.33295695371666617,0.695030308162003,0.6033218741425781,26.619104167588787,0.009462077494358683,0.0,0.014583564440330758,0.0,V-tail,yes,no,0.0
2,432.0,1.031878969,3.6160192858240263,0.0,12.67163676,1.846020891,0.35,0.0,66.35085715814385,690.7157599163015,LowAcc,3093507.2729686736,9.802733011916855,-0.02517575797429816,0.33883546325049757,-13.458798880908112,0.00152183727499877,1.8172176,0.54516528,0.13214267468818622,0.166183166,0.053595685962832096,0.13295855141030538,0.6665213999999999,1.0,0.0,2.0,0.0,3.0,Negative aerodynamic coefficient,1,Titan,66.35085715814385,0.0,0.0,52.254400000000004,14.096457158143846,3.430962332101855,3.194447662518715,0.030898314949765058,0.8113770396767798,0.0,6.62877180889673,0.0,0.0,0.0,0.0,V-tail,yes,no,0.0
3,433.0,1.010282133,2.9203252247205818,0.0,8.441502764,1.781274005,0.35,0.0,191.99102415162156,438.5050561508727,LowAcc,5530925.661863326,17.526445806599128,0.01970210458769442,0.3132679567339404,15.90022808678023,0.2718507234896111,2.7095702883685986,0.7260343455425468,0.11218949505949131,0.18658926399999998,0.18187668107210334,0.11439883972061779,2.7095702883685986,3.0,0.0,3.0,0.33358060621020996,3.0,1,1,Titan,191.99102415162156,100.80807712613787,0.0,52.254400000000004,139.73662415162156,9.23928228732035,9.017767229851808,0.12339371485526175,0.9110083067005063,0.4168803215788628,19.18930098372137,0.016330617015176525,0.0,0.014583564440330758,0.0,V-tail,yes,yes,0.0
4,434.0,1.104007697,3.4365317590479654,0.0,10.69716322,2.332735331,0.35,0.0,148.27311292859414,262.8513874929639,LowAcc,4470854.8934274465,14.167284246670997,0.018639830286516938,0.3388305177956463,18.177768390988962,0.33373430972186385,2.3682118405313517,0.7104635521594055,0.05963480484927351,0.09807121199999999,0.14921893996545943,0.06468138235023463,1.7656311635875435,2.0,0.0,4.0,0.253621287881523,3.0,1,1,Titan,148.27311292859414,61.02188886051645,0.0,52.254400000000004,96.01871292859414,7.628920295118964,6.990719542716958,0.08668507042369328,0.4788254525736614,0.2755445794454223,14.820829318132148,4.700716245226519,0.0,0.014583564440330758,0.0,V-tail,no,yes,0.0
5,435.0,1.069727104,4.262998912512593,0.0,16.98859425,1.841409306,0.35,0.0,137.34227088029223,195.46670097303473,LowAcc,3819702.5061211917,12.103906843743477,0.020109334052258225,0.4437572988437145,22.067229958511817,1.0393665810168007,2.2834700085247817,0.6850410025574345,0.10061420582218669,0.19880149600000002,0.13706030530542462,0.1019570745514759,1.6990999228983825,2.0,0.0,4.0,0.23035518200774857,3.0,Power Unconverged,1,Titan,137.34227088029223,51.43584209364617,0.0,52.254400000000004,85.08787088029223,7.847980869552586,5.951112271332605,0.08351485565360658,0.9706336278837966,0.2385268855359607,13.728611924746179,4.817064787500987,0.0,0.014583564440330758,0.0,V-tail,no,yes,0.0
6,436.0,0.401728377,2.0153295264680895,0.0,10.11019717,1.566328161,0.35,0.0,269.9002994991736,721.3551919045988,LowAcc,6698687.807401949,21.2268607479718,0.048408139746832377,0.6776483795636981,13.998645333361328,2.5033030885392034,4.500216931718911,0.7236295388798984,0.09832341751388508,0.093148515,0.06694706311849188,0.09788515929593114,4.500216931718911,5.0,0.0,3.0,0.43442414588786,3.0,Fuselage greater than aeroshell diameter,1,Titan,269.9002994991736,164.06455801035926,0.0,52.254400000000004,217.64589949917362,7.268150908273224,17.921233151912684,0.30786477940232615,0.45479074788470525,0.6245435159371326,26.980916044461953,0.009258776502005968,0.0,0.014583564440330758,0.0,V-tail,yes,no,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
