,Unnamed: 0,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
10,10,61.0,1.156900736,3.069279625886107,0.0,8.142857143,2.237357372,0.35,0.0,196.16161770629097,459.12320402760406,LowAcc,400000.0,17.80876004605771,0.0177609745026526,0.2707172954688649,15.242254608745332,0.2717109249357808,2.743306505464398,0.7346284099611746,0.0652117496422669,0.073039692,0.044378411,0.028661281,0.150056108490399,0.0706385248028194,2.743306505464398,3.0,0.0,1.0,0.342031858266426,3.0,1,1,Titan,196.16161770629097,104.21657787756766,0.0,52.2544,143.90721770629096,9.312134374115528,9.817423120016503,0.1303487305270849,0.3566109041024274,0.4330514608829245,19.61051611705387,0.0159715575846304,0.0,0.0145835644403307,0.0,0.0,V-tail,no,yes,0.0,winter,0.0071174158632214,100.0,4.7
11,0,70.0,0.476271544,2.693127406544367,0.0,15.22857143,1.460846448,0.35,0.0,147.074647712208,252.37148320605456,LowAcc,400000.0,14.133623416894936,0.0429410511179827,0.7827833536711917,18.22925460116135,2.686434786120576,2.3882614123391086,0.7164784237017325,0.1004004660070972,0.126343348,0.094404984,0.031938364,0.174269129318548,0.0996498452194356,1.7813721837669638,2.0,0.0,1.0,0.2588201815261438,3.0,1,1,Titan,147.074647712208,62.88181346001513,0.0,52.2544,94.820247712208,4.570831484336389,6.983753558123866,0.0797028654844056,0.6168620694294221,0.2840762516671064,14.701071873971744,4.68755258473961,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,no,0.0,summer,0.0896814267066148,10.0,3.2
12,1,73.0,0.423915452,2.684504178428486,0.0,17.0,1.954989763,0.35,0.0,142.13530448211958,250.31059712862904,LowAcc,400000.0,14.073061699302768,0.0466383039049362,0.8572568495086289,18.380961092753115,3.069768022886462,2.349557721988469,0.7048673165965407,0.1049801183363888,0.134628626,0.113164949,0.021463677,0.1588430328354351,0.1039122533478036,1.75098572082057,2.0,0.0,1.0,0.2486866557198004,3.0,1,1,Titan,142.13530448211958,58.57893136459567,0.0,52.2544,89.88090448211958,4.552348270634255,6.809794896880775,0.0755428325335177,0.6573143276114523,0.2675337542395914,14.20750792788468,4.717347543299289,0.0,0.0145835644403307,0.0,0.0,V-tail,no,no,0.0,spring,0.0300224532904107,30.0,3.95
13,2,90.0,0.580983727,3.142725466692883,0.0,17.0,1.884397861,0.35,0.0,137.82831381909335,232.58721730402624,LowAcc,400000.0,13.49502559752825,0.0331325158665187,0.6596179716566539,19.908478254837704,2.181681580408372,2.3097129872703928,0.6929138961811178,0.0697073736869547,0.128079551,0.11941827,0.008661281,0.1507336696434083,0.0704425369029196,1.719703418173177,2.0,0.0,1.0,0.2378037015044634,3.0,1,1,Titan,137.82831381909335,54.19525028812858,0.0,52.2544,85.57391381909335,5.478151169854745,6.388122024989777,0.0761182898238186,0.6253389524033447,0.2501691516018083,13.777150919405404,4.769029458445534,0.0,0.0145835644403307,0.0,0.0,V-tail,no,no,0.0,summer,0.031308413197658,30.0,3.8
14,3,99.0,0.37155936,2.4243999689607167,0.0,15.81904762,1.460846448,0.35,0.0,183.77233839214827,413.8563733465279,LowAcc,400000.0,17.03864352419633,0.0514480100963928,0.8626752370135373,16.76790288676338,3.171688982307028,2.70097154333674,0.723843875623726,0.0513541484644239,0.054678233,0.044378411,0.0102998219999999,0.1557884560377386,0.0518315293448725,2.70097154333674,3.0,0.0,6.0,0.3313920707094284,3.0,1,1,Titan,183.77233839214827,98.2866572065086,0.0,52.2544,131.51793839214827,5.725909549783836,8.315918332193778,0.110659774698111,0.2669624360526216,0.4127302344621433,18.368088938885464,0.0164283551234065,0.0,0.0145835644403307,0.0,0.0,V-tail,no,no,0.0,summer,0.007439110459475,100.0,4.25
15,0,104.0,0.37155936,2.5132666233410257,0.0,17.0,1.460846448,0.35,0.0,142.1851374307582,256.15046074175484,LowAcc,400000.0,14.042149738235338,0.053922891420911,0.9827074003666094,18.22430834978409,3.603915931134689,2.3545323010788275,0.7063596903236482,0.0843445001591058,0.122300917,0.113164949,0.009135968,0.163506285718494,0.083790026707352,1.7548912880115444,2.0,0.0,6.0,0.2500121203301096,3.0,1,1,Titan,142.1851374307582,59.1125965327033,0.0,52.2544,89.9307374307582,4.115992786317279,6.821820267142006,0.0739785490433779,0.5971251985006445,0.2696771291367617,14.21248722540166,4.712476178072828,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,no,0.0,winter,0.0090265631416094,100.0,2.9
16,1,114.0,0.528627635,2.7250614003692557,0.0,14.04761905,2.378541176,0.35,0.0,151.38259866840625,275.56865979373845,LowAcc,400000.0,14.506210700985791,0.0383612658469691,0.6891020802593384,17.96348647639276,2.17441581068369,2.4216282987735003,0.72648848963205,0.0887322186869372,0.146839516,0.138178235,0.008661281,0.4741389222318627,0.0887384708194042,1.807568694980484,2.0,0.0,4.0,0.2672481637706255,3.0,1,1,Titan,151.38259866840625,66.55278717011869,0.0,52.2544,99.12819866840624,4.25254806678034,7.402709371505617,0.0836865140233609,0.7169330965788145,0.2981058394990709,15.131522124934833,4.675322920525193,0.0,0.0145835644403307,0.0,0.0,V-tail,no,yes,0.0,summer,0.0873779885518291,10.0,5.0
17,2,116.0,0.476271544,2.84545536742364,0.0,17.0,1.460846448,0.35,0.0,165.05854917544158,300.1361504765306,LowAcc,400000.0,14.449459020405454,0.0462403827956665,0.8405153400721203,18.1770843850127,3.0069075155005605,2.529553561424379,0.7588660684273136,0.0707094443178716,0.101468359,0.088151662,0.013316697,-0.2623935492956236,0.0708897416769984,1.8923013642637,2.0,0.0,6.0,0.2928521394144514,3.0,1,1,Titan,165.05854917544158,78.38726807290315,0.0,52.2544,112.80414917544158,4.309430840462491,7.9574944568457635,0.0974424520403047,0.4954117720099323,0.3422145473431101,16.498084063300606,4.702219406095879,0.0,0.0145835644403307,0.0,0.0,V-tail,no,yes,0.0,fall,0.0292403914169881,30.0,4.7
18,3,119.0,0.580983727,2.5389274868121774,0.0,11.0952381,2.590316883,0.35,0.0,160.45584148573204,313.8342615591677,LowAcc,400000.0,15.308488251088733,0.033686650405513,0.5967499400014358,17.714730696518675,1.6426424697139974,2.478131732548492,0.7434395197645476,0.112767512774022,0.1689121079999999,0.144431557,0.024480551,0.1390005975456771,0.1123595496383627,1.8519298264693171,2.0,0.0,6.0,0.2809441096152019,3.0,1,1,Titan,160.45584148573204,72.76998963316042,0.0,52.2544,108.20144148573202,5.361791473837361,8.10414919476162,0.0884828451993737,0.8247008975301656,0.3214240045920126,16.038134082536846,4.678185789673888,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,no,0.0,summer,0.0827987383059207,10.0,5.0
19,4,134.0,1.418681194,4.173248203490638,0.0,12.27619048,1.743214057,0.35,0.0,152.987827587684,233.84458693380904,LowAcc,400000.0,12.932546173181636,0.0160867781054843,0.3264896519358007,20.29552778032613,0.2314067019880528,2.3515025356574357,0.7054507606972306,0.0930256234504162,0.206253103,0.169444843,0.03680826,0.1410471293316696,0.0970947036452523,1.7525126038633576,2.0,0.0,5.0,0.249205685946967,3.0,1,1,Titan,152.987827587684,58.79475706352435,0.0,52.2544,95.02524989156052,8.217553823477314,6.621527750491945,0.0944885905758608,1.0070155489533157,0.2683723311782587,15.291546965546168,4.715404253372993,0.0,0.0145835644403307,0.0,5.7081776961234505,V-tail,no,yes,2.0,fall,0.0326701201652421,30.0,3.35
20,5,147.0,0.37155936,2.3787219791823264,0.0,15.22857143,2.872684492,0.35,0.0,145.84528758402325,271.0489069027606,LowAcc,400000.0,14.295321628380895,0.0564336895724842,0.9726167922406252,17.23468374314571,3.287597441121628,2.381828518414157,0.7145485555242472,0.1780877657237461,0.198106124,0.169444843,0.028661281,0.1612419127753368,0.175224746751819,1.776321686227383,2.0,0.0,4.0,0.2571635708243597,3.0,1,1,Titan,145.84528758402325,62.11546585571921,0.0,52.2544,93.59088758402326,3.7792786749986274,7.0881913102522125,0.075293458565732,0.96723852542899,0.2813474649927986,14.578217481609215,4.691271248016137,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,yes,0.0,winter,0.0088667016070817,100.0,3.8
21,6,150.0,0.947476369,3.064890117039972,0.0,9.914285714,1.460846448,0.35,0.0,168.30438442268647,343.0342915185555,LowAcc,400000.0,15.423492188389686,0.0225374048307962,0.3781177258871947,16.777340990499283,0.8707666658770455,2.529446099980259,0.7588338299940777,0.0610896098286952,0.076316775,0.044378411,0.031938364,0.1502960775862385,0.0644558188227549,1.8922169957406896,2.0,0.0,6.0,0.2928277589231521,3.0,1,1,Titan,168.30438442268647,78.3550000347786,0.0,52.2544,116.04998442268646,6.774494123038212,8.564862782233938,0.1017308395187583,0.372611019922312,0.342171494195375,16.82238004838001,4.702150516178944,0.0,0.0145835644403307,0.0,0.0,V-tail,no,yes,0.0,winter,0.008218135666547,100.0,3.2
22,7,152.0,1.418681194,3.860428493700888,0.0,10.5047619,1.884397861,0.35,0.0,141.54748229873803,238.21616944924827,LowAcc,400000.0,13.100487343630451,0.0153657033365004,0.2943797035833148,19.158231623802745,0.1958083601880978,2.3204284356424343,0.6961285306927303,0.0539386706630344,0.0735143789999999,0.044378411,0.0291359679999999,0.1500833867262793,0.0611505110542976,1.7281161708580297,2.0,0.0,1.0,0.2407788155453143,3.0,1,1,Titan,141.54748229873803,55.36108043429845,0.0,52.2544,89.29308229873801,7.934516819536499,6.382997779905029,0.0845212320100898,0.3589285283365996,0.2548745935520955,14.148797937212173,4.752781409446737,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,yes,0.0,spring,0.0096753920622459,100.0,4.1
23,8,153.0,1.209256827,3.94450307534813,0.0,12.86666667,1.460846448,0.35,0.0,137.16554636762578,217.2814877989805,LowAcc,400000.0,12.723448805033827,0.0171852072688496,0.3547988689426094,20.64559730889764,0.479806859396763,2.28157189547773,0.684471568643319,0.0860723182456156,0.170805766,0.138178235,0.032627531,0.1497099781923349,0.0901108398196032,1.697609704749938,2.0,0.0,5.0,0.2298070802765374,3.0,1,1,Titan,137.16554636762578,51.08637101369986,0.0,52.2544,84.91114636762576,8.064166871018713,6.061471269012027,0.0809562533343017,0.8339465429176189,0.2376780317482504,13.710944757609216,4.821028063845451,0.0,0.0145835644403307,0.0,0.0,V-tail,no,no,0.0,fall,0.0099621064381512,100.0,4.1
24,9,157.0,0.37155936,2.3787219791823264,0.0,15.22857143,2.519724981,0.35,0.0,142.70511755844137,258.9817514383394,LowAcc,400000.0,14.388376940770838,0.0535634026176971,0.9394056290876476,17.538199277453497,3.310942723094296,2.35869018113768,0.7076070543413039,0.1023988437036245,0.131137063,0.113164949,0.017972114,0.1548473558619877,0.1014386989314934,1.758155660664365,2.0,0.0,2.0,0.251114609894581,3.0,1,1,Titan,142.70511755844137,59.58350085654103,0.0,52.2544,90.45071755844135,3.961320531237583,6.933596729034832,0.0728929392391394,0.6402670290253549,0.2714646244368723,14.26443948117757,4.708651803308656,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,no,0.0,spring,0.0293645238277828,30.0,5.0
25,10,177.0,0.528627635,2.5474562881925795,0.0,12.27619048,2.731500688,0.35,0.0,151.24164856175196,284.48005301361707,LowAcc,400000.0,15.000990623858447,0.0365070965142093,0.6437942458311924,17.634769874964295,1.989167119035385,2.414386117588152,0.7243158352764455,0.1247778293268104,0.173491344,0.163191522,0.0102998219999999,0.1569268737993776,0.1237794841422429,1.801882821921715,2.0,0.0,3.0,0.2654416340722137,3.0,1,1,Titan,151.24164856175196,65.71133274699697,0.0,52.2544,98.98724856175194,4.723224399065349,7.520338483136635,0.0811848056274692,0.8470586792423119,0.2950779965052209,15.117428513829736,4.677019372907902,0.0,0.0145835644403307,0.0,0.0,V-tail,no,yes,0.0,winter,0.0281653290848942,30.0,5.0
26,11,182.0,0.738052002,2.7844318183120094,0.0,10.5047619,2.80209259,0.35,0.0,162.9575030615425,322.7316579155026,LowAcc,400000.0,15.46089399025975,0.0277691906739715,0.467717505073444,16.843036967290573,1.1099406664092666,2.490817078007732,0.7472451234023194,0.0826369092577783,0.13579248,0.113164949,0.022627531,0.1505950693498235,0.0841147613944319,1.8618891553154104,2.0,0.0,3.0,0.2839281325976822,3.0,1,1,Titan,162.9575030615425,74.16603696684436,0.0,52.2544,110.70310306154248,6.214787771764794,8.254191540290893,0.093435192520112,0.6629967588460093,0.3265890360419963,16.288105879841407,4.682376350952588,0.0,0.0145835644403307,0.0,0.0,V-tail,no,no,0.0,winter,0.0819825498680534,10.0,3.05
27,12,184.0,0.37155936,2.5132666233410257,0.0,17.0,2.872684492,0.35,0.0,144.7637089905755,266.8506423822504,LowAcc,400000.0,14.23543164363952,0.054448752050995,0.9735441359760312,17.880008251873964,3.58601433724756,2.374689986577077,0.7124069959731231,0.0576386358718341,0.063039692,0.044378411,0.018661281,0.1555188846391144,0.0578554740214805,1.7707171887958997,2.0,0.0,6.0,0.2553126609527318,3.0,1,1,Titan,144.7637089905755,61.38477938802397,0.0,52.2544,92.5093089905755,4.261599415077577,7.020118286865418,0.0760386979540499,0.30778664234316,0.2783099002749936,14.470142583794322,4.695950511801679,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,no,0.0,spring,0.0890400476986938,10.0,5.0
28,13,186.0,0.68569591,2.7582529589662674,0.0,11.0952381,1.813805959,0.35,0.0,153.57743795563118,289.1611338746195,LowAcc,400000.0,15.045367904893451,0.0276135263541158,0.5010206953886293,18.144031622891635,1.23275920093802,2.4246430059713715,0.7273929017914115,0.0597679923382105,0.071661358,0.044378411,0.027282947,0.1506747593086355,0.0618713796935623,1.809935556841264,2.0,0.0,5.0,0.2679965793616633,3.0,1,1,Titan,153.57743795563118,66.83996944546311,0.0,52.2544,101.3230379556312,6.0973697941248695,7.611075336765194,0.0851991897419222,0.3498812901016576,0.2993635094141223,15.35083061850268,4.67476520707729,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,no,0.0,summer,0.0280822536338886,30.0,4.85
29,14,192.0,0.37155936,2.4243999689607167,0.0,15.81904762,1.602030252,0.35,0.0,140.3621290652522,250.2060124332644,LowAcc,400000.0,14.237407566257252,0.0529726841338636,0.9436812718379224,17.814488490959043,3.3641990164031497,2.341209444983097,0.7023628334949291,0.1023166316034758,0.119360223,0.094404984,0.024955239,0.1588031802536169,0.101317068388511,1.7444314463420447,2.0,0.0,2.0,0.2464462578386705,3.0,1,1,Titan,140.3621290652522,57.66012596095577,0.0,52.2544,88.10772906525219,3.9877013581307534,6.770414324402717,0.0716206472440792,0.5827674771396538,0.2639248809154606,14.03032241878454,4.7262684332389,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,no,0.0,winter,0.0296758967918943,30.0,5.0
30,0,197.0,0.423915452,2.589582731260352,0.0,15.81904762,2.872684492,0.35,0.0,154.68460737404106,297.3952198786558,LowAcc,400000.0,14.423052914948348,0.0498369033290886,0.8882166065138397,17.822467833698795,3.1234590678247884,2.4442666123889345,0.7332799837166804,0.145148422782524,0.179269978,0.169444843,0.009825135,0.1588354964468105,0.1430800748956776,1.8253421494395337,2.0,0.0,4.0,0.2728180606335662,3.0,1,1,Titan,154.68460737404106,69.0002851003241,0.0,52.2544,102.43020737404106,4.423842957236261,7.589310354834553,0.0847502083559456,0.8752724331450121,0.3075117387269796,15.461469963732426,4.673181053245452,0.0,0.0145835644403307,0.0,0.0,V-tail,no,no,0.0,summer,0.0292939254963482,30.0,4.25
31,1,203.0,0.68569591,2.607332960068819,0.0,9.914285714,2.872684492,0.35,0.0,167.77193813901704,340.6151872816872,LowAcc,400000.0,15.92628256607099,0.0290398886171516,0.4884547747930151,16.82013251609105,1.1333340034272132,2.5269652598135868,0.7580895779440759,0.0599123407390243,0.081799657,0.063138376,0.018661281,0.1501697625097952,0.0620509588092437,1.890269275584871,2.0,0.0,3.0,0.2922643488028529,3.0,1,1,Titan,167.77193813901704,78.14403742334197,0.0,52.2544,115.51753813901703,6.3769522082078245,8.676238681028412,0.095421500194594,0.3993807865186295,0.3411771308282256,16.769166154514494,4.70058068994255,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,yes,0.0,fall,0.0795869034285165,10.0,5.0
32,2,223.0,0.423915452,2.684504178428486,0.0,17.0,2.378541176,0.35,0.0,140.24357991669817,245.7141813822038,LowAcc,400000.0,13.8213320292386,0.0469742332901027,0.8769389740981065,18.668510642469037,3.1678956054765792,2.3370863241198343,0.7011258972359503,0.0976212108841868,0.113836705,0.081898341,0.031938364,0.1595272884297456,0.0967802073297217,1.7411943633093931,2.0,0.0,6.0,0.2453322027635027,3.0,1,1,Titan,140.24357991669817,57.20698791058818,0.0,52.2544,87.98917991669816,4.477963800770284,6.64806502190557,0.074129238308231,0.5557993082732512,0.2621369101132657,14.018484583544396,4.731029578754658,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,no,0.0,fall,0.0305692560331076,30.0,4.25
33,3,231.0,1.313969011,4.726253610101769,0.0,17.0,1.460846448,0.35,0.0,167.1906756177667,215.33053624368395,LowAcc,400000.0,11.987643692687818,0.0197038577312904,0.4483577780217581,22.75482213362461,1.043092672445556,2.72796549623121,0.818389648869363,0.0634855573485987,0.1055107909999999,0.069391698,0.036119093,0.1503412934122571,0.0677971938298251,1.024037788639129,1.0,0.0,1.0,0.2271959765202561,3.0,1,1,Titan,167.1906756177667,50.15176271850529,0.0,52.2544,114.93627561776668,9.478743069406946,8.895265575149738,0.1334544184892955,0.5151486478211362,0.2336490120382005,16.711047919671188,28.802620692244552,0.0,0.0145835644403307,0.0,0.0,V-tail,no,yes,0.0,spring,0.1057358347524391,10.0,5.0
34,4,240.0,0.68569591,3.4142100799452866,0.0,17.0,1.460846448,0.35,0.0,139.66129403402368,238.66140669362775,LowAcc,400000.0,12.982017774651808,0.0290656523002404,0.6119635200725998,21.054525587493394,1.938909507615897,2.32049226731823,0.696147680195469,0.0678985098388871,0.084203546,0.044378411,0.039825135,0.1523671696644207,0.0691830208832022,1.7281662854293736,2.0,0.0,3.0,0.2407964280934128,3.0,1,1,Titan,139.66129403402368,55.36815007132996,0.0,52.2544,87.4068940340237,6.221077652276178,6.3441557704525495,0.0798975965785296,0.4111175970962519,0.2549025430443308,13.96031916761624,4.752690071189321,0.0,0.0145835644403307,0.0,0.0,V-tail,yes,yes,0.0,summer,0.0097636864666452,100.0,5.0
35,5,242.0,0.528627635,2.945255127006231,0.0,16.40952381,2.096173568,0.35,0.0,138.83532873729297,239.90178956558543,LowAcc,400000.0,13.90982242776497,0.035749832195112,0.6873412186267727,19.226418039544,2.3366651582751925,2.321868897276333,0.6965606691829,0.0561127456919186,0.068603847,0.050631733,0.017972114,0.1513526901496064,0.0571575588067451,1.7292470845685215,2.0,0.0,6.0,0.2411759572621897,3.0,1,1,Titan,138.83532873729297,55.53228202826812,0.0,52.2544,86.58092873729295,5.167688767209669,6.572067803739992,0.0753464234142302,0.3349532183620736,0.2555050878112079,13.877766262011397,4.750735582035944,0.0,0.0145835644403307,0.0,0.0,V-tail,no,yes,0.0,spring,0.030374782979043,30.0,4.25
