,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,1,1.418681194,3.51991701,0,8.733333333,2.590316883,0.35,0,152.8506391,279.936965,LowAcc,400000,14.42128878,0.015504489,0.262325029,16.91929526,0.008433309,2.402978393,0.720893518,0.091890798,0.201383207,0.169444843,0.031938364,0.150368395,0.097156029,1.79292656,2,0,1,0.262570821,3,1,1,Titan,152.8506391,64.45691831,0,52.2544,100.5962391,7.492103383,7.308493734,0.0916409,0.983238641,0.290289465,15.27822561,4.680745437,0,0.014583564,0,0.0,V-tail,no,yes,0,winter,0.029297509,30,4.85
1,5,0.790408094,3.332169233,0,14.04761905,1.884397861,0.35,0,137.5656133,215.4710483,LowAcc,400000,13.01743544,0.025229385,0.5200835,20.61419612,1.372919562,2.298668637,0.689600591,0.141834037,0.230433832,0.169444843,0.060988989,0.211654443,0.140533789,1.711032443,2,0,2,0.234697804,3,1,1,Titan,137.5656133,52.98068864,0,52.2544,85.31121332,6.133602186,6.196198231,0.077101065,1.125076173,0.245290446,13.75091386,4.787759158,0,0.014583564,0,0.0,V-tail,yes,yes,0,summer,0.032457072,30,5.0
2,6,0.476271544,2.359146708,0,11.68571429,2.872684492,0.35,0,186.8407992,438.1681591,LowAcc,400000,17.42480362,0.041021028,0.654254514,15.94924727,2.200642717,2.708339007,0.725720685,0.111810496,0.168876564,0.1569382,0.011938364,0.156724412,0.111071889,2.708339007,3,0,6,0.333268105,3,1,1,Titan,186.8407992,99.33567704,0,52.2544,134.5863992,5.808751435,9.384141799,0.11147076,0.824527357,0.416286781,18.674616,0.01634445,0,0.014583564,0,0.0,V-tail,no,yes,0,spring,0.024247495,30,5.0
3,13,0.423915452,2.684504178,0,17.0,1.954989763,0.35,0,142.1353045,250.3105971,LowAcc,400000,14.0730617,0.046638304,0.85725685,18.38096109,3.069768023,2.349557722,0.704867317,0.104980118,0.134628626,0.113164949,0.021463677,0.158843033,0.103912253,1.750985721,2,0,1,0.248686656,3,1,1,Titan,142.1353045,58.57893136,0,52.2544,89.88090448,4.552348271,6.809794897,0.075542833,0.657314328,0.267533754,14.20750793,4.717347543,0,0.014583564,0,0.0,V-tail,no,no,0,spring,0.030022453,30,3.95
4,14,0.580983727,3.142725467,0,17.0,1.884397861,0.35,0,137.8283138,232.5872173,LowAcc,400000,13.4950256,0.033132516,0.659617972,19.90847825,2.18168158,2.309712987,0.692913896,0.069707374,0.128079551,0.11941827,0.008661281,0.15073367,0.070442537,1.719703418,2,0,1,0.237803702,3,1,1,Titan,137.8283138,54.19525029,0,52.2544,85.57391382,5.47815117,6.388122025,0.07611829,0.625338952,0.250169152,13.77715092,4.769029458,0,0.014583564,0,0.0,V-tail,no,no,0,summer,0.031308413,30,3.8
5,18,0.476271544,2.845455367,0,17.0,1.460846448,0.35,0,165.0585492,300.1361505,LowAcc,400000,14.44945902,0.046240383,0.84051534,18.17708439,3.006907516,2.529553561,0.758866068,0.070709444,0.101468359,0.088151662,0.013316697,-0.262393549,0.070889742,1.892301364,2,0,6,0.292852139,3,1,1,Titan,165.0585492,78.38726807,0,52.2544,112.8041492,4.30943084,7.957494457,0.097442452,0.495411772,0.342214547,16.49808406,4.702219406,0,0.014583564,0,0.0,V-tail,no,yes,0,fall,0.029240391,30,4.7
6,20,1.418681194,4.173248203,0,12.27619048,1.743214057,0.35,0,152.9878276,233.8445869,LowAcc,400000,12.93254617,0.016086778,0.326489652,20.29552778,0.231406702,2.351502536,0.705450761,0.093025623,0.206253103,0.169444843,0.03680826,0.141047129,0.097094704,1.752512604,2,0,5,0.249205686,3,1,1,Titan,152.9878276,58.79475706,0,52.2544,95.02524989,8.217553823,6.62152775,0.094488591,1.007015549,0.268372331,15.29154697,4.715404253,0,0.014583564,0,5.708177696,V-tail,no,yes,2,fall,0.03267012,30,3.35
7,25,0.37155936,2.378721979,0,15.22857143,2.519724981,0.35,0,142.7051176,258.9817514,LowAcc,400000,14.38837694,0.053563403,0.939405629,17.53819928,3.310942723,2.358690181,0.707607054,0.102398844,0.131137063,0.113164949,0.017972114,0.154847356,0.101438699,1.758155661,2,0,2,0.25111461,3,1,1,Titan,142.7051176,59.58350086,0,52.2544,90.45071756,3.961320531,6.933596729,0.072892939,0.640267029,0.271464624,14.26443948,4.708651803,0,0.014583564,0,0.0,V-tail,yes,no,0,spring,0.029364524,30,5.0
8,26,0.528627635,2.547456288,0,12.27619048,2.731500688,0.35,0,151.2416486,284.480053,LowAcc,400000,15.00099062,0.036507097,0.643794246,17.63476987,1.989167119,2.414386118,0.724315835,0.124777829,0.173491344,0.163191522,0.010299822,0.156926874,0.123779484,1.801882822,2,0,3,0.265441634,3,1,1,Titan,151.2416486,65.71133275,0,52.2544,98.98724856,4.723224399,7.520338483,0.081184806,0.847058679,0.295077997,15.11742851,4.677019373,0,0.014583564,0,0.0,V-tail,no,yes,0,winter,0.028165329,30,5.0
9,29,0.68569591,2.758252959,0,11.0952381,1.813805959,0.35,0,153.577438,289.1611339,LowAcc,400000,15.0453679,0.027613526,0.501020695,18.14403162,1.232759201,2.424643006,0.727392902,0.059767992,0.071661358,0.044378411,0.027282947,0.150674759,0.06187138,1.809935557,2,0,5,0.267996579,3,1,1,Titan,153.577438,66.83996945,0,52.2544,101.323038,6.097369794,7.611075337,0.08519919,0.34988129,0.299363509,15.35083062,4.674765207,0,0.014583564,0,0.0,V-tail,yes,no,0,summer,0.028082254,30,4.85
