,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,568.0,1.363746119,4.2445935550082154,0.0,13.21109127,2.849421432,0.35,0.0,138.56033598317458,197.7853134430448,LowAcc,400000.0,11.958391264901604,0.01717328627092323,0.3597703034312651,20.94941514137608,0.4559833475851604,2.289159673772152,0.6867479021316456,0.09278630253944734,0.204185686,0.161108319,0.043077367000000005,0.1410119761165323,0.09674784543959558,1.703566907846079,2.0,0.0,1.0,0.23199037915874848,3.0,Power Unconverged,1,Titan,138.56033598317458,51.92140915098876,0.0,52.254400000000004,86.30593598317459,8.406807346151234,5.984931204420806,0.08429336726809115,0.9969215380759596,0.24106574883029755,13.850328186689886,4.805595876309221,0.0,0.014583564440330758,0.0,0.0,V-tail,yes,yes,0.0,fall,0.010599448408093105,100.0,4.184970942
1,569.0,0.474350641,1.6741791971455238,0.0,5.908869393,2.117226618,0.35,0.0,216.30125010655075,542.5952318746696,LowAcc,400000.0,18.87358818160496,0.04204600755211092,0.47330604206236077,11.256860511090272,0.9983662650050616,3.548097893977494,0.7136801089805173,0.07349326097564841,0.107774636,0.092328363,0.015446273,0.11853624710233425,0.07349881816822659,3.548097893977494,4.0,0.0,5.0,0.3746833934648076,3.0,Fuselage greater than aeroshell diameter,1,Titan,216.30125010655075,123.6739261545009,0.0,52.254400000000004,164.04685010655075,4.785595978337695,12.746029457373673,0.16710915192815085,0.5262017039073772,0.4976732954787737,21.623500313000832,0.01223048758303593,0.0,0.014583564440330758,0.0,0.0,V-tail,no,yes,0.0,spring,0.06715858692924873,10.0,3.909936705
2,570.0,0.549699072,2.805155776846461,0.0,14.31492126,2.115925063,0.35,0.0,142.01769068077328,252.55053505117573,LowAcc,400000.0,14.013825423355756,0.03595519398943301,0.6661460651035684,18.527116424384868,2.081917674508641,2.3457923509802234,0.703737705294067,0.0807639288628428,0.103960442,0.079441419,0.024519023,0.15578241708468368,0.08108666638045836,1.7480295090075642,2.0,0.0,6.0,0.24767866521328813,3.0,1,1,Titan,142.01769068077328,58.1510738399221,0.0,52.254400000000004,89.76329068077327,5.064676190189453,6.765912746321755,0.07654544834400903,0.5075791832817144,0.2659078833271052,14.195758077456032,4.721253747490759,0.0,0.014583564440330758,0.0,0.0,V-tail,yes,yes,0.0,fall,0.009044807354661882,100.0,4.83960631
3,571.0,0.761399059,2.493073999597174,0.0,8.163154254,1.543632617,0.35,0.0,169.36792029694467,370.1862594226404,LowAcc,400000.0,15.425125222127999,0.02589301033592302,0.3900732797443033,15.064809950009167,0.826158843577599,2.6061255750497847,0.6996825311851785,0.08116840610206952,0.121136732,0.091886476,0.029250256,0.15796840412705695,0.08117007182034866,2.6061255750497847,3.0,0.0,6.0,0.3062160335241692,3.0,Fuselage greater than aeroshell diameter,1,Titan,169.36792029694467,85.01325139938699,0.0,52.254400000000004,117.11352029694467,6.0413859052515715,8.04117992978844,0.09914989454829719,0.5914411511830232,0.3661117899646702,16.928704719263582,0.017711943117779717,0.0,0.014583564440330758,0.0,0.0,V-tail,yes,no,0.0,summer,0.02739088541817998,30.0,2.815164644
4,572.0,0.827450833,3.628205417316318,0.0,15.90895075,2.487830795,0.35,0.0,137.46573608522925,225.9403321027012,LowAcc,400000.0,12.540972709420977,0.024445694221503906,0.5348786327485899,21.880279934045745,1.5001538289955731,2.2976367733250114,0.6892910319975034,0.1111042444278791,0.190497666,0.15937581,0.031121856000000003,0.15215792309968265,0.1111302940224467,1.7102223215578514,2.0,0.0,6.0,0.23440552109003587,3.0,1,1,Titan,137.46573608522925,52.853887628948776,0.0,52.254400000000004,85.21133608522926,6.465370398560893,6.092540363105882,0.0794735696588265,0.9300907909313508,0.2448331019736106,13.74094031052726,4.7896163570823305,0.0,0.014583564440330758,0.0,0.0,V-tail,yes,yes,0.0,spring,0.010107059013125627,100.0,4.466925563
5,573.0,0.481417807,1.8718930447311886,0.0,7.278466895,2.542776556,0.35,0.0,62.83026387028819,225.9403321027012,LowAcc,400000.0,15.144496438774683,-0.0006121138089221791,0.2881392947277612,-470.72830334463777,0.06554806586077275,1.8172176,0.54516528,0.1111042444278791,0.176349768,0.166568486,0.019781282,0.19290863617295942,0.1111302940224467,0.6665213999999999,1.0,0.0,2.0,0.0,3.0,Negative aerodynamic coefficient,1,Titan,62.83026387028819,0.0,0.0,52.254400000000004,10.575863870288185,1.3296953808207619,2.0884055220975437,0.023158684211667193,0.861014723401809,0.0,6.273589559756404,0.0,0.0,0.0,0.0,0.0,V-tail,yes,no,0.0,spring,0.08369532243514538,10.0,3.690037865
6,574.0,1.121677625,2.556676218413834,0.0,5.82751509,2.479951524,0.35,0.0,62.584446216059185,225.9403321027012,LowAcc,400000.0,15.791567111875453,-0.0006121138089221791,0.11329567376887728,-185.0892303318076,-1.4755082025743276,1.8172176,0.54516528,0.1111042444278791,0.132868475,0.122015545,0.02085293,0.07781876762331971,0.1111302940224467,0.6665213999999999,1.0,0.0,1.0,0.0,3.0,"Wingspan greater than aeroshell diameter, folding wings needed",1,Titan,62.584446216059185,0.0,0.0,52.254400000000004,10.33004621605918,2.176403010828121,1.2290025984058894,0.02592008652970121,0.6487205202954687,0.0,6.25,0.0,0.0,0.0,0.0,0.0,V-tail,no,no,0.0,spring,0.026755282393895848,30.0,2.344538762
7,575.0,0.673841185,2.7083991922463446,0.0,10.88598671,1.462027805,0.35,0.0,147.78654137785358,269.60601509898333,LowAcc,400000.0,14.78004281689528,0.028815343872390826,0.5083834218670238,17.642802533206172,1.2502796873562567,2.3803548669431454,0.7141064600829435,0.12656371319401363,0.195961065,0.162001588,0.033959477,0.15178251270081536,0.12605248078521908,1.7751647150079943,2.0,0.0,1.0,0.2567825688093545,3.0,1,1,Titan,147.78654137785358,62.00634534979809,0.0,52.254400000000004,95.53214137785358,5.521791868789468,7.207780950698872,0.07977185814344623,0.9567654332184828,0.2807212217940439,14.772192126716991,4.692189004253864,0.0,0.014583564440330758,0.0,0.0,V-tail,yes,no,0.0,fall,0.0857591231814453,10.0,4.386096503
8,576.0,0.976663228,3.5212632954292773,0.0,12.69556879,2.431166916,0.35,0.0,131.0542150446788,110.84075236836823,LowAcc,400000.0,12.301408432680343,0.01031769587184277,0.21779878136694464,21.10924610225453,-0.5942858576279357,2.3068729168114146,0.6920618750434243,0.0815087322081088,0.148554469,0.129074943,0.029479526,0.004508330619681701,0.08255661389444752,0.8587368322494568,1.0,0.0,6.0,0.14519155430122915,3.0,Fuselage greater than aeroshell diameter,1,Titan,131.0542150446788,26.96278425067335,0.0,52.254400000000004,74.47353534759108,0.059794401033710205,6.049532564921599,0.07611607405347116,0.774130489755766,0.1305495313610342,13.099779688046096,27.306264783305725,0.0,0.014583564440330758,0.0,4.3262796970877275,V-tail,no,yes,2.0,winter,0.10303889343221964,10.0,2.239394872
9,577.0,0.411136945,2.618996073512379,0.0,16.68334728,2.72929629,0.35,0.0,144.53453707792954,266.0576654315323,LowAcc,400000.0,14.027717013910294,0.05141879041065127,0.9046416299945579,17.593599981052137,3.177367277598695,2.37102371822705,0.711307115468115,0.09480048634653111,0.105939039,0.085622933,0.020316106,0.16817766838950687,0.09405353458444138,1.7678387829808373,2.0,0.0,6.0,0.2543568198103713,3.0,1,1,Titan,144.53453707792954,60.941167851052974,0.0,52.254400000000004,92.28013707792955,4.362611910166826,6.94502532215611,0.0769295768947391,0.5172395370661245,0.2767459172622031,14.447247490815881,4.698585908074368,0.0,0.014583564440330758,0.0,0.0,V-tail,yes,no,0.0,fall,0.0301195010636025,30.0,3.608722303
