,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,2,0.738052002,3.151518877,0,13.45714286,2.872684492,0.35,0,135.1423781,221.2100708,LowAcc,400000,13.52060651,0.025181385,0.507198169,20.1417902,1.325316069,2.285389508,0.685616852,0.066551233,0.086316775,0.044378411,0.041938364,0.148844723,0.068568019,1.700606932,2,0,1,0.230908136,3,1,1,Titan,135.1423781,51.50603392,0,52.2544,82.8879781,6.067991653,6.247285379,0.073778301,0.421435282,0.239384348,13.50435848,4.813127168,0,0.014583564,0,0.0,V-tail,yes,no,0,spring,0.009374753,100,5.0
1,4,0.37155936,2.513266623,0,17.0,1.460846448,0.35,0,168.0190195,366.3703062,LowAcc,400000,15.80993483,0.054141506,0.916084448,16.92018785,3.090658644,2.603043168,0.69889731,0.21133959,0.165599481,0.1569382,0.008661281,0.319549637,0.207011519,2.603043168,3,0,6,0.305363013,3,1,1,Titan,168.0190195,84.56305709,0,52.2544,115.7646195,4.996537178,8.107045471,0.098633613,0.808527241,0.364568706,16.79390556,0.017761096,0,0.014583564,0,0.0,V-tail,no,yes,0,spring,0.00801726,100,5.0
2,11,1.156900736,3.069279626,0,8.142857143,2.237357372,0.35,0,196.1616177,459.123204,LowAcc,400000,17.80876005,0.017760975,0.270717295,15.24225461,0.271710925,2.743306505,0.73462841,0.06521175,0.073039692,0.044378411,0.028661281,0.150056108,0.070638525,2.743306505,3,0,1,0.342031858,3,1,1,Titan,196.1616177,104.2165779,0,52.2544,143.9072177,9.312134374,9.81742312,0.130348731,0.356610904,0.433051461,19.61051612,0.015971558,0,0.014583564,0,0.0,V-tail,no,yes,0,winter,0.007117416,100,4.7
3,15,0.37155936,2.424399969,0,15.81904762,1.460846448,0.35,0,183.7723384,413.8563733,LowAcc,400000,17.03864352,0.05144801,0.862675237,16.76790289,3.171688982,2.700971543,0.723843876,0.051354148,0.054678233,0.044378411,0.010299822,0.155788456,0.051831529,2.700971543,3,0,6,0.331392071,3,1,1,Titan,183.7723384,98.28665721,0,52.2544,131.5179384,5.72590955,8.315918332,0.110659775,0.266962436,0.412730234,18.36808894,0.016428355,0,0.014583564,0,0.0,V-tail,no,no,0,summer,0.00743911,100,4.25
4,16,0.37155936,2.513266623,0,17.0,1.460846448,0.35,0,142.1851374,256.1504607,LowAcc,400000,14.04214974,0.053922891,0.9827074,18.22430835,3.603915931,2.354532301,0.70635969,0.0843445,0.122300917,0.113164949,0.009135968,0.163506286,0.083790027,1.754891288,2,0,6,0.25001212,3,1,1,Titan,142.1851374,59.11259653,0,52.2544,89.93073743,4.115992786,6.821820267,0.073978549,0.597125199,0.269677129,14.21248723,4.712476178,0,0.014583564,0,0.0,V-tail,yes,no,0,winter,0.009026563,100,2.9
5,21,0.37155936,2.378721979,0,15.22857143,2.872684492,0.35,0,145.8452876,271.0489069,LowAcc,400000,14.29532163,0.05643369,0.972616792,17.23468374,3.287597441,2.381828518,0.714548556,0.178087766,0.198106124,0.169444843,0.028661281,0.161241913,0.175224747,1.776321686,2,0,4,0.257163571,3,1,1,Titan,145.8452876,62.11546586,0,52.2544,93.59088758,3.779278675,7.08819131,0.075293459,0.967238525,0.281347465,14.57821748,4.691271248,0,0.014583564,0,0.0,V-tail,yes,yes,0,winter,0.008866702,100,3.8
6,22,0.947476369,3.064890117,0,9.914285714,1.460846448,0.35,0,168.3043844,343.0342915,LowAcc,400000,15.42349219,0.022537405,0.378117726,16.77734099,0.870766666,2.5294461,0.75883383,0.06108961,0.076316775,0.044378411,0.031938364,0.150296078,0.064455819,1.892216996,2,0,6,0.292827759,3,1,1,Titan,168.3043844,78.35500003,0,52.2544,116.0499844,6.774494123,8.564862782,0.10173084,0.37261102,0.342171494,16.82238005,4.702150516,0,0.014583564,0,0.0,V-tail,no,yes,0,winter,0.008218136,100,3.2
7,23,1.418681194,3.860428494,0,10.5047619,1.884397861,0.35,0,141.5474823,238.2161694,LowAcc,400000,13.10048734,0.015365703,0.294379704,19.15823162,0.19580836,2.320428436,0.696128531,0.053938671,0.073514379,0.044378411,0.029135968,0.150083387,0.061150511,1.728116171,2,0,1,0.240778816,3,1,1,Titan,141.5474823,55.36108043,0,52.2544,89.2930823,7.93451682,6.38299778,0.084521232,0.358928528,0.254874594,14.14879794,4.752781409,0,0.014583564,0,0.0,V-tail,yes,yes,0,spring,0.009675392,100,4.1
8,24,1.209256827,3.944503075,0,12.86666667,1.460846448,0.35,0,137.1655464,217.2814878,LowAcc,400000,12.72344881,0.017185207,0.354798869,20.64559731,0.479806859,2.281571895,0.684471569,0.086072318,0.170805766,0.138178235,0.032627531,0.149709978,0.09011084,1.697609705,2,0,5,0.22980708,3,1,1,Titan,137.1655464,51.08637101,0,52.2544,84.91114637,8.064166871,6.061471269,0.080956253,0.833946543,0.237678032,13.71094476,4.821028064,0,0.014583564,0,0.0,V-tail,no,no,0,fall,0.009962106,100,4.1
9,35,0.68569591,3.41421008,0,17.0,1.460846448,0.35,0,139.661294,238.6614067,LowAcc,400000,12.98201777,0.029065652,0.61196352,21.05452559,1.938909508,2.320492267,0.69614768,0.06789851,0.084203546,0.044378411,0.039825135,0.15236717,0.069183021,1.728166285,2,0,3,0.240796428,3,1,1,Titan,139.661294,55.36815007,0,52.2544,87.40689403,6.221077652,6.34415577,0.079897597,0.411117597,0.254902543,13.96031917,4.752690071,0,0.014583564,0,0.0,V-tail,yes,yes,0,summer,0.009763686,100,5.0
