Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
440,0.372980596,2.200657618,0,12.98430536,1.461382591,0.35,0,143.1488204,262.2626346,LowAcc,400000,15.35947369,0.043258625,0.82378579,19.04327246,4.165773304,2.366881863,0.710064559,0.163882755,0.074426685,0.046331414,0.028095271,0.147326873,0.161684256,1.764586991,2,0,3,0.253272648,3,1,1,Titan,143.1488204,60.52061017,0,52.2544,90.89442041,3.421214355,7.21776642,0.071373894,0.363382795,0.274975807,14.30875613,4.701757271,0,0.014583564,0,0,Conventional,no,no,0,winter,0.08252389,10,4.493255076
441,0.864855703,3.754438559,0,16.29845169,2.840323744,0.35,0,146.211492,233.2927341,LowAcc,400000,12.61111865,0.022513164,0.538264902,23.90889606,3.52484367,2.310221912,0.693066574,0.110086662,0.258318259,0.087643696,0.170674563,0.145321114,0.110202958,1.720102977,2,0,1,0.237945844,3,1,1,Titan,146.211492,54.23842845,0,52.2544,88.31321685,6.835619872,6.245047968,0.085268709,1.261219829,0.25039325,14.61443937,4.76821583,0,0.014583564,0,5.643875175,Conventional,yes,yes,2,summer,0.010050841,100,3.497533076
442,0.459126572,2.688433649,0,15.74222867,1.60418439,0.35,0,142.0818871,235.0390669,LowAcc,400000,14.1165274,0.037784439,0.786350138,20.81148122,3.971657751,2.357082812,0.707124844,0.25350888,0.164447519,0.13095338,0.033494139,-0.045294642,0.24905337,1.756893707,2,0,6,0.25068898,3,1,1,Titan,142.0818871,59.44806078,0,52.2544,89.82748713,3.528609629,6.77434654,0.075933168,0.802902871,0.270774036,14.20217265,4.710103885,0,0.014583564,0,0,Conventional,no,yes,0,spring,0.089790037,10,3.280395824
443,1.208176661,3.404447791,0,9.5931871,2.68119187,0.35,0,143.4630752,244.5582621,LowAcc,400000,13.98673251,0.015661652,0.30735663,19.62478971,2.247379953,2.330450058,0.699135017,0.089058368,0.146910925,0.052224134,0.094686791,0.149327862,0.093583134,1.735984197,2,0,6,0.243528401,3,1,1,Titan,143.4630752,56.51442936,0,52.2544,91.20867518,7.865596518,6.676048866,0.082083648,0.717281746,0.259251221,14.34019768,4.739202578,0,0.014583564,0,0,Conventional,yes,yes,0,summer,0.090623275,10,4.880287406
444,1.102985959,3.184151838,0,9.192159562,2.793325885,0.35,0,151.4892311,258.359115,LowAcc,400000,14.56408165,0.017258085,0.327877034,18.99846013,2.253484291,2.399185516,0.719755655,0.140671484,0.191075774,0.077788895,0.143286879,0.1304385,0.141439846,1.789948753,2,0,1,0.261609345,3,1,1,Titan,151.4892311,64.03949897,0,52.2544,99.23483111,6.765886826,7.281337553,0.087453116,0.932913361,0.288692072,15.1421863,4.682279347,0,0.014583564,0,0,Conventional,yes,no,0,winter,0.029010263,30,4.089063896
445,0.639674223,2.791871275,0,12.18517948,1.591335686,0.35,0,142.7475847,232.5983164,LowAcc,400000,14.48692762,0.026359249,0.538421964,20.4263015,3.103322148,2.353430188,0.706029056,0.207970029,0.186647791,0.134835967,0.051811824,0.031174188,0.204718277,1.754026014,2,0,1,0.249719072,3,1,1,Titan,142.7475847,59.00491135,0,52.2544,90.49318468,4.370098475,6.863771286,0.077108688,0.91129406,0.269202718,14.26868716,4.713527391,0,0.014583564,0,0,Conventional,no,yes,0,spring,0.029164765,30,3.319215061
446,0.390874405,2.299523313,0,13.52814971,2.538541556,0.35,0,137.9310145,240.3748648,LowAcc,400000,14.29258525,0.045782096,0.874718969,19.1061363,4.184977528,2.321276905,0.696383072,0.246783827,0.305941792,0.132660196,0.173281596,0.148979445,0.242802763,1.728782309,2,0,4,0.241012822,3,1,1,Titan,137.9310145,55.50311735,0,52.2544,85.67661451,3.158233548,6.644375382,0.068351135,1.493738214,0.255246029,13.78739681,4.751572477,0,0.014583564,0,0,Conventional,yes,no,0,winter,0.088683992,10,4.984272143
447,0.632402277,2.979583132,0,14.03839923,1.679020915,0.35,0,143.2830782,255.5466437,LowAcc,400000,13.96224204,0.026955764,0.588513709,21.83257386,3.307076463,2.355010758,0.706503228,0.230958423,0.176651604,0.119259135,0.057392469,0.151331692,0.226554954,1.755266927,2,0,3,0.250139234,3,1,1,Titan,143.2830782,59.16527415,0,52.2544,91.02867824,4.791032288,6.811879282,0.079311522,0.862488415,0.269883005,14.32220127,4.71202474,0,0.014583564,0,0,Conventional,no,no,0,spring,0.009078223,100,4.660380883
448,0.593836597,2.22781585,0,8.357793181,2.318620912,0.35,0,192.4444339,455.6219187,LowAcc,400000,18.6107062,0.027815481,0.473781523,17.03301548,2.519552852,2.735353255,0.732602375,0.303964362,0.306320738,0.161427178,0.14489356,0.151660913,0.298123316,2.735353255,3,0,6,0.340058413,3,1,1,Titan,192.4444339,103.1017726,0,52.2544,140.1900339,5.84609936,9.938703545,0.113453187,1.495588389,0.429254758,19.23452559,0.016052865,0,0.014583564,0,0,Conventional,yes,no,0,fall,0.006810722,100,3.998152639
449,0.521876861,2.309369469,0,10.2192447,2.25217678,0.35,0,151.6506111,287.8329739,LowAcc,400000,15.57951276,0.033224348,0.606224956,18.24640636,3.24246053,2.417037471,0.725111241,0.191079901,0.247108532,0.136616965,0.110491567,0.149569196,0.188385898,1.803964413,2,0,3,0.266104425,3,1,1,Titan,151.6506111,65.98843186,0,52.2544,99.39621113,4.303608099,7.673703779,0.078584166,1.206489165,0.296187568,15.1582837,4.676339227,0,0.014583564,0,0,Conventional,yes,yes,0,fall,0.008135835,100,4.245063617
450,0.372344478,2.068478313,0,11.49097888,2.728181374,0.35,0,149.7399391,287.7371099,LowAcc,400000,15.92144735,0.044756331,0.803328315,17.9489314,3.827388824,2.416196737,0.724859021,0.229150827,0.118320932,0.089266711,0.029054221,0.151443624,0.225795117,1.803304349,2,0,1,0.265894436,3,1,1,Titan,149.7399391,65.90941014,0,52.2544,97.48553913,3.237388414,7.732093599,0.07463617,0.577693216,0.295835863,14.96735071,4.676547453,0,0.014583564,0,0,Conventional,no,yes,0,summer,0.026537024,30,4.254355982
451,0.483372258,2.750003939,0,15.64533657,1.697573095,0.35,0,137.296368,233.1087789,LowAcc,400000,14.03909206,0.034662315,0.729734222,21.05266854,3.973289442,2.315284841,0.694585452,0.18090164,0.119982919,0.083652979,0.03632994,0.139317804,0.177762979,1.724077909,2,0,6,0.239355326,3,1,1,Titan,137.296368,54.79477308,0,52.2544,85.041968,4.28361391,6.553751052,0.072484458,0.585807744,0.252619282,13.72398338,4.760351525,0,0.014583564,0,0,Conventional,no,no,0,winter,0.009028529,100,4.940432267
452,1.299331908,3.91547324,0,11.79908736,2.468216421,0.35,0,139.4733497,211.9490254,LowAcc,400000,12.92349684,0.01501842,0.325444155,21.6696662,2.438942136,2.306113667,0.6918341,0.095145165,0.174513381,0.06594239,0.108570991,0.101032117,0.098647025,1.716877574,2,0,6,0.236795974,3,1,1,Titan,139.4733497,53.78623945,0,52.2544,87.21894968,7.238691517,6.279180674,0.083174858,0.852048699,0.248582459,13.9415421,4.774906355,0,0.014583564,0,0,Conventional,no,yes,0,winter,0.009807899,100,4.860095069
453,0.770459353,2.982741567,0,11.54732851,2.474533424,0.35,0,162.5302288,321.3525919,LowAcc,400000,14.3348028,0.025398114,0.519836057,20.46750653,3.02791192,2.486407283,0.745922185,0.210178214,0.331891454,0.129402826,0.202488628,0.15221322,0.206913138,1.858427003,2,0,1,0.282894369,3,1,1,Titan,162.5302288,73.62068625,0,52.2544,110.2758288,5.772242576,7.901472102,0.095389868,1.620435523,0.324796292,16.24543882,4.68078385,0,0.014583564,0,0,Conventional,yes,yes,0,summer,0.008842281,100,4.554402417
454,0.481777783,2.484683642,0,12.8143161,2.089939607,0.35,0,134.6787931,226.9396119,LowAcc,400000,14.70095135,0.032452183,0.654978428,20.18287762,3.478858875,2.297671263,0.689301379,0.217487955,0.127244975,0.095623469,0.031621506,0.147740122,0.213788713,1.7102494,2,0,1,0.234415297,3,1,1,Titan,134.6787931,52.8567948,0,52.2544,82.42439307,3.809861122,6.561540542,0.067921074,0.621264197,0.244848393,13.4580254,4.789553977,0,0.014583564,0,0,Conventional,no,no,0,winter,0.008622051,100,3.717900187
455,0.474845253,2.581519339,0,14.03455558,2.634897863,0.35,0,133.1725126,220.1527677,LowAcc,400000,14.42168541,0.031983798,0.682803734,21.34842564,3.708306046,2.28646316,0.685938948,0.185249222,0.090061369,0.050932909,0.03912846,0.143277845,0.182204466,1.701449861,2,0,1,0.231216849,3,1,1,Titan,133.1725126,51.63554653,0,52.2544,80.91811256,3.96977789,6.432293959,0.067763797,0.439717985,0.239863543,13.30761006,4.810955239,0,0.014583564,0,0,Conventional,no,yes,0,fall,0.029296703,30,4.89473342
456,0.844279741,3.053909615,0,11.0465329,1.469313698,0.35,0,155.8275907,273.1903984,LowAcc,400000,14.69798091,0.02189243,0.432621462,19.76123573,2.709306386,2.386908139,0.716072442,0.198661487,0.243987912,0.165993402,0.07799451,0.150493752,0.196093479,1.780309722,2,0,6,0.258472566,3,1,1,Titan,155.8275907,62.67413509,0,52.2544,97.70288212,5.890552733,7.297929391,0.087381789,1.191252968,0.283502867,15.57524732,4.688296395,0,0.014583564,0,5.870308587,Conventional,no,yes,2,fall,0.008623793,100,2.665347872
457,1.270075398,3.729814094,0,10.9532971,2.148484581,0.35,0,141.8474995,219.6489234,LowAcc,400000,13.27731291,0.015425573,0.32080212,20.79677205,2.316124307,2.324911408,0.697473423,0.143446011,0.231760099,0.130893474,0.100866625,0.107050772,0.144490747,1.731635775,2,0,4,0.242012649,3,1,1,Titan,141.8474995,55.86791629,0,52.2544,89.59309947,6.834289262,6.478794985,0.083838354,1.131551574,0.25683523,14.17877095,4.746519263,0,0.014583564,0,0,Conventional,no,no,0,spring,0.031821788,30,4.827218112
458,0.520805771,2.177770611,0,9.106436792,2.461814693,0.35,0,177.1830881,403.5664632,LowAcc,400000,18.79353419,0.027795858,0.487747433,17.54748632,2.822690024,2.653058118,0.711638267,0.15805593,0.073376742,0.045262073,0.028114669,0.148274651,0.15631171,2.653058118,3,0,3,0.318922367,3,1,1,Titan,177.1830881,91.57017406,0,52.2544,124.9286881,5.529843082,9.239390729,0.100479926,0.358256526,0.389380928,17.70955364,0.017025615,0,0.014583564,0,0,Conventional,no,yes,0,fall,0.006744466,100,3.180084229
459,0.504888911,2.364090402,0,11.06961018,1.675328517,0.35,0,170.8232685,360.6722369,LowAcc,400000,16.00800991,0.036309314,0.668562382,18.41297175,3.455349127,2.565532807,0.769659842,0.208135508,0.132382655,0.101311518,0.031071137,0.151352999,0.205172561,1.920548852,2,0,1,0.30090396,3,1,1,Titan,170.8232685,82.32475535,0,52.2544,118.5688685,4.313678747,9.014084957,0.095550079,0.64634854,0.35654167,17.07405008,4.729275537,0,0.014583564,0,0,Conventional,no,yes,0,spring,0.007918058,100,3.039113837
460,0.414897828,2.508493792,0,15.1664836,1.740236707,0.35,0,139.6978755,226.3752997,LowAcc,400000,14.33861881,0.040610601,0.829276641,20.42020124,3.987408532,2.341644915,0.702493474,0.281423552,0.162219063,0.133362671,0.028856392,-0.056212852,0.276595217,1.744773336,2,0,1,0.246563627,3,1,1,Titan,139.6978755,57.70838106,0,52.2544,87.44347555,3.191740956,6.710626661,0.072278453,0.792022599,0.264113503,13.96394928,4.725779477,0,0.014583564,0,0,Conventional,no,no,0,fall,0.029466425,30,4.644249919
461,0.421075865,2.335004323,0,12.94836784,2.606129919,0.35,0,166.9941808,350.4280123,LowAcc,400000,15.45720366,0.044764636,0.840513243,18.77627796,4.026821517,2.542891304,0.762867391,0.245283294,0.137356323,0.101797567,0.035558756,0.149317842,0.241521151,1.902772894,2,0,1,0.295862563,3,1,1,Titan,166.9941808,79.8341348,0,52.2544,114.7397808,3.714490684,8.663470842,0.092140197,0.670632107,0.347545881,16.69144861,4.711334148,0,0.014583564,0,0,Conventional,no,no,0,spring,0.008200212,100,4.096433646
462,1.115432255,3.586407786,0,11.53124338,1.687475167,0.35,0,136.6371184,216.5199397,LowAcc,400000,12.86196994,0.017594493,0.374952234,21.3107728,2.593774106,2.279393073,0.683817922,0.142086918,0.329372122,0.111529582,0.21784254,0.147275195,0.142592108,1.6958991,2,0,5,0.229176304,3,1,1,Titan,136.6371184,50.85954359,0,52.2544,84.38271843,7.024635738,6.077521938,0.077792547,1.60813507,0.236702476,13.65813977,4.825663727,0,0.014583564,0,0,Conventional,yes,yes,0,spring,0.032849388,30,3.988694874
463,0.554387461,2.697896217,0,13.12916419,1.746811146,0.35,0,133.4810209,214.4965218,LowAcc,400000,13.5803749,0.03217077,0.661070888,20.54880532,3.530303728,2.276266967,0.68288009,0.240727578,0.40871108,0.155304648,0.253406432,0.141315249,0.236252214,1.693444779,2,0,1,0.228268243,3,1,1,Titan,133.4810209,50.50239888,0,52.2544,81.22662085,4.048871429,6.190500248,0.068537009,1.995501675,0.235300584,13.33844923,4.83247823,0,0.014583564,0,0,Conventional,yes,yes,0,winter,0.009333494,100,4.76276618
464,1.159234438,3.004187793,0,7.785434937,2.482198986,0.35,0,188.329575,428.5735165,LowAcc,400000,17.67522837,0.015595574,0.263319253,16.88422996,1.951732917,2.692137829,0.721593549,0.141324719,0.170444019,0.09343506,0.077008959,0.149399647,0.143432812,2.692137829,3,0,6,0.329128577,3,1,1,Titan,188.329575,97.11633245,0,52.2544,136.075175,9.397916513,9.344209829,0.121579425,0.83218034,0.408454325,18.82338697,0.01653159,0,0.014583564,0,0,Conventional,no,no,0,winter,0.071711861,10,3.595153036
465,0.95748469,3.150855192,0,10.36871769,1.981565432,0.35,0,140.6309764,239.0799404,LowAcc,400000,14.10740519,0.018682319,0.373697596,20.00274192,2.582470078,2.318202158,0.695460647,0.101102039,0.160772304,0.065738914,0.09503339,0.149833293,0.103153304,1.726368309,2,0,6,0.240163729,3,1,1,Titan,140.6309764,55.11570992,0,52.2544,88.37657639,6.710600289,6.605754039,0.077865318,0.784958905,0.253899197,14.05719835,4.756006807,0,0.014583564,0,0,Conventional,yes,yes,0,fall,0.00898481,100,3.714276037
466,1.248301251,3.581061784,0,10.27316402,1.494145556,0.35,0,143.3669779,225.2108256,LowAcc,400000,13.63402654,0.015688883,0.312857727,19.94136384,2.284893453,2.335241645,0.700572494,0.127162894,0.250165057,0.156434344,0.093730713,0.104190798,0.129077103,1.739746097,2,0,1,0.244832135,3,1,1,Titan,143.3669779,57.04351125,0,52.2544,91.11257785,6.800062553,6.623978581,0.083857751,1.221412423,0.261335761,14.33059832,4.733237653,0,0.014583564,0,0,Conventional,no,yes,0,summer,0.092967658,10,3.832593114
467,0.620614026,2.344356355,0,8.855756538,1.913874189,0.35,0,166.44348,337.3466233,LowAcc,400000,16.41150601,0.029188328,0.504212675,17.2744623,2.878176849,2.518516224,0.755554867,0.15277618,0.242042755,0.156147668,0.085895087,0.147901124,0.151460431,1.883635895,2,0,2,0.290337332,3,1,1,Titan,166.44348,77.16758271,0,52.2544,114.18908,5.335672125,8.729073263,0.090681886,1.181755883,0.337784174,16.63641284,4.695533553,0,0.014583564,0,0,Conventional,yes,no,0,winter,0.025744611,30,4.972925857
468,1.067533016,3.201007148,0,9.598248119,2.642497534,0.35,0,150.0904158,256.7630513,LowAcc,400000,14.57231683,0.017682702,0.335258552,18.95969032,2.282754394,2.392559678,0.717767903,0.18154834,0.244466151,0.154545746,0.089920405,0.078364091,0.18046337,1.784746774,2,0,1,0.259921194,3,1,1,Titan,150.0904158,63.31050363,0,52.2544,97.8360158,6.048602575,7.208499426,0.086608221,1.193587935,0.285895115,15.0024115,4.685323838,0,0.014583564,0,0,Conventional,no,no,0,spring,0.028993868,30,4.677862548
469,1.051823732,3.023833628,0,8.693062851,1.758986059,0.35,0,152.2754565,278.6171528,LowAcc,400000,15.06655536,0.017533404,0.322941927,18.41866686,2.190463419,2.399814201,0.71994426,0.149138679,0.201344743,0.066694377,0.134650366,0.149601004,0.149763268,1.790442337,2,0,3,0.261768958,3,1,1,Titan,152.2754565,64.10780093,0,52.2544,100.0210565,7.192767131,7.444959394,0.086183492,0.983050844,0.288957031,15.22073939,4.682014694,0,0.014583564,0,0,Conventional,yes,no,0,summer,0.028042763,30,4.58068681
470,0.580686809,3.133002574,0,16.90361306,1.490353516,0.35,0,144.4995399,258.9533266,LowAcc,400000,12.67517998,0.035947879,0.784299005,21.81767097,4.098641731,2.356024058,0.706807217,0.268303113,0.540310397,0.164365985,0.415944412,0.149644192,0.262931117,1.756062474,2,0,6,0.250408228,3,1,1,Titan,144.4995399,59.27731974,0,52.2544,92.24513986,4.271743064,6.536884988,0.081404776,2.638025625,0.270318859,14.44378078,4.711078458,0,0.014583564,0,0,Conventional,yes,yes,0,summer,0.010000044,100,4.435790312
471,0.45036703,2.127604749,0,10.05113977,1.882960487,0.35,0,158.2130983,317.2658189,LowAcc,400000,16.5734673,0.036229513,0.647611459,17.87524627,3.330883431,2.474491478,0.742347444,0.193771413,0.094731942,0.063166263,0.031565679,0.151785815,0.191148896,1.849071845,2,0,2,0.280081928,3,1,1,Titan,158.2130983,72.30877033,0,52.2544,105.9586983,3.90743403,8.37248891,0.081754387,0.462521713,0.319937267,15.81400059,4.677207535,0,0.014583564,0,0,Conventional,no,yes,0,winter,0.007647908,100,4.827454218
472,1.292965832,3.382450097,0,8.848624128,2.795573378,0.35,0,156.843352,291.5822248,LowAcc,400000,14.84869449,0.015053367,0.278591559,18.50692649,2.114651363,2.427308037,0.728192411,0.089241631,0.148683956,0.059266296,0.08941766,0.149084048,0.094430105,1.812027886,2,0,4,0.26865645,3,1,1,Titan,156.843352,67.11866985,0,52.2544,104.588952,8.393760243,7.590380912,0.093615306,0.725938439,0.300473979,15.67718616,4.674343546,0,0.014583564,0,0,Conventional,no,no,0,summer,0.008536262,100,3.964088699
473,0.863165565,2.698183408,0,8.434295807,2.294285083,0.35,0,167.3258757,339.4968665,LowAcc,400000,16.49873491,0.020782878,0.36060616,17.35111782,2.426688401,2.51904955,0.755714865,0.117829976,0.112479361,0.050451051,0.06202831,0.149674539,0.118902086,1.884054612,2,0,2,0.290459349,3,1,1,Titan,167.3258757,77.22616702,0,52.2544,115.0714757,6.666783627,8.760375513,0.095972554,0.549172176,0.337998643,16.72458429,4.695838304,0,0.014583564,0,0,Conventional,no,yes,0,fall,0.025608499,30,4.546925567
474,0.39312953,2.227685783,0,12.62327953,1.599746399,0.35,0,146.1486807,273.2771142,LowAcc,400000,15.43528785,0.042010999,0.790123896,18.80754828,4.057596326,2.388174576,0.716452373,0.156384505,0.086751188,0.056789615,0.029961573,0.149458261,0.154383959,1.781304008,2,0,4,0.25879789,3,1,1,Titan,146.1486807,62.81317843,0,52.2544,93.89428068,3.595674878,7.393230493,0.073906689,0.423556271,0.28403947,14.60851118,4.687599704,0,0.014583564,0,0,Conventional,no,no,0,winter,0.008211855,100,4.017504669
475,1.06285562,3.344035949,0,10.52125634,2.044407244,0.35,0,151.4871945,276.3766004,LowAcc,400000,14.40424792,0.017281107,0.347845112,20.12863605,2.508591003,2.396447699,0.71893431,0.091723575,0.113983783,0.044778591,0.069205192,0.148391947,0.094795669,1.787799279,2,0,5,0.26091312,3,1,1,Titan,151.4871945,63.7237729,0,52.2544,99.23279452,7.497500718,7.238516044,0.088900223,0.556517406,0.287537361,15.14198577,4.683480525,0,0.014583564,0,0,Conventional,no,yes,0,spring,0.008799651,100,4.738729022
476,0.502580451,2.296414483,0,10.4928862,1.703141039,0.35,0,150.8421159,287.7466085,LowAcc,400000,15.78778001,0.034018914,0.609733872,17.92337844,3.262707179,2.415154737,0.724546421,0.201169491,0.18899262,0.160275744,0.028716876,0.152403877,0.198348857,1.802486269,2,0,1,0.265633945,3,1,1,Titan,150.8421159,65.83408295,0,52.2544,98.58771587,3.986063988,7.702545369,0.077992357,0.922742515,0.295399787,15.07749022,4.676815112,0,0.014583564,0,0,Conventional,no,yes,0,fall,0.080285101,10,3.635867874
477,0.974623146,2.64947336,0,7.202485511,2.691932381,0.35,0,206.0102724,492.9139502,LowAcc,400000,18.95344667,0.018473932,0.297948491,16.12804921,1.983485234,2.794640376,0.747705353,0.186071861,0.219075338,0.119838318,0.09923702,0.149852989,0.185039056,2.794640376,3,0,2,0.35450518,3,1,1,Titan,206.0102724,111.4285096,0,52.2544,153.7558724,9.436830665,10.60648676,0.132066618,1.069619165,0.457337642,20.59494737,0.015491046,0,0.014583564,0,0,Conventional,yes,no,0,fall,0.022291874,30,4.916348438
478,0.448344278,2.136825435,0,10.18418917,1.828096919,0.35,0,163.8498055,335.095513,LowAcc,400000,16.15746722,0.040505108,0.708848071,17.50021412,3.602545148,2.51025341,0.753076023,0.158656602,0.217514951,0.132603293,0.084911658,0.152306349,0.156785952,1.877148718,2,0,5,0.288440336,3,1,1,Titan,163.8498055,76.30308585,0,52.2544,111.5954055,4.148788956,8.578101501,0.086087262,1.06200069,0.334456241,16.37724665,4.691054748,0,0.014583564,0,0,Conventional,yes,yes,0,winter,0.078448156,10,2.880832475
479,0.776390891,2.717034241,0,9.508451417,2.705168951,0.35,0,148.4230501,270.5257508,LowAcc,400000,15.25167843,0.022344901,0.416151123,18.62398634,2.646343951,2.381635678,0.714490703,0.132345401,0.178393536,0.076037116,0.10235642,0.148430063,0.132219357,1.776170286,2,0,2,0.257113745,3,1,1,Titan,148.4230501,62.10725524,0,52.2544,96.16865009,5.954826422,7.332341765,0.080207309,0.87099327,0.28126554,14.83578705,4.691389933,0,0.014583564,0,0,Conventional,yes,yes,0,spring,0.027702383,30,3.684785193
480,1.035307789,3.509294169,0,11.89515398,1.75300782,0.35,0,152.5475884,238.9501913,LowAcc,400000,13.84025351,0.018501091,0.389505151,21.0530914,2.667044617,2.36049343,0.708148029,0.145289172,0.228822185,0.146819836,0.082002349,0.096589752,0.1450694,1.759571401,2,0,4,0.251591251,3,1,1,Titan,152.5475884,59.78288481,0,52.2544,94.51040292,6.412572929,6.867404852,0.088920944,1.117207426,0.272238733,15.24752774,4.707061922,0,0.014583564,0,5.782785519,Conventional,no,yes,2,summer,0.030527464,30,3.157403182
481,0.840668423,3.082721557,0,11.30430493,2.225115569,0.35,0,135.6416826,217.0020981,LowAcc,400000,13.49117817,0.022008613,0.448883982,20.39583246,2.791751054,2.280655451,0.684196635,0.195188542,0.394341942,0.151894752,0.24244719,0.144665065,0.192463149,1.6968902,2,0,1,0.229541978,3,1,1,Titan,135.6416826,50.98522953,0,52.2544,83.38728264,5.558465074,6.216037346,0.073159344,1.92534542,0.237267851,13.55422791,4.822966593,0,0.014583564,0,0,Conventional,yes,no,0,fall,0.009395203,100,4.479420862
482,1.089929177,2.969275418,0,8.089146242,2.530858481,0.35,0,176.4847923,367.7904656,LowAcc,400000,16.14570291,0.018368665,0.314528878,17.12312109,2.144272987,2.576744347,0.773023304,0.175317986,0.227698189,0.141873954,0.085824235,0.151315027,0.175109586,1.929351089,2,0,6,0.303369329,3,1,1,Titan,176.4847923,83.62382761,0,52.2544,124.2303923,7.451997051,9.180814822,0.107445702,1.111719598,0.360971598,17.63977675,4.739255637,0,0.014583564,0,0,Conventional,no,yes,0,winter,0.078505316,10,2.937999151
483,0.873001405,3.153490428,0,11.39116366,2.728779876,0.35,0,142.7953342,228.7484646,LowAcc,400000,14.15741356,0.020314485,0.41323459,20.34186891,2.730850465,2.344880335,0.703464101,0.147005824,0.172912411,0.103649579,0.069262832,0.070377018,0.146259709,1.747313481,2,0,1,0.247433901,3,1,1,Titan,142.7953342,58.05072466,0,52.2544,90.54093417,5.515284209,6.774658086,0.080244676,0.844232082,0.265513621,14.27346455,4.722228723,0,0.014583564,0,0,Conventional,no,no,0,winter,0.008953073,100,4.672726816
484,1.27132308,3.378256901,0,8.976962558,1.484680015,0.35,0,149.1041757,266.1216516,LowAcc,400000,14.61878161,0.014852785,0.277892579,18.70979575,2.117334697,2.372323872,0.711697162,0.087761645,0.140880617,0.049705679,0.091174938,0.150005748,0.092889643,1.76885954,2,0,4,0.254696196,3,1,1,Titan,149.1041757,61.12273032,0,52.2544,96.84977573,7.930752878,7.128317578,0.086753503,0.687839212,0.277300854,14.9038648,4.697633025,0,0.014583564,0,0,Conventional,no,no,0,fall,0.08670514,10,3.606875661
485,1.148222143,3.69853615,0,11.91334772,1.545867276,0.35,0,136.3540045,216.0140225,LowAcc,400000,12.82569058,0.016756899,0.365549247,21.81484986,2.639148228,2.277931706,0.683379512,0.089770684,0.192969387,0.050780497,0.14218889,0.146970291,0.093275762,1.694751774,2,0,1,0.22875226,3,1,1,Titan,136.3540045,50.68584213,0,52.2544,84.09960454,7.622941589,6.060877698,0.078478399,0.942158786,0.236047454,13.62984975,4.828825168,0,0.014583564,0,0,Conventional,yes,no,0,summer,0.009882692,100,4.203675126
486,0.508188511,2.144594764,0,9.05035553,2.846351881,0.35,0,176.2469411,398.8370952,LowAcc,400000,18.21805083,0.030613911,0.529125092,17.28381243,2.890580254,2.645055781,0.709599728,0.196108757,0.211781429,0.126341803,0.085439626,0.148050478,0.193161724,2.645055781,3,0,4,0.316791888,3,1,1,Titan,176.2469411,90.44906721,0,52.2544,123.9925411,5.339308458,9.037945956,0.099026404,1.034007193,0.385442375,17.61602497,0.017134936,0,0.014583564,0,0,Conventional,yes,no,0,winter,0.006957514,100,3.016765829
487,0.574438928,2.380784346,0,9.867252768,1.829910918,0.35,0,151.1690545,283.2370971,LowAcc,400000,15.58459076,0.030013131,0.548647821,18.28025959,3.035057182,2.410236853,0.723071056,0.188196089,0.250194037,0.141729417,0.10846462,0.148880736,0.185602822,1.798625213,2,0,1,0.264401057,3,1,1,Titan,151.1690545,65.2402818,0,52.2544,98.91465451,4.66095975,7.616613334,0.078932885,1.221553915,0.293339027,15.11016725,4.678222985,0,0.014583564,0,0,Conventional,yes,no,0,spring,0.008133184,100,3.541654598
488,1.255773698,4.491917843,0,16.06764494,1.584162509,0.35,0,166.3709451,214.4575119,LowAcc,400000,11.75160307,0.019617324,0.485777397,24.76267447,3.246419515,2.725408574,0.817622572,0.113440615,0.240315379,0.047126931,0.193188448,0.14904691,0.114633157,1.023034062,1,0,4,0.22682181,3,1,1,Titan,166.3709451,49.97216539,0,52.2544,114.1165451,8.39883725,8.789579594,0.13025871,1.173322097,0.233073673,16.62914435,28.77558049,0,0.014583564,0,0,Conventional,yes,yes,0,summer,0.035953209,30,4.630040159
489,1.095762527,3.440063124,0,10.79981657,1.877889734,0.35,0,161.289926,310.2162801,LowAcc,400000,13.75061101,0.01930017,0.39419602,20.42448454,2.575014833,2.462693218,0.738807965,0.188647677,0.403219432,0.156958953,0.246260479,0.151944659,0.18700087,1.83980897,2,0,6,0.277269125,3,1,1,Titan,161.289926,71.01210639,0,52.2544,109.035526,7.260376867,7.569892929,0.098499258,1.968689109,0.315104421,16.1215247,4.674748715,0,0.014583564,0,0,Conventional,yes,yes,0,summer,0.009217943,100,3.406574152
