Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
96,1.182605358,3.507502836,0,10.40294301,2.751008738,0.35,0,157.5202597,273.8906743,LowAcc,400000,14.04449345,0.018965876,0.341939953,18.02922014,0.560039951,2.38910754,0.716732262,0.087856084,0.173775504,0.144551682,0.029223822,0.150164459,0.091428614,1.782036483,2,0,3,0.259037289,3,1,1,Titan,157.5202597,62.91637868,0,52.2544,99.22661003,7.469546123,7.168816057,0.092918168,0.848446069,0.284434579,15.74438896,4.687097821,0,0.014583564,0,6.039249679,V-tail,yes,yes,2,summer,0.009025057,100,3.35000428
97,0.416738233,2.575839057,0,15.92113783,2.282325445,0.35,0,137.8872894,233.8580348,LowAcc,400000,14.00618355,0.044705014,0.854056676,19.10427027,3.065106662,2.320575635,0.69617269,0.027047533,0.11184008,0.089515455,0.022324625,0.112161024,0.028445816,1.728231738,2,0,3,0.240819429,3,1,1,Titan,137.8872894,55.38989523,0,52.2544,85.63288945,4.251491472,6.569087203,0.07123893,0.546050934,0.254939045,13.78303219,4.752570874,0,0.014583564,0,0,V-tail,yes,yes,0,winter,0.030165808,30,4.889669902
98,0.465475003,2.511361992,0,13.54946885,1.650349878,0.35,0,149.5797363,280.9507454,LowAcc,400000,14.49655585,0.044365317,0.774305178,17.45293912,2.482959133,2.404255685,0.721276706,0.152255704,0.192590296,0.163200566,0.02938973,0.156009223,0.150163691,1.793929368,2,0,5,0.262893817,3,1,1,Titan,149.5797363,64.63921962,0,52.2544,97.32533629,4.418718547,7.310512478,0.079530409,0.940307902,0.290826805,14.95137445,4.680262514,0,0.014583564,0,0,V-tail,yes,no,0,spring,0.087436183,10,4.862485727
99,0.58845535,3.11053279,0,16.44205331,2.307343399,0.35,0,172.6631267,361.7180126,LowAcc,400000,14.19568533,0.03921352,0.737290754,18.80195287,2.554297766,2.568797917,0.770639375,0.096921027,0.141978062,0.116090999,0.025887063,0.15556186,0.096597726,1.923112306,2,0,3,0.301624023,3,1,1,Titan,172.6631267,82.68489619,0,52.2544,120.4087267,6.018664208,8.542592079,0.10690888,0.693197406,0.357833439,17.25794195,4.732109024,0,0.014583564,0,0,V-tail,no,no,0,summer,0.008928935,100,3.470386096
100,0.381553422,2.200284704,0,12.68826984,1.776214667,0.35,0,191.4363845,456.8707959,LowAcc,400000,17.3669224,0.054110254,0.842342732,15.56715542,2.830487129,2.742370001,0.734389842,0.132122839,0.129242989,0.113277933,0.015965056,0.212448976,0.130525018,2.742370001,3,0,6,0.341800075,3,1,1,Titan,191.4363845,104.1051499,0,52.2544,139.1819845,5.063025574,9.672900661,0.112901127,0.631019353,0.432604884,19.13381833,0.015981029,0,0.014583564,0,0,V-tail,yes,no,0,winter,0.024328308,30,3.445818311
101,0.892657274,3.178412509,0,11.31711618,1.504753791,0.35,0,141.4658385,240.6606074,LowAcc,400000,13.93615479,0.022295814,0.413186703,18.53203065,0.817103147,2.326202142,0.697860643,0.079819388,0.124721587,0.079191306,0.045530281,0.150808062,0.082407143,1.732649137,2,0,2,0.242366729,3,1,1,Titan,141.4658385,55.9959141,0,52.2544,89.21143851,6.758897061,6.61139978,0.078904365,0.608943941,0.257398879,14.14062372,4.744773105,0,0.014583564,0,0,V-tail,yes,yes,0,spring,0.009095217,100,4.58844916
102,0.859763257,3.398428707,0,13.43313707,1.49364046,0.35,0,145.1466176,237.499213,LowAcc,400000,13.64151012,0.023487914,0.459376284,19.55798522,1.104493943,2.360529967,0.70815899,0.081162254,0.135204612,0.105903121,0.029301491,0.131414354,0.082768792,1.759600086,2,0,4,0.2516009,3,1,1,Titan,145.1466176,59.7873141,0,52.2544,92.89221758,6.115060596,6.742977436,0.084445929,0.660126537,0.27225441,14.50842487,4.707030134,0,0.014583564,0,0,V-tail,no,no,0,summer,0.030972219,30,4.165921416
103,0.876930633,3.17215383,0,11.47475016,2.246654468,0.35,0,143.1028897,250.4773361,LowAcc,400000,14.32228038,0.022250262,0.402832266,18.10460818,0.787946041,2.340375738,0.702112722,0.053883934,0.075873307,0.059097003,0.016776304,0.149965075,0.057582308,1.743776899,2,0,1,0.246221399,3,1,1,Titan,143.1028897,57.60601598,0,52.2544,90.84848974,6.670325535,6.811826791,0.080321444,0.37044582,0.263563649,14.30419506,4.727211906,0,0.014583564,0,0,V-tail,no,yes,0,spring,0.088500119,10,3.11887835
104,0.604512885,2.942402845,0,14.32183617,1.465664929,0.35,0,136.6653833,225.7533112,LowAcc,400000,13.66074386,0.03121926,0.613436615,19.64930018,1.872800241,2.30014225,0.690042675,0.08276652,0.1262837,0.105672525,0.020611175,0.152754912,0.08328467,1.712189384,2,0,1,0.235114586,3,1,1,Titan,136.6653833,53.17821899,0,52.2544,84.41098331,5.462658548,6.373615272,0.073310123,0.616570842,0.245943124,13.6609436,4.785139249,0,0.014583564,0,0,V-tail,yes,yes,0,spring,0.092785834,10,3.738259555
105,0.55168093,2.516909674,0,11.48278645,2.83536251,0.35,0,160.1643362,317.0269188,LowAcc,400000,15.14750465,0.037254238,0.640709388,17.1982952,1.836646462,2.477957593,0.743387278,0.146185823,0.203906472,0.168764003,0.035142469,0.15309581,0.14460189,1.851793108,2,0,6,0.280902925,3,1,1,Titan,160.1643362,72.69066561,0,52.2544,107.9099362,5.051625964,8.060945075,0.088059721,0.995558296,0.32135293,16.00900833,4.678136679,0,0.014583564,0,0,V-tail,yes,yes,0,spring,0.00836787,100,2.950579051
106,1.022429081,3.3165899,0,10.75846606,2.293271799,0.35,0,153.5935472,263.2578326,LowAcc,400000,14.42221392,0.019681224,0.365713793,18.58186205,0.567285131,2.41961842,0.725885526,0.070704863,0.124626277,0.105722864,0.018903413,0.142897445,0.073923405,1.805990729,2,0,1,0.266748035,3,1,1,Titan,153.5935472,66.28848116,0,52.2544,101.3391472,6.669964612,7.341221916,0.090947327,0.608478597,0.297266474,15.35246063,4.675742873,0,0.014583564,0,0,V-tail,no,no,0,winter,0.02929563,30,4.993525843
107,1.33414985,3.340653084,0,8.364849743,2.441815515,0.35,0,157.2189595,293.2548704,LowAcc,400000,14.77130232,0.016170802,0.273481632,16.91206313,-0.232656709,2.425339268,0.72760178,0.084308159,0.179928998,0.15358897,0.026340028,0.150123966,0.090328986,1.810482196,2,0,1,0.268169133,3,1,1,Titan,157.2189595,66.95955743,0,52.2544,104.9645595,8.749379189,7.580279382,0.093246604,0.87849005,0.299653749,15.71472094,4.674648615,0,0.014583564,0,0,V-tail,yes,no,0,winter,0.085809869,10,4.766519182
108,0.463474891,2.806008878,0,16.98837624,1.683498808,0.35,0,146.6073102,251.9516559,LowAcc,400000,13.90772644,0.044489105,0.828099583,18.61353644,2.994900221,2.386571166,0.71597135,0.070767711,0.079850128,0.05276532,0.027084808,0.174680863,0.070813521,1.780045163,2,0,4,0.258385935,3,1,1,Titan,146.6073102,62.69649256,0,52.2544,94.35291018,4.617162002,6.927956198,0.080632856,0.389862355,0.283360035,14.65437583,4.688484773,0,0.014583564,0,0,V-tail,yes,yes,0,summer,0.091138082,10,4.414158641
109,0.720324281,3.145531893,0,13.73599523,1.768671412,0.35,0,139.1662721,235.7695678,LowAcc,400000,13.70326371,0.026767904,0.520982744,19.46296358,1.362972329,2.314629439,0.694388832,0.057308287,0.178839624,0.163091963,0.015747661,0.145831772,0.059502148,1.723563349,2,0,1,0.239173335,3,1,1,Titan,139.1662721,54.73597974,0,52.2544,86.91187208,5.81145343,6.475177724,0.07698507,0.873171262,0.252331462,13.91084358,4.76134624,0,0.014583564,0,0,V-tail,no,yes,0,spring,0.030832643,30,3.781329563
110,1.158751109,3.321052033,0,9.518339631,2.777718499,0.35,0,159.8761724,302.5893687,LowAcc,400000,14.43287536,0.019452527,0.335392454,17.24158834,0.249912256,2.450698317,0.735209495,0.11736744,0.229827149,0.160856838,0.068970311,0.150346461,0.119841602,1.830391713,2,0,6,0.274379883,3,1,1,Titan,159.8761724,69.75337694,0,52.2544,107.6217724,7.986204591,7.685862071,0.095817504,1.122114088,0.31016823,15.98024177,4.673403665,0,0.014583564,0,0,V-tail,yes,no,0,fall,0.087821968,10,3.836646539
111,0.549699072,2.805155777,0,14.31492126,2.115925063,0.35,0,142.0176907,252.5505351,LowAcc,400000,14.01382542,0.035955194,0.666146065,18.52711642,2.081917675,2.345792351,0.703737705,0.080763929,0.103960442,0.079441419,0.024519023,0.155782417,0.081086666,1.748029509,2,0,6,0.247678665,3,1,1,Titan,142.0176907,58.15107384,0,52.2544,89.76329068,5.06467619,6.765912746,0.076545448,0.507579183,0.265907883,14.19575808,4.721253747,0,0.014583564,0,0,V-tail,yes,yes,0,fall,0.009044807,100,4.83960631
112,0.827450833,3.628205417,0,15.90895075,2.487830795,0.35,0,137.4657361,225.9403321,LowAcc,400000,12.54097271,0.024445694,0.534878633,21.88027993,1.500153829,2.297636773,0.689291032,0.111104244,0.190497666,0.15937581,0.031121856,0.152157923,0.111130294,1.710222322,2,0,6,0.234405521,3,1,1,Titan,137.4657361,52.85388763,0,52.2544,85.21133609,6.465370399,6.092540363,0.07947357,0.930090791,0.244833102,13.74094031,4.789616357,0,0.014583564,0,0,V-tail,yes,yes,0,spring,0.010107059,100,4.466925563
113,0.673841185,2.708399192,0,10.88598671,1.462027805,0.35,0,147.7865414,269.6060151,LowAcc,400000,14.78004282,0.028815344,0.508383422,17.64280253,1.250279687,2.380354867,0.71410646,0.126563713,0.195961065,0.162001588,0.033959477,0.151782513,0.126052481,1.775164715,2,0,1,0.256782569,3,1,1,Titan,147.7865414,62.00634535,0,52.2544,95.53214138,5.521791869,7.207780951,0.079771858,0.956765433,0.280721222,14.77219213,4.692189004,0,0.014583564,0,0,V-tail,yes,no,0,fall,0.085759123,10,4.386096503
114,0.411136945,2.618996074,0,16.68334728,2.72929629,0.35,0,144.5345371,266.0576654,LowAcc,400000,14.02771701,0.05141879,0.90464163,17.59359998,3.177367278,2.371023718,0.711307115,0.094800486,0.105939039,0.085622933,0.020316106,0.168177668,0.094053535,1.767838783,2,0,6,0.25435682,3,1,1,Titan,144.5345371,60.94116785,0,52.2544,92.28013708,4.36261191,6.945025322,0.076929577,0.517239537,0.276745917,14.44724749,4.698585908,0,0.014583564,0,0,V-tail,yes,no,0,fall,0.030119501,30,3.608722303
115,0.729681505,2.854389516,0,11.16588464,2.033223007,0.35,0,145.9446415,262.9256172,LowAcc,400000,14.58266607,0.026905641,0.476262496,17.70121354,1.129150021,2.365698434,0.70970953,0.079256729,0.125443451,0.099672632,0.025770819,0.150746855,0.080843982,1.763657875,2,0,1,0.25296202,3,1,1,Titan,145.9446415,60.39336411,0,52.2544,93.69024145,5.974735387,7.050002837,0.079768756,0.612468389,0.274469406,14.58814722,4.702701781,0,0.014583564,0,0,V-tail,yes,no,0,winter,0.086919875,10,2.955180127
116,0.572626877,2.802017996,0,13.71103098,2.528197988,0.35,0,149.1380135,255.7543817,LowAcc,400000,14.24791829,0.034842722,0.649649673,18.64520412,2.007188076,2.400836308,0.720250892,0.08936078,0.123014281,0.091684713,0.031329568,0.09494,0.089372487,1.791244798,2,0,2,0.262028246,3,1,1,Titan,149.1380135,64.2656576,0,52.2544,96.88361348,4.917489412,7.124593711,0.082452201,0.600608146,0.289387641,14.90724793,4.681593276,0,0.014583564,0,0,V-tail,yes,no,0,winter,0.088962014,10,4.104010014
117,0.726812929,3.109263633,0,13.30124982,2.808657123,0.35,0,137.9272495,231.8404126,LowAcc,400000,13.79744845,0.025737801,0.504772052,19.61208955,1.322149206,2.305964481,0.691789344,0.105814459,0.16690419,0.138750707,0.028153483,0.150529537,0.106072703,1.716760447,2,0,3,0.236754113,3,1,1,Titan,137.9272495,53.76951163,0,52.2544,85.67284946,5.750895535,6.436585164,0.075671078,0.814897386,0.248516626,13.78703386,4.775154615,0,0.014583564,0,0,V-tail,no,no,0,summer,0.009186652,100,3.784143176
118,0.830232934,2.868863308,0,9.913334369,2.415895986,0.35,0,169.540685,361.5002941,LowAcc,400000,16.61778456,0.02229635,0.374449416,16.7942026,0.620216068,2.599563646,0.698010926,0.104159931,0.188404098,0.164315307,0.024088791,0.140700554,0.10529883,2.599563646,3,0,4,0.304397222,3,1,1,Titan,169.540685,84.07557098,0,52.2544,117.286285,6.792008058,8.053513216,0.104132478,0.9198691,0.362824533,16.94596587,0.017817239,0,0.014583564,0,0,V-tail,no,yes,0,spring,0.007627512,100,4.935189144
119,0.547287474,3.047388441,0,16.96836992,1.723334811,0.35,0,135.5091315,225.1585959,LowAcc,400000,13.43737285,0.03537477,0.69436808,19.62890713,2.288464946,2.294104463,0.688231339,0.133204145,0.180450059,0.158372955,0.022077104,0.155163689,0.131442511,1.707449087,2,0,6,0.233402196,3,1,1,Titan,135.5091315,52.46487321,0,52.2544,83.25473154,4.973600687,6.266823199,0.073450531,0.881034092,0.243265493,13.54098375,4.796117005,0,0.014583564,0,0,V-tail,no,no,0,fall,0.009432822,100,3.241717207
120,0.398003863,2.436312379,0,14.91346833,2.527573952,0.35,0,168.1653749,346.2546338,LowAcc,400000,14.78366234,0.056486933,0.978927781,17.33016331,3.416655478,2.546533449,0.763960035,0.111898024,0.14584746,0.123295545,0.022551915,0.15638076,0.110771458,1.90563236,2,0,1,0.296679311,3,1,1,Titan,168.1653749,80.23515706,0,52.2544,115.9109749,4.469344778,8.513956499,0.094335459,0.712089456,0.348997527,16.80849636,4.714014234,0,0.014583564,0,0,V-tail,yes,yes,0,summer,0.008573813,100,3.979979839
121,0.503362388,2.84243943,0,16.05098455,2.101356124,0.35,0,140.1564991,244.6756208,LowAcc,400000,13.86440906,0.038963702,0.733491664,18.82499944,2.517264835,2.331983878,0.699595163,0.120804739,0.165532296,0.15469931,0.010832986,0.164086498,0.119502237,1.737188407,2,0,6,0.243946493,3,1,1,Titan,140.1564991,56.6319965,0,52.2544,87.90209908,4.732328076,6.632605383,0.075426977,0.808199215,0.259919056,14.00978352,4.737256791,0,0.014583564,0,0,V-tail,no,yes,0,fall,0.009142283,100,4.578661397
122,0.620421027,3.012439213,0,14.62682536,2.293606423,0.35,0,146.2955175,263.2237367,LowAcc,400000,13.61825492,0.032846092,0.643823794,19.60122982,1.969947582,2.372480439,0.711744132,0.133557225,0.197611603,0.168473681,0.029137922,0.153698347,0.132161595,1.768982462,2,0,1,0.254737034,3,1,1,Titan,146.2955175,61.08735906,0,52.2544,94.04111753,5.434077164,6.860266957,0.081895517,0.964824063,0.277367657,14.62322391,4.697519639,0,0.014583564,0,0,V-tail,yes,no,0,spring,0.009307533,100,4.78576342
123,1.116299949,3.203042657,0,9.190614292,1.792870891,0.35,0,173.6922271,355.2274458,LowAcc,400000,15.33065128,0.020307339,0.335230634,16.50785629,0.33333787,2.554325303,0.766297591,0.103846234,0.200594894,0.168729004,0.03186589,0.150189295,0.106704573,1.911749784,2,0,6,0.298419122,3,1,1,Titan,173.6922271,81.15932709,0,52.2544,121.4378271,7.98242387,8.76157707,0.107654121,0.979389761,0.352097191,17.3607583,4.720016154,0,0.014583564,0,0,V-tail,no,yes,0,fall,0.082679039,10,4.402780463
124,0.93621391,3.014363118,0,9.705458241,2.158596773,0.35,0,155.4338793,296.2756984,LowAcc,400000,15.15735742,0.021560459,0.36592244,16.97192238,0.813840666,2.434484841,0.730345452,0.075627666,0.135535632,0.115235733,0.020299899,0.150079191,0.078485784,1.817662431,2,0,1,0.270425444,3,1,1,Titan,155.4338793,67.90806041,0,52.2544,103.1794793,6.273658877,7.718651787,0.089457607,0.661742717,0.30345831,15.53633087,4.673535124,0,0.014583564,0,0,V-tail,no,yes,0,winter,0.008362431,100,4.352428543
125,1.389939712,3.451270774,0,8.569630647,1.531552372,0.35,0,154.1046238,285.4972217,LowAcc,400000,14.41055619,0.015827696,0.270348304,17.08071155,0.001791089,2.410717455,0.723215237,0.08263076,0.175501552,0.147996971,0.027504581,0.150061132,0.088344873,1.799002537,2,0,3,0.264521795,3,1,1,Titan,154.1046238,65.29361469,0,52.2544,101.8502238,7.843346677,7.374638121,0.092023514,0.856873371,0.293540608,15.40352847,4.678074795,0,0.014583564,0,0,V-tail,yes,no,0,summer,0.008795799,100,4.46055503
126,1.357375052,3.228412926,0,7.678533657,2.471366122,0.35,0,181.6230359,403.5084628,LowAcc,400000,16.86945592,0.015456967,0.238086267,15.40316849,-0.145284446,2.652312066,0.711448215,0.0715182,0.10243602,0.072551871,0.029884149,0.150272273,0.07861145,2.652312066,3,0,1,0.318724345,3,1,1,Titan,181.6230359,91.48428354,0,52.2544,129.3686359,9.894010843,8.79775189,0.118555536,0.500136305,0.389014226,18.15326435,0.017035683,0,0.014583564,0,0,V-tail,yes,no,0,fall,0.02504573,30,3.418626238
127,1.329537825,3.690695737,0,10.24509026,1.55745516,0.35,0,139.6715479,233.0028377,LowAcc,400000,13.56783688,0.015632379,0.288969131,18.48529513,0.21687383,2.309370349,0.692811105,0.066363279,0.119577061,0.090577857,0.028999204,0.150171232,0.072229596,1.719434411,2,0,2,0.237707954,3,1,1,Titan,139.6715479,54.14431137,0,52.2544,87.41714792,7.198028379,6.41382304,0.081639554,0.583826173,0.25001824,13.96133795,4.769579646,0,0.014583564,0,0,V-tail,no,no,0,spring,0.009342119,100,4.210203501
128,1.109831266,3.217203681,0,9.326101941,2.403742418,0.35,0,173.979229,359.1794075,LowAcc,400000,15.47151416,0.020123067,0.331619636,16.47957746,0.581295774,2.565392971,0.769617891,0.058481229,0.079715043,0.056427058,0.023287985,0.149678779,0.063033448,1.920439066,2,0,6,0.300873083,3,1,1,Titan,173.979229,82.30963578,0,52.2544,121.724829,7.540392004,8.887254456,0.108692311,0.389202813,0.356486317,17.38942617,4.72915554,0,0.014583564,0,0,V-tail,no,no,0,fall,0.008192627,100,3.758646443
129,0.37736731,2.272464958,0,13.68453718,2.477065066,0.35,0,167.0097325,346.712518,LowAcc,400000,15.49391612,0.057503781,0.933513351,16.2339473,3.278904637,2.540062832,0.76201885,0.066630129,0.093087958,0.082044419,0.011043539,0.153757413,0.066706965,1.900552246,2,0,5,0.295226721,3,1,1,Titan,167.0097325,79.53980831,0,52.2544,114.7553325,4.254848977,8.651798634,0.091067798,0.454495083,0.34641731,16.6930041,4.709308737,0,0.014583564,0,0,V-tail,no,yes,0,spring,0.027269274,30,3.200879123
130,1.188266051,3.105408366,0,8.115658198,2.390671044,0.35,0,203.7852981,485.107183,LowAcc,400000,17.89140715,0.017667792,0.271291129,15.35512358,0.282975645,2.786666743,0.745674126,0.072890198,0.094648933,0.063274119,0.031374814,0.150031145,0.078013041,2.786666743,3,0,3,0.352596661,3,1,1,Titan,203.7852981,110.2923783,0,52.2544,151.5308981,9.553040333,10.22881,0.138260715,0.462116428,0.453589438,20.37255832,0.01556098,0,0.014583564,0,0,V-tail,no,no,0,spring,0.007084538,100,4.337875833
131,0.498463417,2.739441935,0,15.05535183,2.065191394,0.35,0,138.6859673,241.0248289,LowAcc,400000,13.89110883,0.038928745,0.730114262,18.75514509,2.435077902,2.32219077,0.696657231,0.090850204,0.122345172,0.097443665,0.024901507,0.152921964,0.090583863,1.729499789,2,0,5,0.24126461,3,1,1,Titan,138.6859673,55.60533764,0,52.2544,86.4315673,4.70710975,6.565123371,0.073300901,0.59734127,0.255645907,13.86284207,4.750282821,0,0.014583564,0,0,V-tail,yes,no,0,spring,0.091247108,10,4.378606516
132,0.857357905,3.014221211,0,10.59712572,2.357876629,0.35,0,155.0965246,291.3561971,LowAcc,400000,14.74325665,0.024132927,0.421423246,17.46258312,0.830940619,2.428255384,0.728476615,0.066622833,0.100384673,0.069218492,0.031166181,0.146924962,0.069578896,1.812771653,2,0,4,0.268890626,3,1,1,Titan,155.0965246,67.23790091,0,52.2544,102.8421246,6.959137902,7.573721435,0.088950039,0.490120755,0.300868423,15.50263189,4.674209641,0,0.014583564,0,0,V-tail,yes,yes,0,fall,0.028657701,30,2.993334043
133,0.443395495,2.272309973,0,11.64511744,1.75636542,0.35,0,165.7610441,342.3394602,LowAcc,400000,15.84076358,0.046793483,0.75440473,16.12200433,2.406147677,2.526166838,0.757850051,0.061808925,0.074229854,0.05494521,0.019284644,0.152869747,0.062372509,1.88964243,2,0,2,0.292082792,3,1,1,Titan,165.7610441,77.99404215,0,52.2544,113.5066441,4.804430645,8.632237001,0.089760996,0.362421782,0.340856928,16.56822711,4.700083877,0,0.014583564,0,0,V-tail,yes,no,0,spring,0.008001657,100,4.670163372
134,0.926943256,3.57711968,0,13.80428103,2.043282783,0.35,0,135.7363808,216.5045305,LowAcc,400000,12.86604955,0.022202118,0.447938207,20.17547156,1.052199465,2.280683136,0.684204941,0.06939195,0.10678639,0.062940987,0.043845403,0.151807072,0.072405978,1.696911935,2,0,4,0.229549991,3,1,1,Titan,135.7363808,51.03861074,0,52.2544,83.48198076,7.128466881,6.077700108,0.077354736,0.521376666,0.237280246,13.56370003,4.822907791,0,0.014583564,0,0,V-tail,yes,no,0,winter,0.098516915,10,4.329550294
135,0.867599843,3.117504154,0,11.20197546,1.596264867,0.35,0,144.5118639,255.671865,LowAcc,400000,14.05399405,0.023473689,0.427021692,18.19150358,0.87774884,2.350352293,0.705105688,0.088739015,0.156520163,0.134202051,0.022318112,0.152824581,0.090624264,1.751609542,2,0,2,0.248898841,3,1,1,Titan,144.5118639,58.70499004,0,52.2544,92.2574639,6.402695515,6.860625296,0.08096029,0.764198141,0.267876459,14.44498707,4.71654753,0,0.014583564,0,0,V-tail,yes,no,0,summer,0.090189558,10,3.139890706
136,0.516594025,2.595997994,0,13.04545786,2.715689375,0.35,0,156.5412274,305.104015,LowAcc,400000,14.95477222,0.039537888,0.686096464,17.35288582,2.172367915,2.454483911,0.736345173,0.099769821,0.142396751,0.118231726,0.024165025,0.15164255,0.099433663,1.833363802,2,0,6,0.275295004,3,1,1,Titan,156.5412274,70.16780246,0,52.2544,104.2868274,4.874528972,7.816072049,0.086191781,0.695241624,0.311728614,15.64697912,4.673699163,0,0.014583564,0,0,V-tail,no,yes,0,winter,0.084757126,10,4.546067636
137,0.941515063,3.387907351,0,12.19090025,2.718293135,0.35,0,150.4927336,261.2264458,LowAcc,400000,14.05898987,0.021803551,0.40949203,18.78097903,0.829743075,2.39999127,0.719997381,0.057570403,0.078928793,0.054915339,0.024013454,0.149196811,0.060720504,1.790581354,2,0,5,0.261813895,3,1,1,Titan,150.4927336,64.11385208,0,52.2544,98.23833363,6.495852369,7.126025071,0.089063778,0.385364005,0.289031644,15.04262021,4.681940904,0,0.014583564,0,0,V-tail,no,yes,0,winter,0.009015751,100,3.596799674
138,0.709949918,3.033221852,0,12.959273,2.428144627,0.35,0,147.4084116,248.1911963,LowAcc,400000,14.35707796,0.026693953,0.51006775,19.10798853,1.350043874,2.383370407,0.715011122,0.066797137,0.085529957,0.055004405,0.030525552,0.150963038,0.068302182,1.777532231,2,0,1,0.257561612,3,1,1,Titan,147.4084116,62.3416199,0,52.2544,95.15401155,5.548569071,7.041700265,0.083186862,0.417593701,0.282002253,14.73441845,4.690337486,0,0.014583564,0,0,V-tail,no,no,0,fall,0.088285619,10,3.881015582
139,0.55240957,2.672511518,0,12.92938827,2.007471703,0.35,0,142.3387376,254.1293288,LowAcc,400000,14.4541425,0.03407845,0.624514724,18.32579618,1.858744084,2.34750171,0.704250513,0.067268685,0.094817782,0.075180231,0.019637551,0.142883777,0.068199756,1.749371535,2,0,3,0.248136768,3,1,1,Titan,142.3387376,58.39017407,0,52.2544,90.08433758,5.049146113,6.878156241,0.075402285,0.462940821,0.266646354,14.22783134,4.719456793,0,0.014583564,0,0,V-tail,yes,no,0,fall,0.087692751,10,3.156247222
140,0.788141383,2.704033094,0,9.277263106,2.170498724,0.35,0,185.7432906,426.9376814,LowAcc,400000,17.4951764,0.024356042,0.389886127,16.00777827,0.928343716,2.692912561,0.721790906,0.081368978,0.106577331,0.082269548,0.024307783,0.150473297,0.08336709,2.692912561,3,0,4,0.329327712,3,1,1,Titan,185.7432906,97.15528243,0,52.2544,133.4888906,7.413112379,9.27956428,0.11568807,0.520355951,0.408829839,18.56495171,0.016522418,0,0.014583564,0,0,V-tail,yes,no,0,spring,0.007244988,100,4.402573305
141,0.961414928,3.008513966,0,9.414412049,2.223209987,0.35,0,158.590494,302.456813,LowAcc,400000,15.03202526,0.021482345,0.369655121,17.20739166,0.523438859,2.44712643,0.734137929,0.100914336,0.179873965,0.140112057,0.039761908,0.15074844,0.103135852,1.827587406,2,0,3,0.273513616,3,1,1,Titan,158.590494,69.357348,0,52.2544,106.336094,7.356707425,7.8039783,0.091567735,0.878221355,0.308693776,15.85175769,4.673236176,0,0.014583564,0,0,V-tail,yes,yes,0,winter,0.08432154,10,3.104183686
142,0.801503856,2.666076372,0,8.868283248,2.60658229,0.35,0,201.7785383,482.8793089,LowAcc,400000,18.16733822,0.024493063,0.386235495,15.76917926,0.671426207,2.778276022,0.743536649,0.081498784,0.113560921,0.093560921,0.02,0.150307388,0.083808931,2.778276022,3,0,4,0.35057709,3,1,1,Titan,201.7785383,109.136244,0,52.2544,149.5241383,8.823179287,10.22941862,0.129024431,0.554452813,0.449635789,20.17196348,0.015636357,0,0.014583564,0,0,V-tail,yes,no,0,fall,0.023256452,30,4.708799763
143,1.033328377,3.988405219,0,15.39430886,2.412671908,0.35,0,136.4707861,204.6907699,LowAcc,400000,12.4376078,0.020494924,0.43230778,21.09340737,0.980423445,2.285587883,0.685676365,0.099392206,0.188573223,0.156968331,0.031604892,0.142882192,0.100794289,1.700762677,2,0,6,0.230965207,3,1,1,Titan,136.4707861,51.58047418,0,52.2544,84.21638608,6.902807549,6.022928428,0.081178922,0.92069484,0.23947291,13.64152147,4.812724224,0,0.014583564,0,0,V-tail,no,no,0,spring,0.101910555,10,4.819337638
144,0.421935034,2.385969861,0,13.49224814,2.373249281,0.35,0,157.6432462,312.1720681,LowAcc,400000,14.83921895,0.051161605,0.859158175,16.79302637,2.852072268,2.466615198,0.739984559,0.151872154,0.183460507,0.157270035,0.026190472,0.157772159,0.149791896,1.842888137,2,0,6,0.278207313,3,1,1,Titan,157.6432462,71.45879936,0,52.2544,105.3888462,4.304787345,7.881045231,0.084644375,0.895732382,0.316713395,15.75709692,4.675443617,0,0.014583564,0,0,V-tail,yes,no,0,spring,0.028472377,30,3.049704772
145,1.14722725,4.265626848,0,15.86047787,2.403255572,0.35,0,144.4692319,206.7812237,LowAcc,400000,12.1034882,0.019786525,0.435281528,21.99888686,1.008841469,2.296607374,0.688982212,0.073580256,0.12760939,0.071960228,0.055649162,0.135904362,0.076674194,1.709414135,2,0,5,0.234113572,3,1,1,Titan,144.4692319,52.74072603,0,52.2544,86.66357647,7.624637848,6.096612768,0.087750771,0.623043426,0.244376586,14.44035762,4.791487853,0,0.014583564,0,5.551255388,V-tail,yes,yes,2,summer,0.010472382,100,4.094839171
