,Unnamed: 0,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold
0,0,5.0,2.720314182039784,3.976771035885572,0.0,5.813559322033898,1.5353365358470046,0.35,0.0,174.9229567137719,323.9284388836564,LowAcc,14032615.818217829,14.82222541027394,0.0087766159426637,0.1482061914455174,16.886484769724966,-1.085792063206904,2.512006217880364,0.7536018653641091,0.1172793846536396,0.4367897913133705,0.1459318743368203,0.1331944456957078,1.8785248561432275,2.0,0.0,4.0,0.2888437911119328,3.0,1,1,Titan,174.9229567137719,77.44862767720834,0.0,52.2544,122.66855671377188,12.173575118730644,8.273921438461361,0.1143409252603917,2.132593910485981,0.3351630173772863,17.483784623004706,4.691966438802856,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
1,1,7.0,2.9501998875642728,4.283835123859026,0.0,6.220338983050848,1.5839673706154267,0.35,0.0,184.4801525525242,362.55699474407874,LowAcc,13530689.720613014,14.292056135038802,0.0104770014529592,0.1550151734471168,14.795757559366622,-1.021044376792826,2.5662730730212693,0.7698819219063807,0.1293008910470461,0.4975192142497349,0.1498858104021998,0.146027040040529,1.9211300384402472,2.0,0.0,4.0,0.3010673633902407,3.0,1,1,Titan,184.4801525525242,83.49779623129747,0.0,52.2544,132.2257525525242,13.985005628719057,8.646994154083174,0.1267420238766834,2.429100834679413,0.3568346601380403,18.438782822583164,4.72991263270686,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
2,2,8.0,3.065142740326517,4.437301628096475,0.0,6.423728813559322,1.6082827879996378,0.35,0.0,168.30203769102286,305.0711623173286,LowAcc,12697435.2630806,13.411914787648191,0.0099962570361167,0.1545690470764884,15.462692337544624,-0.967799836589957,2.451529260905758,0.7354587782717275,0.1438035113869294,0.6218897136758976,0.1496862013235152,0.1600516927591564,1.8310440915037092,2.0,0.0,4.0,0.2745810149793509,3.0,1,1,Titan,168.30203769102286,70.70721424118207,0.0,52.2544,116.04763769102289,12.883573983529809,7.488505276849864,0.1112241678274341,3.036330616590793,0.3105109378785101,16.82223671534548,4.673458187378598,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
3,3,9.0,3.1800855930887613,4.590730282176239,0.0,6.627118644067797,1.6325982053838484,0.35,0.0,162.0032221707243,280.6255646220791,LowAcc,12192641.495952835,12.878716480290892,0.0098706997831675,0.1555267542001542,15.756406092440704,-0.9621950338084894,2.4076281765012864,0.7222884529503859,0.1483228825372286,0.685747392347039,0.150522058103763,0.1644078477353002,1.79657712821216,2.0,0.0,4.0,0.2637447356305056,3.0,1,1,Titan,162.0032221707243,65.8135262141092,0.0,52.2544,109.74882217072432,12.295411609179792,7.006768314848238,0.1062609689014512,3.348111018468692,0.2922441282507013,16.192848481848227,4.679067870677676,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
4,4,10.0,3.2950284458510053,4.744124758409624,0.0,6.830508474576272,1.6569136227680594,0.35,0.0,174.7525895045152,295.67347694156047,LowAcc,12235938.54201867,12.924449833551632,0.00995196111927,0.1607702738827416,16.154632434349217,-0.9060629001288932,2.4368302048089805,0.7310490614426941,0.1635306362919281,0.7939498085682799,0.1492290778137598,0.1784799299716892,1.81950378825652,2.0,0.0,4.0,0.2710010443346509,3.0,1,1,Titan,174.7525895045152,69.06869902439743,0.0,52.2544,116.00762035352876,13.177393163870123,7.30998597855568,0.1164165353061906,3.8764013277258,0.3044316698600927,17.466336461351442,4.673372628021662,0.0,0.0145835644403307,0.0,V-tail,yes,yes,2.0
5,5,11.0,3.40997129861325,4.897488268255818,0.0,7.033898305084746,1.6812290401522705,0.35,0.0,170.89762959417067,282.1322063369272,LowAcc,11887162.85793422,12.556048683396096,0.0099437609108281,0.160969933179146,16.18803334298383,-0.9076915673035046,2.410057387283188,0.7230172161849563,0.1548171745837454,0.7747961311112463,0.1493246966593539,0.1711921654869286,1.798484313877002,2.0,0.0,4.0,0.2643559570453264,3.0,1,1,Titan,170.89762959417067,66.084312229532,0.0,52.2544,112.39249185076284,13.328119850941189,7.016115728322211,0.1137689759063243,3.7828849115443206,0.2932637425138218,17.081163931733734,4.678278915828918,0.0,0.0145835644403307,0.0,V-tail,yes,yes,2.0
6,6,12.0,3.5249141513754942,5.050823632511286,0.0,7.237288135593221,1.705544457536482,0.35,0.0,166.95742727086642,268.44860065486625,LowAcc,11510139.158012733,12.15781001302669,0.0099999136782488,0.1622601693119844,16.226156998227058,-0.9064641850925594,2.382277159461249,0.7146831478383746,0.1547625978502892,0.8200925555913051,0.1476261759804391,0.1715533490021245,1.776673916581392,2.0,0.0,4.0,0.257279451714681,3.0,1,1,Titan,166.95742727086642,62.98762862533994,0.0,52.2544,108.68785311074863,13.19658430544508,6.714049995451543,0.1109572490842104,4.004041360101649,0.2815380354169541,16.687473208916057,4.690996766552871,0.0,0.0145835644403307,0.0,V-tail,yes,yes,2.0
7,7,15.0,3.869742709662228,5.510684344246695,0.0,7.847457627118644,1.7784907096891145,0.35,0.0,157.0561263361401,231.5783888920481,LowAcc,10536014.0940256,11.128871327377665,0.0095504184810231,0.1659342279535103,17.374550474748833,-0.853331389995649,2.310088430295545,0.6930265290886635,0.1521896032721768,0.9244296466468775,0.147231393789873,0.1706282382084485,1.7199981803901367,2.0,0.0,4.0,0.2379085711460641,3.0,1,1,Titan,157.0561263361401,54.94069483315729,0.0,52.2544,99.35499604311252,13.0984918817224,5.96674100293563,0.1040963737507115,4.513459504591429,0.2503344790156251,15.698165586144672,4.768428817354446,0.0,0.0145835644403307,0.0,V-tail,yes,yes,2.0
8,8,16.0,3.984685562424472,5.663929345400466,0.0,8.05084745762712,1.802806127073325,0.35,0.0,161.53284147031985,245.6860529438906,LowAcc,10603936.907150822,11.20061612960726,0.0092271101007065,0.1636245179855227,17.733018919216388,-0.910014731253085,2.340419100677316,0.7021257302031947,0.1151940825684934,0.6379817798114775,0.1495685893409642,0.1388826667686635,1.743810943032284,2.0,0.0,4.0,0.2462330996303311,3.0,1,1,Titan,161.53284147031985,58.321678253358286,0.0,52.2544,103.60870906458184,14.751499245789114,6.160094832131107,0.1097281889418583,3.1148989415158925,0.263582440843095,16.14548100239814,4.72716259516401,0.0,0.0145835644403307,0.0,V-tail,yes,yes,2.0
9,9,18.0,4.214571267948961,5.970366173800669,0.0,8.457627118644067,1.851436961841748,0.35,0.0,160.66424568477294,230.84626973533503,LowAcc,9969883.35069878,10.530884637085604,0.0095980791977718,0.1740610331853181,18.13498613615588,-0.7836972121839586,2.330499276235329,0.6991497828705986,0.1596371403401173,1.054124351979624,0.1169390764670519,0.1769545263961852,1.7360228387168983,2.0,0.0,4.0,0.2435418279836095,3.0,1,1,Titan,160.66424568477294,57.21590770666373,0.0,52.2544,102.7961221571944,13.195481066291864,6.05566788358168,0.1106883488652357,5.146684328787135,0.2592726596319604,16.05869699477596,4.739139604156506,0.0,0.0145835644403307,0.0,V-tail,yes,yes,2.0
