,Unnamed: 0,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season
10,10,32.0,0.633339819,3.2812767214911944,0.0,17.0,2.872684492,0.35,0.0,140.00594011942752,214.37952893927903,LowAcc,4180478.7310588337,13.247137713447264,0.0313097344502936,0.6378682660038276,20.372841775981428,1.9950816882634663,2.318964467739588,0.6956893403218763,0.1117320173951683,0.2345137827627937,0.0584892051408469,0.1109287100513825,1.7269668022569595,2.0,0.0,2.0,0.2403745207482068,3.0,1,1,Titan,140.00594011942752,55.93011363128013,0.0,52.2544,87.75154011942753,5.210079794064674,6.369077856437842,0.0788046084087661,1.1449962315766629,0.2542333171036943,13.994757460098208,4.754893656017212,0.0,0.0145835644403307,0.0,Conventional,no,yes,0.0,fall
11,11,33.0,0.895120277,3.5460271650435047,0.0,14.04761905,1.813805959,0.35,0.0,139.8866722959866,210.32167958590213,LowAcc,3882503.8316367096,12.302912235520791,0.0262126144092491,0.5228107659901907,19.94500654637934,1.4611696349177954,2.3039042677767525,0.6911712803330258,0.1606340614058328,0.6466026596700567,0.0551785042274015,0.1589977750303849,1.7151429631349004,2.0,0.0,3.0,0.2361752627253352,3.0,1,1,Titan,139.8866722959866,53.69010033010348,0.0,52.2544,87.63227229598662,5.549708641028797,6.1315608494393015,0.0802439098482063,3.1569897509969387,0.2476069331285931,13.982856836009605,4.778621480991379,0.0,0.0145835644403307,0.0,Conventional,yes,yes,0.0,spring
12,12,37.0,0.37155936,2.5132666233410257,0.0,17.0,1.460846448,0.35,0.0,139.39572537411112,235.80998754818583,LowAcc,4182320.9574949904,13.252975376755488,0.0583985404721949,1.0815831134463774,18.52072166018169,3.196569981384052,2.3184995541477487,0.6955498662443246,0.2778559613167429,0.5413827891461949,0.1434840605192505,0.2730158776391566,1.726601796245809,2.0,0.0,3.0,0.2402459861498492,3.0,1,1,Titan,139.39572537411112,55.878289351564256,0.0,52.2544,87.1413253741111,3.1761496264909588,6.41455030162954,0.0711110846511052,2.6432615009236127,0.254029561949575,13.933778928574627,4.75557145388709,0.0,0.0145835644403307,0.0,Conventional,yes,yes,0.0,winter
13,13,42.0,0.895120277,3.5460271650435047,0.0,14.04761905,2.872684492,0.35,0.0,142.02305388199602,220.71441242145883,LowAcc,4088209.281988004,12.95475347297641,0.0240981467440075,0.4787233117428309,19.86556546560474,1.2226601750022497,2.3243168802240817,0.6972950640672245,0.0995563350072609,0.4079620674616829,0.1070923512780117,0.100437909334491,1.7311690083556657,2.0,0.0,4.0,0.2418493812367404,3.0,1,1,Titan,142.02305388199602,56.16057962645993,0.0,52.2544,89.768653881996,5.93786890309646,6.381217370411902,0.0823304129481782,1.991844676960114,0.2565754784036276,14.196321795318433,4.747332053957035,0.0,0.0145835644403307,0.0,Conventional,no,no,0.0,fall
14,14,43.0,1.156900736,4.03133982913778,0.0,14.04761905,1.813805959,0.35,0.0,141.2947827979096,215.5299717181493,LowAcc,3547809.1417015484,11.242328762965334,0.0231870050813936,0.489308653420149,21.10271040621775,1.3763161146610106,2.305383617759834,0.6916150853279501,0.1619936312355962,0.7124217560119666,0.0709031375887206,0.1609714424423761,1.71630440828492,2.0,0.0,2.0,0.2365910531695352,3.0,1,1,Titan,141.2947827979096,53.853298655173205,0.0,52.2544,89.0403827979096,6.4298501823653815,6.031430330914509,0.0849154347766047,3.4783466298525245,0.2482602486315158,14.123572946569062,4.776124805186476,0.0,0.0145835644403307,0.0,Conventional,yes,no,0.0,spring
15,15,49.0,0.37155936,2.284627834843524,0.0,14.04761905,1.460846448,0.35,0.0,156.11500703295332,305.1278116327835,LowAcc,4797717.882400858,15.20305055644554,0.0552200479015116,0.920492803757036,16.669540117002274,3.204885574459816,2.451663718939184,0.7354991156817551,0.1792539879373857,0.1253879315094054,0.1625281781381982,0.1764497753010164,1.8311496551854545,2.0,0.0,2.0,0.274613546969015,3.0,1,1,Titan,156.11500703295332,70.72220238275634,0.0,52.2544,103.86060703295333,3.984754345235834,7.856571931618841,0.0818776765527518,0.612197318946831,0.3105663819974876,15.604385872914415,4.673467558490493,0.0,0.0145835644403307,0.0,Conventional,no,no,0.0,summer
16,16,52.0,1.418681194,3.39884072798398,0.0,8.142857143,1.460846448,0.35,0.0,168.49958349786272,329.0390200152638,LowAcc,4628286.724590421,14.666155615732569,0.0169718185221558,0.2796062485216618,16.474737115333326,0.2397490940505735,2.5015933397541765,0.7504780019262529,0.1115388430381603,0.6752528010983303,0.1524653008850615,0.1155366468533691,1.870349652887926,2.0,0.0,5.0,0.2864386544281904,3.0,1,1,Titan,168.49958349786272,75.49868234267176,0.0,52.2544,116.2451834978627,7.31699167516037,8.154291015835591,0.1040240109423882,3.296871951450345,0.3309577688827703,16.84192136645516,4.6868598020239824,0.0,0.0145835644403307,0.0,Conventional,no,yes,0.0,winter
17,17,53.0,0.895120277,3.1514397664326306,0.0,11.0952381,2.16676547,0.35,0.0,150.67834304431608,253.85011165890023,LowAcc,4329749.725804495,13.720148952406058,0.0252239124873488,0.4528112603321422,17.951666322948594,1.0707931570113582,2.382609705336373,0.7147829116009118,0.1430057121654221,0.5236616178161231,0.0847909773283187,0.1425026559916417,1.776935000029014,2.0,0.0,1.0,0.2573653123515406,3.0,1,1,Titan,150.67834304431608,63.02469777271126,0.0,52.2544,98.42394304431608,5.75794257911214,6.950495864155876,0.085826828687858,2.5567391901535874,0.2816792664935781,15.06118318832755,4.690794790233906,0.0,0.0145835644403307,0.0,Conventional,yes,no,0.0,fall
18,18,55.0,1.418681194,3.9674432113670246,0.0,11.0952381,1.460846448,0.35,0.0,140.1015388344174,214.18728357165944,LowAcc,3837520.8189848135,12.160369670015507,0.0170074356341994,0.3381660221597603,19.883422135654502,0.3078523942548634,2.2768560568764373,0.6830568170629312,0.0942659633736734,0.7296373477577094,0.1484929877988705,0.0991057186529999,1.693907276024896,2.0,0.0,1.0,0.2284396358972296,3.0,1,1,Titan,140.1015388344174,51.23625631829144,0.0,52.2544,87.84713883441741,7.94889387587507,5.931663112606875,0.0822547121595041,3.5624004856260068,0.2355649580252555,14.004342582715696,4.8311792246772445,0.0,0.0145835644403307,0.0,Conventional,yes,yes,0.0,fall
19,19,56.0,0.37155936,2.5132666233410257,0.0,17.0,1.460846448,0.35,0.0,135.56627599538814,228.2697315970669,LowAcc,4332595.0137971705,13.72916512598287,0.0533769465871949,0.9801682561226678,18.3631383732581,3.463956159526192,2.2993304724583146,0.6897991417374943,0.1832708306232973,0.2264261153207941,0.1635677135766496,0.1799879947183907,1.7115520533092736,2.0,0.0,1.0,0.2348850828057724,3.0,1,1,Titan,135.56627599538814,53.39336776552318,0.0,52.2544,83.31187599538814,3.785590896763291,6.365337076520192,0.0686452142350299,1.105508792355654,0.2455836463358585,13.546681242262377,4.78657779695221,0.0,0.0145835644403307,0.0,Conventional,yes,no,0.0,fall
20,20,58.0,0.633339819,3.2812767214911944,0.0,17.0,1.813805959,0.35,0.0,142.3793929983708,222.7448745150276,LowAcc,4123966.503831867,13.068061271553816,0.0330400089623525,0.6665817967071368,20.17498837444849,1.9479568665753264,2.336280486367193,0.700884145910158,0.2704186649483091,0.3564522287254151,-0.013430403548892,0.2643872020494847,1.7405616960161825,2.0,0.0,5.0,0.2451138762689323,3.0,1,1,Titan,142.3793929983708,57.86034369698331,0.0,52.2544,90.1249929983708,4.759199742773239,6.444024191350091,0.0807891229442248,1.740351691996395,0.2617870253572008,14.231925776689064,4.731988185836962,0.0,0.0145835644403307,0.0,Conventional,no,no,0.0,fall
21,21,60.0,0.633339819,3.2812767214911944,0.0,17.0,2.16676547,0.35,0.0,134.79709793651702,215.8846447255574,LowAcc,4077110.549859487,12.919583713145128,0.0315311534320281,0.6456722750021665,20.477280553470543,1.9383624808176447,2.279130799986753,0.6837392399960259,0.2205505372318872,0.3301728493333333,0.1497217982459103,0.2157552088255011,1.695693188339922,2.0,0.0,3.0,0.2291002585925196,3.0,1,1,Titan,134.79709793651702,51.15628055497491,0.0,52.2544,82.54269793651702,5.079065095829729,6.073591017373476,0.0744239222739231,1.612044562165385,0.2365849599712583,13.4698962492478,4.826228010240206,0.0,0.0145835644403307,0.0,Conventional,no,no,0.0,summer
22,22,61.0,0.37155936,2.5132666233410257,0.0,17.0,1.460846448,0.35,0.0,145.53865337576246,268.5426530114349,LowAcc,4539065.729520735,14.383431343070244,0.0531511758325244,0.9587173060303472,18.03755591506005,3.1350590683777844,2.3806646977371235,0.714199409321137,0.1864329437497328,0.1075833829999999,0.1581679552842966,0.1831987741110965,1.775407964730581,2.0,0.0,5.0,0.2568627202567844,3.0,1,1,Titan,145.53865337576246,62.15812597950263,0.0,52.2544,93.28425337576248,3.8952185055998063,7.093975931715577,0.0766593558581899,0.5252679252539526,0.2808529227824757,14.547575204915592,4.691993985693938,0.0,0.0145835644403307,0.0,Conventional,no,no,0.0,fall
23,23,67.0,1.418681194,3.9674432113670246,0.0,11.0952381,1.460846448,0.35,0.0,148.480198479088,231.80741297755725,LowAcc,4019891.915594572,12.738268802426584,0.017078494429829,0.3266091441829706,19.12400097824312,0.236073605583063,2.3485435985176184,0.7045630795552855,0.0842154210753197,0.6387291710602657,0.1257836058406362,0.0888108631974,1.7501895273570816,2.0,0.0,4.0,0.2484155771290849,3.0,1,1,Titan,148.480198479088,59.22732234726632,0.0,52.2544,96.22579847908798,7.416269704477339,6.531671612838384,0.090367747895451,3.1185480241126347,0.2670961587178135,14.841558473755136,4.718380845584552,0.0,0.0145835644403307,0.0,Conventional,no,no,0.0,fall
24,24,69.0,0.633339819,3.2812767214911944,0.0,17.0,2.519724981,0.35,0.0,135.53819856759384,216.65291185576407,LowAcc,4044631.793389726,12.816664744434703,0.0322265506418753,0.6596906021218404,20.470406822399266,1.9374243954648975,2.2826287947464943,0.6847886384239482,0.2615058283477814,0.4086751324658386,0.1444674210894151,0.2553219039699008,1.6984394817086057,2.0,0.0,6.0,0.2301124330438762,3.0,1,1,Titan,135.53819856759384,51.543678882873465,0.0,52.2544,83.28379856759382,4.980620943949978,6.0737889545857815,0.0749271864921492,1.9953261642015407,0.2381508032384441,13.54390939665769,4.8188126711544434,0.0,0.0145835644403307,0.0,Conventional,no,yes,0.0,spring
25,25,72.0,1.156900736,3.582748822340919,0.0,11.0952381,2.519724981,0.35,0.0,151.91351298200053,248.0802938178157,LowAcc,4216889.307206955,13.36251586688137,0.0199563424927936,0.3723825074358091,18.659857514986964,0.5977784015504656,2.382191068792014,0.7146573206376041,0.0930932454563108,0.6004777556730309,0.1224382146752706,0.0957857552852482,1.7766063263617766,2.0,0.0,3.0,0.2572572191353553,3.0,1,1,Titan,151.91351298200053,62.97803203147463,0.0,52.2544,99.65911298200052,6.606189253934147,6.880778329911369,0.0905751461042783,2.931788312359752,0.2815014695003417,15.184615614520409,4.69104925975526,0.0,0.0145835644403307,0.0,Conventional,no,no,0.0,spring
26,26,73.0,0.37155936,2.5132666233410257,0.0,17.0,1.813805959,0.35,0.0,134.48898110642216,225.69483742825128,LowAcc,4398596.304291621,13.93831059488561,0.0497878851814068,0.9434168997396876,18.948724098287357,2.63055766966794,2.295919268776799,0.6887757806330397,0.2815725033498195,0.201383207,0.1530678001794241,0.2763037313505034,1.7088739000548443,2.0,0.0,1.0,0.2339182150156729,3.0,1,1,Titan,134.48898110642216,53.0155814356093,0.0,52.2544,82.23458110642217,3.293285556359656,6.3839274296023705,0.0680533412982403,0.9832386412488746,0.2440712786680742,13.439090509029173,4.792749350166139,0.0,0.0145835644403307,0.0,Conventional,no,yes,0.0,summer
27,27,75.0,1.156900736,3.069279625886107,0.0,8.142857143,2.872684492,0.35,0.0,194.8613498139869,442.2096674523231,LowAcc,5364335.305667806,16.998552822989726,0.0191364824179766,0.2951692699665924,15.4244266798643,0.2385327942678805,2.7155521533138134,0.7275581836343139,0.1912350991688423,0.4996984154774055,0.1519700947770671,0.1907413331943377,2.7155521533138134,3.0,0.0,3.0,0.3350946682259649,3.0,1,1,Titan,194.8613498139869,101.65739421317988,0.0,52.2544,142.6069498139869,9.061043828532885,9.389949125071391,0.1276478727841892,2.439740623796004,0.4197604800255839,19.48056593425963,0.0162641718969876,0.0,0.0145835644403307,0.0,Conventional,no,no,0.0,winter
