,Unnamed: 0,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AtmPassDeltaH,GroundTime,GndAreaFrac,CD,CL,L/D,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold
0,0,7.0,0.5732630130703965,2.3702273156998857,0.0,9.8,2.01191871657754,0.35,0.0,155.76051857663344,318.9250971757843,LowAcc,45.0,135963.56547425472,135963.56547425472,0.0328416489301658,0.5387340220086927,16.403988214911237,2.480915200237472,0.7442745600712415,0.0608003159045428,0.0824596934216747,0.1495679773159519,0.0608669892256147,1.8541151410227203,2.0,0.0,4.0,0.2816015834577389,3.0,1,1,Titan,155.76051857663344,73.98288775637312,0.0,52.2544,103.50611857663344,0.2051643339976503,8.246014094406162,0.0843749781768305,0.4026033656208796,0.3225594370854301,15.568928950470116,4.679002096062933,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
1,1,8.0,0.6253778324404325,2.574685422312517,0.0,10.6,2.107559358288769,0.35,0.0,139.8166223728171,260.6160063634419,LowAcc,45.0,127466.45932364368,127466.45932364368,0.0286841199339827,0.5041873342810713,17.577228635268284,2.362961841420514,0.7088885524261542,0.0644795223854685,0.0899286583306887,0.1501660784427508,0.0645379694934689,1.7615093627462075,2.0,0.0,4.0,0.2522422507784637,3.0,1,1,Titan,139.8166223728171,60.8345350988981,0.0,52.2544,87.56222237281712,0.1685090976732505,7.0774350897172695,0.0740533773800847,0.4390700353997274,0.2732972959076777,13.975786744652964,4.704952068747711,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
2,2,9.0,0.6774926518104687,2.779103494049717,0.0,11.4,2.2032,0.35,0.0,134.74146758244285,239.2712644626208,LowAcc,45.0,121554.4513454336,121554.4513454336,0.027177747442729,0.4930679688608592,18.142341262824974,2.325333957340547,0.697600187202164,0.0691462968302961,0.097397408091618,0.1545822412507272,0.0691945288458282,1.7319675207412568,2.0,0.0,4.0,0.2421286217057822,3.0,1,1,Titan,134.74146758244285,56.64012559161341,0.0,52.2544,82.48706758244283,0.1576162492698317,6.659828752806341,0.0721426467080281,0.4755356547339352,0.2570197947720711,13.46427047980732,4.745944848291561,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
3,3,10.0,0.7296074711805047,2.983489760063231,0.0,12.2,2.2988406417112297,0.35,0.0,132.46266292014192,229.5001532907056,LowAcc,45.0,116791.50322518162,116791.50322518162,0.0258634469323908,0.4874520615066011,18.847142176402112,2.3085464876187647,0.6925639462856293,0.0667581724373821,0.1048659863404859,0.1374311595046085,0.0668142503795108,1.7187875933998784,2.0,0.0,4.0,0.2374775765697956,3.0,1,1,Titan,132.46266292014192,54.76881328357472,0.0,52.2544,80.20826292014192,0.164354596234203,6.418972550057204,0.0722554906701145,0.5120004366731651,0.2496552642586626,13.236717239626548,4.77091049460696,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
4,4,11.0,0.7817222905505408,3.1878503379482903,0.0,13.0,2.394481283422459,0.35,0.0,137.344905204018,235.18409223092,LowAcc,45.0,114101.2768083738,114101.2768083738,0.0247874128943281,0.4941605758068992,19.93594805208462,2.3466211055468125,0.7039863316640437,0.0667035472044343,0.1123344256570543,0.1218053281705849,0.066746070161993,1.748680168407254,2.0,0.0,4.0,0.2479008747353046,3.0,1,1,Titan,137.344905204018,59.01302056039734,0.0,52.2544,85.09050520401799,0.1177239321938706,6.603052886481869,0.0781880880611364,0.5484645402856992,0.2662659969065533,13.72882804955001,4.720377585701168,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
5,5,12.0,0.8338371099205768,3.392189870408784,0.0,13.8,2.49012192513369,0.35,0.0,139.3217771985813,239.55964315860197,LowAcc,45.0,111096.72014377496,111096.72014377496,0.0237847142402179,0.4956242651159465,20.83793230014455,2.3621363445337606,0.7086409033601282,0.0726331952273707,0.1198027508588089,0.1426584128231406,0.0726663969877252,1.760861260967425,2.0,0.0,4.0,0.2520247278663334,3.0,1,1,Titan,139.3217771985813,60.74251631881803,0.0,52.2544,87.06737719858127,0.1126557622912025,6.625976717497867,0.0817542961808402,0.5849280867410792,0.2729434260579639,13.9263698747938,4.705649151760139,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
6,6,13.0,0.8859519292906128,3.5965119445989537,0.0,14.6,2.58576256684492,0.35,0.0,140.8171501543029,248.12139690439776,LowAcc,45.0,108167.88708736857,108167.88708736857,0.0234907607241981,0.4972698533477956,21.1687420082378,2.373357962017131,0.7120073886051392,0.0822707142396181,0.1372709811832587,0.1547733128899678,0.0823037263856753,1.7696714095803308,2.0,0.0,4.0,0.2549658002543698,3.0,1,1,Titan,140.8171501543029,61.99339874843666,0.0,52.2544,88.56275015430292,0.1270154139291443,6.622226977253157,0.0848797533597938,0.6702154317242902,0.2777419860816949,14.07579874711886,4.696889531958973,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
7,7,14.0,0.9380667486606488,3.8008193760522206,0.0,15.4,2.68140320855615,0.35,0.0,143.57630296724034,253.34424155256636,LowAcc,45.0,106217.57214285708,106217.57214285708,0.0227498901027465,0.4965332144982454,21.825741234604894,2.395322876906416,0.7185968630719247,0.0846303729789148,0.1300861709201043,-0.0132078758508404,0.084670386548077,1.7869161752953633,2.0,0.0,4.0,0.2606265397216525,3.0,1,1,Titan,143.57630296724034,64.44184489657829,0.0,52.2544,91.32190296724036,0.1444582048962964,6.674063898379818,0.0892465461847458,0.635136126026398,0.2870625444664727,14.35151006857958,4.683997117688434,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
8,8,15.0,0.9901815680306848,4.005114405619032,0.0,16.200000000000003,2.77704385026738,0.35,0.0,140.02494017808064,257.6175043610834,LowAcc,45.0,101844.15590964325,101844.15590964325,0.0222059620562559,0.4988706164209122,22.46561599795076,2.3647669917655647,0.7094300975296693,0.1181632791453297,0.2053547346375326,0.2834867350572986,0.1181586395329202,1.7629265954073725,2.0,0.0,4.0,0.2527172653328905,3.0,1,1,Titan,140.02494017808064,61.03575661199901,0.0,52.2544,87.77054017808064,0.2014311841714889,6.45451398419625,0.0874508303320908,1.0026293317447803,0.2740706318399803,13.996646746080136,4.70345729327657,0.0,0.0145835644403307,0.0,V-tail,yes,yes,0.0
9,9,23.0,0.5732630130703965,2.3702273156998857,0.0,9.8,2.01191871657754,0.35,0.0,155.76051857663344,318.9250971757843,LowAcc,45.0,135963.56547425472,135963.56547425472,0.0328416489301658,0.5387340220086927,16.403988214911237,2.480915200237472,0.7442745600712415,0.0608003190698443,0.0824596934216747,0.1495679773159519,0.060866992386747,1.8541151410227203,2.0,0.0,4.0,0.2816015834577389,3.0,1,1,Titan,155.76051857663344,73.98288775637312,0.0,52.2544,103.50611857663344,0.2051643339976503,8.246014094406162,0.0843749781768305,0.4026033656208796,0.3225594370854301,15.568928950470116,4.679002096062933,0.0,0.0145835644403307,0.0,V-tail,yes,no,0.0
