Case,Planform,Span,Wing_AR,Wing_dhl,Power,L/D,Fuse_L,Fuse_D,PropulsionN,Tail_type,Winglet,Wing_folding,Season,Mass,Sensor_Swath_width,t_mission,Aeroshell_Diameter
1399,0.688107675,3.601049848,11.65252687,1.748211812,354.6363085,22.67294751,2.447250842,0.728546441,5,Conventional,no,no,fall,157.9514626,30,0.030832643,2.753278654
1400,0.609585229,3.594823797,13.34952663,2.167384473,421.8841166,18.37315125,2.485811027,0.764039286,3,V-tail,no,yes,winter,150.6864113,30,0.09115056,3.726709572
1401,0.805197492,3.33013685,11.88303904,2.599663452,275.0551576,17.83884985,2.326935532,0.738236011,1,Conventional,yes,no,fall,153.4075657,30,0.029794047,3.221392821
1402,1.093673043,3.783990444,10.51191786,2.398458726,385.7934555,19.64938338,2.551654522,0.748391984,4,Conventional,no,no,fall,173.0137941,30,0.071238906,3.282622109
1403,0.454506499,2.79563122,15.89700519,2.032553026,457.5804789,20.50824905,2.326908838,0.794500539,4,Conventional,no,no,spring,104.6432017,30,0.098516915,2.885059623
1404,0.750584754,3.753995796,9.102921007,1.778057572,500.1142482,23.0604393,2.445464768,0.73126607,4,V-tail,yes,no,winter,112.151115,30,0.007052015,3.935024123
1405,1.186943782,3.677869919,13.0025287,2.467179716,246.4150252,20.67407036,2.596918362,0.803301929,4,V-tail,no,no,summer,170.997822,30,0.0299931,2.767146393
1406,0.869696005,2.632434831,13.31775006,1.99063362,383.3044083,22.45201091,2.395651035,0.782325388,3,V-tail,no,yes,summer,145.8965054,30,0.085842772,2.548358989
1407,0.869277153,2.076322666,9.558581292,2.221706489,309.4494881,18.41243782,2.664822499,0.746269066,5,V-tail,yes,yes,fall,170.558528,30,0.009694964,3.0012835
1408,0.780365302,4.00369127,12.51698081,1.676204764,303.5706805,18.57929927,2.517136798,0.717162596,2,V-tail,yes,yes,summer,165.188584,30,0.027480927,3.070174867
1409,1.464704285,3.736796506,8.564875088,2.473744786,391.7957507,19.52250327,2.481827763,0.789042825,3,V-tail,yes,yes,spring,168.7855165,30,0.084757126,3.665937108
1410,0.944684017,2.714405673,9.889162118,2.458593279,291.2811229,18.360305,2.424835397,0.755686998,4,Conventional,no,no,summer,160.8305138,30,0.028650425,2.582288219
1411,1.130258846,2.440083176,12.19448199,2.392497989,379.1865964,22.6414544,2.386453116,0.752061545,3,V-tail,yes,yes,winter,140.1459765,30,0.095460385,2.608902375
1412,0.888353136,3.663973141,10.17708831,1.909160233,318.2381649,21.65416175,2.502013218,0.726566758,5,Conventional,no,no,fall,165.9713274,30,0.007117416,2.679218112
1413,0.915653606,3.03179596,8.703066235,2.128362358,305.7004567,19.31351868,2.633322395,0.738403608,4,Conventional,no,yes,fall,174.5588605,30,0.009028529,2.92539375
1414,1.086451545,3.725762466,12.9725524,1.791272432,338.7362576,17.57893702,2.459958248,0.7802972,4,V-tail,yes,yes,fall,169.264378,30,0.086631854,3.813438577
1415,1.006774776,4.084715922,12.26830952,2.282117376,370.9360212,19.08900304,2.519721596,0.80972843,3,V-tail,no,yes,fall,176.6812012,30,0.010050841,2.852089515
1416,0.96896077,4.221922967,9.832964492,2.620186934,271.164968,23.92124299,2.567153094,0.781019178,3,Conventional,yes,no,summer,178.8885543,30,0.02997727,3.84682444
1417,0.747752167,3.180531953,9.874831876,1.775932478,336.0290754,22.55344971,2.604161964,0.750512183,4,Conventional,no,no,spring,177.7031809,30,0.008799651,2.638732629
1418,0.578974981,3.443945151,13.31724227,2.173701932,419.8771931,20.4946448,2.60507013,0.755345333,3,V-tail,yes,yes,fall,173.4367524,30,0.00801726,3.877981491
1419,1.660487496,3.761540877,12.19578688,1.975328621,473.3458373,17.471343,2.496191377,0.736821967,2,V-tail,no,no,winter,135.505335,30,0.008937015,3.197565574
1420,0.85219587,3.8684442,8.509150759,2.254415314,361.4809498,18.57149239,2.502241255,0.763757535,3,Conventional,no,no,spring,166.6786234,30,0.08432154,3.230274421
1421,0.788312573,3.685522593,11.96301313,2.686310239,481.3540325,18.08707259,2.557844616,0.72067137,3,V-tail,no,yes,spring,145.5664402,30,0.085826998,3.11182356
1422,0.960222428,3.862117497,12.67975629,2.074900432,419.7514511,18.81350353,2.524314105,0.751176088,2,Conventional,yes,no,spring,160.4661595,30,0.029276898,3.565558403
1423,1.202541542,3.974223581,13.35452703,1.71770863,317.1555857,16.50709166,2.470986842,0.779183529,3,Conventional,no,no,winter,170.3830599,30,0.008793545,3.074706217
1424,1.277130826,3.536759067,14.41330844,1.721838436,483.1418454,24.44770307,2.507562198,0.732181173,3,V-tail,no,no,fall,138.5837649,30,0.097984136,3.382171362
1425,0.665817598,2.945519908,13.37236809,2.195287694,297.6531184,17.70530267,2.466563301,0.755080397,1,Conventional,no,yes,spring,162.3119577,30,0.025254533,2.950396874
1426,1.06530666,2.682232856,12.99236533,2.455331402,226.2047134,21.91965033,2.71055289,0.764748021,5,Conventional,yes,yes,summer,152.3218089,30,0.022510191,3.184390826
1427,0.942058161,3.19622673,12.12897238,2.630476588,459.0248096,22.8734995,2.475930595,0.713015752,3,Conventional,yes,yes,fall,134.720967,30,0.009705327,2.522520314
1428,1.287091496,3.20541908,14.17465488,2.239671975,242.8550438,21.89150723,2.415007929,0.741990729,4,V-tail,no,no,summer,153.9280729,30,0.085920537,3.259606047
1429,1.060900308,3.093148566,7.499153457,2.061191955,353.0270108,18.06258239,2.474034372,0.792369465,4,Conventional,yes,yes,spring,168.4471375,30,0.008867044,3.046218995
1430,1.038798553,3.364483647,14.19901862,2.457227891,483.0941402,21.38172644,2.606709858,0.699267513,4,V-tail,yes,no,fall,157.6366416,30,0.009166455,2.93107177
1431,1.290174941,2.339810822,12.0295902,2.253061705,378.0853768,20.27388537,2.516217956,0.690099647,4,V-tail,no,yes,summer,149.1503453,30,0.035650343,2.888345043
1432,0.860043821,4.587489676,15.04676564,2.574437826,399.7042448,22.12381482,2.44274208,0.7637382,4,V-tail,no,yes,winter,162.7337244,30,0.028441581,2.753675831
1433,0.445815769,3.250122046,12.30576775,2.028435933,384.8470016,20.25293655,2.484561028,0.767775133,3,Conventional,no,no,winter,160.7790049,30,0.029276898,3.062123745
1434,0.613350991,3.28948355,16.07667278,2.285735159,433.2218654,20.82691979,2.544955879,0.763247727,4,V-tail,no,no,winter,158.9204997,30,0.082108893,3.976236353
1435,0.675140025,3.497571042,13.27344849,2.236080384,285.5786145,19.88307552,2.603228453,0.762343422,2,V-tail,no,no,spring,170.787393,30,0.08432154,2.688379856
1436,0.654806759,3.761957054,10.20007348,1.806589839,342.1496182,21.04921543,2.574644162,0.690593199,1,Conventional,yes,no,winter,166.991545,30,0.028993868,2.843902053
1437,0.577716545,2.839600797,13.52454676,2.743137111,494.2915784,21.79614923,2.492947463,0.732946104,4,V-tail,yes,no,summer,115.0309717,30,0.008618956,3.434112747
1438,1.142554383,3.909835552,15.43072369,2.365713656,377.5230526,21.59640015,2.541334252,0.757500809,5,Conventional,no,no,summer,168.8448768,30,0.079060667,2.50058107
1439,0.722563897,2.893788602,11.13241057,2.407451066,446.9669146,22.73609854,2.525350398,0.751920086,4,Conventional,no,no,spring,149.3864565,30,0.090355696,2.996686333
1440,0.879977414,3.71559593,8.201946798,2.060195493,446.0787733,23.38465149,2.519452074,0.719478092,4,Conventional,yes,no,spring,150.8328473,30,0.083462654,2.815807195
1441,0.858722294,3.296848004,9.899368658,2.285680631,425.0409277,24.82423556,2.595500742,0.78566469,2,Conventional,yes,no,fall,174.7598264,30,0.093082737,2.804538795
1442,1.047987463,3.129972887,13.86492089,1.99037256,214.9828968,22.43322082,2.648454581,0.684799866,2,Conventional,no,yes,winter,135.6352969,30,0.084757126,3.062208713
1443,0.944813196,3.063314428,13.25596126,2.117697307,337.6249699,20.7188733,2.511640922,0.742120951,4,Conventional,no,no,summer,161.6250138,30,0.008963188,3.267388607
1444,0.808543583,4.421644331,9.649416573,2.235304713,438.1722821,22.01010193,2.598664417,0.772996715,3,V-tail,no,no,winter,177.8692848,30,0.009026563,3.700127626
1445,1.114030944,2.462975777,11.98312922,2.272993834,328.5779668,17.02506921,2.381412222,0.785125292,5,V-tail,yes,no,winter,161.0412477,30,0.090189558,3.671940573
1446,0.871332716,3.562983345,11.98056017,2.03667031,270.8379589,22.09686153,2.609297436,0.748139096,4,V-tail,yes,yes,winter,169.3045792,30,0.029675897,2.915008586
1447,1.246991913,3.228227721,10.3923647,2.019554215,465.6570815,20.20721999,2.453145449,0.738165575,3,V-tail,yes,yes,fall,126.6040963,30,0.029192525,2.458557933
1448,1.134349632,3.888597992,13.51473329,2.060143146,302.3788529,21.75054168,2.587485007,0.74542254,2,Conventional,yes,no,spring,174.7056655,30,0.010183018,3.003584534
1449,0.753928195,3.707269968,9.923455676,2.453164966,335.2488719,20.71722446,2.576126093,0.757208894,3,Conventional,no,no,winter,177.4309539,30,0.008728121,3.944748545
1450,0.51008468,2.924792569,10.31526149,1.98491815,388.4702316,19.02082556,2.44141288,0.697678863,5,Conventional,yes,yes,spring,141.3377106,30,0.02792837,2.938368547
1451,1.175984441,3.408008242,12.16195106,2.096308441,208.2855645,21.04504946,2.753425128,0.71240098,4,V-tail,no,no,spring,134.4649928,30,0.083703106,3.120755376
1452,0.826171372,3.896373939,11.8912857,2.3134459,245.8657173,20.44425241,2.420989157,0.739508569,3,V-tail,no,no,spring,159.6288338,30,0.03536873,3.579332563
1453,0.926538239,5.072404037,10.91818908,1.984458137,436.6865014,24.62410032,2.497302862,0.711699005,3,V-tail,yes,yes,winter,164.222987,30,0.089040048,2.91286204
1454,0.96277727,2.473058355,13.61692889,2.497151674,293.3769792,17.94139851,2.606513189,0.742322129,4,Conventional,yes,yes,winter,169.2954924,30,0.097041937,3.068014216
1455,0.715494295,2.470654938,15.59998979,2.468404913,305.885889,18.79048509,2.648669748,0.717385442,4,V-tail,no,no,winter,167.1316866,30,0.025789054,3.221341404
1456,0.905369359,3.113479088,12.52670341,1.908937792,325.4487949,22.02954192,2.58003362,0.760759266,3,V-tail,no,yes,winter,177.6424719,30,0.097231053,3.687084686
1457,0.579421604,3.142807485,11.10719417,1.83526056,341.1169942,24.01042622,2.453331842,0.769758253,4,Conventional,no,no,summer,161.4106289,30,0.06595649,3.309419278
1458,0.637650718,3.328481601,9.061472089,2.520086186,241.3504153,19.89038942,2.516148536,0.741651125,4,Conventional,no,no,fall,158.2222025,30,0.089403401,2.830612412
1459,0.870291637,3.225197119,10.3444508,1.676293377,309.6580093,20.82229062,2.364310094,0.707399402,5,V-tail,no,no,fall,144.3701142,30,0.089884621,3.371948596
1460,0.425254992,3.071858986,13.98528207,2.007169243,392.7985818,19.19425186,2.431381295,0.703165803,3,V-tail,no,yes,summer,137.9475304,30,0.007918058,2.9867591
1461,0.760625544,3.158166229,17.35124328,2.87604689,306.4108887,19.78786915,2.59039905,0.740728027,5,Conventional,no,no,winter,171.5402104,30,0.088916856,2.68965967
1462,0.708674326,4.199315718,10.22015338,2.439597292,341.2167118,16.87764191,2.506745507,0.720510998,4,Conventional,yes,no,winter,163.8284909,30,0.021845861,2.685524999
1463,0.653318238,3.754191087,11.95856351,2.389470231,253.0582377,19.12874556,2.595212818,0.764038026,5,Conventional,no,yes,fall,166.7595889,30,0.008192627,2.730924794
1464,0.644704087,3.614599936,10.90233445,2.2247763,406.0199991,21.38655794,2.578920909,0.793137636,3,Conventional,yes,no,spring,176.8072723,30,0.030095297,2.811692195
1465,0.732634646,1.893625586,13.90312634,2.123201743,369.2115991,18.3138065,2.477688235,0.770607312,4,V-tail,yes,yes,winter,155.3613159,30,0.095833422,2.714042038
1466,0.549636056,2.660392518,10.57380441,2.215106171,362.9970941,21.0540185,2.59579362,0.743347479,3,V-tail,no,no,winter,173.4826387,30,0.021845861,2.80347304
1467,1.026820754,3.33075314,10.75238308,2.488984985,367.7729221,26.40737275,2.479208592,0.71862393,5,V-tail,no,no,summer,153.5992258,30,0.096533445,2.940331737
1468,0.801052831,3.252406832,13.21552308,1.944591294,336.3111952,20.02795286,2.415250378,0.712215574,4,Conventional,no,yes,winter,150.1706477,30,0.021897763,3.08357809
1469,0.68740981,3.79339723,14.41557304,2.211390111,362.9578492,25.40572336,2.535568695,0.754056129,4,Conventional,yes,no,spring,174.8040302,30,0.085842772,2.711026517
1470,0.746187805,3.001790826,13.72249402,1.810075747,412.6889863,22.43780916,2.438995947,0.710639845,4,V-tail,yes,no,summer,131.6397174,30,0.030483263,2.874980607
1471,0.905862406,1.346906226,10.51115504,1.919234782,465.2521454,20.13987084,2.617501955,0.763723494,1,V-tail,no,yes,winter,155.7147658,30,0.006776432,3.139202017
1472,1.020866714,3.156730255,10.64377811,2.133593922,446.8654623,21.59898623,2.545736287,0.780662042,5,Conventional,no,no,winter,158.3406711,30,0.028993868,3.86944359
1473,0.814729556,2.778849969,11.35594613,2.169893564,339.7595786,20.91425591,2.442568807,0.788087785,3,V-tail,yes,no,summer,163.8784676,30,0.029293925,3.219323828
1474,1.19831538,1.945504638,9.123075164,1.397908425,266.7394754,22.81520861,2.471565023,0.79844396,4,Conventional,no,yes,fall,166.7715838,30,0.009307533,3.061717821
1475,0.862799556,2.610414006,11.98622468,2.616121496,432.166583,17.90546392,2.56783319,0.773552203,3,V-tail,no,no,winter,164.2082308,30,0.078505316,2.707382581
1476,1.076153601,3.756627898,13.81450967,2.503122344,264.188863,22.11193076,2.521519818,0.735201979,5,V-tail,no,yes,summer,162.2991957,30,0.007162338,3.209884923
1477,1.09825064,3.113230433,12.43322618,2.229106091,270.8891188,19.9039803,2.414913091,0.737677243,4,V-tail,no,yes,summer,156.9232068,30,0.031371502,2.840019695
1478,0.763087194,3.513252788,10.53427419,2.414449958,356.7887633,16.01198318,2.530200917,0.763128131,2,V-tail,no,yes,fall,172.5401148,30,0.028472377,3.028784903
1479,0.795029783,3.382040917,14.40353401,2.053884822,367.6696969,20.91834173,2.43281149,0.703701227,5,V-tail,no,no,summer,146.451188,30,0.079330012,3.056544534
1480,0.53310791,4.117922025,13.47687662,2.275574291,305.8392962,21.45395173,2.638724033,0.708045469,5,Conventional,no,yes,summer,174.9130302,30,0.094186885,2.614508994
1481,1.181921007,3.554166401,11.28325434,1.658148329,385.2870346,14.81595899,2.458798387,0.82073403,3,Conventional,yes,yes,winter,170.5483274,30,0.092790295,2.599512776
1482,0.576687068,3.646385191,13.38409126,1.680727642,416.5983552,12.85073479,2.52643389,0.7761719,3,Conventional,yes,yes,spring,158.623519,30,0.028118924,3.899308622
1483,0.767412538,2.620490278,10.17337402,2.129020801,446.3133692,19.81634322,2.48499189,0.763264131,3,Conventional,yes,no,spring,141.4239532,30,0.087377989,3.546252498
1484,0.955612505,3.407482335,13.69057808,2.091044108,365.8375357,20.42114982,2.476801318,0.720127892,4,V-tail,yes,yes,winter,158.4221749,30,0.008637288,3.158357915
1485,0.664342982,4.091425922,9.766370204,2.29718747,306.6785416,20.09737489,2.46786486,0.725049388,3,V-tail,no,no,fall,163.5468429,30,0.029164765,2.79841258
1486,0.506637567,3.480173113,14.85404791,2.489156547,341.4468539,23.84846917,2.560761844,0.769328999,4,Conventional,no,no,fall,176.7701559,30,0.007954412,3.092454123
1487,0.887741503,4.372548686,13.13591379,2.316410017,457.6509522,21.04675619,2.517681801,0.735527161,6,V-tail,yes,no,spring,149.3900956,30,0.088916856,3.114623132
1488,0.916371794,3.243576085,11.61264328,2.344673117,320.2729695,21.11870071,2.574743293,0.743084859,4,Conventional,yes,yes,spring,175.1172533,30,0.009142283,3.11321958
1489,1.169105334,3.708775051,11.04437095,2.205104002,367.7449618,23.61036508,2.495861353,0.748460299,4,Conventional,no,no,spring,169.2153379,30,0.028905922,2.611665546
1490,0.712602475,3.389387753,7.83450179,1.66157907,399.9602544,18.27236044,2.515843094,0.723165635,3,V-tail,no,no,spring,156.62844,30,0.105300263,2.880400942
1491,0.757081155,2.941308344,12.00868571,2.47743413,434.8788636,23.13020538,2.496367916,0.742235012,2,Conventional,no,no,winter,145.5860927,30,0.028165329,3.177063594
1492,1.046401153,3.654550868,13.58043367,2.358139538,411.3212227,19.20057654,2.428203088,0.764272092,4,Conventional,no,yes,spring,146.0448768,30,0.084774093,2.78491878
1493,1.216808881,3.649983376,14.07048456,2.676487267,371.0702892,19.93397739,2.4639921,0.774723984,4,Conventional,yes,no,winter,163.777281,30,0.00801726,3.065560055
1494,0.925394668,3.318259827,11.63431774,2.756155654,389.1882148,25.52244535,2.486559574,0.783308701,3,Conventional,no,no,summer,158.6502759,30,0.021845861,3.716135711
1495,1.236643534,4.329933664,9.218140016,2.193337856,289.1524753,21.01111917,2.503169095,0.747101399,3,Conventional,no,yes,summer,171.0135215,30,0.009374753,3.095899182
1496,0.977098924,3.930234116,11.80530527,1.801433909,413.2461703,19.07648017,2.474106759,0.779675612,3,V-tail,no,yes,winter,159.9198304,30,0.093086713,3.040842755
1497,0.917639453,4.206421502,13.39146563,2.300703624,411.0613347,21.79940509,2.441526147,0.789596607,2,Conventional,no,no,summer,152.0457173,30,0.025048072,2.893325876
1498,0.818342492,3.032556454,12.75751785,2.603857097,286.1854069,19.62558902,2.356939149,0.765863179,5,Conventional,yes,yes,spring,161.3877582,30,0.085920537,3.453548504
1499,0.884985876,3.482888716,9.150053556,2.25726424,314.4062182,22.90937804,2.400330727,0.771802071,3,V-tail,yes,yes,winter,166.3939176,30,0.094197283,2.730172064
1500,0.745686188,3.631371437,9.037925602,2.265581531,398.7019948,17.80274965,2.56843316,0.778987313,3,V-tail,yes,yes,fall,177.3158956,30,0.028165329,2.982717527
1501,1.101350894,2.987408719,12.06429788,2.182037793,284.4709682,16.63604723,2.446303438,0.727527161,3,Conventional,no,no,summer,157.8992892,30,0.084469748,2.576595275
1502,0.853763739,3.412959336,11.34171767,1.917623177,408.6846907,21.38047625,2.418000924,0.712533614,3,Conventional,yes,yes,summer,133.5902374,30,0.009142283,2.908286686
1503,0.677621726,2.754102416,7.267040387,2.925782572,319.0955234,19.60178034,2.408327871,0.72216048,2,V-tail,no,yes,spring,148.9903755,30,0.008218136,2.510338959
1504,0.862121709,2.72801652,12.84179562,2.339686334,426.7437268,21.88965532,2.530540251,0.771245175,2,V-tail,no,no,winter,159.7481058,30,0.030972219,2.491408278
1505,0.772699019,2.34047991,10.97436899,1.709451574,299.3638706,17.06466699,2.644959251,0.722940077,5,Conventional,no,yes,summer,166.6167711,30,0.009601455,2.970356425
1506,1.284022812,3.034987882,10.22170201,2.341740345,239.4472197,20.95583052,2.657909578,0.779884888,3,Conventional,yes,no,spring,163.746641,30,0.030119501,3.00997593
1507,0.430626793,3.908118914,12.30504014,2.415929993,483.764432,21.38147621,2.362024714,0.74373752,4,V-tail,no,no,summer,92.63826199,30,0.00889309,2.752995508
1508,0.86761635,3.850551169,7.787127415,2.086741187,378.1433595,17.63309483,2.541100195,0.76815943,3,Conventional,yes,yes,fall,175.9857666,30,0.024247495,2.666512814
1509,1.316900004,3.563163172,13.99743343,2.58033302,241.3151272,19.70648976,2.596066368,0.73647611,5,V-tail,yes,yes,spring,158.4301447,30,0.027269274,2.849752272
1510,0.919303928,3.646818118,10.40933275,2.377791541,350.599972,19.25143796,2.441625197,0.735725625,3,Conventional,no,no,winter,158.0927346,30,0.087436183,2.915101013
1511,0.334701924,3.457396056,11.71695406,2.081473581,372.7202104,21.10308817,2.497356476,0.758454573,3,Conventional,yes,yes,winter,164.2463425,30,0.008963188,2.929748281
1512,1.038119919,4.079566797,9.482136445,2.063261267,503.2859841,20.18324169,2.594245651,0.792403108,4,Conventional,yes,no,winter,153.610154,30,0.00863993,2.936640933
1513,1.041311164,4.232591546,9.322070128,1.576545536,333.7548402,19.80759408,2.500665985,0.769585684,3,V-tail,no,yes,summer,175.1979858,30,0.008017582,2.73923653
1514,1.040530937,3.701215817,15.21006795,1.704977191,336.0285506,19.71045035,2.379109385,0.763298786,2,Conventional,yes,no,spring,159.113704,30,0.033307229,3.18684139
1515,0.589203396,3.461027305,11.95555774,2.071029875,386.7729654,19.35796342,2.282674334,0.730383175,2,Conventional,no,no,summer,119.8061445,30,0.088033015,2.685284422
1516,0.952293899,3.371142556,11.44040905,2.043554327,422.9904594,21.8306692,2.431797887,0.76480685,4,Conventional,no,no,winter,142.6749467,30,0.030087189,2.775548659
1517,0.501499425,3.671143659,11.47276644,2.339493184,383.5669255,20.31745293,2.389871894,0.753835893,4,V-tail,yes,no,spring,146.0715475,30,0.028650425,3.001864615
1518,1.36120428,3.183711013,12.01923086,2.241243156,493.1943715,19.82274444,2.333769642,0.735725276,2,Conventional,yes,yes,spring,83.97327817,30,0.008963188,3.050313777
1519,1.225882575,3.200110424,12.1766407,1.857310852,331.7886648,21.34091018,2.478244481,0.778968979,4,V-tail,no,no,spring,168.1096048,30,0.007647908,2.810316094
1520,0.918000386,3.773050534,14.61669945,1.821825055,346.1117536,22.93584211,2.468859302,0.797782664,4,V-tail,yes,yes,spring,175.963966,30,0.090784116,3.081274527
1521,1.00711306,2.575156291,10.03283159,2.135773487,241.2866827,26.59035718,2.65735162,0.77085393,4,Conventional,no,yes,fall,159.9712865,30,0.086919875,3.118408337
1522,0.37677749,3.420404733,11.04420521,2.274130446,305.8980973,22.91600824,2.604598205,0.753453523,2,V-tail,yes,yes,fall,174.0961396,30,0.008937015,3.006949427
1523,0.710432152,4.316365571,11.35041979,2.34483701,276.4434702,19.53272113,2.54592163,0.720002925,5,V-tail,yes,no,spring,161.8669484,30,0.025719256,3.904109177
1524,0.846776727,2.189481753,11.99485447,2.02313588,354.9322122,20.97524689,2.62075323,0.750327524,4,V-tail,yes,no,winter,175.709319,30,0.03061278,2.882920348
1525,0.988937114,4.014434892,9.253628934,1.916777719,306.7606052,18.98869898,2.534328502,0.736971606,5,V-tail,yes,no,spring,171.0122415,30,0.081530997,3.06003836
1526,0.888579363,4.195774632,8.716855867,2.147174835,368.0194234,21.46128776,2.541275054,0.716057633,4,Conventional,yes,no,summer,169.4080748,30,0.010429496,2.421313739
1527,0.601358494,2.708427315,10.2570227,2.353360427,330.1244385,16.7787527,2.49298304,0.78248916,3,Conventional,yes,yes,summer,169.2383588,30,0.00818579,3.479287871
1528,1.134888169,4.226854076,13.01316671,2.149858515,313.5652961,20.6417905,2.588976496,0.73472101,3,Conventional,yes,no,fall,175.1890608,30,0.097041937,3.104186424
1529,0.827857182,3.195130409,15.87336521,2.745179907,319.7052331,20.0452519,2.336822191,0.735267472,3,V-tail,no,no,winter,147.0137241,30,0.080532998,3.850944801
1530,0.889113423,3.712633457,10.47877425,1.975527536,454.5013001,24.72097125,2.5497107,0.764538218,3,V-tail,no,no,winter,162.2058902,30,0.029466425,3.802262015
1531,0.863844957,3.600283107,16.22366679,1.938332511,357.7076199,25.24999127,2.455852089,0.779484821,2,V-tail,no,yes,fall,169.4209957,30,0.028650425,2.986212669
1532,0.760200526,3.40062031,10.51219453,2.600940068,262.0555873,21.92109976,2.578780681,0.719292409,3,Conventional,no,no,fall,161.4677362,30,0.00818579,3.039623462
1533,1.105142025,2.981469139,11.64163014,2.464752807,460.2080412,22.82853922,2.476834219,0.686189991,4,V-tail,yes,yes,summer,127.3621528,30,0.089884621,2.96799364
1534,0.879525624,2.481675508,13.22306651,2.352173332,370.4956686,22.36234642,2.447744309,0.725240115,2,Conventional,no,no,fall,148.2572641,30,0.030752112,3.578189104
1535,1.005434272,3.324592589,10.48037676,2.07471699,295.4019055,22.54176853,2.520993377,0.775913028,6,Conventional,no,yes,summer,173.4633707,30,0.00863993,3.169705214
1536,0.54858142,2.784279032,10.42261134,3.005996255,284.7203683,22.03939282,2.479602633,0.750506199,6,Conventional,no,no,winter,161.0205483,30,0.026537024,3.358494967
1537,1.052140172,2.435623635,11.75879746,2.307006025,291.1820165,17.58103326,2.758259636,0.735413099,4,Conventional,yes,yes,winter,175.4602111,30,0.031579069,2.954767878
1538,0.982311265,3.432695513,10.51079988,2.081981498,419.1850287,19.6011969,2.454954787,0.732438765,3,V-tail,yes,no,fall,142.1738153,30,0.008752118,3.696021659
1539,0.64430615,3.656580881,14.37044707,2.189480294,429.2956455,18.47421598,2.508107143,0.71054338,3,Conventional,yes,no,summer,144.9450675,30,0.006776432,3.371930408
1540,0.59057524,3.268261404,12.53948146,2.131752463,345.503585,23.45744838,2.44957617,0.72795464,4,Conventional,yes,no,winter,156.3001067,30,0.030707267,3.309169693
1541,1.213961136,2.85053172,11.88802038,2.766316287,360.9673238,20.96284049,2.463021177,0.722506814,5,V-tail,yes,no,spring,154.5753507,30,0.083907063,3.054312518
1542,0.965605069,2.692713179,15.22184718,2.650752395,461.8988354,17.2206704,2.551529555,0.749281343,4,V-tail,no,no,fall,147.7836872,30,0.033307229,2.749183898
1543,0.810325122,3.978329621,12.12398854,2.33828128,305.608984,19.05226944,2.423258916,0.758741956,5,Conventional,yes,yes,spring,167.9329632,30,0.090961622,3.196625989
1544,0.956287049,3.35970413,10.69157733,2.467805707,362.5411172,12.70095449,2.478224854,0.769123774,2,Conventional,yes,no,fall,162.8296142,30,0.006776432,3.213862082
1545,0.851462997,3.36623478,10.58637935,2.502850923,342.7301147,21.36194655,2.471642414,0.757939564,3,V-tail,yes,yes,spring,166.9811473,30,0.094796606,3.273523659
1546,0.930383778,2.507522589,12.725611,2.569927296,431.7908313,21.27880823,2.634122284,0.736342821,4,Conventional,no,no,winter,175.2414847,30,0.022982366,3.077757066
1547,1.037190987,3.491442587,13.90476608,2.098864435,439.7920295,23.75212927,2.506480886,0.719166787,2,Conventional,no,no,winter,149.07267,30,0.008022843,3.117282245
1548,0.784164073,2.509369914,13.68980411,2.215219112,341.7342807,21.0424353,2.486775322,0.772985782,2,V-tail,yes,yes,summer,164.7697048,30,0.035953209,2.50842805
1549,1.011636159,3.459048347,12.40161317,2.662615638,338.2245641,19.17547887,2.571268209,0.756148074,2,V-tail,yes,yes,fall,177.1513643,30,0.00901302,2.733513372
1550,1.313545988,4.179638772,9.991729132,2.915269117,316.9199143,17.06434441,2.533111212,0.767032365,3,Conventional,yes,no,summer,174.1946026,30,0.009666572,2.87832321
1551,0.773994188,3.914363366,14.2835766,1.471952617,513.9094576,22.43593044,2.353985525,0.756974633,5,V-tail,no,no,fall,78.58172805,30,0.027191656,2.703693956
1552,1.092428956,3.350827403,14.32997341,1.976275964,298.103529,19.20019604,2.453118755,0.762742213,4,Conventional,yes,no,spring,167.6226616,30,0.072516736,2.980106787
1553,1.030370514,4.532617291,10.40549643,2.069399881,324.6736152,23.62638117,2.563173948,0.722139678,3,Conventional,no,no,fall,178.5860949,30,0.008866702,2.889265418
1554,1.089479579,3.738982001,14.99012695,2.447497967,301.1413907,19.66351932,2.529213985,0.721102945,3,V-tail,no,yes,summer,167.737165,30,0.094952001,3.147044476
1555,0.969201012,4.989779238,10.68830876,2.458963089,371.6168898,14.65969261,2.524416276,0.72043018,4,V-tail,yes,yes,winter,165.4718845,30,0.026464801,2.54373315
1556,0.985834976,2.424691779,10.82125143,1.95584771,302.5444673,21.82686331,2.532120706,0.708752656,3,V-tail,no,no,spring,157.7233723,30,0.086631854,2.871335644
1557,1.044872367,2.761726624,13.89799672,1.990396366,207.5334134,23.05752566,2.6181619,0.802894775,3,Conventional,yes,yes,winter,155.5322409,30,0.028566412,3.139573178
1558,1.364895626,3.874256571,10.40793262,1.82296891,406.2775486,18.79473668,2.569054657,0.775993002,2,V-tail,no,no,spring,172.9742102,30,0.00916452,2.429675772
1559,1.330432011,2.933021727,10.6485349,2.295698506,402.9744501,19.57653925,2.483881453,0.74206848,3,Conventional,yes,no,fall,153.4175788,30,0.009012704,3.134180751
1560,0.83517582,3.707913244,11.57838218,2.187072829,352.7446401,15.95399549,2.529657346,0.775888165,4,V-tail,no,no,winter,170.5919035,30,0.008857293,3.327927024
