Case,drbatt,dtbatt,EQ_W_Wing,EQ_W_Therm,Foil0,Foil1,FOS,Fuse_d,Fuse_L,Fuse_Lt,Ht_S,NACA0,NACA1,Nz,Panels,PassN,PfracBattery,PfracRTG,PfracSpanels,Planet,PropBlade,PropD,PropN,PropulsionN,rho_b,rho_s,RTGfuelfrac,RTGfueltype,tstart,tmission,Type,Tail_type,Winglet,Ult_n,Ult_s,Vm,Vt_S,Wing_AR,Wing_dhl,Wing_S,Wing_Sweep,Wing_TR,Wing_fin_S,Wing_fin_TR,Cruise_Alt,Min_Alt,Cruise_V,RoC_min_alt,RoC_max_alt,Accel,Wing_folding,Sensor_swath_width,Num_Folds,Season,Area_coverage
1131,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.061820447,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.029783887,10.06495131,2.556588169,0.780192271,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,4.00E+05
1132,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.11657123,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.021617256,14.6883171,2.450634095,0.761856179,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.00E+05
1133,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.053529614,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.011543621,9.407635726,2.64311733,0.449487752,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,4.00E+05
1134,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.159042194,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.016391194,10.41207302,1.615362806,0.420673893,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,4.00E+05
1135,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.165299427,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.017468432,9.023586168,2.379998045,0.833890826,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.00E+05
1136,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.054077122,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.018050723,11.14324429,2.577778984,0.782811713,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,4.00E+05
1137,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.126973879,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.019957726,8.513981951,2.17427055,0.629574371,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,4.00E+05
1138,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.084972206,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.011237918,14.74740165,1.622426411,1.213055018,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,4.00E+05
1139,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.110235782,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.013596197,16.20235862,1.851110622,0.928845589,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.00E+05
1140,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.071988449,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.022199547,7.937907622,1.568566423,1.069640583,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.00E+05
1141,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.130650003,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.031923807,6.76360225,1.588874288,1.127268301,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.00E+05
1142,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.121107723,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.009811305,5.936418597,2.682850108,1.361053476,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.00E+05
1143,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.096235225,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.031574432,13.71342208,1.640085424,0.393824615,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.00E+05
1144,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.132292526,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.022723609,10.89213496,2.473590811,0.522832121,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,4.00E+05
1145,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.134169696,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.02704712,11.96304238,2.072731229,0.896757428,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.00E+05
1146,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.123688832,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.018327312,15.91432145,2.295234785,0.730422878,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.00E+05
1147,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.140974436,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.031836463,12.46526103,1.876716191,0.621061185,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.00E+05
1148,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.141991236,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.01096133,6.578963043,2.168089896,1.354504871,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.00E+05
1149,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.165768719,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.022155875,11.38696805,2.640468478,1.389212474,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.00E+05
1150,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.099911349,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.025940767,16.92614432,2.475356712,1.108277348,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.00E+05
1151,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.138627974,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.009112556,7.945293186,2.179568254,1.134471766,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,4.00E+05
1152,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.140348713,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.010946773,10.92906281,2.126591217,0.782156852,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.00E+05
1153,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.068625187,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.029056024,14.28949641,1.524418892,0.502531447,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.00E+05
1154,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.12337597,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.026493943,9.42979243,2.176036451,1.275921619,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.00E+05
1155,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.153410685,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.009884092,10.81827928,2.418847872,1.24710776,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,4.00E+05
1156,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.073396326,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.02100585,15.42687394,2.136303673,0.425912776,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,4.00E+05
1157,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.137924035,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.0249072,9.385479022,2.44445344,1.305390339,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,4.00E+05
1158,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.168193397,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.018865931,14.92465529,1.850227672,0.717325669,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,4.00E+05
1159,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.071206295,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.020234315,5.884719614,2.266097415,0.602070233,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.00E+05
1160,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.086223653,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.014367733,16.40176896,1.638319522,1.248417481,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,4.00E+05
1161,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.133543973,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.031661776,14.06054379,2.780857627,1.152152997,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,4.00E+05
1162,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.157086809,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.016347522,6.438637245,2.177802353,0.376143383,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,4.00E+05
1163,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.113990121,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.027571181,6.556806339,2.414433119,1.215019599,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.00E+05
1164,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.146214868,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.019506451,13.20381786,2.118644661,0.517593237,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,4.00E+05
1165,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.151298869,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.009301801,11.24664225,1.633021819,1.101073884,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.00E+05
1166,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056188937,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.027556624,13.97930254,2.404720662,1.084047512,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.00E+05
1167,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.075429927,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.027905999,8.890645939,2.837366467,0.613202861,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.00E+05
1168,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.115085137,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.023495144,7.694183863,2.092156142,1.076189187,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,4.00E+05
1169,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.085363283,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.021573584,8.388427292,2.535397354,1.404274264,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.00E+05
1170,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.113207967,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.016958928,14.31165312,1.572981177,0.788050596,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.00E+05
1171,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.167098381,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.01812351,10.09449358,2.006509932,1.073569745,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.00E+05
1172,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.052278167,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.019317206,9.370707883,2.779974677,0.484850215,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.00E+05
1173,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.04609915,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.031239615,16.04726168,2.41531607,1.028384375,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.00E+05
1174,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.141365513,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.021777386,8.366270588,1.949118141,1.042791305,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.00E+05
1175,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.167489458,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.025562277,14.59969028,2.377349193,0.497292564,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,4.00E+05
1176,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.046490227,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.010670185,11.80794544,2.714636331,1.339443081,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.00E+05
1177,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.116649445,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.030395293,8.321957175,2.07361418,1.070295443,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,4.00E+05
1178,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.162327241,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.028022457,8.65430775,2.290820032,1.283125084,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,4.00E+05
1179,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.07793282,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.025838866,15.05020995,2.716402232,1.23139111,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.00E+05
1180,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.095609501,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.017948822,15.44164508,1.982670266,0.754652714,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,4.00E+05
1181,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.070737003,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.015474086,6.054587686,2.299649538,0.38662115,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.00E+05
1182,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.163656903,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.029944017,9.725215161,2.606916355,0.56670777,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.00E+05
1183,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.166707304,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.03137063,5.943804161,2.439155737,0.573256374,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.00E+05
1184,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.089665131,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.023029312,7.53170136,2.032998451,0.877766476,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,4.00E+05
1185,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.070111279,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,V-tail,yes,724000000,54500000,30,0.015153825,7.605557047,2.740241899,1.371531243,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.00E+05
1186,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.1225156,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.0186039,16.73411954,2.768496319,0.67279516,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,4.00E+05
1187,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.149499915,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.014236717,13.42538491,1.534131349,0.564088328,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,4.00E+05
1188,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.117431599,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.012912005,7.036868283,2.631638972,1.024455213,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,4.00E+05
1189,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.112191167,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.027483838,8.868489235,1.898789956,1.095835,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.00E+05
1190,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.126191724,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.025198346,11.9113434,1.708072622,1.207816134,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.00E+05
1191,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.068312325,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.029536414,7.952678756,1.936756833,1.281815363,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,4.00E+05
1192,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.112582244,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.024805299,10.96599065,1.667456893,0.852881779,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.00E+05
1193,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.148483115,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,V-tail,no,724000000,54500000,30,0.013872785,8.772476844,2.311127897,1.093870419,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.00E+05
1194,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.132840034,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,V-tail,yes,724000000,54500000,30,0.018807702,8.942344917,2.650180935,0.396444057,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.00E+05
1195,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.113911906,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.016726011,10.10926472,2.221066933,0.755307575,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.00E+05
1196,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.164282627,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.024921757,5.995503145,1.746922449,0.617786884,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.00E+05
1197,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.068703402,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.029813002,6.53464963,2.370285588,0.706847902,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,4.00E+05
1198,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.117979107,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.022883739,15.34563269,1.780474573,1.033623259,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.00E+05
1199,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.120169138,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.024892643,16.8596742,2.61486291,0.469788426,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.00E+05
1200,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.165612288,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.027891442,13.72819322,2.38706165,1.23204597,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,4.00E+05
1201,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.128538187,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,V-tail,no,724000000,54500000,30,0.019302649,13.69865094,1.830802758,1.35188543,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.00E+05
1202,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.086927591,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,V-tail,no,724000000,54500000,30,0.022476135,15.98817713,2.823239257,0.896102568,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.00E+05
1203,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.05564143,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,V-tail,yes,724000000,54500000,30,0.01278099,6.593734177,2.760549763,0.700299298,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.00E+05
